id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,league,season
65d62814,1,Antonio Adán,ESP,GK,Atlético Madrid,32,1987,1,0,25,0.3,0,0.0,1,1,100.0,0,0,0,0,,0,0,0,0,,Matches,ESP-LALIGA,19-20
8875b8c9,2,Sergio Álvarez,ESP,GK,Celta Vigo,32,1986,4,4,180,2.0,1,0.5,3,2,66.7,1,1,0,1,25.0,0,0,0,0,,Matches,ESP-LALIGA,19-20
011d8c56,3,Miguel Ángel Moyá,ESP,GK,Real Sociedad,35,1984,13,13,1170,13.0,16,1.23,51,36,68.6,5,4,4,3,23.1,1,0,0,1,,Matches,ESP-LALIGA,19-20
2f965a72,4,Alphonse Areola,FRA,GK,Real Madrid,26,1993,4,4,360,4.0,5,1.25,14,9,78.6,3,1,0,1,25.0,2,2,0,0,0.0,Matches,ESP-LALIGA,19-20
9f0ea33f,5,Sergio Asenjo,ESP,GK,Villarreal,30,1989,34,34,3060,34.0,41,1.21,145,104,75.2,17,4,13,11,32.4,6,5,1,0,16.7,Matches,ESP-LALIGA,19-20
967f34d3,6,Rubén Blanco,ESP,GK,Celta Vigo,24,1995,33,33,2960,32.9,43,1.31,135,92,71.9,6,14,13,10,30.3,5,5,0,0,0.0,Matches,ESP-LALIGA,19-20
f6798fc3,7,Yassine Bounou,MAR,GK,Sevilla,28,1991,6,5,495,5.5,3,0.55,20,17,90.0,4,1,0,4,80.0,1,1,0,0,0.0,Matches,ESP-LALIGA,19-20
81a606fc,8,Churripi,ESP,GK,Valladolid,25,1994,3,3,244,2.7,3,1.11,13,10,76.9,1,0,2,1,33.3,0,0,0,0,,Matches,ESP-LALIGA,19-20
04ac8285,9,Jasper Cillessen,NED,GK,Valencia,30,1989,24,24,2096,23.3,30,1.29,109,78,78.0,10,7,7,5,20.8,8,6,2,0,25.0,Matches,ESP-LALIGA,19-20
1840e36d,10,Thibaut Courtois,BEL,GK,Real Madrid,27,1992,34,34,3060,34.0,20,0.59,96,76,79.2,23,8,3,18,52.9,0,0,0,0,,Matches,ESP-LALIGA,19-20
75751c99,11,Iván Cuéllar,ESP,GK,Leganés,35,1984,27,27,2429,27.0,33,1.22,99,65,67.7,7,9,11,7,25.9,2,1,1,0,50.0,Matches,ESP-LALIGA,19-20
ac295d9e,12,Marko Dmitrović,SRB,GK,Eibar,27,1992,35,35,3150,35.0,51,1.46,122,71,61.5,9,9,17,10,28.6,5,4,1,0,20.0,Matches,ESP-LALIGA,19-20
c9cb972b,13,Jaume Doménech,ESP,GK,Valencia,28,1990,15,14,1324,14.7,23,1.56,81,58,72.8,4,4,6,3,21.4,1,1,0,0,0.0,Matches,ESP-LALIGA,19-20
67669ce7,14,Aarón Escandell,ESP,GK,Granada,23,1995,3,3,270,3.0,3,1.0,14,11,78.6,1,0,2,1,33.3,0,0,0,0,,Matches,ESP-LALIGA,19-20
af245161,15,Fabricio,ESP,GK,Mallorca,31,1987,2,2,90,1.0,3,3.0,6,3,66.7,0,0,1,0,0.0,1,1,0,0,0.0,Matches,ESP-LALIGA,19-20
a01c3d54,16,Aitor Fernández,ESP,GK,Levante,28,1991,36,36,3240,36.0,51,1.42,205,153,76.6,12,7,17,5,13.9,5,3,2,0,40.0,Matches,ESP-LALIGA,19-20
307fcd26,17,Andrés Fernández,ESP,GK,Villarreal,32,1986,4,4,360,4.0,8,2.0,19,12,73.7,1,2,1,1,25.0,3,3,0,0,0.0,Matches,ESP-LALIGA,19-20
a4995f48,18,Sergio Herrera,ESP,GK,Osasuna,26,1993,19,18,1655,18.4,27,1.47,80,53,67.5,7,3,8,7,38.9,1,1,0,0,0.0,Matches,ESP-LALIGA,19-20
9109185e,19,Iago Herrerín,ESP,GK,Athletic Club,31,1988,5,4,425,4.7,9,1.91,19,10,52.6,0,3,1,0,0.0,0,0,0,0,,Matches,ESP-LALIGA,19-20
73683fa9,20,Diego López,ESP,GK,Espanyol,37,1981,36,36,3232,35.9,58,1.62,160,103,67.5,4,9,23,4,11.1,7,6,1,0,14.3,Matches,ESP-LALIGA,19-20
4df0dff8,21,Daniel Martín,ESP,GK,Betis,21,1998,6,5,531,5.9,12,2.03,24,12,50.0,1,0,4,1,20.0,0,0,0,0,,Matches,ESP-LALIGA,19-20
8fae77ea,22,Jordi Masip,ESP,GK,Valladolid,30,1989,35,35,3150,35.0,39,1.11,125,85,73.6,8,15,12,11,31.4,7,6,1,0,14.3,Matches,ESP-LALIGA,19-20
a9dc785c,23,Neto,BRA,GK,Barcelona,30,1989,2,2,180,2.0,2,1.0,3,1,33.3,1,1,0,1,50.0,0,0,0,0,,Matches,ESP-LALIGA,19-20
ee8508c0,24,Jan Oblak,SVN,GK,Atlético Madrid,26,1993,38,38,3395,37.7,27,0.72,111,87,78.4,18,16,4,17,44.7,4,3,0,1,0.0,Matches,ESP-LALIGA,19-20
b5bdf144,25,Oier Olazábal,ESP,GK,Espanyol,29,1989,2,2,180,2.0,0,0.0,3,3,100.0,1,1,0,2,100.0,0,0,0,0,,Matches,ESP-LALIGA,19-20
97852360,26,Fernando Pacheco,ESP,GK,Alavés,27,1992,27,27,2358,26.2,37,1.41,102,62,71.6,7,7,13,6,22.2,11,8,3,0,27.3,Matches,ESP-LALIGA,19-20
f9b42381,27,Miquel Parera,ESP,GK,Mallorca,23,1996,1,1,90,1.0,2,2.0,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,Matches,ESP-LALIGA,19-20
8f29e08b,28,Juan Pérez,ESP,GK,Osasuna,23,1996,2,2,180,2.0,3,1.5,9,6,77.8,1,1,0,0,0.0,1,1,0,0,0.0,Matches,ESP-LALIGA,19-20
aae17c81,29,Samu Pérez,ESP,GK,Valladolid,22,1997,1,0,26,0.3,1,3.46,1,0,100.0,0,0,0,0,,1,1,0,0,0.0,Matches,ESP-LALIGA,19-20
605eb473,30,Manolo Reina,ESP,GK,Mallorca,34,1985,36,36,3240,36.0,60,1.67,179,119,74.3,9,5,22,5,13.9,15,14,1,0,6.7,Matches,ESP-LALIGA,19-20
374ee424,31,Álex Remiro,ESP,GK,Real Sociedad,24,1995,25,25,2250,25.0,32,1.28,93,60,73.1,11,4,10,6,24.0,8,7,1,0,12.5,Matches,ESP-LALIGA,19-20
ba3ca78f,32,Roberto,ESP,GK,Alavés,33,1986,9,8,790,8.8,19,2.16,54,35,70.4,2,1,5,2,25.0,3,3,0,0,0.0,Matches,ESP-LALIGA,19-20
