id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,league,season
f76e6b4e,1,Adrián,ESP,GK,Liverpool,33,1987,1.0,0,0,0,0,0,1.0,0.25,1.0,0.99,9,18,50.0,24,3,58.3,37.9,8,50.0,42.5,18,3,16.7,1,1.0,13.0,Matches,UCL,20-21
7a2e46a8,2,Alisson,BRA,GK,Liverpool,27,1992,7.0,5,0,0,0,0,8.9,0.38,3.9,0.55,26,64,40.6,210,31,21.4,29.3,50,38.0,37.4,64,1,1.6,13,1.86,22.1,Matches,UCL,20-21
63e905bc,3,Mikkel Andersen,DEN,GK,Midtjylland,31,1988,2.0,4,1,0,0,0,3.1,0.35,-0.9,-0.46,16,41,39.0,84,13,39.3,33.2,12,66.7,49.9,18,1,5.6,3,1.5,18.1,Matches,UCL,20-21
28d596a0,4,Kepa Arrizabalaga,ESP,GK,Chelsea,25,1994,1.0,1,0,0,0,0,0.5,0.27,-0.5,-0.47,0,2,0.0,20,1,10.0,25.1,5,0.0,19.4,5,0,0.0,0,0.0,8.0,Matches,UCL,20-21
f6798fc3,5,Yassine Bounou,MAR,GK,Sevilla,29,1991,5.0,6,2,0,0,0,7.6,0.26,1.6,0.33,18,38,47.4,119,18,21.8,28.4,25,48.0,37.8,47,2,4.3,7,1.4,19.3,Matches,UCL,20-21
1e064bfb,6,Denys Boyko,UKR,GK,Dynamo Kyiv,32,1988,1.0,2,0,0,0,0,1.8,0.45,-0.2,-0.2,5,8,62.5,34,8,14.7,25.9,5,60.0,43.8,11,1,9.1,0,0.0,5.0,Matches,UCL,20-21
e40d028b,7,Gianluigi Buffon,ITA,GK,Juventus,42,1978,1.0,0,0,0,0,0,1.0,0.14,1.0,0.98,4,6,66.7,14,6,14.3,28.9,13,30.8,28.0,6,0,0.0,0,0.0,,Matches,UCL,20-21
9d12e142,8,Roman Bürki,SUI,GK,Dortmund,29,1990,4.0,1,1,0,0,0,3.8,0.28,2.8,0.71,14,39,35.9,113,19,28.3,30.6,24,29.2,33.7,45,4,8.9,1,0.25,9.0,Matches,UCL,20-21
eb2b33aa,9,Heorhiy Bushchan,UKR,GK,Dynamo Kyiv,26,1994,4.0,9,1,0,1,0,8.8,0.37,-0.2,-0.04,18,44,40.9,86,13,33.7,33.2,32,46.9,41.1,57,1,1.8,1,0.25,8.5,Matches,UCL,20-21
93fffbcf,10,Diogo Costa,POR,GK,Porto,20,1999,1.0,0,0,0,0,0,0.1,0.1,0.1,0.1,3,27,11.1,37,5,54.1,40.5,8,87.5,55.9,8,1,12.5,0,0.0,5.0,Matches,UCL,20-21
1840e36d,11,Thibaut Courtois,BEL,GK,Real Madrid,28,1992,12.0,14,0,1,0,1,15.3,0.4,2.3,0.19,27,109,24.8,370,68,22.2,30.3,85,31.8,33.4,116,11,9.5,21,1.75,18.2,Matches,UCL,20-21
4030c7ae,12,Dénes Dibusz,HUN,GK,Ferencváros,29,1990,6.0,17,3,0,0,1,14.2,0.31,-1.8,-0.3,39,76,51.3,202,33,29.7,31.0,40,40.0,34.7,48,0,0.0,4,0.67,15.1,Matches,UCL,20-21
3bb7b8b4,13,Ederson,BRA,GK,Manchester City,26,1993,12.0,5,0,0,1,0,6.4,0.29,1.4,0.12,31,71,43.7,287,53,20.2,28.1,46,28.3,34.0,76,4,5.3,19,1.58,19.3,Matches,UCL,20-21
7ba6d84e,14,David de Gea,ESP,GK,Manchester Utd,29,1990,5.0,8,0,1,1,1,6.7,0.34,-0.3,-0.05,21,46,45.7,83,16,36.1,32.4,39,41.0,32.5,63,2,3.2,4,0.8,14.5,Matches,UCL,20-21
f0f7f62f,15,Pierluigi Gollini,ITA,GK,Atalanta,25,1995,3.0,1,0,0,1,0,1.1,0.18,0.1,0.03,34,60,56.7,64,6,65.6,44.5,19,94.7,57.2,41,2,4.9,3,1.0,14.4,Matches,UCL,20-21
cecbce23,16,Alfred Gomis,SEN,GK,Rennes,26,1993,4.0,7,2,0,0,0,8.1,0.29,1.1,0.26,20,64,31.3,116,19,38.8,35.0,34,55.9,44.4,56,1,1.8,4,1.0,18.3,Matches,UCL,20-21
8b3d765f,17,Yevgeni Gorodov,RUS,GK,Krasnodar,34,1985,2.0,3,1,0,0,0,3.7,0.21,0.7,0.34,17,42,40.5,53,8,54.7,41.6,19,68.4,47.1,31,0,0.0,1,0.5,13.5,Matches,UCL,20-21
