id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,league,season
8bc373ea,1,Pape Abou Cissé,SEN,DF,Olympiacos,24,1995,5.0,0,0,0,5,2,1,0,17,2,0,1,0,22,12,12,50.0,Matches,UCL,20-21
f586779e,2,Tammy Abraham,ENG,FW,Chelsea,22,1997,2.6,0,0,0,4,4,2,0,1,0,1,0,0,3,6,6,50.0,Matches,UCL,20-21
b96b595c,3,Francesco Acerbi,ITA,DF,Lazio,32,1988,8.0,2,0,0,7,6,1,21,11,8,0,0,1,39,15,10,60.0,Matches,UCL,20-21
81442ecb,4,Marcos Acuña,ARG,DF,Sevilla,28,1991,3.6,3,0,0,5,4,0,30,3,8,0,0,0,30,7,7,50.0,Matches,UCL,20-21
2b09d998,5,Tyler Adams,USA,"FW,MF",RB Leipzig,21,1999,3.2,1,0,0,6,2,0,1,5,5,0,0,0,18,3,5,37.5,Matches,UCL,20-21
501055d8,6,Karim Adeyemi,GER,FW,RB Salzburg,18,2002,0.6,0,0,0,2,1,1,1,0,0,0,0,0,2,1,0,100.0,Matches,UCL,20-21
f76e6b4e,7,Adrián,ESP,GK,Liverpool,33,1987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0,Matches,UCL,20-21
288e1e13,8,Nayef Aguerd,MAR,DF,Rennes,24,1996,3.1,0,0,0,2,1,0,0,4,1,0,0,0,21,6,8,42.9,Matches,UCL,20-21
4d034881,9,Sergio Agüero,ARG,FW,Manchester City,32,1988,1.7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Matches,UCL,20-21
89ac64a6,10,Manuel Akanji,SUI,DF,Dortmund,25,1995,7.0,0,0,0,1,4,0,0,8,5,0,0,0,40,4,6,40.0,Matches,UCL,20-21
414e1f69,11,Marley Aké,FRA,"FW,MF",Marseille,19,2001,0.4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0.0,Matches,UCL,20-21
eaeca114,12,Nathan Aké,NED,DF,Manchester City,25,1995,2.0,0,0,0,3,1,0,1,3,3,0,0,0,11,4,2,66.7,Matches,UCL,20-21
fdf4b948,13,Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,27,1992,3.2,2,0,0,5,9,0,0,7,4,0,0,0,13,4,2,66.7,Matches,UCL,20-21
05439de2,14,David Alaba,AUT,"DF,MF",Bayern Munich,28,1992,9.0,2,0,0,13,1,0,9,14,7,0,0,0,48,7,9,43.8,Matches,UCL,20-21
4601e194,15,Jordi Alba,ESP,DF,Barcelona,31,1989,5.4,1,0,0,6,5,4,16,6,5,0,0,0,37,1,1,50.0,Matches,UCL,20-21
5294a83f,16,Luis Alberto,ESP,MF,Lazio,27,1992,5.3,2,0,0,1,4,0,26,4,5,0,0,0,29,1,2,33.3,Matches,UCL,20-21
77e84962,17,Thiago Alcántara,ESP,MF,Liverpool,29,1991,2.5,1,0,0,6,0,0,0,3,8,0,0,0,24,2,8,20.0,Matches,UCL,20-21
d68cb24c,18,Danijel Aleksić,SRB,MF,Başakşehir,29,1991,1.2,0,0,0,0,2,0,3,0,0,0,0,0,8,2,0,100.0,Matches,UCL,20-21
6c811eb7,19,Carles Aleñá,ESP,"MF,DF",Barcelona,22,1998,1.4,0,0,0,1,3,0,2,0,1,0,0,0,14,1,0,100.0,Matches,UCL,20-21
cd1acf9d,20,Trent Alexander-Arnold,ENG,DF,Liverpool,21,1998,7.9,2,0,0,5,2,1,49,12,4,0,0,0,63,1,6,14.3,Matches,UCL,20-21
edd38473,21,Hasan Ali Kaldırım,TUR,DF,Başakşehir,30,1989,1.2,0,0,0,0,0,0,6,1,0,0,0,0,6,0,3,0.0,Matches,UCL,20-21
7a2e46a8,22,Alisson,BRA,GK,Liverpool,27,1992,7.0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,100.0,Matches,UCL,20-21
f4290206,23,Marcos Alonso,ESP,DF,Chelsea,29,1990,2.0,0,0,0,3,2,0,7,0,1,0,0,0,10,2,1,66.7,Matches,UCL,20-21
8ce30c57,24,Éder Álvarez Balanta,COL,MF,Club Brugge,27,1993,2.6,0,0,0,9,3,0,0,4,0,0,0,0,30,3,3,50.0,Matches,UCL,20-21
8b3ab7ad,25,Edson Álvarez,MEX,"MF,DF",Ajax,22,1997,1.4,0,0,0,3,0,1,0,3,0,0,0,0,8,2,0,100.0,Matches,UCL,20-21
22721b88,26,Jordan Amavi,FRA,DF,Marseille,26,1994,5.0,2,0,0,9,5,0,11,10,7,0,1,0,28,17,8,68.0,Matches,UCL,20-21
63e905bc,27,Mikkel Andersen,DEN,GK,Midtjylland,31,1988,2.0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,100.0,Matches,UCL,20-21
9f1893b9,28,Felipe Anderson,BRA,FW,Porto,27,1993,0.7,0,0,0,2,0,0,0,4,1,0,0,0,2,0,2,0.0,Matches,UCL,20-21
0a721e85,29,Mikael Anderson,ISL,"MF,FW",Midtjylland,22,1998,1.9,1,0,0,7,3,0,3,2,3,0,0,0,8,3,3,50.0,Matches,UCL,20-21
b5f66351,30,Joel Andersson,SWE,DF,Midtjylland,23,1996,4.4,0,0,0,0,1,0,10,9,6,0,0,0,19,2,3,40.0,Matches,UCL,20-21
4e3f5992,31,Oleksandr Andriyevskyi,UKR,MF,Dynamo Kyiv,26,1994,1.4,0,0,0,0,0,0,0,2,1,0,0,0,11,1,0,100.0,Matches,UCL,20-21
30941e96,32,Angeliño,ESP,"DF,FW",RB Leipzig,23,1997,7.0,1,0,0,6,3,1,37,2,7,0,0,0,36,2,4,33.3,Matches,UCL,20-21
b105919e,33,Faustino Anjorin,ENG,FW,Chelsea,18,2001,0.9,0,0,0,2,0,0,0,0,3,0,0,0,5,0,1,0.0,Matches,UCL,20-21
108fe016,34,Marcos Antônio,BRA,MF,Shakhtar,20,2000,2.7,0,0,0,1,3,0,0,2,1,0,0,0,15,2,3,40.0,Matches,UCL,20-21
99127249,35,Antony,BRA,FW,Ajax,20,2000,4.0,0,0,0,3,9,3,10,3,3,0,0,0,19,2,3,40.0,Matches,UCL,20-21
c63f6e46,36,Youssef El-Arabi,MAR,FW,Olympiacos,33,1987,4.7,0,0,0,6,6,12,2,1,0,0,0,0,13,8,19,29.6,Matches,UCL,20-21
