id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
32c2d95f,1,Yunis Abdelhamid,MAR,DF,Reims,33,1987,34,2983,88,87.2,33.1,34,88,33,0,,0,1.12,38,41,-3,-0.09,-0.5,31.8,41.3,-9.5,-0.29,-0.46,Matches,FRA-L1,21-22
82464ce3,2,Salis Abdul Samed,GHA,MF,Clermont Foot,21,2000,31,2462,79,72.0,27.4,29,82,19,2,38,1,1.1,26,44,-18,-0.66,0.56,28.9,36.2,-7.3,-0.27,-0.2,Matches,FRA-L1,21-22
31626657,3,Laurent Abergel,FRA,MF,Lorient,28,1993,34,2956,87,86.4,32.8,34,87,26,0,,0,0.82,27,59,-32,-0.97,-1.75,35.5,45.7,-10.2,-0.31,-0.5,Matches,FRA-L1,21-22
469d3d84,4,Charles Abi,FRA,FW,Saint-Étienne,21,2000,1,45,45,1.3,0.5,1,45,0,0,,0,1.0,0,0,0,0.0,0.93,0.5,0.3,0.2,0.4,0.94,Matches,FRA-L1,21-22
0e46fa2f,5,Matthis Abline,FRA,FW,Rennes,18,2003,7,103,15,3.0,1.1,1,45,0,6,10,9,1.14,0,1,-1,-0.87,-2.04,0.9,1.8,-1.0,-0.86,-1.42,Matches,FRA-L1,21-22
1e93fc5d,6,Mohamed Achi,FRA,MF,Nantes,19,2002,1,10,10,0.3,0.1,0,,0,1,10,4,1.0,0,0,0,0.0,-0.18,0.0,0.0,0.0,0.14,0.33,Matches,FRA-L1,21-22
7587446d,7,Martin Adeline,FRA,"MF,FW",Reims,17,2003,8,352,44,10.3,3.9,2,76,1,6,34,3,1.13,4,5,-1,-0.26,-0.26,3.4,4.9,-1.5,-0.39,-0.18,Matches,FRA-L1,21-22
26777636,8,Yacine Adli,FRA,"MF,FW",Bordeaux,21,2000,36,2260,63,66.1,25.1,25,78,10,11,28,1,0.75,33,59,-26,-1.04,-0.03,26.6,43.4,-16.8,-0.67,-0.27,Matches,FRA-L1,21-22
8bc8829a,9,Lucien Agoume,FRA,MF,Brest,19,2002,27,1868,69,54.6,20.8,21,83,13,6,21,4,1.3,27,32,-5,-0.24,-0.07,27.5,31.5,-3.9,-0.19,0.33,Matches,FRA-L1,21-22
288e1e13,10,Nayef Aguerd,MAR,DF,Rennes,25,1996,31,2735,88,80.0,30.4,31,88,28,0,,0,1.94,66,29,37,1.22,0.56,49.4,33.1,16.2,0.53,0.06,Matches,FRA-L1,21-22
