id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,league,season
b96b595c,1,Francesco Acerbi,ITA,DF,Lazio,31,1988,35.1,2073,1979,93,69,3,38,26,23,1,0,0,0,1844,1,12,Matches,ITA-SERIA_A,19-20
3ed84b2c,2,Bobby Adekanye,NED,FW,Lazio,20,1999,2.1,43,42,1,0,0,0,1,1,0,0,0,0,38,0,0,Matches,ITA-SERIA_A,19-20
ce5b170a,3,Claud Adjapong,ITA,DF,Hellas Verona,21,1998,2.6,83,69,14,0,0,0,3,14,0,0,0,0,58,0,1,Matches,ITA-SERIA_A,19-20
8bc8829a,4,Lucien Agoume,FRA,MF,Inter,17,2002,0.8,38,38,0,0,0,0,2,0,0,0,0,0,35,0,1,Matches,ITA-SERIA_A,19-20
46fa7204,5,Kevin Agudelo,COL,"MF,FW",Fiorentina,20,1998,0.7,37,36,0,0,0,0,0,0,0,0,0,0,29,1,0,Matches,ITA-SERIA_A,19-20
46fa7204,6,Kevin Agudelo,COL,"MF,FW",Genoa,20,1998,7.4,293,292,1,0,0,2,11,1,0,0,0,0,239,0,12,Matches,ITA-SERIA_A,19-20
fe0b8f0e,7,Emmanuel Agyemang-Badu,GHA,MF,Hellas Verona,28,1990,2.6,104,102,2,1,0,0,1,1,0,0,0,0,90,0,0,Matches,ITA-SERIA_A,19-20
246d153b,8,Ola Aina,NGA,DF,Torino,22,1996,23.1,1185,936,243,14,1,5,62,225,4,0,0,0,862,6,27,Matches,ITA-SERIA_A,19-20
5294a83f,9,Luis Alberto,ESP,MF,Lazio,26,1992,34.6,2296,1977,295,69,28,18,177,21,151,51,73,0,1793,24,38,Matches,ITA-SERIA_A,19-20
