id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,league,season
5bc43860,1,Brenden Aaronson,USA,"MF,FW",Leeds United,21,2000,26.4,1,41,9,22.0,1.56,0.34,0.02,0.11,18.4,2,0,0,3.9,3.9,0.09,-2.9,-2.9,Matches,ENG-EPL,22-23
56628958,2,George Abbott,ENG,MF,Tottenham,16,2005,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ENG-EPL,22-23
f2bf1b0f,3,Che Adams,SCO,FW,Southampton,26,1996,22.1,5,47,14,29.8,2.12,0.63,0.11,0.36,13.8,0,0,0,6.7,6.7,0.14,-1.7,-1.7,Matches,ENG-EPL,22-23
2b09d998,4,Tyler Adams,USA,MF,Leeds United,23,1999,24.0,0,4,0,0.0,0.17,0.0,0.0,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,ENG-EPL,22-23
c81d773d,5,Tosin Adarabioyo,ENG,DF,Fulham,24,1997,23.2,1,16,4,25.0,0.69,0.17,0.06,0.25,21.2,1,0,0,0.7,0.7,0.04,0.3,0.3,Matches,ENG-EPL,22-23
288e1e13,6,Nayef Aguerd,MAR,DF,West Ham,26,1996,17.7,2,12,2,16.7,0.68,0.11,0.17,1.0,9.9,0,0,0,2.2,2.2,0.19,-0.2,-0.2,Matches,ENG-EPL,22-23
a6c58494,7,Naouirou Ahamada,FRA,"MF,FW",Crystal Palace,20,2002,1.0,0,3,0,0.0,2.87,0.0,0.0,,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,ENG-EPL,22-23
9b398aea,8,Rayan Aït-Nouri,ALG,DF,Wolves,21,2001,12.0,1,10,5,50.0,0.84,0.42,0.1,0.2,14.1,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches,ENG-EPL,22-23
a8c0acb7,9,Kristoffer Ajer,NOR,DF,Brentford,24,1998,8.5,0,1,0,0.0,0.12,0.0,0.0,,6.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,ENG-EPL,22-23
89ac64a6,10,Manuel Akanji,SUI,DF,Manchester City,27,1995,25.4,0,15,2,13.3,0.59,0.08,0.0,0.0,15.9,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches,ENG-EPL,22-23
eaeca114,11,Nathan Aké,NED,DF,Manchester City,27,1995,20.8,1,9,2,22.2,0.43,0.1,0.11,0.5,10.5,0,0,0,1.6,1.6,0.17,-0.6,-0.6,Matches,ENG-EPL,22-23
b827d5b3,12,Marc Albrighton,ENG,"FW,MF",Leicester City,32,1989,2.6,1,2,1,50.0,0.76,0.38,0.5,1.0,8.0,0,0,0,0.3,0.3,0.17,0.7,0.7,Matches,ENG-EPL,22-23
77e84962,13,Thiago Alcántara,ESP,MF,Liverpool,31,1991,13.9,0,10,1,10.0,0.72,0.07,0.0,0.0,24.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,ENG-EPL,22-23
4abac767,14,Carlos Alcaraz,ARG,"MF,FW",Southampton,19,2002,11.4,4,24,10,41.7,2.1,0.87,0.17,0.4,20.0,0,0,0,1.9,1.9,0.08,2.1,2.1,Matches,ENG-EPL,22-23
cd1acf9d,15,Trent Alexander-Arnold,ENG,DF,Liverpool,23,1998,32.5,2,40,8,20.0,1.23,0.25,0.05,0.25,23.8,5,0,0,2.4,2.4,0.06,-0.4,-0.4,Matches,ENG-EPL,22-23
7a2e46a8,16,Alisson,BRA,GK,Liverpool,29,1992,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ENG-EPL,22-23
cea4ee8f,17,Dele Alli,ENG,MF,Everton,26,1996,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ENG-EPL,22-23
862a1c15,18,Miguel Almirón,PAR,FW,Newcastle Utd,28,1994,27.7,11,69,20,29.0,2.49,0.72,0.16,0.55,16.4,0,0,0,8.0,8.0,0.12,3.0,3.0,Matches,ENG-EPL,22-23
15ab5a2b,19,Julián Álvarez,ARG,"FW,MF",Manchester City,22,2000,16.3,9,46,20,43.5,2.83,1.23,0.17,0.4,16.0,0,1,1,7.0,6.2,0.13,2.0,1.8,Matches,ENG-EPL,22-23
1a4ef233,20,Daniel Amartey,GHA,DF,Leicester City,27,1994,17.9,0,6,2,33.3,0.34,0.11,0.0,0.0,17.4,0,0,0,1.1,1.1,0.18,-1.1,-1.1,Matches,ENG-EPL,22-23
9eedf0e0,21,Samuel Amo-Ameyaw,ENG,MF,Southampton,16,2006,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ENG-EPL,22-23
e34fc66d,22,Joachim Andersen,DEN,DF,Crystal Palace,26,1996,30.9,1,22,9,40.9,0.71,0.29,0.05,0.11,13.9,1,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches,ENG-EPL,22-23
de31038e,23,Elliot Anderson,SCO,"MF,FW",Newcastle Utd,19,2002,4.6,0,11,4,36.4,2.41,0.88,0.0,0.0,16.0,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches,ENG-EPL,22-23
e4238fb1,24,Jaidon Anthony,ENG,"MF,FW",Bournemouth,22,1999,14.0,3,22,13,59.1,1.58,0.93,0.14,0.23,19.3,2,0,0,2.2,2.2,0.1,0.8,0.8,Matches,ENG-EPL,22-23
ac05f970,25,Michail Antonio,JAM,FW,West Ham,32,1990,20.3,5,39,13,33.3,1.92,0.64,0.13,0.38,11.6,0,0,0,6.6,6.6,0.17,-1.6,-1.6,Matches,ENG-EPL,22-23
99127249,26,Antony,BRA,FW,Manchester Utd,22,2000,20.0,4,72,24,33.3,3.6,1.2,0.06,0.17,19.6,0,0,0,6.6,6.6,0.09,-2.6,-2.6,Matches,ENG-EPL,22-23
05e8ca6d,27,Cameron Archer,ENG,"FW,MF",Aston Villa,21,2001,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ENG-EPL,22-23
2f965a72,28,Alphonse Areola,FRA,GK,West Ham,29,1993,3.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ENG-EPL,22-23
328f7d51,29,Joe Aribo,NGA,"MF,FW",Southampton,26,1996,13.6,2,14,8,57.1,1.03,0.59,0.14,0.25,10.9,0,0,0,1.5,1.5,0.11,0.5,0.5,Matches,ENG-EPL,22-23
