id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,league,season
42ec696a,1,Igor Akinfeev,RUS,GK,CSKA Moscow,32,1986,5.0,6,0,0,2,0,10.8,0.36,4.8,0.96,43,132,32.6,126,22,71.4,49.3,52,80.8,62.5,95,3,3.2,3,0.6,11.7,Matches,UCL,18-19
7a2e46a8,2,Alisson,BRA,GK,Liverpool,25,1992,13.0,12,0,1,2,1,15.1,0.29,4.1,0.32,48,125,38.4,361,76,23.3,29.7,84,48.8,41.4,127,3,2.4,9,0.69,17.4,Matches,UCL,18-19
2f965a72,3,Alphonse Areola,FRA,GK,Paris S-G,25,1993,3.0,6,1,0,0,0,4.5,0.24,-1.5,-0.48,8,11,72.7,68,11,10.3,22.6,18,22.2,30.6,32,1,3.1,1,0.33,8.1,Matches,UCL,18-19
34e38ddf,4,Loic Badiashile,FRA,GK,Monaco,20,1998,1.0,1,0,0,0,0,0.4,0.08,-0.6,-0.59,10,20,50.0,20,1,55.0,43.3,10,90.0,53.4,18,0,0.0,1,1.0,11.4,Matches,UCL,18-19
f7b10c66,5,David von Ballmoos,SUI,GK,Young Boys,23,1994,4.0,10,1,0,0,0,8.9,0.36,-1.1,-0.28,36,94,38.3,114,20,53.5,38.9,36,91.7,60.9,58,1,1.7,2,0.5,16.5,Matches,UCL,18-19
c2e41cfb,6,Vasilios Barkas,GRE,GK,AEK Athens,24,1994,6.0,13,2,1,3,0,15.2,0.34,2.2,0.37,66,145,45.5,155,16,69.0,44.5,54,70.4,49.0,116,5,4.3,2,0.33,10.6,Matches,UCL,18-19
47064058,7,Oliver Baumann,GER,GK,Hoffenheim,28,1990,6.0,14,0,1,1,0,15.7,0.37,1.7,0.29,37,85,43.5,165,28,31.5,31.0,55,60.0,43.2,68,2,2.9,8,1.33,19.1,Matches,UCL,18-19
b7e7937d,8,Diego Benaglio,SUI,GK,Monaco,34,1983,4.5,10,1,0,1,0,9.2,0.46,-0.8,-0.18,16,31,51.6,85,17,25.9,28.7,34,26.5,32.1,53,2,3.8,3,0.67,12.0,Matches,UCL,18-19
5e8936be,9,Milan Borjan,CAN,GK,Red Star,30,1987,6.0,17,1,2,1,0,18.7,0.3,1.7,0.28,47,136,34.6,155,25,57.4,43.4,66,71.2,52.6,99,4,4.0,6,1.0,14.1,Matches,UCL,18-19
e40d028b,10,Gianluigi Buffon,ITA,GK,Paris S-G,40,1978,5.0,6,3,0,0,0,6.0,0.25,0.0,0.0,14,49,28.6,91,16,28.6,29.1,36,63.9,45.5,55,1,1.8,0,0.0,10.2,Matches,UCL,18-19
9d12e142,11,Roman Bürki,SUI,GK,Dortmund,27,1990,7.0,6,0,0,1,0,7.2,0.33,1.2,0.17,26,75,34.7,192,37,29.2,33.1,42,45.2,39.4,84,0,0.0,5,0.71,14.6,Matches,UCL,18-19
1ddbb0da,12,Iker Casillas,ESP,GK,Porto,37,1981,10.3,15,3,0,2,0,13.8,0.26,-1.2,-0.12,64,160,40.0,295,29,38.3,35.3,75,62.7,45.4,136,3,2.2,11,1.1,15.7,Matches,UCL,18-19
04ac8285,13,Jasper Cillessen,NED,GK,Barcelona,29,1989,1.0,1,0,0,0,0,2.8,0.4,1.8,1.77,4,7,57.1,33,11,15.2,30.6,5,40.0,35.2,9,0,0.0,0,0.0,11.3,Matches,UCL,18-19
1840e36d,14,Thibaut Courtois,BEL,GK,Real Madrid,26,1992,5.0,8,0,1,0,0,9.7,0.35,1.7,0.35,37,86,43.0,134,35,44.8,38.2,44,59.1,49.1,52,1,1.9,6,1.2,16.2,Matches,UCL,18-19
c9cb972b,15,Jaume Doménech,ESP,GK,Valencia,27,1990,1.0,1,0,0,0,0,1.2,0.23,0.2,0.17,5,10,50.0,17,3,35.3,31.4,7,57.1,40.6,17,0,0.0,0,0.0,7.5,Matches,UCL,18-19
3bb7b8b4,16,Ederson,BRA,GK,Manchester City,24,1993,10.0,12,3,0,1,0,10.1,0.24,-1.9,-0.19,26,52,50.0,237,37,14.3,25.9,48,37.5,41.2,69,6,8.7,18,1.8,18.4,Matches,UCL,18-19
1e43fad8,17,Ralf Fährmann,GER,GK,Schalke 04,29,1988,6.0,14,2,1,1,0,12.0,0.31,-2.0,-0.34,24,74,32.4,119,24,42.9,36.6,38,60.5,44.7,45,0,0.0,1,0.17,11.1,Matches,UCL,18-19
63d17038,18,Paulo Gazzaniga,ARG,GK,Tottenham,26,1992,1.0,1,0,0,1,0,0.8,0.2,-0.2,-0.2,0,3,0.0,26,6,7.7,24.7,2,50.0,46.5,14,2,14.3,4,4.0,16.8,Matches,UCL,18-19
7ba6d84e,19,David de Gea,ESP,GK,Manchester Utd,27,1990,9.0,9,0,0,1,1,9.3,0.31,1.3,0.14,52,116,44.8,139,32,46.0,38.3,72,72.2,52.3,111,4,3.6,2,0.22,10.1,Matches,UCL,18-19
4d3e9033,20,Mathieu Gorgelin,FRA,GK,Lyon,27,1990,0.6,3,0,0,0,0,3.0,0.74,0.0,-0.06,3,6,50.0,15,1,26.7,30.0,4,50.0,31.0,5,0,0.0,1,1.58,16.5,Matches,UCL,18-19
74419746,21,Samir Handanović,SVN,GK,Inter,34,1984,6.0,7,0,0,0,0,8.5,0.22,1.5,0.25,25,54,46.3,159,43,20.1,26.7,42,52.4,39.2,81,5,6.2,3,0.5,12.0,Matches,UCL,18-19
2e7ff968,22,Marwin Hitz,SUI,GK,Dortmund,30,1987,1.0,0,0,0,0,0,0.0,,0.0,0.0,1,3,33.3,27,4,7.4,25.6,4,25.0,31.8,15,1,6.7,1,1.0,13.3,Matches,UCL,18-19
3f65d5ce,23,Ethan Horvath,USA,GK,Club Brugge,23,1995,3.0,0,0,0,0,0,1.8,0.17,1.8,0.61,20,65,30.8,69,17,58.0,41.3,28,89.3,54.4,44,2,4.5,1,0.33,10.1,Matches,UCL,18-19
f4eb377b,24,Aleš Hruška,CZE,GK,Viktoria Plzeň,32,1985,4.0,9,1,0,2,0,7.8,0.29,-1.2,-0.31,50,100,50.0,110,24,56.4,41.1,46,82.6,52.7,76,0,0.0,2,0.5,13.3,Matches,UCL,18-19
cd1b2304,25,Matúš Kozáčik,SVK,GK,Viktoria Plzeň,34,1983,2.0,7,1,0,1,0,7.0,0.31,0.0,-0.01,9,38,23.7,59,16,52.5,36.1,12,58.3,41.1,34,3,8.8,0,0.0,9.5,Matches,UCL,18-19
099b9c78,26,Georgii Kyrnats,RUS,"GK,MF",CSKA Moscow,20,1998,0.0,0,0,0,0,0,0.0,,0.0,0.0,0,0,,0,0,,,0,,,0,0,,0,0.0,,Matches,UCL,18-19
4a6914ff,27,Karlo Letica,CRO,GK,Club Brugge,21,1997,3.0,5,0,0,1,0,4.1,0.37,-0.9,-0.3,16,40,40.0,49,16,44.9,38.6,27,66.7,51.6,37,1,2.7,2,0.67,14.0,Matches,UCL,18-19
8f62b6ee,28,Hugo Lloris,FRA,GK,Tottenham,31,1986,10.9,15,1,0,2,0,13.5,0.26,-1.5,-0.13,65,147,44.2,304,46,33.2,32.3,81,56.8,42.6,99,2,2.0,7,0.64,13.2,Matches,UCL,18-19
f00de885,29,Anthony Lopes,POR,GK,Lyon,27,1990,7.4,13,1,0,1,0,14.7,0.29,1.7,0.23,37,113,32.7,162,27,42.0,36.9,67,67.2,49.0,96,1,1.0,8,1.09,15.4,Matches,UCL,18-19
a3b0ed18,30,Guilherme Marinato,RUS,GK,Loko Moscow,32,1985,6.0,12,2,1,3,0,8.0,0.18,-4.0,-0.66,43,111,38.7,140,31,55.0,39.8,41,82.9,49.7,93,10,10.8,2,0.33,10.4,Matches,UCL,18-19
30223b33,31,Antonio Mirante,ITA,GK,Roma,35,1983,2.0,3,0,0,0,0,3.0,0.57,0.0,-0.02,8,19,42.1,43,7,18.6,25.1,14,78.6,49.1,22,1,4.5,3,1.5,19.0,Matches,UCL,18-19
a2abe631,32,Fernando Muslera,URU,GK,Galatasaray,32,1986,6.0,8,1,0,1,1,9.2,0.34,2.2,0.36,42,107,39.3,174,24,44.8,37.2,48,60.4,46.4,74,10,13.5,7,1.17,13.8,Matches,UCL,18-19
ecada4fc,33,Keylor Navas,CRC,GK,Real Madrid,31,1986,3.0,2,0,0,0,0,1.6,0.17,-0.4,-0.15,10,16,62.5,53,11,15.1,29.0,15,53.3,43.5,27,2,7.4,4,1.33,16.4,Matches,UCL,18-19
a9dc785c,34,Neto,BRA,GK,Valencia,29,1989,5.0,5,3,0,0,0,6.9,0.17,1.9,0.38,27,64,42.2,73,25,52.1,38.7,41,63.4,48.2,93,5,5.4,2,0.4,11.4,Matches,UCL,18-19
8778c910,35,Manuel Neuer,GER,GK,Bayern Munich,32,1986,8.0,8,1,0,1,0,8.4,0.25,0.4,0.06,43,102,42.2,293,47,28.3,30.1,50,38.0,36.5,80,1,1.3,9,1.13,17.9,Matches,UCL,18-19
