id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,league,season
565bf0da,1,David Abraham,ARG,DF,Eint Frankfurt,34,1986,13.6,18,12,13,3,2,11,17,64.7,6,13,4,9,17,35,34,0,Matches,GER-BL1,20-21
1c08a3c8,2,Amir Abrashi,ALB,"MF,DF",Freiburg,30,1990,0.7,1,1,1,0,0,0,0,,0,1,1,0,2,3,1,0,Matches,GER-BL1,20-21
dc38e3bc,3,Ragnar Ache,GER,"FW,DF",Eint Frankfurt,22,1998,1.1,2,0,0,1,1,0,0,,0,1,0,1,1,3,1,0,Matches,GER-BL1,20-21
2b09d998,4,Tyler Adams,USA,"MF,DF",RB Leipzig,21,1999,20.6,35,24,12,15,8,17,31,54.8,14,22,5,17,29,64,30,0,Matches,GER-BL1,20-21
22919e97,5,Sargis Adamyan,ARM,"FW,MF",Hoffenheim,27,1993,5.3,9,4,4,3,2,7,14,50.0,7,2,0,2,6,15,1,0,Matches,GER-BL1,20-21
cb6d81b3,6,Felix Agu,GER,DF,Werder Bremen,20,1999,7.8,20,9,10,9,1,10,18,55.6,8,14,3,11,12,32,18,0,Matches,GER-BL1,20-21
a6c58494,7,Naouirou Ahamada,FRA,MF,Stuttgart,18,2002,2.8,4,1,3,1,0,1,1,100.0,0,2,0,2,1,5,1,0,Matches,GER-BL1,20-21
89ac64a6,8,Manuel Akanji,SUI,DF,Dortmund,25,1995,26.1,41,22,23,12,6,19,31,61.3,12,23,10,13,49,90,70,1,Matches,GER-BL1,20-21
6ec6fde0,9,Kevin Akpoguma,NGA,DF,Hoffenheim,25,1995,13.2,18,12,11,6,1,8,14,57.1,6,28,15,13,13,31,32,2,Matches,GER-BL1,20-21
05439de2,10,David Alaba,AUT,"DF,MF",Bayern Munich,28,1992,29.7,37,21,14,19,4,17,32,53.1,15,29,13,16,43,80,60,0,Matches,GER-BL1,20-21
834d0be5,11,Lucas Alario,ARG,FW,Leverkusen,27,1992,13.8,8,2,2,5,1,2,4,50.0,2,9,1,8,2,10,10,0,Matches,GER-BL1,20-21
bb08bce9,12,Omar Alderete,PAR,DF,Hertha BSC,23,1996,14.4,16,10,11,5,0,7,16,43.8,9,14,10,4,21,37,61,1,Matches,GER-BL1,20-21
555d5edd,13,Nadiem Amiri,GER,MF,Leverkusen,23,1996,21.0,12,7,4,8,0,7,33,21.2,26,18,3,15,12,24,7,0,Matches,GER-BL1,20-21
b4cf5806,14,Sebastian Andersson,SWE,FW,Köln,29,1991,12.5,3,2,0,3,0,1,8,12.5,7,10,3,7,2,5,9,0,Matches,GER-BL1,20-21
e0b113a7,15,Robert Andrich,GER,MF,Union Berlin,25,1994,28.1,51,24,22,27,2,24,53,45.3,29,40,6,34,51,102,31,2,Matches,GER-BL1,20-21
30941e96,16,Angeliño,ESP,"DF,FW",RB Leipzig,23,1997,24.0,31,19,10,18,3,13,24,54.2,11,22,1,21,30,61,40,0,Matches,GER-BL1,20-21
5e66fa06,17,Waldemar Anton,GER,DF,Stuttgart,24,1996,30.1,31,20,17,14,0,12,31,38.7,19,28,18,10,47,78,114,0,Matches,GER-BL1,20-21
56413b1f,18,Charles Aránguiz,CHI,MF,Leverkusen,31,1989,18.5,41,23,16,21,4,17,43,39.5,26,32,4,28,33,74,17,0,Matches,GER-BL1,20-21
fdd60087,19,Santiago Arias,COL,DF,Leverkusen,28,1992,1.0,2,1,0,1,1,1,1,100.0,0,0,0,0,1,3,4,0,Matches,GER-BL1,20-21
86e119e0,20,Maximilian Arnold,GER,MF,Wolfsburg,26,1994,28.7,47,32,20,26,1,18,49,36.7,31,24,3,21,49,96,57,0,Matches,GER-BL1,20-21
a42760bc,21,Tolu Arokodare,NGA,"FW,MF",Köln,19,2000,1.2,1,1,0,0,1,0,0,,0,1,0,1,1,2,0,0,Matches,GER-BL1,20-21
e26fcca3,22,Santiago Ascacíbar,ARG,MF,Hertha BSC,23,1997,8.5,30,15,15,14,1,15,28,53.6,13,23,2,21,13,43,14,0,Matches,GER-BL1,20-21
9fec8860,23,Ludwig Augustinsson,SWE,"DF,FW",Werder Bremen,26,1994,21.7,37,20,19,14,4,17,29,58.6,12,21,7,14,20,57,62,0,Matches,GER-BL1,20-21
e5478b87,24,Taiwo Awoniyi,NGA,FW,Union Berlin,22,1997,15.1,5,3,2,3,0,1,14,7.1,13,9,0,9,3,8,4,0,Matches,GER-BL1,20-21
fe46e261,25,Mehmet Aydin,GER,DF,Schalke 04,18,2002,5.6,15,7,9,6,0,4,10,40.0,6,6,1,5,6,21,16,0,Matches,GER-BL1,20-21
3a233281,26,Leon Bailey,JAM,"FW,MF",Leverkusen,22,1997,23.8,14,8,3,7,4,4,15,26.7,11,13,0,13,9,23,3,0,Matches,GER-BL1,20-21
442b56fa,27,Ridle Baku,GER,"FW,DF",Wolfsburg,22,1998,29.8,50,31,20,20,10,22,53,41.5,31,54,4,50,40,90,33,1,Matches,GER-BL1,20-21
442b56fa,28,Ridle Baku,GER,DF,Mainz 05,22,1998,2.0,4,2,3,1,0,2,6,33.3,4,3,1,2,3,7,6,0,Matches,GER-BL1,20-21
3f7cd8f1,29,Philipp Bargfrede,GER,MF,Werder Bremen,31,1989,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches,GER-BL1,20-21
a2a85828,30,Aymen Barkok,MAR,"MF,DF",Eint Frankfurt,22,1998,10.9,29,15,11,9,9,10,31,32.3,21,15,1,14,10,39,9,1,Matches,GER-BL1,20-21
00242b75,31,Leandro Barreiro Martins,LUX,MF,Mainz 05,20,2000,25.6,58,32,19,26,13,20,50,40.0,30,34,9,25,57,115,55,0,Matches,GER-BL1,20-21
