Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,league,season
3,Sat,2021-09-11,18:00,Napoli,2.1,2–1,1.2,Juventus,23500,Stadio Diego Armando Maradona,Massimiliano Irrati,/en/matches/4e0811bf/Napoli-Juventus-September-11-2021-Serie-A,,ITA-SERIA_A,21-22
3,Sat,2021-09-11,20:45,Atalanta,2.2,1–2,1.8,Fiorentina,9162,Stadio Atleti Azzurri d'Italia,Valerio Marini,/en/matches/7559e08b/Atalanta-Fiorentina-September-11-2021-Serie-A,,ITA-SERIA_A,21-22
3,Sun,2021-09-12,12:30,Sampdoria,1.1,2–2,1.1,Inter,7441,Stadio Comunale Luigi Ferraris,Daniele Orsato,/en/matches/220af622/Sampdoria-Internazionale-September-12-2021-Serie-A,,ITA-SERIA_A,21-22
3,Sun,2021-09-12,15:00,Cagliari,1.6,2–3,1.2,Genoa,6423,Unipol Domus,Luca Pairetto,/en/matches/35744669/Cagliari-Genoa-September-12-2021-Serie-A,,ITA-SERIA_A,21-22
3,Sun,2021-09-12,15:00,Torino,2.4,4–0,0.3,Salernitana,9082,Stadio Olimpico di Torino,Gianluca Aureliano,/en/matches/5f201a49/Torino-Salernitana-September-12-2021-Serie-A,,ITA-SERIA_A,21-22
3,Sun,2021-09-12,15:00,Spezia,1.0,0–1,0.9,Udinese,5162,Stadio Alberto Picco,Marco Guida,/en/matches/f883c757/Spezia-Udinese-September-12-2021-Serie-A,,ITA-SERIA_A,21-22
3,Sun,2021-09-12,18:00,Milan,2.9,2–0,0.3,Lazio,36207,Stadio Giuseppe Meazza,Daniele Chiffi,/en/matches/fe2d72aa/Milan-Lazio-September-12-2021-Serie-A,,ITA-SERIA_A,21-22
3,Sun,2021-09-12,20:45,Roma,2.1,2–1,2.0,Sassuolo,29604,Stadio Olimpico,Simone Sozza,/en/matches/e3c9a6a7/Roma-Sassuolo-September-12-2021-Serie-A,,ITA-SERIA_A,21-22
3,Mon,2021-09-13,20:45,Bologna,1.1,1–0,0.3,Hellas Verona,10218,Stadio Renato Dall'Ara,Ivan Pezzuto,/en/matches/d304dec3/Bologna-Hellas-Verona-September-13-2021-Serie-A,,ITA-SERIA_A,21-22
4,Fri,2021-09-17,20:45,Sassuolo,0.7,0–1,2.0,Torino,20000,Mapei Stadium - Città del Tricolore,Marco Piccinini,/en/matches/89e42420/Sassuolo-Torino-September-17-2021-Serie-A,,ITA-SERIA_A,21-22
4,Sat,2021-09-18,15:00,Genoa,1.1,1–2,0.9,Fiorentina,6269,Stadio Comunale Luigi Ferraris,Livio Marinelli,/en/matches/4b9e4487/Genoa-Fiorentina-September-18-2021-Serie-A,,ITA-SERIA_A,21-22
4,Sat,2021-09-18,18:00,Inter,2.8,6–1,0.5,Bologna,35278,Stadio Giuseppe Meazza,Giovanni Ayroldi,/en/matches/0b704522/Internazionale-Bologna-September-18-2021-Serie-A,,ITA-SERIA_A,21-22
4,Sat,2021-09-18,20:45,Salernitana,0.7,0–1,1.6,Atalanta,11949,Stadio Arechi,Paolo Valeri,/en/matches/d54b884f/Salernitana-Atalanta-September-18-2021-Serie-A,,ITA-SERIA_A,21-22
4,Sun,2021-09-19,12:30,Empoli,1.4,0–3,1.0,Sampdoria,3064,Stadio Carlo Castellani,Maurizio Mariani,/en/matches/03406df1/Empoli-Sampdoria-September-19-2021-Serie-A,,ITA-SERIA_A,21-22
4,Sun,2021-09-19,15:00,Venezia,0.9,1–2,0.4,Spezia,3688,Stadio Pierluigi Penzo,Rosario Abisso,/en/matches/e9413955/Venezia-Spezia-September-19-2021-Serie-A,,ITA-SERIA_A,21-22
4,Sun,2021-09-19,18:00,Lazio,2.0,2–2,1.5,Cagliari,20000,Stadio Olimpico,Davide Ghersini,/en/matches/928e3270/Lazio-Cagliari-September-19-2021-Serie-A,,ITA-SERIA_A,21-22
4,Sun,2021-09-19,18:00,Hellas Verona,0.9,3–2,0.7,Roma,10148,Stadio Marc'Antonio Bentegodi,Fabio Maresca,/en/matches/ae8f060f/Hellas-Verona-Roma-September-19-2021-Serie-A,,ITA-SERIA_A,21-22
4,Sun,2021-09-19,20:45,Juventus,1.3,1–1,0.8,Milan,18785,Allianz Stadium,Daniele Doveri,/en/matches/e1ba445c/Juventus-Milan-September-19-2021-Serie-A,,ITA-SERIA_A,21-22
4,Mon,2021-09-20,20:45,Udinese,0.3,0–4,2.9,Napoli,11484,Dacia Arena,Gianluca Manganiello,/en/matches/f3741324/Udinese-Napoli-September-20-2021-Serie-A,,ITA-SERIA_A,21-22
5,Tue,2021-09-21,18:30,Bologna,2.3,2–2,1.5,Genoa,9707,Stadio Renato Dall'Ara,Francesco Fourneau,/en/matches/2128c9b7/Bologna-Genoa-September-21-2021-Serie-A,,ITA-SERIA_A,21-22
5,Tue,2021-09-21,20:45,Fiorentina,1.6,1–3,2.2,Inter,15927,Stadio Artemio Franchi,Michael Fabbri,/en/matches/0b49d6f1/Fiorentina-Internazionale-September-21-2021-Serie-A,,ITA-SERIA_A,21-22
5,Tue,2021-09-21,20:45,Atalanta,1.9,2–1,0.9,Sassuolo,7353,Stadio Atleti Azzurri d'Italia,Davide Massa,/en/matches/6f32a770/Atalanta-Sassuolo-September-21-2021-Serie-A,,ITA-SERIA_A,21-22
5,Wed,2021-09-22,18:30,Spezia,1.0,2–3,2.3,Juventus,5700,Stadio Alberto Picco,Gianluca Aureliano,/en/matches/0cdf92e5/Spezia-Juventus-September-22-2021-Serie-A,,ITA-SERIA_A,21-22
5,Wed,2021-09-22,18:30,Salernitana,2.7,2–2,1.4,Hellas Verona,9561,Stadio Arechi,Massimiliano Irrati,/en/matches/84e68acd/Salernitana-Hellas-Verona-September-22-2021-Serie-A,,ITA-SERIA_A,21-22
5,Wed,2021-09-22,20:45,Cagliari,1.0,0–2,0.9,Empoli,7226,Unipol Domus,Marco Di Bello,/en/matches/091676a6/Cagliari-Empoli-September-22-2021-Serie-A,,ITA-SERIA_A,21-22
5,Wed,2021-09-22,20:45,Milan,1.6,2–0,0.8,Venezia,26185,Stadio Giuseppe Meazza,Ivan Pezzuto,/en/matches/c2431356/Milan-Venezia-September-22-2021-Serie-A,,ITA-SERIA_A,21-22
5,Thu,2021-09-23,18:30,Torino,0.8,1–1,0.9,Lazio,8646,Stadio Olimpico di Torino,Rosario Abisso,/en/matches/8c3d226a/Torino-Lazio-September-23-2021-Serie-A,,ITA-SERIA_A,21-22
5,Thu,2021-09-23,18:30,Sampdoria,0.7,0–4,1.5,Napoli,4596,Stadio Comunale Luigi Ferraris,Paolo Valeri,/en/matches/ecd70e2b/Sampdoria-Napoli-September-23-2021-Serie-A,,ITA-SERIA_A,21-22
5,Thu,2021-09-23,20:45,Roma,1.9,1–0,0.6,Udinese,29593,Stadio Olimpico,Antonio Rapuano,/en/matches/8950ae54/Roma-Udinese-September-23-2021-Serie-A,,ITA-SERIA_A,21-22
6,Sat,2021-09-25,15:00,Spezia,1.1,1–2,1.3,Milan,3618,Stadio Alberto Picco,Gianluca Manganiello,/en/matches/8f05af5a/Spezia-Milan-September-25-2021-Serie-A,,ITA-SERIA_A,21-22
6,Sat,2021-09-25,18:00,Inter,3.9,2–2,1.9,Atalanta,36517,Stadio Giuseppe Meazza,Fabio Maresca,/en/matches/26cac686/Internazionale-Atalanta-September-25-2021-Serie-A,,ITA-SERIA_A,21-22
6,Sat,2021-09-25,20:45,Genoa,1.7,3–3,2.1,Hellas Verona,13478,Stadio Comunale Luigi Ferraris,Daniele Doveri,/en/matches/ec3ea46c/Genoa-Hellas-Verona-September-25-2021-Serie-A,,ITA-SERIA_A,21-22
6,Sun,2021-09-26,12:30,Juventus,2.7,3–2,0.4,Sampdoria,15381,Allianz Stadium,Giovanni Ayroldi,/en/matches/2944c7e2/Juventus-Sampdoria-September-26-2021-Serie-A,,ITA-SERIA_A,21-22
6,Sun,2021-09-26,15:00,Sassuolo,1.4,1–0,1.1,Salernitana,5177,Mapei Stadium - Città del Tricolore,Antonio Giua,/en/matches/16102e8e/Sassuolo-Salernitana-September-26-2021-Serie-A,,ITA-SERIA_A,21-22
6,Sun,2021-09-26,15:00,Udinese,0.8,0–1,1.1,Fiorentina,7208,Dacia Arena,Davide Ghersini,/en/matches/6f2cface/Udinese-Fiorentina-September-26-2021-Serie-A,,ITA-SERIA_A,21-22
6,Sun,2021-09-26,15:00,Empoli,1.7,4–2,2.9,Bologna,5022,Stadio Carlo Castellani,Piero Giacomelli,/en/matches/db1efad7/Empoli-Bologna-September-26-2021-Serie-A,,ITA-SERIA_A,21-22
6,Sun,2021-09-26,18:00,Lazio,1.8,3–2,2.1,Roma,32000,Stadio Olimpico,Marco Guida,/en/matches/1e1220b4/Lazio-Roma-September-26-2021-Serie-A,,ITA-SERIA_A,21-22
6,Sun,2021-09-26,20:45,Napoli,1.7,2–0,0.1,Cagliari,20000,Stadio Diego Armando Maradona,Marco Piccinini,/en/matches/4cb4842e/Napoli-Cagliari-September-26-2021-Serie-A,,ITA-SERIA_A,21-22
6,Mon,2021-09-27,20:45,Venezia,1.5,1–1,1.1,Torino,4888,Stadio Pierluigi Penzo,Lorenzo Maggioni,/en/matches/49f75774/Venezia-Torino-September-27-2021-Serie-A,,ITA-SERIA_A,21-22
7,Fri,2021-10-01,20:45,Cagliari,0.5,1–1,0.7,Venezia,8135,Unipol Domus,Manuel Volpi,/en/matches/9266a47d/Cagliari-Venezia-October-1-2021-Serie-A,,ITA-SERIA_A,21-22
7,Sat,2021-10-02,15:00,Salernitana,0.5,1–0,1.5,Genoa,10077,Stadio Arechi,Maurizio Mariani,/en/matches/cadc0b9e/Salernitana-Genoa-October-2-2021-Serie-A,,ITA-SERIA_A,21-22
7,Sat,2021-10-02,18:00,Torino,0.9,0–1,1.0,Juventus,12073,Stadio Olimpico di Torino,Paolo Valeri,/en/matches/b891da74/Torino-Juventus-October-2-2021-Serie-A,,ITA-SERIA_A,21-22
7,Sat,2021-10-02,20:45,Sassuolo,1.4,1–2,2.2,Inter,10400,Mapei Stadium - Città del Tricolore,Luca Pairetto,/en/matches/8e6028af/Sassuolo-Internazionale-October-2-2021-Serie-A,,ITA-SERIA_A,21-22
7,Sun,2021-10-03,12:30,Bologna,0.6,3–0,0.6,Lazio,12975,Stadio Renato Dall'Ara,Davide Massa,/en/matches/97a2d844/Bologna-Lazio-October-3-2021-Serie-A,,ITA-SERIA_A,21-22
7,Sun,2021-10-03,15:00,Sampdoria,1.5,3–3,2.3,Udinese,4292,Stadio Comunale Luigi Ferraris,Daniele Orsato,/en/matches/a385f781/Sampdoria-Udinese-October-3-2021-Serie-A,,ITA-SERIA_A,21-22
7,Sun,2021-10-03,15:00,Hellas Verona,0.7,4–0,2.0,Spezia,8398,Stadio Marc'Antonio Bentegodi,Giacomo Camplone,/en/matches/af694309/Hellas-Verona-Spezia-October-3-2021-Serie-A,,ITA-SERIA_A,21-22
7,Sun,2021-10-03,18:00,Fiorentina,0.4,1–2,1.7,Napoli,15264,Stadio Artemio Franchi,Simone Sozza,/en/matches/364539fe/Fiorentina-Napoli-October-3-2021-Serie-A,,ITA-SERIA_A,21-22
7,Sun,2021-10-03,18:00,Roma,1.3,2–0,0.7,Empoli,31946,Stadio Olimpico,Giovanni Ayroldi,/en/matches/a8cb51cb/Roma-Empoli-October-3-2021-Serie-A,,ITA-SERIA_A,21-22
7,Sun,2021-10-03,20:45,Atalanta,2.1,2–3,2.7,Milan,9363,Stadio Atleti Azzurri d'Italia,Marco Di Bello,/en/matches/ae7758d1/Atalanta-Milan-October-3-2021-Serie-A,,ITA-SERIA_A,21-22
8,Sat,2021-10-16,15:00,Spezia,1.5,2–1,1.7,Salernitana,6023,Stadio Alberto Picco,Davide Massa,/en/matches/98a79271/Spezia-Salernitana-October-16-2021-Serie-A,,ITA-SERIA_A,21-22
8,Sat,2021-10-16,18:00,Lazio,2.5,3–1,1.4,Inter,42000,Stadio Olimpico,Massimiliano Irrati,/en/matches/0dcb20ef/Lazio-Internazionale-October-16-2021-Serie-A,,ITA-SERIA_A,21-22
8,Sat,2021-10-16,20:45,Milan,1.7,3–2,1.6,Hellas Verona,40128,Stadio Giuseppe Meazza,Alessandro Prontera,/en/matches/36d9f7e2/Milan-Hellas-Verona-October-16-2021-Serie-A,,ITA-SERIA_A,21-22
8,Sun,2021-10-17,12:30,Cagliari,1.2,3–1,1.2,Sampdoria,9923,Unipol Domus,Matteo Marchetti,/en/matches/492ec747/Cagliari-Sampdoria-October-17-2021-Serie-A,,ITA-SERIA_A,21-22
8,Sun,2021-10-17,15:00,Genoa,1.3,2–2,2.3,Sassuolo,10370,Stadio Comunale Luigi Ferraris,Daniele Chiffi,/en/matches/0ef1ccc2/Genoa-Sassuolo-October-17-2021-Serie-A,,ITA-SERIA_A,21-22
8,Sun,2021-10-17,15:00,Empoli,0.6,1–4,3.9,Atalanta,6214,Stadio Carlo Castellani,Marco Serra,/en/matches/18b9df17/Empoli-Atalanta-October-17-2021-Serie-A,,ITA-SERIA_A,21-22
8,Sun,2021-10-17,15:00,Udinese,0.8,1–1,1.4,Bologna,10627,Dacia Arena,Rosario Abisso,/en/matches/d1238df8/Udinese-Bologna-October-17-2021-Serie-A,,ITA-SERIA_A,21-22
8,Sun,2021-10-17,18:00,Napoli,1.4,1–0,1.0,Torino,27579,Stadio Diego Armando Maradona,Juan Sacchi,/en/matches/a09f18f7/Napoli-Torino-October-17-2021-Serie-A,,ITA-SERIA_A,21-22
8,Sun,2021-10-17,20:45,Juventus,1.2,1–0,1.6,Roma,20239,Allianz Stadium,Daniele Orsato,/en/matches/cba24703/Juventus-Roma-October-17-2021-Serie-A,,ITA-SERIA_A,21-22
8,Mon,2021-10-18,20:45,Venezia,1.1,1–0,0.4,Fiorentina,8043,Stadio Pierluigi Penzo,Luca Massimi,/en/matches/e079b59a/Venezia-Fiorentina-October-18-2021-Serie-A,,ITA-SERIA_A,21-22
9,Fri,2021-10-22,18:30,Torino,2.2,3–2,2.7,Genoa,9881,Stadio Olimpico di Torino,Piero Giacomelli,/en/matches/c6cd35a7/Torino-Genoa-October-22-2021-Serie-A,,ITA-SERIA_A,21-22
9,Fri,2021-10-22,20:45,Sampdoria,0.6,2–1,1.0,Spezia,7493,Stadio Comunale Luigi Ferraris,Michael Fabbri,/en/matches/84765ee6/Sampdoria-Spezia-October-22-2021-Serie-A,,ITA-SERIA_A,21-22
9,Sat,2021-10-23,15:00,Salernitana,1.2,2–4,2.4,Empoli,11142,Stadio Arechi,Daniele Doveri,/en/matches/4d087c25/Salernitana-Empoli-October-23-2021-Serie-A,,ITA-SERIA_A,21-22
9,Sat,2021-10-23,18:00,Sassuolo,1.5,3–1,0.6,Venezia,4482,Mapei Stadium - Città del Tricolore,Antonio Di Martino,/en/matches/80a08dab/Sassuolo-Venezia-October-23-2021-Serie-A,,ITA-SERIA_A,21-22
9,Sat,2021-10-23,20:45,Bologna,0.9,2–4,1.0,Milan,22167,Stadio Renato Dall'Ara,Paolo Valeri,/en/matches/03c04ac9/Bologna-Milan-October-23-2021-Serie-A,,ITA-SERIA_A,21-22
9,Sun,2021-10-24,12:30,Atalanta,0.4,1–1,0.6,Udinese,9951,Stadio Atleti Azzurri d'Italia,Livio Marinelli,/en/matches/884003bc/Atalanta-Udinese-October-24-2021-Serie-A,,ITA-SERIA_A,21-22
9,Sun,2021-10-24,15:00,Fiorentina,2.9,3–0,0.1,Cagliari,20290,Stadio Artemio Franchi,Antonio Rapuano,/en/matches/055736cf/Fiorentina-Cagliari-October-24-2021-Serie-A,,ITA-SERIA_A,21-22
9,Sun,2021-10-24,15:00,Hellas Verona,2.8,4–1,0.8,Lazio,13953,Stadio Marc'Antonio Bentegodi,Marco Piccinini,/en/matches/451d86ac/Hellas-Verona-Lazio-October-24-2021-Serie-A,,ITA-SERIA_A,21-22
9,Sun,2021-10-24,18:00,Roma,1.5,0–0,0.7,Napoli,47801,Stadio Olimpico,Davide Massa,/en/matches/a99dbfea/Derby-del-Sole-Roma-Napoli-October-24-2021-Serie-A,,ITA-SERIA_A,21-22
9,Sun,2021-10-24,20:45,Inter,0.8,1–1,1.7,Juventus,56532,Stadio Giuseppe Meazza,Maurizio Mariani,/en/matches/6b095912/Derby-dItalia-Internazionale-Juventus-October-24-2021-Serie-A,,ITA-SERIA_A,21-22
10,Tue,2021-10-26,18:30,Venezia,0.7,1–2,1.3,Salernitana,5103,Stadio Pierluigi Penzo,Marco Di Bello,/en/matches/40261e2f/Venezia-Salernitana-October-26-2021-Serie-A,,ITA-SERIA_A,21-22
10,Tue,2021-10-26,18:30,Spezia,2.2,1–1,1.1,Genoa,7283,Stadio Alberto Picco,Simone Sozza,/en/matches/e477f7a6/Spezia-Genoa-October-26-2021-Serie-A,,ITA-SERIA_A,21-22
10,Tue,2021-10-26,20:45,Milan,0.9,1–0,0.6,Torino,35929,Stadio Giuseppe Meazza,Gianluca Aureliano,/en/matches/c3a5ed16/Milan-Torino-October-26-2021-Serie-A,,ITA-SERIA_A,21-22
10,Wed,2021-10-27,18:30,Juventus,1.2,1–2,1.1,Sassuolo,18288,Allianz Stadium,Juan Sacchi,/en/matches/0b43e330/Juventus-Sassuolo-October-27-2021-Serie-A,,ITA-SERIA_A,21-22
10,Wed,2021-10-27,18:30,Sampdoria,1.3,1–3,1.3,Atalanta,5462,Stadio Comunale Luigi Ferraris,Alessandro Prontera,/en/matches/af5eee1e/Sampdoria-Atalanta-October-27-2021-Serie-A,,ITA-SERIA_A,21-22
10,Wed,2021-10-27,18:30,Udinese,1.1,1–1,0.9,Hellas Verona,8751,Dacia Arena,Matteo Marchetti,/en/matches/fef41792/Udinese-Hellas-Verona-October-27-2021-Serie-A,,ITA-SERIA_A,21-22
10,Wed,2021-10-27,20:45,Lazio,0.8,1–0,0.5,Fiorentina,7000,Stadio Olimpico,Giovanni Ayroldi,/en/matches/00bd9193/Lazio-Fiorentina-October-27-2021-Serie-A,,ITA-SERIA_A,21-22
10,Wed,2021-10-27,20:45,Empoli,0.5,0–2,2.1,Inter,9335,Stadio Carlo Castellani,Daniele Chiffi,/en/matches/6f2b0b60/Empoli-Internazionale-October-27-2021-Serie-A,,ITA-SERIA_A,21-22
10,Wed,2021-10-27,20:45,Cagliari,1.1,1–2,2.1,Roma,8547,Unipol Domus,Ivan Pezzuto,/en/matches/c2bd0034/Cagliari-Roma-October-27-2021-Serie-A,,ITA-SERIA_A,21-22
10,Thu,2021-10-28,20:45,Napoli,2.7,3–0,0.3,Bologna,20000,Stadio Diego Armando Maradona,Marco Serra,/en/matches/d1e97c1f/Napoli-Bologna-October-28-2021-Serie-A,,ITA-SERIA_A,21-22
11,Sat,2021-10-30,15:00,Atalanta,0.8,2–2,1.4,Lazio,11981,Stadio Atleti Azzurri d'Italia,Marco Guida,/en/matches/a2dcd280/Atalanta-Lazio-October-30-2021-Serie-A,,ITA-SERIA_A,21-22
11,Sat,2021-10-30,18:00,Hellas Verona,1.5,2–1,1.0,Juventus,22314,Stadio Marc'Antonio Bentegodi,Livio Marinelli,/en/matches/f91a95ea/Hellas-Verona-Juventus-October-30-2021-Serie-A,,ITA-SERIA_A,21-22
11,Sat,2021-10-30,20:45,Torino,2.4,3–0,0.2,Sampdoria,13137,Stadio Olimpico di Torino,Francesco Fourneau,/en/matches/9941470f/Torino-Sampdoria-October-30-2021-Serie-A,,ITA-SERIA_A,21-22
11,Sun,2021-10-31,12:30,Inter,2.1,2–0,0.4,Udinese,48076,Stadio Giuseppe Meazza,Juan Sacchi,/en/matches/fc09dd93/Internazionale-Udinese-October-31-2021-Serie-A,,ITA-SERIA_A,21-22
11,Sun,2021-10-31,15:00,Sassuolo,1.2,1–2,1.6,Empoli,3539,Mapei Stadium - Città del Tricolore,Luca Massimi,/en/matches/742c034b/Sassuolo-Empoli-October-31-2021-Serie-A,,ITA-SERIA_A,21-22
11,Sun,2021-10-31,15:00,Fiorentina,2.8,3–0,0.1,Spezia,19511,Stadio Artemio Franchi,Antonio Giua,/en/matches/7d77c7d2/Fiorentina-Spezia-October-31-2021-Serie-A,,ITA-SERIA_A,21-22
11,Sun,2021-10-31,15:00,Genoa,0.8,0–0,0.6,Venezia,7920,Stadio Comunale Luigi Ferraris,Maurizio Mariani,/en/matches/8cf97f48/Genoa-Venezia-October-31-2021-Serie-A,,ITA-SERIA_A,21-22
11,Sun,2021-10-31,18:00,Salernitana,0.5,0–1,1.8,Napoli,17043,Stadio Arechi,Michael Fabbri,/en/matches/bef6bffd/Salernitana-Napoli-October-31-2021-Serie-A,,ITA-SERIA_A,21-22
11,Sun,2021-10-31,20:45,Roma,1.3,1–2,1.8,Milan,51001,Stadio Olimpico,Fabio Maresca,/en/matches/7d80fa2c/Roma-Milan-October-31-2021-Serie-A,,ITA-SERIA_A,21-22
11,Mon,2021-11-01,20:45,Bologna,1.2,2–0,0.6,Cagliari,10126,Stadio Renato Dall'Ara,Davide Massa,/en/matches/22c2e561/Bologna-Cagliari-November-1-2021-Serie-A,,ITA-SERIA_A,21-22
12,Fri,2021-11-05,20:45,Empoli,0.7,2–2,1.6,Genoa,5631,Stadio Carlo Castellani,Luca Pairetto,/en/matches/a60bbf85/Empoli-Genoa-November-5-2021-Serie-A,,ITA-SERIA_A,21-22
12,Sat,2021-11-06,15:00,Spezia,0.3,1–0,0.4,Torino,6953,Stadio Alberto Picco,Daniele Orsato,/en/matches/e52702fc/Spezia-Torino-November-6-2021-Serie-A,,ITA-SERIA_A,21-22
12,Sat,2021-11-06,18:00,Juventus,0.6,1–0,0.4,Fiorentina,6953,Allianz Stadium,Simone Sozza,/en/matches/4c7bc2f8/Juventus-Fiorentina-November-6-2021-Serie-A,,ITA-SERIA_A,21-22
12,Sat,2021-11-06,20:45,Cagliari,0.6,1–2,2.9,Atalanta,6976,Unipol Domus,Marco Piccinini,/en/matches/df78a1fa/Cagliari-Atalanta-November-6-2021-Serie-A,,ITA-SERIA_A,21-22
12,Sun,2021-11-07,12:30,Venezia,2.9,3–2,3.8,Roma,8263,Stadio Pierluigi Penzo,Gianluca Aureliano,/en/matches/b0977f10/Venezia-Roma-November-7-2021-Serie-A,,ITA-SERIA_A,21-22
12,Sun,2021-11-07,15:00,Sampdoria,1.1,1–2,1.6,Bologna,5694,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,/en/matches/bc9af903/Sampdoria-Bologna-November-7-2021-Serie-A,,ITA-SERIA_A,21-22
12,Sun,2021-11-07,15:00,Udinese,1.5,3–2,0.9,Sassuolo,8322,Dacia Arena,Federico Dionisi,/en/matches/f30249c5/Udinese-Sassuolo-November-7-2021-Serie-A,,ITA-SERIA_A,21-22
