id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,league,season
65d62814,1,Antonio Adán,ESP,GK,Sporting CP,34,1987,7.0,13,0,0,2,0,9.7,0.34,-3.3,-0.48,25,90,27.8,213,38,36.2,32.6,33,39.4,33.4,86,8,9.3,3,0.43,11.4,Matches,UCL,21-22
7a2e46a8,2,Alisson,BRA,GK,Liverpool,28,1992,13.0,14,0,0,2,0,14.5,0.52,0.5,0.04,39,84,46.4,434,74,15.4,26.6,54,31.5,33.0,99,7,7.1,18,1.38,18.2,Matches,UCL,21-22
28d596a0,3,Kepa Arrizabalaga,ESP,GK,Chelsea,26,1994,1.0,3,0,0,0,0,3.7,0.53,0.7,0.68,3,10,30.0,21,1,38.1,33.3,8,25.0,28.1,17,0,0.0,0,0.0,13.0,Matches,UCL,21-22
55b93ae0,4,Giorgos Athanasiadis,GRE,GK,Sheriff Tiraspol,28,1993,5.0,8,1,1,1,0,7.9,0.23,-0.1,-0.02,35,78,44.9,99,11,42.4,37.6,68,52.9,39.4,99,1,1.0,0,0.0,6.4,Matches,UCL,21-22
f7b10c66,5,David von Ballmoos,SUI,GK,Young Boys,26,1994,3.0,6,0,0,0,0,7.4,0.52,1.4,0.48,14,38,36.8,72,6,50.0,37.7,14,14.3,25.6,25,4,16.0,1,0.33,13.2,Matches,UCL,21-22
f6798fc3,6,Yassine Bounou,MAR,GK,Sevilla,30,1991,6.0,5,2,0,0,0,6.0,0.21,1.0,0.17,25,57,43.9,156,26,30.1,32.5,32,31.3,31.8,45,4,8.9,3,0.5,13.4,Matches,UCL,21-22
1e064bfb,7,Denys Boyko,UKR,GK,Dynamo Kyiv,33,1988,1.0,0,0,0,0,0,0.7,0.17,0.7,0.67,7,19,36.8,24,3,54.2,40.0,8,75.0,54.4,11,0,0.0,0,0.0,7.0,Matches,UCL,21-22
eb2b33aa,8,Heorhiy Bushchan,UKR,GK,Dynamo Kyiv,27,1994,5.0,11,1,0,1,0,8.6,0.34,-2.4,-0.48,30,83,36.1,156,30,38.5,35.1,43,53.5,45.4,75,5,6.7,1,0.2,7.8,Matches,UCL,21-22
3e1550ee,9,Scott Carson,ENG,GK,Manchester City,35,1985,0.2,0,0,0,0,0,0.8,0.81,0.8,4.06,0,0,,2,0,0.0,13.0,3,0.0,18.3,2,0,0.0,0,0.0,18.0,Matches,UCL,21-22
db401046,10,Koen Casteels,BEL,GK,Wolfsburg,29,1992,5.0,8,1,1,2,0,8.6,0.29,0.6,0.13,37,87,42.5,142,24,39.4,35.7,47,66.0,49.0,80,2,2.5,2,0.4,14.8,Matches,UCL,21-22
2edbd8d5,11,Dumitru Celeadnic,MDA,GK,Sheriff Tiraspol,29,1992,1.0,3,0,0,2,0,2.5,0.34,-0.5,-0.46,3,11,27.3,16,4,43.8,41.8,16,25.0,28.9,23,0,0.0,1,1.0,10.5,Matches,UCL,21-22
