id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
abf0cad0,1,Suleiman Abdullahi,NGA,"FW,MF",Union Berlin,24,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,GER-BL1,21-22
cadd666a,2,Dickson Abiama,NGA,FW,Greuther Fürth,22,1998,24,726,30,23.7,8.1,5,79,2,19,17,8,0.46,8,29,-21,-2.6,-1.33,6.6,17.6,-11.0,-1.36,-0.62,Matches,GER-BL1,21-22
dc38e3bc,3,Ragnar Ache,GER,"MF,FW",Eint Frankfurt,23,1998,13,259,20,8.5,2.9,1,72,0,12,16,6,1.23,5,4,1,0.35,0.51,3.7,4.7,-1.0,-0.35,-0.21,Matches,GER-BL1,21-22
2b09d998,4,Tyler Adams,USA,MF,RB Leipzig,22,1999,24,1351,56,44.2,15.0,12,84,8,12,29,6,1.88,27,14,13,0.87,-0.29,28.5,18.6,10.0,0.66,-0.1,Matches,GER-BL1,21-22
22919e97,5,Sargis Adamyan,ARM,"FW,MF",Hoffenheim,28,1993,13,331,25,10.8,3.7,2,76,0,11,16,3,1.85,8,6,2,0.54,0.68,7.7,4.3,3.4,0.92,0.91,Matches,GER-BL1,21-22
dcfb17f4,6,Amine Adli,MAR,"FW,MF",Leverkusen,21,2000,25,1256,50,41.0,14.0,13,75,3,12,23,0,1.76,24,23,1,0.07,-1.52,23.3,18.9,4.4,0.31,-0.4,Matches,GER-BL1,21-22
a6c58494,7,Naouirou Ahamada,FRA,"MF,DF",Stuttgart,19,2002,3,61,20,2.0,0.7,0,,0,3,20,9,0.0,1,1,0,0.0,0.54,0.8,0.7,0.1,0.17,0.48,Matches,GER-BL1,21-22
89ac64a6,8,Manuel Akanji,SUI,DF,Dortmund,26,1995,26,2261,87,73.9,25.1,25,89,23,1,45,0,2.0,64,44,20,0.8,-0.67,47.9,38.0,10.0,0.4,-0.48,Matches,GER-BL1,21-22
6ec6fde0,9,Kevin Akpoguma,NGA,"DF,FW",Hoffenheim,26,1995,26,1527,59,49.9,17.0,19,71,5,7,24,4,1.5,33,30,3,0.18,0.47,28.4,26.6,1.8,0.11,0.0,Matches,GER-BL1,21-22
