id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,league,season
8fa8f8d2,1,Rúnar Alex Rúnarsson,ISL,GK,Dijon,24,1995,10.0,17,0,0,3,1,11.3,0.24,-4.7,-0.47,50,121,41.3,248,56,30.6,31.3,81,55.6,43.9,163,9,5.5,9,0.9,14.0,Matches,FRA-L1,19-20
2f965a72,2,Alphonse Areola,FRA,GK,Paris S-G,26,1993,3.0,2,0,0,0,0,1.4,0.46,-0.6,-0.21,2,2,100.0,48,9,0.0,17.5,9,22.2,25.7,23,1,4.3,6,2.0,18.5,Matches,FRA-L1,19-20
be13e5a8,3,Stefan Bajic,FRA,GK,Saint-Étienne,17,2001,1.0,1,0,0,1,0,0.1,0.05,-0.9,-0.9,1,2,50.0,11,4,0.0,18.1,8,25.0,28.8,12,0,0.0,5,5.0,27.2,Matches,FRA-L1,19-20
8a2248b4,4,Walter Benítez,ARG,GK,Nice,26,1993,26.0,36,4,0,6,2,41.1,0.28,7.1,0.27,52,150,34.7,574,139,16.6,24.4,214,25.7,28.9,421,11,2.6,17,0.65,13.3,Matches,FRA-L1,19-20
28dabd43,5,Paul Bernardoni,FRA,GK,Nîmes,22,1997,24.5,38,4,0,2,1,30.7,0.26,-6.3,-0.26,130,379,34.3,530,80,47.4,37.1,175,73.1,50.7,265,11,4.2,26,1.06,15.6,Matches,FRA-L1,19-20
380a15e2,6,Dimitry Bertaud,COD,GK,Montpellier,21,1998,2.2,3,0,0,1,0,1.7,0.35,-1.3,-0.58,12,19,63.2,49,18,26.5,30.9,18,33.3,37.3,19,2,10.5,3,1.38,18.4,Matches,FRA-L1,19-20
26975a92,7,Ludovic Butelle,FRA,GK,Angers,36,1983,26.0,32,3,2,1,0,26.7,0.29,-5.3,-0.2,119,342,34.8,494,116,39.5,35.9,203,72.4,50.6,319,15,4.7,22,0.85,15.1,Matches,FRA-L1,19-20
db87a2c4,8,Marcin Bułka,POL,GK,Paris S-G,19,1999,1.0,0,0,0,0,0,0.4,0.2,0.4,0.4,0,0,,12,3,0.0,16.3,6,0.0,20.8,5,1,20.0,0,0.0,5.0,Matches,FRA-L1,19-20
8608f269,9,Matis Carvalho,POR,GK,Montpellier,20,1999,0.8,4,0,0,0,1,2.7,0.36,-0.3,-0.33,4,17,23.5,18,4,61.1,46.0,9,66.7,44.2,10,0,0.0,0,0.0,9.3,Matches,FRA-L1,19-20
7800bdb8,10,Yannis Clementia,MTQ,GK,Nice,22,1997,2.0,2,1,0,0,0,2.4,0.21,0.4,0.22,4,22,18.2,47,16,27.7,30.9,14,64.3,47.8,33,4,12.1,0,0.0,8.2,Matches,FRA-L1,19-20
2434f24a,11,Benoît Costil,FRA,GK,Bordeaux,32,1987,28.0,34,2,0,4,1,32.7,0.28,-0.3,-0.01,159,394,40.4,637,99,40.2,34.8,246,56.1,40.9,434,17,3.9,28,1.0,15.2,Matches,FRA-L1,19-20
2ee1b96b,12,Paul Delecroix,FRA,GK,Metz,30,1988,1.5,4,1,0,0,0,2.2,0.21,-1.8,-1.2,14,30,46.7,33,5,66.7,43.8,11,72.7,54.1,11,0,0.0,2,1.32,26.5,Matches,FRA-L1,19-20
d83f8f69,13,Lucas Dias,FRA,GK,Nîmes,20,1999,3.5,6,0,1,2,0,5.7,0.34,-0.3,-0.08,26,71,36.6,60,4,61.7,40.9,38,89.5,57.2,63,0,0.0,5,1.42,14.3,Matches,FRA-L1,19-20
