id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,league,season
5f09991f,1,Patrick van Aanholt,NED,"MF,DF",PSV Eindhoven,32,1990,1.1,45,39,4,1,0,1,0,3,0,0,0,0,38,2,1,Matches,UCL,23-24
5bc43860,2,Brenden Aaronson,USA,MF,Union Berlin,22,2000,1.5,40,40,0,0,0,0,0,0,0,0,0,0,29,0,0,Matches,UCL,23-24
82464ce3,3,Salis Abdul Samed,GHA,MF,Lens,23,2000,5.5,193,187,6,5,2,0,0,1,0,0,0,0,166,0,2,Matches,UCL,23-24
b96b595c,4,Francesco Acerbi,ITA,DF,Inter,35,1988,4.7,304,288,16,10,0,2,4,1,0,0,0,0,261,0,3,Matches,UCL,23-24
4dd2a0be,5,Elias Achouri,TUN,"FW,MF",FC Copenhagen,24,1999,6.1,182,172,8,1,0,0,12,2,1,1,0,0,126,2,10,Matches,UCL,23-24
81442ecb,6,Marcos Acuña,ARG,DF,Sevilla,31,1991,2.2,87,70,15,1,1,2,4,14,0,0,0,0,59,2,2,Matches,UCL,23-24
501055d8,7,Karim Adeyemi,GER,FW,Dortmund,21,2002,7.9,200,191,8,2,0,1,14,3,3,0,3,0,149,1,9,Matches,UCL,23-24
26777636,8,Yacine Adli,FRA,MF,Milan,23,2000,1.4,91,78,13,3,1,3,10,3,7,3,4,0,74,0,0,Matches,UCL,23-24
3dd738a1,9,Ruben Aguilar,FRA,DF,Lens,30,1993,1.1,43,26,17,0,0,0,1,17,0,0,0,0,33,0,0,Matches,UCL,23-24
89ac64a6,10,Manuel Akanji,SUI,"DF,MF",Manchester City,28,1995,7.4,652,619,32,19,1,3,2,10,0,0,0,0,618,1,1,Matches,UCL,23-24
eaeca114,11,Nathan Aké,NED,"DF,MF",Manchester City,28,1995,4.3,422,406,16,9,0,1,3,7,0,0,0,0,406,0,2,Matches,UCL,23-24
f28659fb,12,Kerem Aktürkoğlu,TUR,"MF,FW",Galatasaray,24,1998,4.9,141,116,24,9,2,0,23,3,12,7,3,0,92,1,7,Matches,UCL,23-24
05439de2,13,David Alaba,AUT,DF,Real Madrid,31,1992,2.8,212,201,11,1,0,1,7,7,3,2,0,0,190,0,2,Matches,UCL,23-24
5294a83f,14,Luis Alberto,ESP,MF,Lazio,30,1992,7.1,497,431,63,25,1,2,43,0,33,17,12,0,396,3,5,Matches,UCL,23-24
f7d50789,15,Toby Alderweireld,BEL,DF,Antwerp,34,1989,5.0,319,296,22,20,1,3,1,0,0,0,0,0,263,1,2,Matches,UCL,23-24
f8405304,16,Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,19,2004,1.5,31,28,1,0,0,0,4,0,0,0,0,0,22,2,3,Matches,UCL,23-24
862a1c15,17,Miguel Almirón,PAR,FW,Newcastle Utd,29,1994,4.6,156,155,1,0,0,0,5,1,0,0,0,0,117,0,4,Matches,UCL,23-24
f4290206,18,Marcos Alonso,ESP,"DF,FW",Barcelona,32,1990,1.5,94,80,13,5,0,1,7,8,0,0,0,0,79,1,1,Matches,UCL,23-24
414b2ce4,19,Barış Alper Yılmaz,TUR,"FW,MF",Galatasaray,23,2000,1.4,39,35,4,0,0,1,1,4,0,0,0,0,31,0,0,Matches,UCL,23-24
