id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,league,season
565bf0da,1,David Abraham,ARG,DF,Eint Frankfurt,32,1986,15.8,2,0,0,11,9,0,8,24,14,0,0,0,104,40,22,64.5,Matches,GER-BL1,18-19
1c08a3c8,2,Amir Abrashi,ALB,MF,Freiburg,28,1990,8.8,5,0,0,19,16,0,2,14,11,0,0,0,61,5,4,55.6,Matches,GER-BL1,18-19
2b09d998,3,Tyler Adams,USA,MF,RB Leipzig,19,1999,8.0,0,0,0,13,11,0,2,16,17,0,0,0,60,17,14,54.8,Matches,GER-BL1,18-19
54507986,4,Antonis Aidonis,GER,DF,Stuttgart,17,2001,0.9,1,0,0,1,0,0,6,2,1,0,0,0,4,2,4,33.3,Matches,GER-BL1,18-19
89ac64a6,5,Manuel Akanji,SUI,DF,Dortmund,23,1995,24.5,1,0,0,13,17,0,2,27,19,0,0,0,121,44,37,54.3,Matches,GER-BL1,18-19
debc2f28,6,Chadrac Akolo,COD,"MF,FW",Stuttgart,23,1995,5.8,0,0,0,8,15,1,8,4,6,0,0,0,31,6,17,26.1,Matches,GER-BL1,18-19
6ec6fde0,7,Kevin Akpoguma,NGA,DF,Hoffenheim,23,1995,5.5,2,0,0,6,10,0,0,12,15,0,0,0,31,5,7,41.7,Matches,GER-BL1,18-19
6ec6fde0,8,Kevin Akpoguma,NGA,DF,Hannover 96,23,1995,3.5,2,0,0,4,2,0,0,10,6,0,1,0,14,6,5,54.5,Matches,GER-BL1,18-19
05439de2,9,David Alaba,AUT,DF,Bayern Munich,26,1992,28.1,4,0,0,13,11,5,115,31,21,0,0,0,148,24,22,52.2,Matches,GER-BL1,18-19
834d0be5,10,Lucas Alario,ARG,"FW,MF",Leverkusen,25,1992,14.1,1,0,0,23,24,14,5,1,8,0,0,0,37,40,72,35.7,Matches,GER-BL1,18-19
d459281d,11,Miiko Albornoz,CHI,"DF,MF",Hannover 96,27,1990,18.4,3,1,0,34,37,1,57,16,26,0,1,0,94,8,24,25.0,Matches,GER-BL1,18-19
a7a9d95a,12,Paco Alcácer,ESP,FW,Dortmund,24,1993,13.5,0,0,0,5,7,9,3,6,1,0,0,0,26,12,33,26.7,Matches,GER-BL1,18-19
77e84962,13,Thiago Alcántara,ESP,MF,Bayern Munich,27,1991,26.8,5,0,0,52,34,0,69,44,65,0,1,0,266,34,38,47.2,Matches,GER-BL1,18-19
d73a07e2,14,Alfonso,MOZ,MF,Hoffenheim,18,1999,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100.0,Matches,GER-BL1,18-19
b15e93aa,15,Allan,BRA,MF,Eint Frankfurt,21,1997,2.0,1,0,0,5,5,0,3,0,4,0,0,0,10,1,3,25.0,Matches,GER-BL1,18-19
555d5edd,16,Nadiem Amiri,GER,MF,Hoffenheim,21,1996,8.4,1,0,0,14,14,0,11,7,9,0,0,0,44,3,8,27.3,Matches,GER-BL1,18-19
5e66fa06,17,Waldemar Anton,GER,DF,Hannover 96,22,1996,34.0,4,0,0,25,19,0,5,69,32,0,1,1,215,83,73,53.2,Matches,GER-BL1,18-19
c311243f,18,Dennis Aogo,GER,MF,Stuttgart,31,1987,11.4,1,0,0,9,6,2,52,9,10,0,0,0,63,11,4,73.3,Matches,GER-BL1,18-19
56413b1f,19,Charles Aránguiz,CHI,MF,Leverkusen,29,1989,21.0,3,0,0,27,32,0,24,25,30,0,0,0,160,12,11,52.2,Matches,GER-BL1,18-19
86e119e0,20,Maximilian Arnold,GER,MF,Wolfsburg,24,1994,31.9,7,0,0,45,81,2,134,35,30,1,0,0,207,25,44,36.2,Matches,GER-BL1,18-19
13ddc856,21,Takuma Asano,JPN,"MF,FW",Hannover 96,23,1994,7.8,0,0,0,5,14,5,9,2,3,0,0,0,25,5,22,18.5,Matches,GER-BL1,18-19
e26fcca3,22,Santiago Ascacíbar,ARG,MF,Stuttgart,21,1997,27.0,10,1,0,24,33,0,11,43,50,0,0,1,190,28,39,41.8,Matches,GER-BL1,18-19
dfc85b89,23,Simon Asta,GER,DF,Augsburg,17,2001,1.0,1,0,0,1,0,0,1,3,3,0,0,0,4,2,1,66.7,Matches,GER-BL1,18-19
97bfa797,24,Jean-Kévin Augustin,FRA,FW,RB Leipzig,21,1997,5.1,0,0,0,11,16,5,2,3,0,0,0,0,16,1,15,6.3,Matches,GER-BL1,18-19
9fec8860,25,Ludwig Augustinsson,SWE,DF,Werder Bremen,24,1994,33.6,5,0,0,42,26,2,129,38,31,0,1,0,170,63,68,48.1,Matches,GER-BL1,18-19
2200181e,26,Kaan Ayhan,TUR,DF,Düsseldorf,23,1994,27.2,10,0,0,25,16,2,4,59,29,0,2,0,156,44,29,60.3,Matches,GER-BL1,18-19
150d5992,27,Florian Baak,GER,MF,Hertha BSC,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,GER-BL1,18-19
45b7edae,28,Holger Badstuber,GER,DF,Stuttgart,29,1989,5.8,1,0,0,3,3,0,0,9,4,0,0,0,22,9,12,42.9,Matches,GER-BL1,18-19
f261abcb,29,Daniel Baier,GER,MF,Augsburg,34,1984,31.3,7,0,0,51,50,0,20,60,39,0,0,0,251,28,43,39.4,Matches,GER-BL1,18-19
3a233281,30,Leon Bailey,JAM,FW,Leverkusen,20,1997,21.3,4,0,0,17,34,6,163,14,11,0,0,0,126,13,14,48.1,Matches,GER-BL1,18-19
04c11885,31,Marvin Bakalorz,GER,MF,Hannover 96,28,1989,16.3,5,0,0,22,25,4,9,28,11,1,0,0,84,30,24,55.6,Matches,GER-BL1,18-19
442b56fa,32,Ridle Baku,GER,MF,Mainz 05,20,1998,10.4,1,0,0,9,13,1,4,8,9,0,0,0,45,9,9,50.0,Matches,GER-BL1,18-19
3f7cd8f1,33,Philipp Bargfrede,GER,"MF,DF",Werder Bremen,29,1989,12.0,6,0,0,25,16,0,2,34,15,0,0,0,78,27,19,58.7,Matches,GER-BL1,18-19
a2a85828,34,Aymen Barkok,MAR,MF,Düsseldorf,20,1998,5.7,0,0,0,9,0,0,12,4,6,0,0,0,42,12,8,60.0,Matches,GER-BL1,18-19
00242b75,35,Leandro Barreiro Martins,LUX,MF,Mainz 05,18,2000,1.0,1,0,0,1,0,0,0,2,4,0,0,0,4,2,1,66.7,Matches,GER-BL1,18-19
acc7b7ec,36,Fin Bartels,GER,"MF,FW",Werder Bremen,31,1987,0.3,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,100.0,Matches,GER-BL1,18-19
9b88e120,37,Robert Bauer,GER,DF,Nürnberg,23,1995,19.1,4,1,1,19,17,0,51,28,29,0,0,0,85,13,26,33.3,Matches,GER-BL1,18-19
47064058,38,Oliver Baumann,GER,GK,Hoffenheim,28,1990,33.0,0,0,0,0,6,0,0,2,0,0,0,0,78,6,1,85.7,Matches,GER-BL1,18-19
bd7d2e6d,39,Timo Baumgartl,GER,DF,Stuttgart,22,1996,18.0,2,0,0,12,12,1,5,26,23,0,0,0,94,45,23,66.2,Matches,GER-BL1,18-19
69374ff5,40,Julian Baumgartlinger,AUT,MF,Leverkusen,30,1988,17.3,2,0,0,19,19,0,2,26,30,0,0,0,133,27,25,51.9,Matches,GER-BL1,18-19
437f2b00,41,Christoph Baumgartner,AUT,MF,Hoffenheim,18,1999,0.9,2,1,1,2,3,0,1,0,0,0,0,0,8,1,0,100.0,Matches,GER-BL1,18-19
fbbc8e15,42,Noah Joel Sarenren Bazee,NGA,"FW,MF",Hannover 96,21,1996,1.7,0,0,0,2,2,2,4,0,0,0,0,0,13,0,4,0.0,Matches,GER-BL1,18-19
a53b661f,43,Ihlas Bebou,TOG,"MF,FW",Hannover 96,24,1994,11.8,1,0,0,9,21,4,42,9,9,0,0,0,64,20,27,42.6,Matches,GER-BL1,18-19
f7097e8a,44,Uffe Bech,DEN,FW,Hannover 96,25,1993,0.2,1,0,0,2,0,0,2,0,0,0,0,0,1,1,1,50.0,Matches,GER-BL1,18-19
00a6485f,45,Andreas Beck,GER,DF,Stuttgart,31,1987,19.7,2,0,0,24,31,0,36,22,19,0,0,0,94,25,25,50.0,Matches,GER-BL1,18-19
