id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
bbe88396,1,Aly Abeid,MTN,DF,Levante,19,1997,1,77,77,2.3,0.9,1,77,0,0,,1,0.0,0,3,-3,-3.51,-3.21,0.5,0.9,-0.4,-0.45,0.04,Matches,ESP-LALIGA,17-18
65d62814,2,Antonio Adán,ESP,GK,Betis,30,1987,30,2700,90,78.9,30.0,30,90,30,0,,0,1.53,50,53,-3,-0.1,-0.35,35.2,41.5,-6.3,-0.21,-0.61,Matches,ESP-LALIGA,17-18
5890cef1,3,Aday,ESP,DF,Girona,29,1987,31,1835,59,53.7,20.4,20,82,13,11,18,4,1.16,29,31,-2,-0.1,0.3,29.4,27.6,1.8,0.09,0.18,Matches,ESP-LALIGA,17-18
293211e1,4,Aritz Aduriz,ESP,FW,Athletic Club,36,1981,33,2152,65,62.9,23.9,21,86,15,12,30,2,1.12,26,24,2,0.08,0.79,29.8,27.4,2.4,0.1,0.31,Matches,ESP-LALIGA,17-18
355c883a,5,Martin Agirregabiria,ESP,DF,Alavés,21,1996,21,1828,87,53.5,20.3,20,89,19,1,45,4,1.81,28,19,9,0.44,1.52,24.2,24.0,0.2,0.01,1.0,Matches,ESP-LALIGA,17-18
c84c1afc,6,Imanol Agirretxe,ESP,FW,Real Sociedad,30,1987,11,232,21,6.8,2.6,2,68,1,9,11,5,1.45,5,2,3,1.16,1.05,4.7,2.0,2.7,1.04,1.03,Matches,ESP-LALIGA,17-18
6ee8c05f,7,Juan Agüero,ESP,MF,Atlético Madrid,18,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,ESP-LALIGA,17-18
8617e3d9,8,Matías Aguirregaray,URU,DF,Las Palmas,28,1989,15,1153,77,33.7,12.8,14,81,10,1,17,2,0.53,7,17,-10,-0.78,0.81,10.9,23.1,-12.2,-0.95,-0.16,Matches,ESP-LALIGA,17-18
c5eaff5c,9,Ager Aketxe,ESP,MF,Athletic Club,23,1993,3,37,12,1.1,0.4,0,,0,3,12,6,1.67,1,0,1,2.43,2.67,1.0,0.7,0.4,0.92,0.95,Matches,ESP-LALIGA,17-18
7a4cd784,10,David Alba,ESP,DF,Getafe,18,1999,1,61,61,1.8,0.7,1,61,0,0,,2,3.0,0,0,0,0.0,-0.24,0.0,1.0,-0.9,-1.39,-1.64,Matches,ESP-LALIGA,17-18
4601e194,11,Jordi Alba,ESP,DF,Barcelona,28,1989,33,2744,83,80.2,30.5,30,89,27,3,24,3,2.48,81,21,60,1.97,0.64,70.9,31.7,39.2,1.29,0.97,Matches,ESP-LALIGA,17-18
348e4809,12,Raúl Albentosa,ESP,DF,La Coruña,28,1988,20,1748,87,51.1,19.4,19,90,18,1,45,8,0.7,19,34,-15,-0.77,0.47,27.7,27.6,0.1,0.01,0.4,Matches,ESP-LALIGA,17-18
a7a9d95a,13,Paco Alcácer,ESP,"MF,FW",Barcelona,23,1993,17,695,41,20.3,7.7,8,67,1,9,18,11,2.12,19,3,16,2.07,0.29,20.0,8.1,11.9,1.54,0.56,Matches,ESP-LALIGA,17-18
ba71d071,14,Pedro Alcalá,ESP,DF,Girona,28,1989,8,689,86,20.1,7.7,8,86,7,0,,4,1.25,10,13,-3,-0.39,-0.19,11.6,10.1,1.5,0.2,0.24,Matches,ESP-LALIGA,17-18
a8599c17,15,Steve Aldo One,CMR,DF,La Coruña,22,1995,1,90,90,2.6,1.0,1,90,1,0,,1,0.0,1,7,-6,-6.0,-5.14,1.8,2.5,-0.7,-0.71,-0.54,Matches,ESP-LALIGA,17-18
46166b49,16,Álex Alegría,ESP,FW,Levante,24,1992,9,628,70,18.4,7.0,8,74,3,1,38,1,1.22,9,12,-3,-0.43,-0.08,7.7,10.5,-2.8,-0.4,0.12,Matches,ESP-LALIGA,17-18
3d7e48ce,17,Iván Alejo,ESP,"MF,FW",Eibar,22,1995,22,1102,50,32.2,12.2,14,69,1,8,16,6,1.5,16,11,5,0.41,0.84,13.1,13.6,-0.5,-0.04,0.07,Matches,ESP-LALIGA,17-18
6c811eb7,18,Carles Aleñá,ESP,"FW,MF",Barcelona,19,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ESP-LALIGA,17-18
9af88279,19,Diego Alende,ESP,DF,Celta Vigo,19,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ESP-LALIGA,17-18
8c9e7571,20,Alex,ESP,GK,Atlético Madrid,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ESP-LALIGA,17-18
3e1858af,21,Alexander,ARG,"MF,FW",Leganés,28,1988,13,1060,82,31.0,11.8,13,82,9,0,,0,1.31,8,12,-4,-0.34,0.16,13.8,14.7,-0.9,-0.08,0.18,Matches,ESP-LALIGA,17-18
db0cd1ae,22,Alexis,ESP,DF,Alavés,31,1985,28,2184,78,63.9,24.3,25,85,23,3,18,7,1.32,26,33,-7,-0.29,-0.07,26.4,37.2,-10.8,-0.45,0.04,Matches,ESP-LALIGA,17-18
7e28d6f7,23,José Alonso Lara,ESP,MF,Sevilla,17,2000,1,10,10,0.3,0.1,0,,0,1,10,0,3.0,0,0,0,0.0,0.24,0.4,0.1,0.3,2.68,2.55,Matches,ESP-LALIGA,17-18
8875b8c9,24,Sergio Álvarez,ESP,GK,Celta Vigo,30,1986,17,1476,87,43.2,16.4,16,90,16,1,36,21,1.06,22,29,-7,-0.43,-0.7,24.0,24.2,-0.3,-0.02,-0.01,Matches,ESP-LALIGA,17-18
3ecc11d8,25,Yeray Álvarez,ESP,DF,Athletic Club,22,1995,8,675,84,19.7,7.5,7,90,7,1,45,6,0.88,7,10,-3,-0.4,-0.24,6.7,8.5,-1.9,-0.25,-0.29,Matches,ESP-LALIGA,17-18
12a875ce,26,Eloi Amagat,ESP,MF,Girona,32,1985,2,15,8,0.4,0.2,0,,0,2,8,2,1.5,1,0,1,6.0,6.26,0.4,0.1,0.4,2.23,2.24,Matches,ESP-LALIGA,17-18
d70a2141,27,Jordi Amat,IDN,"DF,MF",Betis,25,1992,25,2045,82,59.8,22.7,24,84,16,1,28,9,1.6,33,31,2,0.09,0.28,25.4,27.2,-1.8,-0.08,0.0,Matches,ESP-LALIGA,17-18
f3b1d9a2,28,Amath,SEN,"MF,FW",Getafe,21,1996,37,2859,77,83.6,31.8,36,79,10,1,22,0,1.49,34,24,10,0.31,0.48,37.6,32.1,5.5,0.17,-0.3,Matches,ESP-LALIGA,17-18
7c2a398c,29,Nordin Amrabat,MAR,"FW,MF",Leganés,30,1987,30,1623,54,47.5,18.0,17,77,6,13,24,0,1.03,18,26,-8,-0.44,0.01,20.4,23.1,-2.7,-0.15,0.1,Matches,ESP-LALIGA,17-18
