id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
5f09991f,1,Patrick van Aanholt,NED,"MF,DF",PSV Eindhoven,32,1990,2,99,50,13.8,1.1,1,90,1,1,9,6,2.5,2,1,1,0.91,1.63,2.3,1.1,1.2,1.1,1.27,Matches,UCL,23-24
5bc43860,2,Brenden Aaronson,USA,MF,Union Berlin,22,2000,6,137,23,25.4,1.5,1,69,0,5,14,0,0.33,1,4,-3,-1.97,-1.75,1.5,3.1,-1.6,-1.04,-0.08,Matches,UCL,23-24
82464ce3,3,Salis Abdul Samed,GHA,MF,Lens,23,2000,6,495,83,91.7,5.5,6,83,5,0,,0,1.33,6,10,-4,-0.73,1.27,6.0,6.3,-0.3,-0.05,2.1,Matches,UCL,23-24
b96b595c,4,Francesco Acerbi,ITA,DF,Inter,35,1988,6,423,71,56.4,4.7,4,90,4,2,32,1,1.5,6,4,2,0.43,0.15,11.0,4.8,6.2,1.42,1.08,Matches,UCL,23-24
4dd2a0be,5,Elias Achouri,TUN,"FW,MF",FC Copenhagen,24,1999,8,552,69,76.7,6.1,7,74,0,1,31,0,1.31,8,9,-1,-0.16,1.44,6.0,10.1,-4.1,-0.66,-0.86,Matches,UCL,23-24
81442ecb,6,Marcos Acuña,ARG,DF,Sevilla,31,1991,3,198,66,36.7,2.2,2,90,2,1,18,0,0.33,4,7,-3,-1.36,-0.84,2.9,5.3,-2.4,-1.09,-0.44,Matches,UCL,23-24
501055d8,7,Karim Adeyemi,GER,FW,Dortmund,21,2002,12,707,59,60.4,7.9,8,74,1,4,28,0,1.92,10,7,3,0.38,-0.2,10.3,13.8,-3.5,-0.44,0.12,Matches,UCL,23-24
26777636,8,Yacine Adli,FRA,MF,Milan,23,2000,3,123,41,22.8,1.4,1,76,0,2,24,3,0.33,1,4,-3,-2.2,-2.2,2.1,2.1,-0.1,-0.04,-0.46,Matches,UCL,23-24
3dd738a1,9,Ruben Aguilar,FRA,DF,Lens,30,1993,2,100,50,18.5,1.1,1,90,1,1,10,3,3.0,2,1,1,0.9,2.13,1.4,1.8,-0.3,-0.3,-0.09,Matches,UCL,23-24
