id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,league,season
8ec56e62,1,Marco Carnesecchi,ITA,GK,Atalanta,24-060,2000,1,1,90,1,2,2.0,6,4,66.7,0,0,1,0,0,0,0,0,0,,Matches,ITA-SERIA_A,24-25
4e0c8d66,2,Michele Di Gregorio,ITA,GK,Juventus,27-034,1997,2,2,180,2,0,0.0,1,1,100.0,2,0,0,2,100,0,0,0,0,,Matches,ITA-SERIA_A,24-25
9f5a610b,3,Wladimiro Falcone,ITA,GK,Lecce,29-140,1995,2,2,180,2,6,3.0,9,3,55.6,0,0,2,0,0,2,2,0,0,0,Matches,ITA-SERIA_A,24-25
f0f7f62f,4,Pierluigi Gollini,ITA,GK,Genoa,29-165,1995,2,2,180,2,2,1.0,9,7,77.8,1,1,0,1,50,0,0,0,0,,Matches,ITA-SERIA_A,24-25
7f66ea09,5,Jesse Joronen,FIN,GK,Venezia,31-162,1993,2,2,180,2,3,1.5,14,12,85.7,0,1,1,1,50,1,1,0,0,0,Matches,ITA-SERIA_A,24-25
fcb38f57,6,Mike Maignan,FRA,GK,Milan,29-058,1995,2,2,180,2,4,2.0,8,5,50.0,0,1,1,0,0,0,0,0,0,,Matches,ITA-SERIA_A,24-25
9413b19f,7,Alex Meret,ITA,GK,Napoli,27-161,1997,2,2,180,2,3,1.5,6,3,50.0,1,0,1,1,50,0,0,0,0,,Matches,ITA-SERIA_A,24-25
9fa26bc2,8,Vanja Milinković-Savić,SRB,GK,Torino,27-192,1997,2,2,180,2,3,1.5,14,10,78.6,1,1,0,0,0,1,0,1,0,100,Matches,ITA-SERIA_A,24-25
c1d95617,9,Lorenzo Montipò,ITA,GK,Hellas Verona,28-192,1996,2,2,180,2,3,1.5,9,6,77.8,1,0,1,1,50,1,1,0,0,0,Matches,ITA-SERIA_A,24-25
a111cf41,10,Juan Musso,ARG,GK,Atalanta,30-116,1994,1,1,90,1,0,0.0,4,4,100.0,1,0,0,1,100,0,0,0,0,,Matches,ITA-SERIA_A,24-25
ab5c36dd,11,Maduka Okoye,NGA,GK,Udinese,25-002,1999,2,2,180,2,2,1.0,10,8,90.0,1,1,0,0,0,1,1,0,0,0,Matches,ITA-SERIA_A,24-25
4f537cf7,12,Semuel Pizzignacco,ITA,GK,Monza,22-364,2001,2,2,180,2,1,0.5,3,2,66.7,0,1,1,1,50,0,0,0,0,,Matches,ITA-SERIA_A,24-25
277da414,13,Ivan Provedel,ITA,GK,Lazio,30-166,1994,2,2,180,2,3,1.5,5,2,40.0,1,0,1,0,0,0,0,0,0,,Matches,ITA-SERIA_A,24-25
e358587b,14,Pepe Reina,ESP,GK,Como,41-365,1982,2,2,180,2,4,2.0,11,7,63.6,0,1,1,0,0,0,0,0,0,,Matches,ITA-SERIA_A,24-25
41bd99ea,15,Simone Scuffet,ITA,GK,Cagliari,28-091,1996,2,2,180,2,1,0.5,7,6,85.7,0,2,0,1,50,0,0,0,0,,Matches,ITA-SERIA_A,24-25
ab4449d6,16,Łukasz Skorupski,POL,GK,Bologna,33-117,1991,2,2,180,2,4,2.0,7,2,42.9,0,1,1,0,0,1,0,1,0,100,Matches,ITA-SERIA_A,24-25
420c18a1,17,Yann Sommer,SUI,GK,Inter,35-257,1988,2,2,180,2,2,1.0,11,8,81.8,1,1,0,1,50,1,0,1,0,100,Matches,ITA-SERIA_A,24-25
51e1f4f5,18,Zion Suzuki,JPN,GK,Parma,22-009,2002,2,2,180,2,2,1.0,12,10,83.3,1,1,0,0,0,0,0,0,0,,Matches,ITA-SERIA_A,24-25
bcf5058a,19,Mile Svilar,SRB,GK,Roma,25-003,1999,2,2,180,2,2,1.0,6,4,83.3,0,1,1,1,50,1,1,0,0,0,Matches,ITA-SERIA_A,24-25
e1b0a70d,20,Pietro Terracciano,ITA,GK,Fiorentina,34-175,1990,2,2,180,2,1,0.5,10,9,90.0,0,2,0,1,50,0,0,0,0,,Matches,ITA-SERIA_A,24-25
fac1f795,21,Devis Vásquez,COL,GK,Empoli,26-110,1998,2,2,180,2,1,0.5,8,7,87.5,1,1,0,1,50,0,0,0,0,,Matches,ITA-SERIA_A,24-25
