Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2023-08-13,14:00:00,Premier League,Matchweek 1,Sun,Home,D,2,2,Tottenham,2.2,1.3,31,17066,Christian Nørgaard,5-3-2,4-2-3-1,Robert Jones,/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,,23-24,Brentford,cd051869
2023-08-19,15:00:00,Premier League,Matchweek 2,Sat,Away,W,3,0,Fulham,3.7,0.5,45,24236,Christian Nørgaard,4-3-3,4-3-3,Darren Bond,/en/matches/46be83af/Fulham-Brentford-August-19-2023-Premier-League,,23-24,Brentford,cd051869
2023-08-26,15:00:00,Premier League,Matchweek 3,Sat,Home,D,1,1,Crystal Palace,1.0,0.8,60,16997,Christian Nørgaard,4-3-3,4-2-3-1,Peter Bankes,/en/matches/537b2b0b/Brentford-Crystal-Palace-August-26-2023-Premier-League,,23-24,Brentford,cd051869
2023-08-29,19:45:00,EFL Cup,Second round,Tue,Away,D,1 (3),1 (0),Newport County,,,78,5916,Vitaly Janelt,4-3-3,4-4-1-1,Scott Oldham,/en/matches/a56e715b/Newport-County-Brentford-August-29-2023-EFL-Cup,Brentford won on penalty kicks following extra time,23-24,Brentford,cd051869
2023-09-02,15:00:00,Premier League,Matchweek 4,Sat,Home,D,2,2,Bournemouth,2.9,2.1,60,16973,Christian Nørgaard,4-3-3,4-2-3-1,Robert Madley,/en/matches/e2946b10/Brentford-Bournemouth-September-2-2023-Premier-League,,23-24,Brentford,cd051869
2023-09-16,17:30:00,Premier League,Matchweek 5,Sat,Away,L,0,1,Newcastle Utd,0.5,1.4,44,51670,Christian Nørgaard,5-3-2,4-3-3,Craig Pawson,/en/matches/71b7e5e2/Newcastle-United-Brentford-September-16-2023-Premier-League,,23-24,Brentford,cd051869
2023-09-23,17:30:00,Premier League,Matchweek 6,Sat,Home,L,1,3,Everton,1.0,1.9,57,16981,Christian Nørgaard,4-3-3,4-4-1-1,Michael Oliver,/en/matches/96681b93/Brentford-Everton-September-23-2023-Premier-League,,23-24,Brentford,cd051869
2023-09-27,19:45:00,EFL Cup,Third round,Wed,Home,L,0,1,Arsenal,,,41,16688,Christian Nørgaard,3-5-2,4-3-3,Darren Bond,/en/matches/80d68b2d/Brentford-Arsenal-September-27-2023-EFL-Cup,,23-24,Brentford,cd051869
2023-10-01,14:00:00,Premier League,Matchweek 7,Sun,Away,D,1,1,Nott'ham Forest,1.6,0.5,59,29004,Christian Nørgaard,4-3-3,4-3-3,Paul Tierney,/en/matches/923467c5/Nottingham-Forest-Brentford-October-1-2023-Premier-League,,23-24,Brentford,cd051869
2023-10-07,15:00:00,Premier League,Matchweek 8,Sat,Away,L,1,2,Manchester Utd,0.9,1.4,36,73453,Christian Nørgaard,3-5-2,4-2-3-1,Andy Madley,/en/matches/5006142a/Manchester-United-Brentford-October-7-2023-Premier-League,,23-24,Brentford,cd051869
2023-10-21,15:00:00,Premier League,Matchweek 9,Sat,Home,W,3,0,Burnley,3.1,1.1,50,17029,Christian Nørgaard,4-3-3,4-2-3-1,Joshua Smith,/en/matches/52781f37/Brentford-Burnley-October-21-2023-Premier-League,,23-24,Brentford,cd051869
2023-10-28,12:30:00,Premier League,Matchweek 10,Sat,Away,W,2,0,Chelsea,2.2,1.9,32,39575,Christian Nørgaard,3-5-2,4-2-3-1,Simon Hooper,/en/matches/91e3b922/Chelsea-Brentford-October-28-2023-Premier-League,,23-24,Brentford,cd051869
2023-11-04,15:00:00,Premier League,Matchweek 11,Sat,Home,W,3,2,West Ham,1.5,1.8,58,17103,Christian Nørgaard,4-3-3,4-4-2,Thomas Bramall,/en/matches/3235dd6e/Brentford-West-Ham-United-November-4-2023-Premier-League,,23-24,Brentford,cd051869
2023-11-12,14:00:00,Premier League,Matchweek 12,Sun,Away,L,0,3,Liverpool,1.6,1.7,42,50151,Christian Nørgaard,5-3-2,4-3-3,Paul Tierney,/en/matches/996ee990/Liverpool-Brentford-November-12-2023-Premier-League,,23-24,Brentford,cd051869
2023-11-25,17:30:00,Premier League,Matchweek 13,Sat,Home,L,0,1,Arsenal,1.1,1.6,37,17201,Christian Nørgaard,5-3-2,4-3-3,Tim Robinson,/en/matches/626c6561/Brentford-Arsenal-November-25-2023-Premier-League,,23-24,Brentford,cd051869
2023-12-02,15:00:00,Premier League,Matchweek 14,Sat,Home,W,3,1,Luton Town,3.1,0.2,68,17075,Christian Nørgaard,4-3-3,3-4-3,Anthony Taylor,/en/matches/0f71f535/Brentford-Luton-Town-December-2-2023-Premier-League,,23-24,Brentford,cd051869
2023-12-06,19:30:00,Premier League,Matchweek 15,Wed,Away,L,1,2,Brighton,1.5,1.5,39,31571,Vitaly Janelt,4-4-2,4-2-3-1,Peter Bankes,/en/matches/75d21da8/Brighton-and-Hove-Albion-Brentford-December-6-2023-Premier-League,,23-24,Brentford,cd051869
2023-12-09,15:00:00,Premier League,Matchweek 16,Sat,Away,L,0,1,Sheffield Utd,0.6,0.8,59,28509,Christian Nørgaard,4-3-3,4-1-4-1,Stuart Attwell,/en/matches/e268f518/Sheffield-United-Brentford-December-9-2023-Premier-League,,23-24,Brentford,cd051869
2023-12-17,14:00:00,Premier League,Matchweek 17,Sun,Home,L,1,2,Aston Villa,0.5,1.4,34,17034,Christian Nørgaard,3-5-2,3-5-2,David Coote,/en/matches/4a3af0ab/Brentford-Aston-Villa-December-17-2023-Premier-League,,23-24,Brentford,cd051869
2023-12-27,19:30:00,Premier League,Matchweek 19,Wed,Home,L,1,4,Wolves,2.2,2.4,60,17109,Christian Nørgaard,4-3-3,3-4-3,Andy Madley,/en/matches/ea28d527/Brentford-Wolverhampton-Wanderers-December-27-2023-Premier-League,,23-24,Brentford,cd051869
2023-12-30,15:00:00,Premier League,Matchweek 20,Sat,Away,L,1,3,Crystal Palace,1.4,1.0,54,25472,Christian Nørgaard,3-5-2,4-3-3,Robert Jones,/en/matches/e9d5dd9b/Crystal-Palace-Brentford-December-30-2023-Premier-League,,23-24,Brentford,cd051869
2024-01-05,19:15:00,FA Cup,Third round proper,Fri,Home,D,1,1,Wolves,,,,16818,Christian Nørgaard,3-5-2,3-4-3,Tony Harrington,/en/matches/ce4ab52c/Brentford-Wolverhampton-Wanderers-January-5-2024-FA-Cup,,23-24,Brentford,cd051869
2024-01-16,19:30:00,FA Cup,Third round proper,Tue,Away,L,2,3,Wolves,,,,24692,Mathias Jensen,3-5-2,3-4-3,Andy Madley,/en/matches/b07a4363/Wolverhampton-Wanderers-Brentford-January-16-2024-FA-Cup,Required Extra Time,23-24,Brentford,cd051869
2024-01-20,17:30:00,Premier League,Matchweek 21,Sat,Home,W,3,2,Nott'ham Forest,1.2,1.2,48,17077,Ivan Toney,3-5-2,4-2-3-1,Darren England,/en/matches/e0a9c631/Brentford-Nottingham-Forest-January-20-2024-Premier-League,,23-24,Brentford,cd051869
2024-01-31,19:30:00,Premier League,Matchweek 22,Wed,Away,L,2,3,Tottenham,1.6,2.9,33,61210,Christian Nørgaard,3-5-2,4-2-3-1,David Coote,/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,,23-24,Brentford,cd051869
2024-02-05,20:00:00,Premier League,Matchweek 23,Mon,Home,L,1,3,Manchester City,1.0,2.1,28,17096,Christian Nørgaard,3-5-2,4-1-4-1,Jarred Gillett,/en/matches/2b3630b6/Brentford-Manchester-City-February-5-2024-Premier-League,,23-24,Brentford,cd051869
2024-02-10,15:00:00,Premier League,Matchweek 24,Sat,Away,W,2,0,Wolves,1.9,1.0,29,30731,Christian Nørgaard,3-5-2,3-4-3,Simon Hooper,/en/matches/922cd256/Wolverhampton-Wanderers-Brentford-February-10-2024-Premier-League,,23-24,Brentford,cd051869
2024-02-17,12:30:00,Premier League,Matchweek 25,Sat,Home,L,1,4,Liverpool,1.6,2.8,38,17193,Christian Nørgaard,3-5-2,4-3-3,Michael Oliver,/en/matches/ca1e26a0/Brentford-Liverpool-February-17-2024-Premier-League,,23-24,Brentford,cd051869
2024-02-20,19:30:00,Premier League,Matchweek 18,Tue,Away,L,0,1,Manchester City,0.4,2.3,30,52247,Christian Nørgaard,3-5-2,4-2-3-1,Darren England,/en/matches/af88a1aa/Manchester-City-Brentford-February-20-2024-Premier-League,,23-24,Brentford,cd051869
2024-02-26,20:00:00,Premier League,Matchweek 26,Mon,Away,L,2,4,West Ham,0.9,1.7,59,62450,Christian Nørgaard,3-5-2,4-2-3-1,Simon Hooper,/en/matches/15a04102/West-Ham-United-Brentford-February-26-2024-Premier-League,,23-24,Brentford,cd051869
2024-03-02,15:00:00,Premier League,Matchweek 27,Sat,Home,D,2,2,Chelsea,1.8,1.8,33,17140,Christian Nørgaard,3-5-2,3-5-2,Jarred Gillett,/en/matches/ba1992b0/Brentford-Chelsea-March-2-2024-Premier-League,,23-24,Brentford,cd051869
2024-03-09,17:30:00,Premier League,Matchweek 28,Sat,Away,L,1,2,Arsenal,1.0,1.3,29,60331,Christian Nørgaard,3-5-2,4-3-3,Robert Jones,/en/matches/0e9002ec/Arsenal-Brentford-March-9-2024-Premier-League,,23-24,Brentford,cd051869
2024-03-16,15:00:00,Premier League,Matchweek 29,Sat,Away,L,1,2,Burnley,1.1,2.8,40,20431,Ivan Toney,3-5-2,4-4-2,Darren Bond,/en/matches/b280b66a/Burnley-Brentford-March-16-2024-Premier-League,,23-24,Brentford,cd051869
2024-03-30,20:00:00,Premier League,Matchweek 30,Sat,Home,D,1,1,Manchester Utd,3.2,0.6,47,17138,Ivan Toney,3-5-2,4-2-3-1,Simon Hooper,/en/matches/43a07892/Brentford-Manchester-United-March-30-2024-Premier-League,,23-24,Brentford,cd051869
2024-04-03,19:30:00,Premier League,Matchweek 31,Wed,Home,D,0,0,Brighton,0.6,1.1,34,17024,Ivan Toney,3-5-2,4-2-3-1,Andy Madley,/en/matches/8ec55f05/Brentford-Brighton-and-Hove-Albion-April-3-2024-Premier-League,,23-24,Brentford,cd051869
2024-04-06,15:00:00,Premier League,Matchweek 32,Sat,Away,D,3,3,Aston Villa,1.5,1.5,31,42118,Mathias Jensen,3-5-2,4-4-1-1,Michael Salisbury,/en/matches/e8f307a3/Aston-Villa-Brentford-April-6-2024-Premier-League,,23-24,Brentford,cd051869
2024-04-13,15:00:00,Premier League,Matchweek 33,Sat,Home,W,2,0,Sheffield Utd,1.0,0.8,53,17115,Mathias Jensen,4-3-3,3-5-2,Samuel Barrott,/en/matches/4a4d2976/Brentford-Sheffield-United-April-13-2024-Premier-League,,23-24,Brentford,cd051869
2024-04-20,15:00:00,Premier League,Matchweek 34,Sat,Away,W,5,1,Luton Town,3.1,0.6,47,11877,Mathias Jensen,4-3-3,3-4-3,Jarred Gillett,/en/matches/c98abeb4/Luton-Town-Brentford-April-20-2024-Premier-League,,23-24,Brentford,cd051869
2024-04-27,17:30:00,Premier League,Matchweek 35,Sat,Away,L,0,1,Everton,0.9,0.8,52,39098,Christian Nørgaard,4-3-3,4-4-1-1,Darren England,/en/matches/c813a2ae/Everton-Brentford-April-27-2024-Premier-League,,23-24,Brentford,cd051869
2024-05-04,15:00:00,Premier League,Matchweek 36,Sat,Home,D,0,0,Fulham,0.6,1.3,54,17090,Christian Nørgaard,4-3-3,4-2-3-1,Graham Scott,/en/matches/a388fc69/Brentford-Fulham-May-4-2024-Premier-League,,23-24,Brentford,cd051869
2024-05-11,15:00:00,Premier League,Matchweek 37,Sat,Away,W,2,1,Bournemouth,1.1,0.7,52,11154,Christian Nørgaard,4-3-3,4-2-3-1,Matt Donohue,/en/matches/e7b6ebb6/Bournemouth-Brentford-May-11-2024-Premier-League,,23-24,Brentford,cd051869
2024-05-19,16:00:00,Premier League,Matchweek 38,Sun,Home,L,2,4,Newcastle Utd,1.1,3.4,54,17124,Christian Nørgaard,4-3-3,4-3-3,Simon Hooper,/en/matches/546e1a3d/Brentford-Newcastle-United-May-19-2024-Premier-League,,23-24,Brentford,cd051869
