id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,league,season
f76e6b4e,1,Adrián,ESP,GK,West Ham,30,1987,19,19,1710,19.0,29,1.53,96,68,70.8,7,6,6,6,31.6,1,1,0,0,0.0,Matches,ENG-EPL,17-18
7b4de647,2,Asmir Begović,BIH,GK,Bournemouth,30,1987,38,38,3420,38.0,61,1.61,170,109,65.3,11,11,16,6,15.8,3,2,1,0,33.3,Matches,ENG-EPL,17-18
10072610,3,Claudio Bravo,CHI,GK,Manchester City,34,1983,3,2,226,2.5,1,0.4,5,4,80.0,2,0,0,2,100.0,0,0,0,0,,Matches,ENG-EPL,17-18
cc70a1d5,4,Jack Butland,ENG,GK,Stoke City,24,1993,35,35,3150,35.0,61,1.74,201,142,72.1,7,11,17,6,17.1,5,5,0,0,0.0,Matches,ENG-EPL,17-18
a179d516,5,Willy Caballero,ARG,GK,Chelsea,35,1981,3,3,270,3.0,4,1.33,11,7,63.6,1,1,1,1,33.3,0,0,0,0,,Matches,ENG-EPL,17-18
71672fa0,6,Petr Čech,CZE,GK,Arsenal,35,1982,34,34,3039,33.8,48,1.42,135,85,68.1,16,6,12,11,32.4,6,5,1,0,16.7,Matches,ENG-EPL,17-18
1840e36d,7,Thibaut Courtois,BEL,GK,Chelsea,25,1992,35,35,3150,35.0,34,0.97,106,74,69.8,20,6,9,15,42.9,2,2,0,0,0.0,Matches,ENG-EPL,17-18
cde3309f,8,Karl Darlow,ENG,GK,Newcastle Utd,26,1990,10,10,900,10.0,15,1.5,47,34,74.5,1,5,4,2,20.0,3,3,0,0,0.0,Matches,ENG-EPL,17-18
3a949a25,9,Martin Dúbravka,SVK,GK,Newcastle Utd,28,1989,12,12,1080,12.0,11,0.92,37,25,70.3,6,1,5,4,33.3,1,0,1,0,100.0,Matches,ENG-EPL,17-18
3bb7b8b4,10,Ederson,BRA,GK,Manchester City,23,1993,36,36,3194,35.5,26,0.73,80,54,67.5,30,4,2,16,44.4,2,0,2,0,100.0,Matches,ENG-EPL,17-18
b1b25949,11,Rob Elliot,IRL,GK,Newcastle Utd,31,1986,16,16,1440,16.0,21,1.31,64,43,68.8,5,2,9,3,18.8,2,1,1,0,50.0,Matches,ENG-EPL,17-18
9328b835,12,Łukasz Fabiański,POL,GK,Swansea City,32,1985,38,38,3420,38.0,56,1.47,190,133,72.1,8,9,21,9,23.7,6,3,3,0,50.0,Matches,ENG-EPL,17-18
c3e39f12,13,Fraser Forster,ENG,GK,Southampton,29,1988,20,20,1800,20.0,30,1.5,97,66,69.1,4,7,9,4,20.0,1,0,1,0,100.0,Matches,ENG-EPL,17-18
d0b3ceb9,14,Ben Foster,ENG,GK,West Brom,34,1983,37,37,3330,37.0,55,1.49,151,98,64.2,6,12,19,10,27.0,1,1,0,0,0.0,Matches,ENG-EPL,17-18
63d17038,15,Paulo Gazzaniga,ARG,GK,Tottenham,25,1992,1,1,90,1.0,0,0.0,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,ENG-EPL,17-18
7ba6d84e,16,David de Gea,ESP,GK,Manchester Utd,26,1990,37,37,3330,37.0,28,0.76,140,114,80.7,24,6,7,18,48.6,1,1,0,0,0.0,Matches,ENG-EPL,17-18
d596e193,17,Heurelho Gomes,BRA,GK,Watford,36,1981,24,24,2128,23.6,40,1.69,100,61,63.0,7,5,12,5,20.8,3,3,0,0,0.0,Matches,ENG-EPL,17-18
9dab6e3b,18,Lee Grant,ENG,GK,Stoke City,34,1983,3,3,270,3.0,7,2.33,15,8,53.3,0,1,2,0,0.0,0,0,0,0,,Matches,ENG-EPL,17-18
d822a850,19,Ben Hamer,ENG,GK,Leicester City,29,1987,4,3,275,3.1,7,2.29,13,6,53.8,0,1,2,1,33.3,1,1,0,0,0.0,Matches,ENG-EPL,17-18
cb4f24c6,20,Joe Hart,ENG,GK,West Ham,30,1987,19,19,1710,19.0,39,2.05,91,51,61.5,3,6,10,4,21.1,5,4,1,0,20.0,Matches,ENG-EPL,17-18
a6de6361,21,Tom Heaton,ENG,GK,Burnley,31,1986,4,4,305,3.4,4,1.18,12,8,66.7,2,1,1,0,0.0,0,0,0,0,,Matches,ENG-EPL,17-18
76eca7e2,22,Wayne Hennessey,WAL,GK,Crystal Palace,30,1987,27,27,2430,27.0,41,1.52,127,88,68.5,8,6,13,7,25.9,1,1,0,0,0.0,Matches,ENG-EPL,17-18
1148323a,23,Eldin Jakupović,SUI,GK,Leicester City,32,1984,2,2,180,2.0,6,3.0,13,8,53.8,1,0,1,0,0.0,0,0,0,0,,Matches,ENG-EPL,17-18
32e7ce92,24,Loris Karius,GER,GK,Liverpool,24,1993,19,19,1710,19.0,14,0.74,45,30,73.3,11,5,3,10,52.6,3,2,1,0,33.3,Matches,ENG-EPL,17-18
85b011bb,25,Orestis Karnezis,GRE,GK,Watford,32,1985,15,14,1292,14.4,24,1.67,56,32,62.5,4,3,7,4,28.6,3,3,0,0,0.0,Matches,ENG-EPL,17-18
8f62b6ee,26,Hugo Lloris,FRA,GK,Tottenham,30,1986,36,36,3240,36.0,35,0.97,117,82,71.8,22,7,7,15,41.7,3,2,0,1,0.0,Matches,ENG-EPL,17-18
939bc634,27,Jonas Lössl,DEN,GK,Huddersfield,28,1989,38,38,3420,38.0,58,1.53,158,99,65.8,9,10,19,10,26.3,6,4,2,0,33.3,Matches,ENG-EPL,17-18
36c2ca73,28,Alex McCarthy,ENG,GK,Southampton,27,1989,18,18,1620,18.0,26,1.44,68,42,63.2,3,8,7,4,22.2,1,1,0,0,0.0,Matches,ENG-EPL,17-18
d436eb94,29,Simon Mignolet,BEL,GK,Liverpool,29,1988,19,19,1710,19.0,24,1.26,59,34,62.7,10,7,2,7,36.8,3,2,1,0,33.3,Matches,ENG-EPL,17-18
7ca2d989,30,Boaz Myhill,WAL,GK,West Brom,34,1982,1,1,90,1.0,1,1.0,3,2,66.7,0,1,0,0,0.0,0,0,0,0,,Matches,ENG-EPL,17-18
82b1198a,31,David Ospina,COL,GK,Arsenal,28,1988,5,4,381,4.2,3,0.71,12,9,75.0,3,0,1,2,50.0,0,0,0,0,,Matches,ENG-EPL,17-18
4806ec67,32,Jordan Pickford,ENG,GK,Everton,23,1994,38,38,3420,38.0,58,1.53,178,119,69.1,13,10,15,10,26.3,5,3,1,1,25.0,Matches,ENG-EPL,17-18
4b40d9ca,33,Nick Pope,ENG,GK,Burnley,25,1992,35,34,3115,34.6,35,1.01,148,113,78.4,12,11,11,12,35.3,5,3,1,1,25.0,Matches,ENG-EPL,17-18
1e26e376,34,Sergio Romero,ARG,GK,Manchester Utd,30,1987,1,1,90,1.0,0,0.0,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,ENG-EPL,17-18
4535e4bb,35,Mathew Ryan,AUS,GK,Brighton,25,1992,38,38,3420,38.0,54,1.42,172,121,69.2,9,13,16,10,26.3,3,1,2,0,66.7,Matches,ENG-EPL,17-18
53af52f3,36,Kasper Schmeichel,DEN,GK,Leicester City,30,1986,33,33,2965,32.9,47,1.43,138,90,66.7,11,10,12,8,24.2,3,1,2,0,66.7,Matches,ENG-EPL,17-18
8e65a5e5,37,Julián Speroni,ARG,GK,Crystal Palace,38,1979,11,11,990,11.0,14,1.27,43,29,69.8,3,5,3,2,18.2,1,1,0,0,0.0,Matches,ENG-EPL,17-18
1bebde9d,38,Michel Vorm,NED,GK,Tottenham,33,1983,1,1,90,1.0,1,1.0,4,4,75.0,0,1,0,0,0.0,0,0,0,0,,Matches,ENG-EPL,17-18
