id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,league,season
65d62814,1,Antonio Adán,ESP,GK,Atlético Madrid,31,1987,1.0,24,13,11,0,0,0,0,0,0,0,0,0,13,0,0,Matches,ESP-LALIGA,18-19
5890cef1,2,Aday,ESP,"DF,MF",Girona,30,1987,7.2,320,247,71,13,0,6,50,49,9,3,1,0,227,2,6,Matches,ESP-LALIGA,18-19
293211e1,3,Aritz Aduriz,ESP,FW,Athletic Club,37,1981,10.5,238,229,9,0,0,0,6,1,0,0,0,0,146,0,5,Matches,ESP-LALIGA,18-19
cacadf4f,4,Luis Advíncula,PER,DF,Rayo Vallecano,28,1990,26.5,1197,977,217,16,1,34,54,201,0,0,0,0,957,3,34,Matches,ESP-LALIGA,18-19
355c883a,5,Martin Agirregabiria,ESP,DF,Alavés,22,1996,22.6,964,752,208,9,0,6,42,197,0,0,0,0,653,4,35,Matches,ESP-LALIGA,18-19
18dc8533,6,Juan Aguilera,ESP,MF,Huesca,32,1985,3.8,189,180,6,6,0,4,2,0,0,0,0,0,166,3,0,Matches,ESP-LALIGA,18-19
f2a68b97,7,Carlos Akapo,EQG,DF,Huesca,25,1993,11.4,443,351,89,3,1,5,7,86,0,0,0,0,332,3,13,Matches,ESP-LALIGA,18-19
06efa9dc,8,Sergio Akieme,ESP,DF,Rayo Vallecano,20,1997,2.0,84,73,9,0,0,0,8,9,0,0,0,0,64,2,2,Matches,ESP-LALIGA,18-19
4601e194,9,Jordi Alba,ESP,DF,Barcelona,29,1989,33.2,2695,2356,332,55,9,16,52,276,1,0,0,0,2279,7,44,Matches,ESP-LALIGA,18-19
ba71d071,10,Pedro Alcalá,ESP,DF,Girona,29,1989,20.8,869,823,44,43,0,19,3,1,0,0,0,0,686,2,8,Matches,ESP-LALIGA,18-19
036bba5f,11,Rubén Alcaraz,ESP,MF,Valladolid,27,1991,33.1,1757,1645,106,92,2,54,39,0,14,8,3,1,1438,6,29,Matches,ESP-LALIGA,18-19
46166b49,12,Álex Alegría,ESP,"FW,MF",Rayo Vallecano,25,1992,1.6,32,30,2,0,0,0,0,0,0,0,0,0,22,0,3,Matches,ESP-LALIGA,18-19
3d7e48ce,13,Iván Alejo,ESP,MF,Getafe,23,1995,1.6,43,36,6,3,0,1,7,3,0,0,0,0,18,1,2,Matches,ESP-LALIGA,18-19
6c811eb7,14,Carles Aleñá,ESP,MF,Barcelona,20,1998,7.1,587,572,12,3,3,2,3,8,1,1,0,0,536,3,9,Matches,ESP-LALIGA,18-19
3e1858af,15,Alexander,ARG,FW,Leganés,29,1988,0.1,8,6,2,1,0,0,3,0,1,0,1,0,4,0,0,Matches,ESP-LALIGA,18-19
b18a3023,16,Júnior Alonso,PAR,"DF,MF",Celta Vigo,25,1993,6.0,319,278,39,4,0,3,12,35,0,0,0,0,233,2,8,Matches,ESP-LALIGA,18-19
88d91621,17,Sergio Álvarez,ESP,"DF,MF",Eibar,26,1992,11.9,500,491,7,7,0,3,0,0,0,0,0,0,395,2,8,Matches,ESP-LALIGA,18-19
8875b8c9,18,Sergio Álvarez,ESP,GK,Celta Vigo,31,1986,13.0,463,304,154,26,0,1,0,0,0,0,0,0,302,5,0,Matches,ESP-LALIGA,18-19
3ecc11d8,19,Yeray Álvarez,ESP,DF,Athletic Club,23,1995,29.0,1294,1233,57,55,0,12,4,2,0,0,0,0,1031,4,11,Matches,ESP-LALIGA,18-19
9260926b,20,Ibrahim Amadou,FRA,"MF,DF",Sevilla,25,1993,8.5,361,355,3,3,0,3,6,0,0,0,0,0,302,3,9,Matches,ESP-LALIGA,18-19
d70a2141,21,Jordi Amat,IDN,DF,Rayo Vallecano,26,1992,30.7,1295,1206,83,76,2,34,0,7,0,0,0,0,1064,6,14,Matches,ESP-LALIGA,18-19
f3b1d9a2,22,Amath,SEN,MF,Getafe,22,1996,11.1,210,204,2,0,1,1,11,0,1,0,1,0,142,4,13,Matches,ESP-LALIGA,18-19
3024e383,23,José Ángel,ESP,DF,Eibar,28,1989,33.6,2173,1640,521,63,2,43,260,413,45,2,41,2,1386,12,69,Matches,ESP-LALIGA,18-19
011d8c56,24,Miguel Ángel Moyá,ESP,GK,Real Sociedad,34,1984,11.0,363,257,104,27,0,0,0,0,0,0,0,0,292,2,0,Matches,ESP-LALIGA,18-19
dbe519cf,25,Antoñito,ESP,"DF,MF",Valladolid,30,1987,20.7,896,734,157,9,1,2,93,148,0,0,0,0,644,5,31,Matches,ESP-LALIGA,18-19
3e4f735d,26,Vitorino Antunes,POR,"DF,MF",Getafe,31,1987,24.2,1198,820,366,64,0,20,141,256,46,11,19,3,701,12,41,Matches,ESP-LALIGA,18-19
c93231dc,27,Anuar,MAR,"MF,FW",Valladolid,23,1995,12.0,400,390,7,5,1,5,2,0,1,0,0,0,296,3,11,Matches,ESP-LALIGA,18-19
a230ebcc,28,Emmanuel Apeh,NGA,"FW,MF",Celta Vigo,21,1996,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,Matches,ESP-LALIGA,18-19
58afe001,29,Mauro Arambarri,URU,MF,Getafe,22,1995,29.7,776,743,23,15,2,36,24,3,2,0,1,1,519,10,16,Matches,ESP-LALIGA,18-19
2b15a82a,30,Guilherme Arana,BRA,DF,Sevilla,21,1997,7.0,289,236,51,3,0,0,19,48,0,0,0,0,231,2,13,Matches,ESP-LALIGA,18-19
27a013f7,31,Néstor Araujo,MEX,DF,Celta Vigo,26,1991,29.8,1502,1450,49,43,1,9,2,6,0,0,0,0,1291,3,8,Matches,ESP-LALIGA,18-19
850c0a0d,32,Anaitz Arbilla,ESP,DF,Eibar,31,1987,21.7,1152,1077,71,47,1,42,8,24,0,0,0,0,863,4,14,Matches,ESP-LALIGA,18-19
fdd60087,33,Santiago Arias,COL,DF,Atlético Madrid,26,1992,19.7,1015,832,182,9,0,2,51,173,0,0,0,0,787,1,25,Matches,ESP-LALIGA,18-19
46e07328,34,José Arnaiz,ESP,"MF,FW",Leganés,23,1995,1.3,32,32,0,0,0,0,2,0,0,0,0,0,25,0,1,Matches,ESP-LALIGA,18-19
9f0ea33f,35,Sergio Asenjo,ESP,GK,Villarreal,29,1989,32.0,826,477,343,89,0,2,0,0,0,0,0,0,544,6,1,Matches,ESP-LALIGA,18-19
45af8a54,36,Marco Asensio,ESP,FW,Real Madrid,22,1996,19.8,1024,957,58,6,7,8,78,25,25,3,6,0,839,9,30,Matches,ESP-LALIGA,18-19
7dcf86f6,37,Iago Aspas,ESP,"FW,MF",Celta Vigo,30,1987,25.0,919,875,38,13,7,9,32,13,3,1,0,0,731,6,24,Matches,ESP-LALIGA,18-19
253a06b9,38,Ezequiel Ávila,ARG,"FW,MF",Huesca,24,1994,22.2,583,546,31,1,6,19,40,14,1,0,1,0,296,6,32,Matches,ESP-LALIGA,18-19
1f54ed90,39,Abdoulaye Ba,SEN,DF,Rayo Vallecano,27,1991,23.4,1054,1006,46,44,1,7,1,2,0,0,0,0,867,2,6,Matches,ESP-LALIGA,18-19
09a9e921,40,Carlos Bacca,COL,FW,Villarreal,31,1986,14.1,277,259,18,0,2,3,6,1,1,0,0,0,185,0,9,Matches,ESP-LALIGA,18-19
a58bb1e1,41,Gareth Bale,WAL,FW,Real Madrid,29,1989,19.8,791,756,28,2,2,21,70,24,0,0,0,0,567,7,25,Matches,ESP-LALIGA,18-19
1fe67e86,42,Mikel Balenziaga,ESP,DF,Athletic Club,30,1988,5.8,227,183,44,2,0,0,8,42,0,0,0,0,169,0,7,Matches,ESP-LALIGA,18-19
fa937f7a,43,Éver Banega,ARG,MF,Sevilla,30,1988,29.6,2241,1981,248,145,6,50,131,7,96,25,41,11,1823,12,32,Matches,ESP-LALIGA,18-19
35f6db55,44,Léo Baptistão,BRA,"FW,MF",Espanyol,25,1992,13.7,388,372,16,1,2,2,10,9,2,0,0,0,278,0,30,Matches,ESP-LALIGA,18-19
cac2537b,45,Enis Bardhi,MKD,MF,Levante,23,1995,31.5,1188,1084,98,39,3,15,72,7,33,13,15,0,864,6,40,Matches,ESP-LALIGA,18-19
487d9b09,46,Antonio Barragán,ESP,"DF,FW",Betis,31,1987,10.4,637,555,81,9,0,3,41,72,0,0,0,0,527,1,12,Matches,ESP-LALIGA,18-19
200e89e1,47,Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,16,2001,4.4,111,111,0,0,1,0,6,0,0,0,0,0,82,0,4,Matches,ESP-LALIGA,18-19
b742cc0d,48,Marc Bartra,ESP,DF,Betis,27,1991,32.5,2278,2205,67,66,0,25,5,1,0,0,0,0,1991,6,16,Matches,ESP-LALIGA,18-19
8c44e37b,49,Borja Bastón,ESP,FW,Alavés,25,1992,16.0,320,305,14,0,0,0,5,1,0,0,0,0,197,1,18,Matches,ESP-LALIGA,18-19
2973d8ff,50,Michy Batshuayi,BEL,FW,Valencia,24,1993,5.9,135,128,6,2,1,1,3,0,0,0,0,0,101,1,7,Matches,ESP-LALIGA,18-19
debc6b55,51,Jon Bautista,ESP,FW,Real Sociedad,23,1995,6.6,137,124,12,0,0,0,0,0,0,0,0,0,84,1,2,Matches,ESP-LALIGA,18-19
d8712bf9,52,Bebé,CPV,"FW,MF",Rayo Vallecano,28,1990,14.5,515,479,31,3,0,8,108,16,11,5,3,1,304,5,28,Matches,ESP-LALIGA,18-19
d8712bf9,53,Bebé,CPV,MF,Eibar,28,1990,0.7,34,33,1,0,0,1,10,1,0,0,0,0,22,0,1,Matches,ESP-LALIGA,18-19
ed5c5fa3,54,Fran Beltrán,ESP,MF,Celta Vigo,19,1999,16.9,865,840,23,23,3,5,4,0,0,0,0,0,783,2,14,Matches,ESP-LALIGA,18-19
942b4f90,55,Wissam Ben Yedder,FRA,FW,Sevilla,27,1990,31.2,795,755,35,2,9,6,27,8,0,0,0,0,570,5,24,Matches,ESP-LALIGA,18-19
70d74ece,56,Karim Benzema,FRA,FW,Real Madrid,30,1987,32.8,1213,1133,73,3,6,18,20,3,2,0,0,0,985,7,29,Matches,ESP-LALIGA,18-19
b6e50615,57,Yuri Berchiche,ESP,"DF,FW",Athletic Club,28,1990,34.7,1753,1440,309,26,2,12,102,281,2,1,1,0,1384,4,47,Matches,ESP-LALIGA,18-19
04a65a8f,58,Markel Bergara,ESP,MF,Getafe,32,1986,0.6,18,16,1,0,0,1,0,0,0,0,0,0,13,1,0,Matches,ESP-LALIGA,18-19
697295b1,59,Pedro Bigas,ESP,DF,Eibar,27,1990,6.5,300,287,10,9,1,4,0,1,0,0,0,0,245,3,1,Matches,ESP-LALIGA,18-19
c4dce677,60,Alejandro Blanco,ESP,"FW,MF",Alavés,19,1998,0.2,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches,ESP-LALIGA,18-19
967f34d3,61,Rubén Blanco,ESP,GK,Celta Vigo,23,1995,25.0,818,503,312,92,0,5,0,0,0,0,0,0,534,3,0,Matches,ESP-LALIGA,18-19
9ab48bde,62,Pablo de Blasis,ARG,"DF,MF",Eibar,30,1988,16.9,803,699,102,7,2,2,65,95,0,0,0,0,550,2,25,Matches,ESP-LALIGA,18-19
2e23c66b,63,Emmanuel Boateng,GHA,FW,Levante,22,1996,7.8,105,98,6,0,0,0,3,0,0,0,0,0,66,1,2,Matches,ESP-LALIGA,18-19
f4ec4fd0,64,Kevin-Prince Boateng,GHA,FW,Barcelona,31,1987,2.7,61,54,6,1,0,1,0,0,0,0,0,0,46,1,3,Matches,ESP-LALIGA,18-19
13b0c150,65,Daniele Bonera,ITA,DF,Villarreal,37,1981,2.6,93,89,4,4,0,0,0,0,0,0,0,0,84,0,0,Matches,ESP-LALIGA,18-19
1001ae82,66,Ryad Boudebouz,ALG,"MF,FW",Celta Vigo,28,1990,8.0,397,357,38,16,2,2,47,2,20,13,4,0,301,2,12,Matches,ESP-LALIGA,18-19
1001ae82,67,Ryad Boudebouz,ALG,"MF,FW",Betis,28,1990,6.0,343,329,10,4,2,1,24,1,5,0,3,0,282,4,5,Matches,ESP-LALIGA,18-19
b0c71810,68,Sofiane Boufal,MAR,"MF,FW",Celta Vigo,24,1993,23.2,872,813,54,20,7,9,60,6,26,15,5,0,659,5,20,Matches,ESP-LALIGA,18-19
f6798fc3,69,Yassine Bounou,MAR,GK,Girona,27,1991,31.8,984,633,349,85,0,0,0,0,0,0,0,0,660,2,0,Matches,ESP-LALIGA,18-19
fd771f95,70,Martin Braithwaite,DEN,FW,Leganés,27,1991,15.6,245,238,5,0,3,1,2,0,0,0,0,0,176,2,4,Matches,ESP-LALIGA,18-19
4accb7e0,71,Darko Brašanac,SRB,MF,Alavés,26,1992,17.6,637,612,24,13,1,4,14,4,3,1,1,0,501,1,16,Matches,ESP-LALIGA,18-19
1519a888,72,Rajko Brežančić,SRB,DF,Huesca,28,1989,0.7,24,16,8,1,0,1,2,7,0,0,0,0,15,0,1,Matches,ESP-LALIGA,18-19
45e304c8,73,Burgui,ESP,"MF,FW",Alavés,24,1993,6.2,216,191,24,10,0,1,14,4,8,2,4,0,164,1,3,Matches,ESP-LALIGA,18-19
5ab0ea87,74,Sergio Busquets,ESP,MF,Barcelona,30,1988,30.2,2405,2301,100,95,5,12,2,5,0,0,0,0,2152,4,23,Matches,ESP-LALIGA,18-19
f3112790,75,Unai Bustinza,ESP,DF,Leganés,26,1992,22.5,1051,855,192,35,0,14,24,157,0,0,0,0,717,4,7,Matches,ESP-LALIGA,18-19
e7ab4179,76,Erick Cabaco,URU,DF,Levante,23,1995,18.1,710,657,50,40,0,18,2,10,0,0,0,0,514,3,4,Matches,ESP-LALIGA,18-19
92b4a127,77,Gustavo Cabral,ARG,DF,Celta Vigo,32,1985,21.1,912,886,24,22,0,8,0,2,0,0,0,0,793,2,5,Matches,ESP-LALIGA,18-19
69cbc8b6,78,Leandro Cabrera,URU,DF,Getafe,27,1991,31.0,1126,916,199,72,0,55,28,127,0,0,0,0,556,11,35,Matches,ESP-LALIGA,18-19
bdef8cdb,79,Jordi Calavera,ESP,DF,Eibar,22,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ESP-LALIGA,18-19
41b3069f,80,Fernando Calero,ESP,DF,Valladolid,22,1995,34.8,1466,1378,84,76,0,13,4,8,0,0,0,0,1218,4,10,Matches,ESP-LALIGA,18-19
6922f806,81,Jonathan Calleri,ARG,FW,Alavés,24,1993,31.9,743,721,16,0,2,5,48,1,0,0,0,0,418,6,33,Matches,ESP-LALIGA,18-19
1a1609ab,82,Juanjo Camacho,ESP,"MF,DF",Huesca,37,1980,0.4,24,24,0,0,0,1,2,0,0,0,0,0,12,0,1,Matches,ESP-LALIGA,18-19
873619c6,83,Sergio Camello,ESP,FW,Atlético Madrid,17,2001,0.5,10,10,0,0,0,0,1,0,0,0,0,0,8,0,1,Matches,ESP-LALIGA,18-19
61220da2,84,José Campaña,ESP,MF,Levante,25,1993,35.7,2021,1796,217,96,1,34,149,7,114,65,31,3,1617,8,28,Matches,ESP-LALIGA,18-19
a6de370d,85,Sergio Canales,ESP,MF,Betis,27,1991,29.5,1898,1705,183,76,9,23,143,9,93,38,34,1,1581,10,31,Matches,ESP-LALIGA,18-19
37f1cf47,86,Ander Capa,ESP,"DF,FW",Athletic Club,26,1992,18.2,930,728,198,7,0,2,50,191,0,0,0,0,670,4,37,Matches,ESP-LALIGA,18-19
b92b456a,87,Marc Cardona,ESP,"FW,MF",Eibar,23,1995,6.7,175,166,7,0,0,2,7,1,0,0,0,0,121,2,5,Matches,ESP-LALIGA,18-19
e1deea75,88,Daniel Carriço,POR,DF,Sevilla,29,1988,23.7,1009,967,39,36,1,9,2,3,0,0,0,0,802,3,11,Matches,ESP-LALIGA,18-19
