id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,league,season
5f09991f,1,Patrick van Aanholt,NED,DF,PSV Eindhoven,31,1990,1.5,1,1,1,0,0,1,3,33.3,2,2,0,2,2,3,4,0,Matches,UEL,22-23
8c6239f2,2,Myenty Abena,SUR,DF,Ferencváros,27,1994,2.0,5,2,3,1,1,3,5,60.0,2,4,3,1,1,6,5,0,Matches,UEL,22-23
0e46fa2f,3,Matthis Abline,FRA,FW,Rennes,19,2003,1.6,1,1,0,1,0,0,1,0.0,1,2,0,2,1,2,2,0,Matches,UEL,22-23
7f9c5d2d,4,Abner,BRA,DF,Betis,22,2000,1.3,1,1,1,0,0,1,4,25.0,3,5,1,4,0,1,6,0,Matches,UEL,22-23
8bc373ea,5,Pape Abou Cissé,SEN,DF,Olympiacos,26,1995,3.3,7,5,7,0,0,5,7,71.4,2,3,2,1,4,11,15,1,Matches,UEL,22-23
f586779e,6,Tammy Abraham,ENG,FW,Roma,24,1997,9.6,12,6,3,5,4,3,4,75.0,1,9,1,8,0,12,4,0,Matches,UEL,22-23
47aaf574,7,Malik Abubakari,GHA,FW,HJK,22,2000,4.9,3,0,3,0,0,2,2,100.0,0,4,0,4,2,5,4,0,Matches,UEL,22-23
81442ecb,8,Marcos Acuña,ARG,DF,Sevilla,30,1991,7.9,24,16,9,13,2,7,17,41.2,10,11,2,9,5,29,13,0,Matches,UEL,22-23
82e12fe7,9,Junior Adamu,AUT,FW,RB Salzburg,21,2001,1.2,2,1,2,0,0,1,1,100.0,0,1,1,0,2,4,0,0,Matches,UEL,22-23
65d62814,10,Antonio Adán,ESP,GK,Sporting CP,35,1987,6.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,1,Matches,UEL,22-23
4dcec659,11,Simon Adingra,CIV,"FW,DF",Union SG,20,2002,4.6,6,3,3,1,2,5,7,71.4,2,3,0,3,4,10,2,0,Matches,UEL,22-23
dcfb17f4,12,Amine Adli,MAR,"FW,MF",Leverkusen,22,2000,3.1,7,1,0,5,2,3,8,37.5,5,4,0,4,2,9,2,0,Matches,UEL,22-23
4b00cd47,13,David Affengruber,AUT,DF,Sturm Graz,21,2001,5.4,8,5,7,1,0,5,10,50.0,5,6,3,3,2,10,36,0,Matches,UEL,22-23
3dd738a1,14,Ruben Aguilar,FRA,"DF,MF",Monaco,29,1993,1.4,1,1,1,0,0,1,7,14.3,6,3,1,2,1,2,0,0,Matches,UEL,22-23
9c4f39b3,15,Tosin Aiyegun,BEN,FW,Zürich,24,1998,5.3,3,2,1,1,1,0,4,0.0,4,1,0,1,1,4,1,0,Matches,UEL,22-23
2b1c4abd,16,Albian Ajeti,SUI,FW,Sturm Graz,25,1997,3.4,0,0,0,0,0,0,1,0.0,1,4,0,4,1,1,3,0,Matches,UEL,22-23
7328bee5,17,Samet Akaydın,TUR,DF,Fenerbahçe,28,1994,2.0,5,3,4,1,0,4,6,66.7,2,1,0,1,3,8,11,0,Matches,UEL,22-23
b625b241,18,Maghnes Akliouche,FRA,"FW,MF",Monaco,20,2002,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,UEL,22-23
31f5b89b,19,Paul Akouokou,CIV,MF,Betis,24,1997,4.0,5,2,0,3,2,3,7,42.9,4,5,0,5,7,12,3,0,Matches,UEL,22-23
4601e194,20,Jordi Alba,ESP,DF,Barcelona,33,1989,0.7,1,1,0,0,1,0,0,,0,3,2,1,2,3,3,0,Matches,UEL,22-23
5294a83f,21,Luis Alberto,ESP,MF,Lazio,29,1992,3.4,4,3,3,1,0,1,2,50.0,1,1,1,0,1,5,0,0,Matches,UEL,22-23
9e17ccff,22,Doğan Alemdar,TUR,GK,Rennes,19,2002,1.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,UEL,22-23
f8405304,23,Mohamed Ali Cho,FRA,"MF,FW",Real Sociedad,18,2004,1.3,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0,Matches,UEL,22-23
1a7fcf39,24,Ezgjan Alioski,MKD,DF,Fenerbahçe,30,1992,3.5,4,3,3,1,0,3,4,75.0,1,2,0,2,4,8,3,1,Matches,UEL,22-23
5c46e908,25,Fidan Aliti,KVX,DF,Zürich,28,1993,3.5,8,6,5,3,0,2,2,100.0,0,1,0,1,1,9,8,0,Matches,UEL,22-23
bdf8165d,26,Richard Almeida,AZE,MF,Qarabağ,33,1989,3.4,3,0,1,2,0,1,5,20.0,4,3,1,2,2,5,2,0,Matches,UEL,22-23
f4290206,27,Marcos Alonso,ESP,DF,Barcelona,31,1990,0.8,0,0,0,0,0,0,0,,0,2,2,0,1,1,1,0,Matches,UEL,22-23
0afff3b7,28,Omri Altman,ISR,"FW,MF",AÉK Lárnaka,28,1994,4.2,4,4,3,0,1,1,6,16.7,5,2,0,2,2,6,3,1,Matches,UEL,22-23
8b3ab7ad,29,Edson Álvarez,MEX,MF,Ajax,24,1997,2.0,5,4,2,3,0,1,1,100.0,0,5,2,3,1,6,7,1,Matches,UEL,22-23
555d5edd,30,Nadiem Amiri,GER,"MF,FW",Leverkusen,25,1996,3.0,6,3,2,4,0,2,4,50.0,2,1,0,1,3,9,0,0,Matches,UEL,22-23
7fdb872a,31,Isak Amundsen,NOR,DF,Bodø/Glimt,22,1999,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches,UEL,22-23
9f1893b9,32,Felipe Anderson,BRA,FW,Lazio,29,1993,4.9,9,5,3,2,4,3,6,50.0,3,2,0,2,2,11,2,0,Matches,UEL,22-23
b5f66351,33,Joel Andersson,SWE,DF,Midtjylland,25,1996,4.2,11,4,5,4,2,7,14,50.0,7,4,1,3,3,14,6,0,Matches,UEL,22-23
8382b207,34,Leandro Andrade,CPV,"FW,MF",Qarabağ,22,1999,0.8,3,2,1,0,2,2,2,100.0,0,1,0,1,0,3,0,0,Matches,UEL,22-23
4f9f721c,35,Valdemar Andreasen,DEN,FW,Midtjylland,17,2005,1.3,2,1,0,1,1,1,3,33.3,2,3,0,3,1,3,1,0,Matches,UEL,22-23
40dc75f0,36,Henry Andreou,CYP,MF,AÉK Lárnaka,21,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,UEL,22-23
e0b113a7,37,Robert Andrich,GER,MF,Leverkusen,27,1994,6.3,12,8,6,4,2,4,7,57.1,3,8,4,4,7,19,5,1,Matches,UEL,22-23
4e3f5992,38,Oleksandr Andriyevskyi,UKR,MF,Dynamo Kyiv,28,1994,1.0,1,1,0,1,0,0,2,0.0,2,0,0,0,3,4,2,0,Matches,UEL,22-23
2a70dcc9,39,Thanasis Androutsos,GRE,DF,Olympiacos,25,1997,1.0,3,2,2,1,0,3,3,100.0,0,3,1,2,1,4,0,0,Matches,UEL,22-23
4a7078f9,40,Ángel,ESP,DF,AÉK Lárnaka,29,1993,4.9,5,3,2,3,0,3,12,25.0,9,7,3,4,5,10,8,0,Matches,UEL,22-23
50cddd19,41,Karim Ansarifard,IRN,FW,AC Omonia,32,1990,2.2,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,3,0,Matches,UEL,22-23
108fe016,42,Marcos Antônio,BRA,MF,Lazio,22,2000,1.6,2,2,1,1,0,0,1,0.0,1,3,2,1,0,2,0,0,Matches,UEL,22-23
99127249,43,Antony,BRA,FW,Manchester Utd,22,2000,7.0,10,6,5,5,0,1,8,12.5,7,8,0,8,3,13,5,0,Matches,UEL,22-23
feb5d3ab,44,Dennis Appiah,FRA,"DF,FW",Nantes,30,1992,3.2,10,7,9,1,0,2,8,25.0,6,5,1,4,4,14,5,0,Matches,UEL,22-23
c63f6e46,45,Youssef El-Arabi,MAR,"FW,MF",Olympiacos,35,1987,1.8,2,2,1,0,1,1,2,50.0,1,3,0,3,0,2,0,0,Matches,UEL,22-23
7e6b3664,46,Paulus Arajuuri,FIN,DF,HJK,34,1988,0.5,1,1,1,0,0,1,1,100.0,0,2,1,1,3,4,1,0,Matches,UEL,22-23
f28876e5,47,Aritz Arambarri,ESP,DF,Real Sociedad,24,1998,0.7,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches,UEL,22-23
f47a530a,48,Willian Arão,BRA,MF,Fenerbahçe,29,1992,3.5,7,4,1,5,1,2,4,50.0,2,2,1,1,4,11,1,0,Matches,UEL,22-23
2bef2bca,49,Ronald Araújo,URU,DF,Barcelona,23,1999,1.9,2,1,2,0,0,1,1,100.0,0,6,2,4,0,2,3,0,Matches,UEL,22-23
184ad240,50,Arthur,BRA,"DF,MF",Sporting CP,24,1998,2.0,3,1,2,1,0,1,4,25.0,3,2,0,2,0,3,0,0,Matches,UEL,22-23
31b7d437,51,Emam Ashour,EGY,"FW,MF",Midtjylland,24,1998,0.8,3,3,0,2,1,2,2,100.0,0,0,0,0,0,3,0,0,Matches,UEL,22-23
b026bbf6,52,Lorenz Assignon,TOG,DF,Rennes,22,2000,3.3,6,2,2,4,0,0,3,0.0,3,4,0,4,5,11,8,0,Matches,UEL,22-23
8f5bfaac,53,Iyayi Atiemwen,NGA,FW,Sheriff Tiraspol,26,1996,3.6,0,0,0,0,0,0,3,0.0,3,2,0,2,3,3,1,0,Matches,UEL,22-23
dbd1b101,54,Noah Atubolu,GER,GK,Freiburg,20,2002,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,UEL,22-23
e65a7469,55,Donis Avdijaj,KVX,"MF,FW",Zürich,25,1996,0.9,1,0,1,0,0,0,2,0.0,2,2,0,2,0,1,0,0,Matches,UEL,22-23
dd95af65,56,Irakli Azarov,GEO,DF,Red Star,20,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,UEL,22-23
8e34b9f5,57,Serdar Aziz,TUR,DF,Fenerbahçe,31,1990,5.0,10,5,4,5,1,8,9,88.9,1,4,0,4,3,13,12,0,Matches,UEL,22-23
10549b49,58,Sardar Azmoun,IRN,FW,Leverkusen,27,1995,3.0,6,4,3,2,1,1,4,25.0,3,4,0,4,0,6,2,0,Matches,UEL,22-23
85f476cc,59,Oussama El Azzouzi,MAR,MF,Union SG,21,2001,1.6,4,4,1,3,0,4,6,66.7,2,6,3,3,3,7,4,0,Matches,UEL,22-23
60c07b31,60,Ousseynou Ba,SEN,DF,Olympiacos,26,1995,2.0,0,0,0,0,0,0,0,,0,4,3,1,4,4,14,2,Matches,UEL,22-23
75229233,61,Fouad Bachirou,COM,MF,AC Omonia,32,1990,1.0,1,1,0,1,0,0,1,0.0,1,1,0,1,3,4,1,0,Matches,UEL,22-23
114bbdee,62,Loïc Bade,FRA,DF,Sevilla,22,2000,5.8,13,6,9,4,0,8,13,61.5,5,9,7,2,6,19,22,0,Matches,UEL,22-23
3b216df2,63,Nikolai Baden Frederiksen,DEN,FW,Ferencváros,22,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,UEL,22-23
06df8256,64,Benoît Badiashile,FRA,DF,Monaco,21,2001,5.0,8,6,6,2,0,5,7,71.4,2,2,1,1,8,16,15,0,Matches,UEL,22-23
d7abc42e,65,Cédric Badolo,BFA,"MF,FW",Sheriff Tiraspol,23,1998,6.0,14,10,4,6,4,5,7,71.4,2,4,0,4,7,21,2,0,Matches,UEL,22-23
dead55e5,66,Anastasios Bakasetas,GRE,MF,Trabzonspor,29,1993,5.1,6,5,3,2,1,2,7,28.6,5,3,0,3,2,8,4,0,Matches,UEL,22-23
0caa2fd4,67,Johan Bakayoko,BEL,FW,PSV Eindhoven,19,2003,2.7,6,3,2,3,1,3,4,75.0,1,5,0,5,2,8,0,0,Matches,UEL,22-23
a8567629,68,Mitchel Bakker,NED,"DF,MF",Leverkusen,22,2000,5.7,5,2,3,1,1,2,8,25.0,6,13,0,13,1,6,4,0,Matches,UEL,22-23
5ccc9672,69,Alejandro Balde,ESP,DF,Barcelona,18,2003,1.3,2,0,1,1,0,2,3,66.7,1,4,0,4,1,3,0,0,Matches,UEL,22-23
be47b750,70,Simon Banza,COD,FW,Braga,25,1996,2.0,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches,UEL,22-23
cac2537b,71,Enis Bardhi,MKD,"MF,FW",Trabzonspor,27,1995,3.6,4,3,0,1,3,2,7,28.6,5,4,0,4,2,6,3,0,Matches,UEL,22-23
3098c0df,72,Brandon Barker,ENG,"FW,MF",AC Omonia,25,1996,2.1,2,1,0,2,0,0,2,0.0,2,0,0,0,2,4,1,0,Matches,UEL,22-23
6caffe81,73,Enzo Barrenechea,ARG,MF,Juventus,21,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches,UEL,22-23
200e89e1,74,Ander Barrenetxea,ESP,MF,Real Sociedad,20,2001,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches,UEL,22-23
b742cc0d,75,Marc Bartra,ESP,DF,Trabzonspor,31,1991,6.0,15,9,8,6,1,7,8,87.5,1,12,7,5,8,23,22,1,Matches,UEL,22-23
