id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,league,season
5f09991f,1,Patrick van Aanholt,NED,DF,Crystal Palace,27,1990,35.5,86,2.42,67,8,2,7,2,0,6,0.17,4,1,0,1,0,0,Matches,ENG-EPL,18-19
4d034881,2,Sergio Agüero,ARG,FW,Manchester City,30,1988,27.3,91,3.33,60,1,11,10,7,2,19,0.7,14,0,2,2,1,0,Matches,ENG-EPL,18-19
eaeca114,3,Nathan Aké,NED,DF,Bournemouth,23,1995,37.9,24,0.63,19,0,0,4,1,0,1,0.03,0,0,0,0,1,0,Matches,ENG-EPL,18-19
b827d5b3,4,Marc Albrighton,ENG,"FW,MF",Leicester City,28,1989,18.1,47,2.6,37,4,3,3,0,0,4,0.22,4,0,0,0,0,0,Matches,ENG-EPL,18-19
f7d50789,5,Toby Alderweireld,BEL,DF,Tottenham,29,1989,32.5,34,1.05,29,0,1,4,0,0,2,0.06,2,0,0,0,0,0,Matches,ENG-EPL,18-19
cd1acf9d,6,Trent Alexander-Arnold,ENG,DF,Liverpool,19,1998,27.4,96,3.51,62,24,6,2,1,1,18,0.66,13,5,0,0,0,0,Matches,ENG-EPL,18-19
7a2e46a8,7,Alisson,BRA,GK,Liverpool,25,1992,38.0,4,0.11,1,3,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches,ENG-EPL,18-19
cea4ee8f,8,Dele Alli,ENG,MF,Tottenham,22,1996,20.3,64,3.16,45,2,6,5,5,1,5,0.25,3,0,0,1,1,0,Matches,ENG-EPL,18-19
862a1c15,9,Miguel Almirón,PAR,MF,Newcastle Utd,24,1994,8.4,36,4.27,27,0,1,3,3,2,3,0.36,1,0,0,1,1,0,Matches,ENG-EPL,18-19
