id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,league,season
326d09ef,1,Nícolas Andrade,BRA,GK,Udinese,32,1988,2,2,180,2.0,5,2.5,6,1,16.7,1,0,1,0,0.0,0,0,0,0,,Matches,ITA-SERIA_A,20-21
649b01d8,2,Emil Audero,ITA,GK,Sampdoria,23,1997,37,37,3330,37.0,54,1.46,173,118,72.8,14,7,16,6,16.2,9,7,2,0,22.2,Matches,ITA-SERIA_A,20-21
ec1f737d,3,Alessandro Berardi,ITA,GK,Hellas Verona,29,1991,1,0,28,0.3,0,0.0,1,1,100.0,0,0,0,0,,0,0,0,0,,Matches,ITA-SERIA_A,20-21
e40d028b,4,Gianluigi Buffon,ITA,GK,Juventus,42,1978,8,8,720,8.0,5,0.62,21,15,85.7,7,1,0,3,37.5,3,2,1,0,33.3,Matches,ITA-SERIA_A,20-21
72be9309,5,Simone Colombi,ITA,GK,Parma,29,1991,2,2,180,2.0,7,3.5,10,3,40.0,0,0,2,0,0.0,1,1,0,0,0.0,Matches,ITA-SERIA_A,20-21
8cabdc1e,6,Andrea Consigli,ITA,GK,Sassuolo,33,1987,37,37,3330,37.0,56,1.51,185,129,71.9,17,10,10,7,18.9,5,4,1,0,20.0,Matches,ITA-SERIA_A,20-21
e66ebabb,7,Alex Cordaz,ITA,GK,Crotone,37,1983,36,36,3240,36.0,91,2.53,207,118,58.5,6,3,27,2,5.6,5,5,0,0,0.0,Matches,ITA-SERIA_A,20-21
18736214,8,Angelo da Costa Júnior,BRA,GK,Bologna,36,1983,6,6,540,6.0,9,1.5,27,18,70.4,0,5,1,1,16.7,1,1,0,0,0.0,Matches,ITA-SERIA_A,20-21
f554e29b,9,Alessio Cragno,ITA,GK,Cagliari,26,1994,34,34,3060,34.0,53,1.56,182,129,73.6,6,10,18,6,17.6,5,5,0,0,0.0,Matches,ITA-SERIA_A,20-21
4dea2f2c,10,Gian Crespi,ITA,GK,Crotone,19,2001,1,1,90,1.0,0,0.0,1,1,100.0,0,1,0,1,100.0,0,0,0,0,,Matches,ITA-SERIA_A,20-21
08f5afaa,11,Gianluigi Donnarumma,ITA,GK,Milan,21,1999,37,37,3330,37.0,38,1.03,126,88,71.4,24,6,7,14,37.8,4,2,1,1,33.3,Matches,ITA-SERIA_A,20-21
085e71a7,12,Bartłomiej Drągowski,POL,GK,Fiorentina,22,1997,36,36,3148,35.0,55,1.57,141,85,66.7,9,12,15,7,19.4,10,8,2,0,20.0,Matches,ITA-SERIA_A,20-21
c195ae4a,13,Marco Festa,ITA,GK,Crotone,28,1992,1,1,90,1.0,1,1.0,8,7,87.5,0,1,0,0,0.0,0,0,0,0,,Matches,ITA-SERIA_A,20-21
82328faf,14,Daniel Fuzato,BRA,GK,Roma,23,1997,5,5,450,5.0,7,1.4,26,19,73.1,2,1,2,2,40.0,0,0,0,0,,Matches,ITA-SERIA_A,20-21
7033ca08,15,Manuel Gasparini,ITA,GK,Udinese,18,2002,1,0,3,0.0,0,0.0,0,0,,0,0,0,0,,0,0,0,0,,Matches,ITA-SERIA_A,20-21
f0f7f62f,16,Pierluigi Gollini,ITA,GK,Atalanta,25,1995,25,25,2156,24.0,26,1.09,65,38,66.2,14,8,3,9,36.0,6,4,2,0,33.3,Matches,ITA-SERIA_A,20-21
74419746,17,Samir Handanović,SVN,GK,Inter,36,1984,37,37,3240,36.0,33,0.92,110,76,73.6,27,7,3,14,37.8,6,4,2,0,33.3,Matches,ITA-SERIA_A,20-21
4a6914ff,18,Karlo Letica,CRO,GK,Sampdoria,23,1997,1,1,90,1.0,0,0.0,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,ITA-SERIA_A,20-21
20b9f052,19,Pau López,ESP,GK,Roma,25,1994,21,20,1817,20.2,29,1.44,85,59,69.4,10,4,6,4,20.0,3,3,0,0,0.0,Matches,ITA-SERIA_A,20-21
e4b39692,20,Niccolò Manfredini,ITA,GK,Benevento,32,1988,1,1,90,1.0,1,1.0,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,Matches,ITA-SERIA_A,20-21
f794b426,21,Federico Marchetti,ITA,GK,Genoa,37,1983,4,4,334,3.7,11,2.96,18,7,38.9,0,1,3,0,0.0,0,0,0,0,,Matches,ITA-SERIA_A,20-21
9413b19f,22,Alex Meret,ITA,GK,Napoli,23,1997,22,22,1980,22.0,29,1.32,81,53,66.7,13,5,4,6,27.3,2,2,0,0,0.0,Matches,ITA-SERIA_A,20-21
9fa26bc2,23,Vanja Milinković-Savić,SRB,GK,Torino,23,1997,5,5,450,5.0,6,1.2,20,14,75.0,2,2,1,1,20.0,1,1,0,0,0.0,Matches,ITA-SERIA_A,20-21
30223b33,24,Antonio Mirante,ITA,GK,Roma,37,1983,13,13,1153,12.8,19,1.48,56,36,69.6,6,3,4,5,38.5,3,2,1,0,33.3,Matches,ITA-SERIA_A,20-21
c1d95617,25,Lorenzo Montipò,ITA,GK,Benevento,24,1996,37,37,3330,37.0,74,2.0,172,103,59.3,7,11,19,7,18.9,5,4,1,0,20.0,Matches,ITA-SERIA_A,20-21
a111cf41,26,Juan Musso,ARG,GK,Udinese,26,1994,35,35,3147,35.0,51,1.46,149,98,74.5,9,10,16,8,22.9,13,13,0,0,0.0,Matches,ITA-SERIA_A,20-21
82b1198a,27,David Ospina,COL,GK,Napoli,31,1988,16,16,1440,16.0,12,0.75,42,30,78.6,11,0,5,8,50.0,3,3,0,0,0.0,Matches,ITA-SERIA_A,20-21
cf1c23d8,28,Daniele Padelli,ITA,GK,Inter,34,1985,1,0,45,0.5,1,2.0,2,1,100.0,0,0,0,0,,1,1,0,0,0.0,Matches,ITA-SERIA_A,20-21
94a3606c,29,Alberto Paleari,ITA,GK,Genoa,27,1992,3,2,206,2.3,3,1.31,12,9,75.0,1,0,1,1,50.0,0,0,0,0,,Matches,ITA-SERIA_A,20-21
457cb02f,30,Ivor Pandur,CRO,GK,Hellas Verona,20,2000,4,4,332,3.7,6,1.63,13,7,53.8,0,3,1,0,0.0,0,0,0,0,,Matches,ITA-SERIA_A,20-21
f058ed1f,31,Gianluca Pegolo,ITA,GK,Sassuolo,39,1981,1,1,90,1.0,0,0.0,1,1,100.0,0,1,0,1,100.0,0,0,0,0,,Matches,ITA-SERIA_A,20-21
4c62d0c8,32,Mattia Perin,ITA,GK,Genoa,27,1992,32,32,2879,32.0,44,1.38,158,116,76.6,9,11,12,8,25.0,7,7,0,0,0.0,Matches,ITA-SERIA_A,20-21
f6a06749,33,Carlo Pinsoglio,ITA,GK,Juventus,30,1990,1,0,23,0.3,1,3.91,2,1,50.0,0,0,0,0,,0,0,0,0,,Matches,ITA-SERIA_A,20-21
277da414,34,Ivan Provedel,ITA,GK,Spezia,26,1994,29,29,2610,29.0,55,1.9,131,75,62.6,6,10,13,4,13.8,7,6,1,0,14.3,Matches,ITA-SERIA_A,20-21
67f649be,35,Ionuț Radu,ROU,GK,Inter,23,1997,2,1,135,1.5,1,0.67,6,5,83.3,1,0,0,0,0.0,0,0,0,0,,Matches,ITA-SERIA_A,20-21
dd06d56c,36,Rafael,BRA,GK,Spezia,38,1982,3,2,207,2.3,5,2.17,18,13,72.2,0,1,1,1,50.0,0,0,0,0,,Matches,ITA-SERIA_A,20-21
6662d731,37,Federico Ravaglia,ITA,GK,Bologna,20,1999,4,4,360,4.0,10,2.5,19,10,52.6,0,1,3,0,0.0,1,1,0,0,0.0,Matches,ITA-SERIA_A,20-21
e358587b,38,Pepe Reina,ESP,GK,Lazio,37,1982,29,29,2610,29.0,41,1.41,113,74,70.8,18,3,8,9,31.0,8,8,0,0,0.0,Matches,ITA-SERIA_A,20-21
