id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,league,season
dbd1b101,1,Noah Atubolu,GER,GK,Freiburg,21,2002,34.0,58,3,1,5,1,50.0,0.3,-7.0,-0.21,193,568,34.0,1148,160,35.4,34.2,241,67.2,50.7,485,31,6.4,30,0.88,13.6,Matches,GER-BL1,23-24
ec759ba1,2,Daniel Batz,GER,GK,Mainz 05,32,1991,4.0,3,0,1,0,0,2.4,0.15,-0.6,-0.15,18,58,31.0,132,14,38.6,34.7,21,33.3,34.8,38,4,10.5,2,0.5,11.3,Matches,GER-BL1,23-24
47064058,3,Oliver Baumann,GER,GK,Hoffenheim,33,1990,34.0,66,2,3,9,1,68.6,0.31,3.6,0.11,208,529,39.3,1159,165,33.7,32.7,249,55.4,44.9,545,31,5.7,73,2.15,16.7,Matches,GER-BL1,23-24
663e080e,4,Janis Blaswich,GER,GK,RB Leipzig,32,1991,21.0,30,4,0,7,0,25.3,0.28,-4.7,-0.22,57,155,36.8,822,89,14.7,25.7,134,25.4,30.7,251,16,6.4,37,1.76,17.6,Matches,GER-BL1,23-24
d28339cb,5,Fabian Bredlow,GER,GK,Stuttgart,28,1995,4.0,3,0,0,1,0,5.0,0.23,2.0,0.49,22,61,36.1,168,15,31.5,31.0,11,72.7,51.7,55,1,1.8,5,1.25,16.6,Matches,GER-BL1,23-24
99219195,6,Alexander Brunst,GER,GK,Darmstadt 98,28,1995,3.0,10,0,0,2,0,6.3,0.37,-3.7,-1.25,33,72,45.8,129,13,41.1,36.0,21,90.5,59.6,51,3,5.9,9,3.0,19.1,Matches,GER-BL1,23-24
db401046,7,Koen Casteels,BEL,GK,Wolfsburg,31,1992,25.0,39,2,0,2,2,36.4,0.3,-0.6,-0.03,161,390,41.3,786,118,36.3,35.0,161,65.2,48.4,335,25,7.5,38,1.52,15.7,Matches,GER-BL1,23-24
dee3013b,8,Finn Dahmen,GER,GK,Augsburg,25,1998,31.0,52,7,0,10,2,49.3,0.26,-0.7,-0.02,169,450,37.6,1151,92,30.8,32.4,187,51.3,44.3,484,28,5.8,50,1.61,15.0,Matches,GER-BL1,23-24
f26dee6b,9,Jens Grahl,GER,GK,Eint Frankfurt,34,1988,2.0,2,0,0,0,0,1.4,0.15,-0.6,-0.31,4,29,13.8,77,15,31.2,34.4,15,33.3,37.9,33,4,12.1,4,2.0,15.7,Matches,GER-BL1,23-24
bcb2ccd8,10,Péter Gulácsi,HUN,GK,RB Leipzig,33,1990,13.0,9,0,1,1,1,10.3,0.25,2.3,0.17,22,79,27.8,373,58,12.9,25.1,97,32.0,32.2,175,7,4.0,14,1.08,14.5,Matches,GER-BL1,23-24
ad3389d5,11,Lukáš Hrádecký,FIN,GK,Leverkusen,33,1989,33.0,24,0,0,4,0,27.5,0.27,3.5,0.11,71,202,35.1,736,165,20.8,27.6,145,33.8,34.5,313,27,8.6,39,1.18,16.5,Matches,GER-BL1,23-24
cd59b9df,12,Gregor Kobel,SUI,GK,Dortmund,25,1997,26.3,34,5,0,9,1,36.8,0.28,3.8,0.14,106,268,39.6,1006,106,19.6,28.1,165,43.0,38.5,359,7,1.9,17,0.65,12.5,Matches,GER-BL1,23-24
dc366c36,13,Tomáš Koubek,CZE,GK,Augsburg,30,1992,3.0,8,0,0,2,0,6.7,0.29,-1.3,-0.43,16,40,40.0,74,6,36.5,34.5,24,54.2,46.5,36,2,5.6,2,0.67,11.6,Matches,GER-BL1,23-24
bc67a0e1,14,Matej Kovar,CZE,GK,Leverkusen,23,2000,1.0,0,0,0,0,0,0.4,0.15,0.4,0.44,0,0,,17,6,0.0,22.1,0,,,3,1,33.3,1,1.0,15.0,Matches,GER-BL1,23-24
7fe12375,15,Andreas Luthe,GER,GK,Bochum,36,1987,1.0,4,0,0,0,1,2.7,0.68,-0.3,-0.3,20,43,46.5,42,2,85.7,51.3,7,100.0,61.1,13,0,0.0,0,0.0,7.7,Matches,GER-BL1,23-24
b56dd813,16,Alexander Meyer,GER,GK,Dortmund,32,1991,7.7,9,0,0,0,1,7.8,0.3,-0.2,-0.03,27,81,33.3,334,29,20.1,28.3,31,45.2,42.1,107,8,7.5,7,0.91,14.5,Matches,GER-BL1,23-24
f256f213,17,Kevin Müller,GER,GK,Heidenheim,32,1991,34.0,55,7,0,7,3,53.6,0.27,1.6,0.05,249,595,41.8,1164,167,35.2,35.9,316,58.5,46.1,495,24,4.8,17,0.5,13.2,Matches,GER-BL1,23-24
8778c910,18,Manuel Neuer,GER,GK,Bayern Munich,37,1986,22.8,33,2,1,1,0,29.1,0.29,-3.9,-0.17,73,159,45.9,779,110,18.6,27.7,97,14.4,26.0,231,9,3.9,32,1.4,17.5,Matches,GER-BL1,23-24
226ddf9d,19,Moritz Nicolas,GER,GK,Gladbach,25,1997,27.0,49,4,0,6,0,45.1,0.26,-3.9,-0.14,112,315,35.6,888,140,26.0,29.7,161,52.2,42.5,460,21,4.6,22,0.81,13.2,Matches,GER-BL1,23-24
afb0c500,20,Alexander Nübel,GER,GK,Stuttgart,26,1996,30.0,36,3,0,5,3,30.8,0.27,-2.2,-0.07,126,291,43.3,1103,132,23.1,28.7,112,32.1,32.7,341,30,8.8,57,1.9,17.3,Matches,GER-BL1,23-24
c631f952,21,Jonas Omlin,SUI,GK,Gladbach,29,1994,7.0,18,2,0,1,0,13.3,0.24,-4.7,-0.67,32,90,35.6,242,37,30.2,32.3,34,50.0,41.8,78,7,9.0,12,1.71,15.3,Matches,GER-BL1,23-24
0a1cb833,22,Jiří Pavlenka,CZE,GK,Werder Bremen,31,1992,7.0,17,2,0,1,0,13.1,0.3,-3.9,-0.56,31,85,36.5,177,37,37.9,34.2,69,26.1,32.5,109,7,6.4,9,1.29,14.4,Matches,GER-BL1,23-24
3f29b3ba,23,Daniel Peretz,ISR,GK,Bayern Munich,23,2000,0.2,0,0,0,0,0,0.0,,0.0,0.0,0,4,0.0,15,3,26.7,33.1,2,0.0,16.5,2,0,0.0,0,0.0,,Matches,GER-BL1,23-24
c89e8aae,24,Pavao Pervan,AUT,GK,Wolfsburg,35,1987,9.0,17,0,2,2,1,11.5,0.32,-4.5,-0.51,40,104,38.5,263,39,33.5,32.8,37,43.2,39.6,127,1,0.8,3,0.33,12.1,Matches,GER-BL1,23-24
9f941969,25,Manuel Riemann,GER,GK,Bochum,34,1988,33.0,70,9,0,9,3,59.6,0.27,-7.4,-0.22,430,1041,41.3,1498,89,61.0,42.5,208,61.1,46.9,510,35,6.9,104,3.15,19.8,Matches,GER-BL1,23-24
a70b8345,26,Frederik Rønnow,DEN,GK,Union Berlin,30,1992,33.0,56,5,2,7,1,51.7,0.28,-3.3,-0.1,198,525,37.7,1096,174,35.2,33.6,218,63.8,47.4,539,54,10.0,37,1.12,12.9,Matches,GER-BL1,23-24
5fa2e0cf,27,Marcel Schuhen,GER,GK,Darmstadt 98,30,1993,31.0,76,1,2,7,2,68.0,0.34,-6.0,-0.19,245,618,39.6,1204,182,36.3,34.8,289,62.6,48.5,453,24,5.3,51,1.65,16.5,Matches,GER-BL1,23-24
87436846,28,Marvin Schwäbe,GER,GK,Köln,28,1995,34.0,60,3,0,10,0,62.0,0.36,2.0,0.06,135,372,36.3,1148,101,28.4,31.4,149,30.9,34.3,504,14,2.8,21,0.62,13.4,Matches,GER-BL1,23-24
0d55d942,29,Alexander Schwolow,GER,GK,Union Berlin,31,1992,1.0,2,0,0,0,0,1.2,0.2,-0.8,-0.81,4,10,40.0,28,4,32.1,34.1,8,12.5,28.4,13,0,0.0,0,0.0,5.0,Matches,GER-BL1,23-24
ce17b5eb,30,Kevin Trapp,GER,GK,Eint Frankfurt,33,1990,32.0,48,9,0,4,0,48.3,0.28,0.3,0.01,102,361,28.3,949,137,28.9,29.8,212,41.0,36.2,452,16,3.5,30,0.94,15.2,Matches,GER-BL1,23-24
