id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,league,season
8637e09a,1,Vincent Aboubakar,CMR,FW,Porto,26,1992,1,1,59,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,1,2,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.28,0.2,0.28,Matches,UCL,18-19
f9c927de,2,Michel Aebischer,SUI,MF,Young Boys,21,1997,4,2,228,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,18,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,Matches,UCL,18-19
4d034881,3,Sergio Agüero,ARG,FW,Manchester City,30,1988,7,6,507,5.6,6,1,7,5,1,2,3,0,5.6,4.0,0.3,4.3,19,12,50,1.07,0.18,1.24,0.89,1.07,0.99,0.05,1.05,0.71,0.77,Matches,UCL,18-19
48b28bfd,4,Jean-Eudes Aholou,CIV,"MF,FW",Monaco,24,1994,3,2,176,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,11,3,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.1,0.06,0.1,Matches,UCL,18-19
c46fa34c,5,Youssef Aït Bennasser,MAR,MF,Monaco,22,1996,3,3,247,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,5,17,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,UCL,18-19
89ac64a6,6,Manuel Akanji,SUI,DF,Dortmund,23,1995,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,6,35,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,UCL,18-19
7230b807,7,Emre Akbaba,TUR,FW,Galatasaray,25,1992,1,1,90,1.0,0,1,1,0,0,0,0,0,0.4,0.4,0.1,0.5,0,1,7,0.0,1.0,1.0,0.0,1.0,0.45,0.09,0.54,0.45,0.54,Matches,UCL,18-19
1453e3cf,8,Yunus Akgün,TUR,MF,Galatasaray,18,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,UCL,18-19
e0d3e18d,9,Ilzat Akhmetov,RUS,MF,CSKA Moscow,20,1997,4,3,300,3.3,0,1,1,0,0,0,1,0,0.2,0.2,0.2,0.3,4,18,5,0.0,0.3,0.3,0.0,0.3,0.05,0.05,0.09,0.05,0.09,Matches,UCL,18-19
42ec696a,10,Igor Akinfeev,RUS,GK,CSKA Moscow,32,1986,5,5,449,5.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,UCL,18-19
6ec6fde0,11,Kevin Akpoguma,NGA,DF,Hoffenheim,23,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,11,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,UCL,18-19
05439de2,12,David Alaba,AUT,DF,Bayern Munich,26,1992,7,7,630,7.0,0,2,2,0,0,0,0,0,0.2,0.2,0.8,0.9,23,36,39,0.0,0.29,0.29,0.0,0.29,0.03,0.11,0.14,0.03,0.14,Matches,UCL,18-19
4601e194,13,Jordi Alba,ESP,DF,Barcelona,29,1989,11,11,990,11.0,1,5,6,1,0,0,2,0,0.9,0.9,3.6,4.5,30,66,118,0.09,0.45,0.55,0.09,0.55,0.09,0.32,0.41,0.09,0.41,Matches,UCL,18-19
4bd414c1,14,Raúl Albiol,ESP,DF,Napoli,32,1985,6,6,495,5.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,20,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,UCL,18-19
a7a9d95a,15,Paco Alcácer,ESP,FW,Dortmund,24,1993,5,4,356,4.0,1,1,2,1,0,1,1,0,1.6,0.8,1.6,2.4,1,10,15,0.25,0.25,0.51,0.25,0.51,0.4,0.39,0.79,0.2,0.59,Matches,UCL,18-19
77e84962,16,Thiago Alcántara,ESP,MF,Bayern Munich,27,1991,5,4,389,4.3,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.5,9,36,0,0.0,0.23,0.23,0.0,0.23,0.03,0.08,0.11,0.03,0.11,Matches,UCL,18-19
f7d50789,17,Toby Alderweireld,BEL,DF,Tottenham,29,1989,12,12,1080,12.0,0,0,0,0,0,0,2,0,0.8,0.8,0.4,1.2,10,46,1,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.1,0.07,0.1,Matches,UCL,18-19
d849ef0f,18,Alef,BRA,MF,AEK Athens,23,1995,4,2,201,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,UCL,18-19
6c811eb7,19,Carles Aleñá,ESP,MF,Barcelona,20,1998,3,1,92,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16,Matches,UCL,18-19
cd1acf9d,20,Trent Alexander-Arnold,ENG,DF,Liverpool,19,1998,11,11,919,10.2,0,2,2,0,0,0,0,0,0.8,0.8,4.2,5.0,24,53,52,0.0,0.2,0.2,0.0,0.2,0.08,0.41,0.49,0.08,0.49,Matches,UCL,18-19
7a2e46a8,21,Alisson,BRA,GK,Liverpool,25,1992,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,UCL,18-19
cc700722,22,Allan,BRA,MF,Napoli,27,1991,6,6,510,5.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,6,38,8,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,UCL,18-19
cea4ee8f,23,Dele Alli,ENG,MF,Tottenham,22,1996,8,8,707,7.9,0,3,3,0,0,0,0,0,2.4,2.4,2.0,4.4,19,39,51,0.0,0.38,0.38,0.0,0.38,0.3,0.26,0.56,0.3,0.56,Matches,UCL,18-19
67b3d74b,24,André Almeida,POR,DF,Benfica,27,1990,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,11,25,19,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,Matches,UCL,18-19
c9e99e49,25,Dani Alves,BRA,"FW,DF",Paris S-G,35,1983,3,2,205,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,8,14,18,0.0,0.0,0.0,0.0,0.0,0.08,0.11,0.19,0.08,0.19,Matches,UCL,18-19
24fc70d3,26,Mohamed Aly Camara,GUI,DF,Young Boys,20,1997,4,4,347,3.9,0,0,0,0,0,0,3,1,0.7,0.7,0.0,0.7,1,6,0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,UCL,18-19
555d5edd,27,Nadiem Amiri,GER,MF,Hoffenheim,21,1996,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,2,0.0,0.0,0.0,0.0,0.0,0.13,0.2,0.33,0.13,0.33,Matches,UCL,18-19
5a2cb25d,28,Sofyan Amrabat,MAR,"DF,MF",Club Brugge,21,1996,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7,11,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,UCL,18-19
30941e96,29,Angeliño,ESP,DF,PSV Eindhoven,21,1997,6,6,540,6.0,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.7,9,14,15,0.0,0.17,0.17,0.0,0.17,0.02,0.1,0.12,0.02,0.12,Matches,UCL,18-19
a5db0bec,30,Houssem Aouar,ALG,"MF,FW",Lyon,20,1998,7,7,630,7.0,0,2,2,0,0,0,1,0,0.8,0.8,2.1,2.9,22,36,27,0.0,0.29,0.29,0.0,0.29,0.12,0.3,0.42,0.12,0.42,Matches,UCL,18-19
2f965a72,31,Alphonse Areola,FRA,GK,Paris S-G,25,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,UCL,18-19
fdd60087,32,Santiago Arias,COL,"DF,FW",Atlético Madrid,26,1992,4,4,346,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,8,17,29,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.04,0.01,0.04,Matches,UCL,18-19
089550f5,33,Kwadwo Asamoah,GHA,DF,Inter,29,1988,6,6,518,5.8,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.5,11,21,24,0.0,0.17,0.17,0.0,0.17,0.03,0.06,0.09,0.03,0.09,Matches,UCL,18-19
45af8a54,34,Marco Asensio,ESP,"FW,MF",Real Madrid,22,1996,7,2,306,3.4,2,0,2,2,0,0,0,0,2.4,2.4,1.2,3.6,20,26,59,0.59,0.0,0.59,0.59,0.59,0.71,0.34,1.05,0.71,1.05,Matches,UCL,18-19
5d5219b1,35,Roger Assalé,CIV,"FW,MF",Young Boys,24,1993,5,4,381,4.2,1,0,1,1,0,0,1,0,0.9,0.9,0.6,1.5,13,15,33,0.24,0.0,0.24,0.24,0.24,0.22,0.14,0.35,0.22,0.35,Matches,UCL,18-19
5c2b4f07,36,Serge Aurier,CIV,DF,Tottenham,25,1992,5,5,434,4.8,0,1,1,0,0,0,1,0,0.1,0.1,0.5,0.5,12,19,43,0.0,0.21,0.21,0.0,0.21,0.01,0.1,0.11,0.01,0.11,Matches,UCL,18-19
70d8e84c,37,Chidozie Awaziem,NGA,MF,Porto,21,1997,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,UCL,18-19
8e34b9f5,38,Serdar Aziz,TUR,DF,Galatasaray,27,1990,4,4,360,4.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,UCL,18-19
075fe5a3,39,Srđan Babić,SRB,DF,Red Star,22,1996,3,2,225,2.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,5,0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,UCL,18-19
06df8256,40,Benoît Badiashile,FRA,DF,Monaco,17,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,UCL,18-19
34e38ddf,41,Loic Badiashile,FRA,GK,Monaco,20,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,UCL,18-19
a1232f4e,42,Eric Bailly,CIV,DF,Manchester Utd,24,1994,4,4,305,3.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,8,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,UCL,18-19
50ccf47d,43,Michalis Bakakis,GRE,"DF,FW",AEK Athens,27,1991,6,6,519,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,14,14,23,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,Matches,UCL,18-19
dead55e5,44,Anastasios Bakasetas,GRE,FW,AEK Athens,25,1993,2,2,180,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.6,2,11,8,0.0,0.0,0.0,0.0,0.0,0.08,0.24,0.32,0.08,0.32,Matches,UCL,18-19
509a4ccb,45,Keita Baldé,SEN,"FW,MF",Inter,23,1995,4,0,76,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,1,8,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,UCL,18-19
a58bb1e1,46,Gareth Bale,WAL,FW,Real Madrid,29,1989,7,5,486,5.4,3,2,5,3,0,0,0,0,3.2,3.2,1.3,4.5,22,20,70,0.56,0.37,0.93,0.56,0.93,0.59,0.25,0.84,0.59,0.84,Matches,UCL,18-19
f7b10c66,47,David von Ballmoos,SUI,GK,Young Boys,23,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,UCL,18-19
d7c09951,48,Dmitri Barinov,RUS,MF,Loko Moscow,21,1996,4,3,284,3.2,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,5,8,7,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.23,0.07,0.23,Matches,UCL,18-19
