Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,league,season
Round of 16,,Tue,2022-03-08,20:00,Liverpool,1.8,0–1,0.5,Inter,51747,Anfield,Antonio Matéu Lahoz,/en/matches/6a45bedf/Liverpool-Internazionale-March-8-2022-Champions-League,Leg 2 of 2; Liverpool won,UCL,21-22
Round of 16,,Tue,2022-03-08,21:00,Bayern Munich,4.2,7–1,0.7,RB Salzburg,25000,Allianz Arena,Clément Turpin,/en/matches/ef9bb8e2/Bayern-Munich-Red-Bull-Salzburg-March-8-2022-Champions-League,Leg 2 of 2; Bayern Munich won,UCL,21-22
Round of 16,,Wed,2022-03-09,20:00,Manchester City,1.5,0–0,0.8,Sporting CP,51213,Etihad Stadium,Halil Umut Meler,/en/matches/8fbeb943/Manchester-City-Sporting-CP-March-9-2022-Champions-League,Leg 2 of 2; Manchester City won,UCL,21-22
Round of 16,,Wed,2022-03-09,21:00,Real Madrid,2.0,3–1,0.8,Paris S-G,59895,Estadio Santiago Bernabéu,Danny Makkelie,/en/matches/9a3684d8/Real-Madrid-Paris-Saint-Germain-March-9-2022-Champions-League,Leg 2 of 2; Real Madrid won,UCL,21-22
Round of 16,,Tue,2022-03-15,20:00,Manchester Utd,1.0,0–1,0.5,Atlético Madrid,73008,Old Trafford,Slavko Vinčič,/en/matches/bac82b39/Manchester-United-Atletico-Madrid-March-15-2022-Champions-League,Leg 2 of 2; Atlético Madrid won,UCL,21-22
Round of 16,,Tue,2022-03-15,21:00,Ajax,1.3,0–1,0.4,Benfica,54066,Johan Cruyff ArenA,Carlos del Cerro,/en/matches/f5479c8e/Ajax-Benfica-March-15-2022-Champions-League,Leg 2 of 2; Benfica won,UCL,21-22
Round of 16,,Wed,2022-03-16,21:00,Lille,1.7,1–2,1.0,Chelsea,49048,Stade Pierre-Mauroy,Davide Massa,/en/matches/92acd78c/Lille-Chelsea-March-16-2022-Champions-League,Leg 2 of 2; Chelsea won,UCL,21-22
Round of 16,,Wed,2022-03-16,21:00,Juventus,1.5,0–3,2.5,Villarreal,30385,Allianz Stadium,Szymon Marciniak,/en/matches/a918bfe1/Juventus-Villarreal-March-16-2022-Champions-League,Leg 2 of 2; Villarreal won,UCL,21-22
Quarter-finals,,Tue,2022-04-05,20:00,Benfica,1.2,1–3,3.9,Liverpool,59633,Estádio do Sport Lisboa e Benfica,Jesús Gil,/en/matches/85c3c6a1/Benfica-Liverpool-April-5-2022-Champions-League,Leg 1 of 2,UCL,21-22
Quarter-finals,,Tue,2022-04-05,20:00,Manchester City,1.0,1–0,0.0,Atlético Madrid,52018,Etihad Stadium,István Kovács,/en/matches/93ba498e/Manchester-City-Atletico-Madrid-April-5-2022-Champions-League,Leg 1 of 2,UCL,21-22
Quarter-finals,,Wed,2022-04-06,20:00,Chelsea,1.3,1–3,1.8,Real Madrid,38689,Stamford Bridge,Clément Turpin,/en/matches/e78b60c2/Chelsea-Real-Madrid-April-6-2022-Champions-League,Leg 1 of 2,UCL,21-22
Quarter-finals,,Wed,2022-04-06,21:00,Villarreal,1.5,1–0,1.6,Bayern Munich,21626,Estadio de la Cerámica,Anthony Taylor,/en/matches/a3ffc004/Villarreal-Bayern-Munich-April-6-2022-Champions-League,Leg 1 of 2,UCL,21-22
Quarter-finals,,Tue,2022-04-12,21:00,Bayern Munich,1.4,1–1,0.7,Villarreal,70000,Allianz Arena,Slavko Vinčič,/en/matches/173ffe68/Bayern-Munich-Villarreal-April-12-2022-Champions-League,Leg 2 of 2; Villarreal won,UCL,21-22
Quarter-finals,,Tue,2022-04-12,21:00,Real Madrid,1.2,2–3,2.7,Chelsea,59839,Estadio Santiago Bernabéu,Szymon Marciniak,/en/matches/9d7bfc65/Real-Madrid-Chelsea-April-12-2022-Champions-League,Leg 2 of 2; Real Madrid won; Required Extra Time,UCL,21-22
Quarter-finals,,Wed,2022-04-13,20:00,Liverpool,1.8,3–3,1.2,Benfica,51373,Anfield,Serdar Gözübüyük,/en/matches/f6dd5d9d/Liverpool-Benfica-April-13-2022-Champions-League,Leg 2 of 2; Liverpool won,UCL,21-22
Quarter-finals,,Wed,2022-04-13,21:00,Atlético Madrid,0.8,0–0,1.2,Manchester City,65675,Estadio Wanda Metropolitano,Daniel Siebert,/en/matches/8ba16612/Atletico-Madrid-Manchester-City-April-13-2022-Champions-League,Leg 2 of 2; Manchester City won,UCL,21-22
Semi-finals,,Tue,2022-04-26,20:00,Manchester City,2.7,4–3,1.6,Real Madrid,52217,Etihad Stadium,István Kovács,/en/matches/e0c1ddb1/Manchester-City-Real-Madrid-April-26-2022-Champions-League,Leg 1 of 2,UCL,21-22
Semi-finals,,Wed,2022-04-27,20:00,Liverpool,1.6,2–0,0.1,Villarreal,51586,Anfield,Szymon Marciniak,/en/matches/b2776c0c/Liverpool-Villarreal-April-27-2022-Champions-League,Leg 1 of 2,UCL,21-22
Semi-finals,,Tue,2022-05-03,21:00,Villarreal,1.2,2–3,2.5,Liverpool,23665,Estadio de la Cerámica,Danny Makkelie,/en/matches/884c627f/Villarreal-Liverpool-May-3-2022-Champions-League,Leg 2 of 2; Liverpool won,UCL,21-22
Semi-finals,,Wed,2022-05-04,21:00,Real Madrid,2.3,3–1,1.4,Manchester City,61416,Estadio Santiago Bernabéu,Daniele Orsato,/en/matches/f422aeec/Real-Madrid-Manchester-City-May-4-2022-Champions-League,Leg 2 of 2; Real Madrid won; Required Extra Time,UCL,21-22
Final,,Sat,2022-05-28,21:30,Liverpool,2.2,0–1,0.9,Real Madrid,75000,Stade de France (Neutral Site),Clément Turpin,/en/matches/e81453d3/Liverpool-Real-Madrid-May-28-2022-Champions-League,,UCL,21-22
