id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,league,season
8f5cdf66,1,Oliver Abildgaard,DEN,MF,Como,28-081,1996,0.1,1,1,100.0,21,7,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,ITA-SERIA_A,24-25
f586779e,2,Tammy Abraham,ENG,FW,Roma,26-333,1997,0.0,1,3,33.3,44,32,0,1,0.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,ITA-SERIA_A,24-25
b96b595c,3,Francesco Acerbi,ITA,DF,Inter,36-202,1988,2.0,147,156,94.2,2580,935,60,64,93.8,78,80,97.5,6,8,75.0,0,0.0,0.1,0.0,0,8,1,0,11,Matches,ITA-SERIA_A,24-25
f2bf1b0f,4,Che Adams,SCO,FW,Torino,28-048,1996,1.3,25,33,75.8,471,111,10,12,83.3,9,11,81.8,4,7,57.1,1,0.6,0.3,0.4,3,2,1,0,4,Matches,ITA-SERIA_A,24-25
f9c927de,5,Michel Aebischer,SUI,MF,Bologna,27-237,1997,1.0,57,70,81.4,1041,200,28,33,84.8,23,27,85.2,6,7,85.7,0,0.0,0.1,0.0,1,10,0,0,7,Matches,ITA-SERIA_A,24-25
00f518d8,6,Faride Alidou,GER,"MF,FW",Hellas Verona,23-043,2001,0.4,10,13,76.9,115,18,5,5,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,ITA-SERIA_A,24-25
0917188a,7,Pontus Almqvist,SWE,FW,Parma,25-051,1999,0.5,7,10,70.0,69,21,5,6,83.3,1,2,50.0,0,0,,1,0.8,0.3,0.2,2,0,1,0,1,Matches,ITA-SERIA_A,24-25
aa5322d5,8,Giorgio Altare,ITA,DF,Venezia,26-021,1998,2.0,66,95,69.5,1223,346,20,23,87.0,41,55,74.5,3,13,23.1,0,0.0,0.0,0.0,0,1,0,0,4,Matches,ITA-SERIA_A,24-25
5a2cb25d,9,Sofyan Amrabat,MAR,MF,Fiorentina,28-009,1996,2.0,112,133,84.2,2140,528,46,50,92.0,50,59,84.7,13,20,65.0,0,0.1,0.1,-0.1,2,10,0,0,14,Matches,ITA-SERIA_A,24-25
30941e96,10,Angeliño,ESP,DF,Roma,27-239,1997,2.0,142,169,84.0,2558,1093,70,72,97.2,55,65,84.6,15,28,53.6,0,0.1,0.1,-0.1,2,19,6,2,25,Matches,ITA-SERIA_A,24-25
b2f3d550,11,Lorenzo Anghelè,ITA,FW,Juventus,19-186,2005,0.1,4,4,100.0,82,12,2,2,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,ITA-SERIA_A,24-25
00459419,12,Marko Arnautović,AUT,FW,Inter,35-133,1989,0.2,4,5,80.0,67,30,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,2,0,2,Matches,ITA-SERIA_A,24-25
0fdcef0e,13,Kristjan Asllani,ALB,MF,Inter,22-174,2002,0.2,7,14,50.0,140,15,2,2,100.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,ITA-SERIA_A,24-25
3cd3b384,14,Tommaso Augello,ITA,DF,Cagliari,30-000,1994,1.9,61,89,68.5,1255,596,18,20,90.0,33,42,78.6,10,22,45.5,0,0.1,0.2,-0.1,2,5,2,0,8,Matches,ITA-SERIA_A,24-25
8d3cd59d,15,Carlos Augusto,BRA,DF,Inter,25-236,1999,0.4,11,14,78.6,170,22,6,6,100.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,ITA-SERIA_A,24-25
3963c25b,16,Yann Aurel Bisseck,GER,DF,Inter,23-275,2000,1.0,56,60,93.3,896,285,25,26,96.2,30,32,93.8,0,1,0.0,0,0.0,0.0,0.0,0,4,1,0,8,Matches,ITA-SERIA_A,24-25
967ac202,17,Paulo Azzi,BRA,DF,Cagliari,30-046,1994,2.0,50,74,67.6,880,336,25,32,78.1,17,23,73.9,6,14,42.9,0,0.1,0.1,-0.1,2,6,1,1,5,Matches,ITA-SERIA_A,24-25
e8c930bb,18,Milan Badelj,CRO,MF,Genoa,35-187,1989,1.6,57,68,83.8,981,267,28,33,84.8,22,24,91.7,7,10,70.0,0,0.1,0.2,-0.1,4,3,1,0,4,Matches,ITA-SERIA_A,24-25
a8567629,19,Mitchel Bakker,NED,MF,Atalanta,24-071,2000,0.2,7,9,77.8,109,22,2,3,66.7,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,ITA-SERIA_A,24-25
102e2599,20,Tommaso Baldanzi,ITA,MF,Roma,21-160,2003,0.6,29,32,90.6,407,68,16,18,88.9,12,12,100.0,0,1,0.0,1,0.1,0.2,0.9,1,1,1,0,1,Matches,ITA-SERIA_A,24-25
348bafd4,21,Botond Balogh,HUN,DF,Parma,22-085,2002,2.0,45,53,84.9,890,303,9,10,90.0,29,30,96.7,4,9,44.4,0,0.0,0.0,0.0,0,1,0,0,2,Matches,ITA-SERIA_A,24-25
8a6de8c7,22,Lameck Banda,ZAM,FW,Lecce,23-214,2001,1.2,33,39,84.6,454,99,24,25,96.0,8,9,88.9,1,5,20.0,0,0.1,0.1,-0.1,2,0,3,1,2,Matches,ITA-SERIA_A,24-25
56fca564,23,Daniel Bandeira,POR,MF,Hellas Verona,24-141,2000,0.1,7,7,100.0,100,30,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,ITA-SERIA_A,24-25
0821331c,24,Mattia Bani,ITA,DF,Genoa,30-264,1993,1.5,25,30,83.3,537,216,7,7,100.0,13,15,86.7,5,8,62.5,0,0.0,0.0,0.0,0,2,0,0,0,Matches,ITA-SERIA_A,24-25
01efac19,25,Antonín Barák,CZE,MF,Fiorentina,29-271,1994,0.6,17,20,85.0,228,77,8,10,80.0,8,9,88.9,0,0,,0,0.3,0.1,-0.3,3,1,1,0,2,Matches,ITA-SERIA_A,24-25
c010b898,26,Federico Barba,ITA,DF,Como,30-364,1993,2.0,101,113,89.4,1616,466,56,60,93.3,36,40,90.0,6,10,60.0,0,0.0,0.0,0.0,0,5,0,0,8,Matches,ITA-SERIA_A,24-25
6928979a,27,Nicolò Barella,ITA,MF,Inter,27-205,1997,1.8,94,112,83.9,1547,392,46,51,90.2,42,45,93.3,4,8,50.0,1,0.6,0.8,0.4,4,13,4,2,14,Matches,ITA-SERIA_A,24-25
5a08ee41,28,Federico Baschirotto,ITA,DF,Lecce,27-345,1996,2.0,78,86,90.7,1441,541,29,31,93.5,40,43,93.0,9,12,75.0,0,0.0,0.0,0.0,1,3,0,0,4,Matches,ITA-SERIA_A,24-25
ea06dd97,29,Daniele Baselli,ITA,MF,Como,32-171,1992,0.2,20,22,90.9,376,86,5,5,100.0,14,15,93.3,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,3,Matches,ITA-SERIA_A,24-25
75b86fb3,30,Alessandro Bastoni,ITA,DF,Inter,25-139,1999,2.0,150,171,87.7,2708,750,67,68,98.5,68,72,94.4,12,24,50.0,0,0.1,0.1,-0.1,2,12,3,0,15,Matches,ITA-SERIA_A,24-25
705a1642,31,Reda Belahyane,FRA,MF,Hellas Verona,20-090,2004,1.8,64,70,91.4,1010,206,35,38,92.1,20,22,90.9,6,7,85.7,0,0.0,0.0,0.0,0,10,1,0,11,Matches,ITA-SERIA_A,24-25
e3756e72,32,Raoul Bellanova,ITA,DF,Torino,24-105,2000,1.0,31,43,72.1,541,130,15,17,88.2,13,18,72.2,3,6,50.0,0,0.1,0.0,-0.1,1,1,0,0,0,Matches,ITA-SERIA_A,24-25
d705ba44,33,Andrea Belotti,ITA,FW,Como,30-254,1993,1.2,14,19,73.7,155,22,7,10,70.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,ITA-SERIA_A,24-25
482d2bc3,34,Lucas Beltrán,ARG,FW,Fiorentina,23-154,2001,0.1,2,2,100.0,32,12,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,1,1,0,0,2,Matches,ITA-SERIA_A,24-25
db092d3b,35,Ismaël Bennacer,ALG,MF,Milan,26-273,1997,0.6,43,47,91.5,752,174,23,23,100.0,15,15,100.0,5,9,55.6,0,0.1,0.1,-0.1,1,4,0,0,4,Matches,ITA-SERIA_A,24-25
9d376bef,36,Medon Berisha,ALB,"FW,MF",Lecce,20-314,2003,0.2,13,20,65.0,247,42,5,7,71.4,6,8,75.0,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches,ITA-SERIA_A,24-25
548672b4,37,Adrian Bernabe,ESP,MF,Parma,23-096,2001,1.9,62,74,83.8,1211,454,25,30,83.3,21,24,87.5,11,14,78.6,0,0.0,0.0,0.0,1,4,0,0,4,Matches,ITA-SERIA_A,24-25
de13cee5,38,Sam Beukema,NED,DF,Bologna,25-287,1998,2.0,151,164,92.1,3276,1078,30,34,88.2,99,102,97.1,19,22,86.4,0,0.3,0.1,-0.3,3,16,0,0,10,Matches,ITA-SERIA_A,24-25
d65cf468,39,Alessandro Bianco,ITA,MF,Fiorentina,21-334,2002,0.2,9,12,75.0,191,17,3,5,60.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches,ITA-SERIA_A,24-25
6fdac234,40,Jaka Bijol,SVN,DF,Udinese,25-207,1999,2.0,30,41,73.2,703,346,8,9,88.9,14,17,82.4,8,13,61.5,0,0.0,0.0,0.0,0,2,0,0,1,Matches,ITA-SERIA_A,24-25
