id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,league,season
f586779e,1,Tammy Abraham,ENG,FW,Roma,23,1997,37,36,3084,34.3,17,4,21,14,3,3,9,0,20.7,18.4,4.8,23.2,41,70,199,0.5,0.12,0.61,0.41,0.53,0.6,0.14,0.74,0.54,0.68,Matches,ITA-SERIA_A,21-22
b96b595c,2,Francesco Acerbi,ITA,DF,Lazio,33,1988,30,29,2536,28.2,4,0,4,4,0,0,2,1,2.4,2.4,0.5,2.9,31,119,10,0.14,0.0,0.14,0.14,0.14,0.09,0.02,0.1,0.09,0.1,Matches,ITA-SERIA_A,21-22
f9c927de,3,Michel Aebischer,SUI,MF,Bologna,24,1997,12,4,443,4.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,2,19,9,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,Matches,ITA-SERIA_A,21-22
0154d290,4,Felix Afena-Gyan,GHA,"FW,MF",Roma,18,2003,17,6,668,7.4,2,0,2,2,0,0,5,1,1.7,1.7,0.6,2.2,19,7,77,0.27,0.0,0.27,0.27,0.27,0.22,0.08,0.3,0.22,0.3,Matches,ITA-SERIA_A,21-22
46fa7204,5,Kevin Agudelo,COL,"MF,FW",Spezia,22,1998,23,12,1237,13.7,3,1,4,3,0,0,2,1,2.6,2.6,0.9,3.5,41,46,56,0.22,0.07,0.29,0.22,0.29,0.19,0.06,0.25,0.19,0.25,Matches,ITA-SERIA_A,21-22
246d153b,6,Ola Aina,NGA,DF,Torino,24,1996,21,17,1437,16.0,0,0,0,0,0,0,4,0,0.2,0.2,1.8,2.0,42,68,78,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,Matches,ITA-SERIA_A,21-22
414e1f69,7,Marley Aké,FRA,"FW,MF",Juventus,20,2001,4,0,77,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ITA-SERIA_A,21-22
fdf4b948,8,Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,28,1992,10,4,315,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,5,3,8,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,ITA-SERIA_A,21-22
5294a83f,9,Luis Alberto,ESP,MF,Lazio,28,1992,34,27,2353,26.1,5,9,14,5,0,0,5,0,3.3,3.3,7.8,11.1,84,223,89,0.19,0.34,0.54,0.19,0.54,0.12,0.3,0.42,0.12,0.42,Matches,ITA-SERIA_A,21-22
aa5322d5,10,Giorgio Altare,ITA,DF,Cagliari,22,1998,19,17,1466,16.3,1,0,1,1,0,0,5,0,1.0,1.0,0.6,1.6,13,71,10,0.06,0.0,0.06,0.06,0.06,0.06,0.04,0.1,0.06,0.1,Matches,ITA-SERIA_A,21-22
35b4bc62,11,Wisdom Amey,ITA,DF,Bologna,15,2005,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ITA-SERIA_A,21-22
bcc81786,12,Kelvin Amian,FRA,DF,Spezia,23,1998,32,31,2646,29.4,1,1,2,1,0,0,9,2,2.6,2.6,1.3,3.9,38,64,50,0.03,0.03,0.07,0.03,0.07,0.09,0.04,0.13,0.09,0.13,Matches,ITA-SERIA_A,21-22
555d5edd,13,Nadiem Amiri,GER,"MF,FW",Genoa,24,1996,13,9,683,7.6,0,1,1,0,0,0,0,0,0.9,0.9,2.1,3.0,17,33,34,0.0,0.13,0.13,0.0,0.13,0.12,0.28,0.4,0.12,0.4,Matches,ITA-SERIA_A,21-22
10b9fa99,14,Ethan Ampadu,WAL,"MF,DF",Venezia,20,2000,29,26,2282,25.4,0,3,3,0,0,0,13,2,0.3,0.3,1.6,1.9,26,112,23,0.0,0.12,0.12,0.0,0.12,0.01,0.06,0.08,0.01,0.08,Matches,ITA-SERIA_A,21-22
