id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,league,season
a7e4760c,1,Ismael Aaneba,FRA,DF,Strasbourg,19,1999,2.3,3,0,0,6,0,0,11,8,6,0,0,0,18,1,5,16.7,Matches,FRA-L1,18-19
32c2d95f,2,Yunis Abdelhamid,MAR,DF,Reims,30,1987,38.0,2,0,0,34,20,1,0,65,33,0,1,1,205,113,71,61.4,Matches,FRA-L1,18-19
a4c3f7af,3,Mehdi Abeid,ALG,MF,Dijon,25,1992,22.5,6,0,0,57,28,1,24,29,33,0,0,0,145,17,26,39.5,Matches,FRA-L1,18-19
469d3d84,4,Charles Abi,FRA,"DF,FW",Saint-Étienne,18,2000,0.4,0,0,0,2,1,0,0,0,4,0,0,0,5,2,1,66.7,Matches,FRA-L1,18-19
16714a62,5,Khaled Adénon,BEN,DF,Amiens,33,1985,22.2,7,1,1,32,20,2,0,31,22,0,0,1,107,51,58,46.8,Matches,FRA-L1,18-19
26777636,6,Yacine Adli,FRA,MF,Bordeaux,18,2000,2.4,1,0,0,4,1,0,9,2,2,0,0,0,16,2,1,66.7,Matches,FRA-L1,18-19
288e1e13,7,Nayef Aguerd,MAR,DF,Dijon,22,1996,11.7,4,1,0,19,8,0,3,14,12,0,1,0,58,41,23,64.1,Matches,FRA-L1,18-19
3dd738a1,8,Ruben Aguilar,FRA,DF,Montpellier,25,1993,28.1,8,0,0,37,40,1,115,37,51,0,1,0,185,28,32,46.7,Matches,FRA-L1,18-19
48b28bfd,9,Jean-Eudes Aholou,CIV,MF,Monaco,24,1994,11.9,2,0,0,26,17,0,5,17,11,0,0,0,79,22,25,46.8,Matches,FRA-L1,18-19
c46fa34c,10,Youssef Aït Bennasser,MAR,MF,Saint-Étienne,22,1996,10.4,0,0,0,10,10,0,4,19,13,0,0,0,74,7,10,41.2,Matches,FRA-L1,18-19
c46fa34c,11,Youssef Aït Bennasser,MAR,MF,Monaco,22,1996,11.9,2,0,0,11,11,0,2,15,16,0,0,0,119,7,10,41.2,Matches,FRA-L1,18-19
