id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,league,season
a2c1a8d3,1,Julen Agirrezabala,ESP,GK,Athletic Club,23-248,2000,1,0,0,0,0,0,0.0,,0.0,0.0,5,14,35.7,33,3,33.3,32.6,3,100.0,64.0,11,2,18.2,3,3.0,18.1,Matches,ESP-LALIGA,24-25
e1846dde,2,Cárdenas,ESP,GK,Rayo Vallecano,27-155,1997,3,3,0,0,0,0,2.3,0.26,-0.7,-0.23,18,57,31.6,52,9,73.1,51.6,23,82.6,58.1,46,1,2.2,0,0.0,8.9,Matches,ESP-LALIGA,24-25
04ac8285,3,Jasper Cillessen,NED,GK,Las Palmas,35-130,1989,3,5,1,0,0,1,4.8,0.19,0.8,0.25,11,31,35.5,108,21,23.1,27.6,11,54.5,46.5,36,1,2.8,3,1.0,21.2,Matches,ESP-LALIGA,24-25
4eae5bc4,4,Diego Conde,ESP,GK,Villarreal,25-307,1998,3,6,0,1,1,0,3.9,0.22,-2.1,-0.7,8,24,33.3,65,8,27.7,32.5,13,46.2,39.5,41,1,2.4,0,0.0,9.4,Matches,ESP-LALIGA,24-25
1840e36d,5,Thibaut Courtois,BEL,GK,Real Madrid,32-111,1992,3,2,0,0,1,0,1.4,0.2,-0.6,-0.21,5,12,41.7,79,14,13.9,26.3,9,11.1,24.4,41,3,7.3,3,1.0,10.8,Matches,ESP-LALIGA,24-25
87b498b0,6,Joan García,ESP,GK,Espanyol,23-118,2001,3,2,0,0,0,0,2.0,0.19,0.0,0.01,11,45,24.4,90,11,41.1,38.1,15,53.3,47.2,50,2,4.0,5,1.67,15.9,Matches,ESP-LALIGA,24-25
63d17038,7,Paulo Gazzaniga,ARG,GK,Girona,32-241,1992,3,4,0,1,1,0,2.7,0.28,-1.3,-0.43,3,14,21.4,81,11,14.8,25.7,8,25.0,31.5,18,3,16.7,3,1.0,15.1,Matches,ESP-LALIGA,24-25
30061f53,8,Dominik Greif,SVK,GK,Mallorca,27-146,1997,2,2,0,0,0,0,1.8,0.18,-0.2,-0.09,5,26,19.2,38,5,52.6,44.2,9,66.7,54.3,26,0,0.0,0,0.0,6.4,Matches,ESP-LALIGA,24-25
a4995f48,9,Sergio Herrera,ESP,GK,Osasuna,31-086,1993,3,5,0,0,0,0,5.0,0.5,0.0,0.01,13,35,37.1,73,8,32.9,35.9,21,52.4,47.2,50,6,12.0,6,2.0,19.3,Matches,ESP-LALIGA,24-25
