id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,league,season
0595569d,1,Alaa Bellaarouch,MAR,GK,Strasbourg,21,2002,15.0,26,3,0,1,1,19.8,0.25,-5.2,-0.35,56,183,30.6,440,57,36.4,34.4,61,37.7,36.0,203,19,9.4,21,1.4,13.4,Matches,FRA-L1,23-24
380a15e2,2,Dimitry Bertaud,COD,GK,Montpellier,25,1998,4.0,11,0,0,1,0,10.9,0.32,-0.1,-0.02,18,61,29.5,118,26,42.4,38.0,23,47.8,42.5,56,3,5.4,0,0.0,9.6,Matches,FRA-L1,23-24
3d214e5f,3,Marco Bizot,NED,GK,Brest,32,1991,32.0,34,2,0,4,0,36.2,0.27,2.2,0.07,232,482,48.1,908,134,39.3,35.1,188,66.5,47.3,382,18,4.7,41,1.28,15.7,Matches,FRA-L1,23-24
967f34d3,4,Rubén Blanco,ESP,GK,Marseille,28,1995,1.3,2,0,0,0,0,1.3,0.21,-0.7,-0.55,5,12,41.7,41,6,26.8,28.4,10,10.0,27.0,24,4,16.7,1,0.74,10.4,Matches,FRA-L1,23-24
db87a2c4,5,Marcin Bułka,POL,GK,Nice,23,1999,34.0,29,5,0,1,1,30.7,0.22,2.7,0.08,74,189,39.2,1086,158,14.4,23.9,147,22.4,25.5,376,32,8.5,21,0.62,12.2,Matches,FRA-L1,23-24
b3d76d84,6,Lucas Chevalier,FRA,GK,Lille,21,2001,33.0,32,3,0,2,2,35.7,0.26,5.7,0.17,101,344,29.4,1059,121,26.5,29.6,123,51.2,44.5,388,25,6.4,28,0.85,12.7,Matches,FRA-L1,23-24
ca95200f,7,Grégoire Coudert,FRA,GK,Brest,24,1999,2.0,0,0,0,0,0,0.3,0.07,0.3,0.13,12,36,33.3,70,10,41.4,37.2,10,70.0,55.4,24,0,0.0,2,0.99,23.0,Matches,FRA-L1,23-24
477e50ce,8,Rémy Descamps,FRA,GK,Nantes,27,1996,6.0,11,1,0,0,0,12.5,0.35,1.5,0.26,51,125,40.8,141,28,51.1,40.3,71,74.6,49.8,116,8,6.9,0,0.0,7.8,Matches,FRA-L1,23-24
e8c5dd4d,9,Arthur Desmas,FRA,GK,Le Havre,29,1994,33.0,43,1,0,5,2,47.0,0.3,6.0,0.18,155,454,34.1,719,135,46.9,37.1,222,52.7,39.1,470,32,6.8,24,0.73,12.5,Matches,FRA-L1,23-24
f41a69e6,10,Mory Diaw,SEN,GK,Clermont Foot,30,1993,30.0,54,6,0,5,1,57.1,0.28,4.1,0.14,206,558,36.9,1065,129,42.8,36.7,176,58.0,44.5,439,39,8.9,46,1.53,14.4,Matches,FRA-L1,23-24
e11a39aa,11,Guillaume Dietsch,FRA,GK,Metz,22,2001,0.8,1,0,0,0,0,0.8,0.31,-0.2,-0.21,6,16,37.5,19,3,47.4,36.4,7,100.0,63.0,14,1,7.1,0,0.0,3.0,Matches,FRA-L1,23-24
eedea60b,12,Yehvann Diouf,FRA,GK,Reims,23,1999,34.0,47,6,1,4,1,42.7,0.27,-3.3,-0.1,124,353,35.1,1135,179,25.2,30.1,157,42.7,36.9,522,38,7.3,46,1.35,14.2,Matches,FRA-L1,23-24
08f5afaa,13,Gianluigi Donnarumma,ITA,GK,Paris S-G,24,1999,24.1,20,3,0,2,0,30.3,0.25,10.3,0.43,36,94,38.3,641,113,11.4,24.2,131,16.0,23.0,294,15,5.1,23,0.95,13.2,Matches,FRA-L1,23-24
4d3e9033,14,Mathieu Gorgelin,FRA,GK,Le Havre,32,1990,1.0,2,1,0,0,0,2.9,0.39,0.9,0.92,3,9,33.3,17,0,47.1,33.1,2,50.0,32.5,12,0,0.0,1,1.0,14.5,Matches,FRA-L1,23-24
ff74841d,15,Philipp Köhn,SUI,GK,Monaco,25,1998,22.0,32,5,1,6,1,32.0,0.27,1.0,0.05,82,249,32.9,536,91,32.5,32.1,130,57.7,43.5,282,22,7.8,19,0.86,11.3,Matches,FRA-L1,23-24
4e7db402,16,Alban Lafont,FRA,GK,Nantes,24,1999,27.7,43,8,0,2,0,42.4,0.31,-0.6,-0.02,123,388,31.7,839,145,34.2,34.0,166,60.8,46.9,385,33,8.6,33,1.19,13.0,Matches,FRA-L1,23-24
edbe46dc,17,Jean-Louis Leca,FRA,GK,Lens,37,1985,1.0,2,0,0,0,0,1.0,0.49,-1.0,-1.03,1,10,10.0,22,5,31.8,29.0,4,75.0,60.5,8,0,0.0,0,0.0,9.8,Matches,FRA-L1,23-24
2fa2a875,18,Benjamin Lecomte,FRA,GK,Montpellier,32,1991,30.0,37,4,2,3,3,36.8,0.24,2.8,0.09,150,436,34.4,781,137,44.2,36.6,221,41.2,36.4,471,29,6.2,13,0.43,9.5,Matches,FRA-L1,23-24
f00de885,19,Anthony Lopes,POR,GK,Lyon,32,1990,31.0,49,4,1,7,1,43.5,0.25,-4.5,-0.15,132,362,36.5,839,156,34.1,32.4,196,38.8,34.1,438,36,8.2,28,0.9,12.4,Matches,FRA-L1,23-24
20b9f052,20,Pau López,ESP,GK,Marseille,28,1994,32.7,39,3,1,7,1,32.6,0.24,-5.4,-0.17,93,325,28.6,1044,113,24.8,29.4,149,44.3,37.3,406,15,3.7,25,0.77,13.9,Matches,FRA-L1,23-24
20de219a,21,Radosław Majecki,POL,GK,Monaco,23,1999,12.0,10,0,0,0,1,14.7,0.29,5.7,0.47,39,121,32.2,296,68,31.1,32.0,80,36.3,33.4,160,13,8.1,7,0.58,11.0,Matches,FRA-L1,23-24
1d2d5cc8,22,Steve Mandanda,FRA,GK,Rennes,38,1985,34.0,46,3,0,5,3,38.2,0.25,-4.8,-0.14,134,416,32.2,1017,149,29.9,31.5,192,58.3,43.1,451,36,8.0,37,1.09,15.1,Matches,FRA-L1,23-24
c4173f1a,23,Vito Mannone,ITA,GK,Lille,35,1988,1.0,2,0,0,0,0,1.7,0.35,-0.3,-0.26,5,16,31.3,37,1,40.5,35.9,1,100.0,61.0,11,2,18.2,4,3.96,15.0,Matches,FRA-L1,23-24
dc29b608,24,Yvon Mvogo,SUI,GK,Lorient,29,1994,34.0,66,8,1,8,1,63.1,0.27,-1.9,-0.06,139,378,36.8,921,162,29.1,31.4,228,48.2,38.8,591,24,4.1,13,0.38,8.9,Matches,FRA-L1,23-24
ecada4fc,25,Keylor Navas,CRC,GK,Paris S-G,36,1986,4.0,6,1,0,0,0,4.7,0.31,-1.3,-0.33,4,9,44.4,80,12,10.0,23.5,18,5.6,22.2,37,0,0.0,5,1.25,16.3,Matches,FRA-L1,23-24
315fe681,26,Massamba Ndiaye,SEN,GK,Clermont Foot,21,2001,4.0,6,1,0,1,0,7.8,0.29,1.8,0.45,20,55,36.4,148,28,29.7,30.9,24,45.8,35.1,75,7,9.3,3,0.75,10.1,Matches,FRA-L1,23-24
ae7d0ecd,27,Alexandre Oukidja,ALG,GK,Metz,35,1988,33.2,57,6,1,7,0,52.3,0.26,-4.7,-0.14,209,666,31.4,708,125,57.3,42.4,292,89.0,59.0,569,46,8.1,22,0.66,10.3,Matches,FRA-L1,23-24
dab1b8dc,28,Denis Petrić,SRB,GK,Nantes,35,1988,0.3,1,0,0,1,0,0.3,0.28,-0.7,-2.71,1,2,50.0,7,2,28.6,30.7,0,,,4,0,0.0,0,0.0,,Matches,FRA-L1,23-24
6b91b999,29,Guillaume Restes,FRA,GK,Toulouse,18,2005,34.0,46,4,2,6,0,45.3,0.3,-0.7,-0.02,92,285,32.3,702,93,27.4,29.3,193,48.2,38.9,490,7,1.4,16,0.47,10.7,Matches,FRA-L1,23-24
7f41ee30,30,Rémy Riou,FRA,GK,Lyon,35,1987,3.0,6,0,1,0,0,4.7,0.33,-1.3,-0.44,5,24,20.8,81,13,16.0,26.1,23,47.8,39.0,32,3,9.4,3,1.0,13.4,Matches,FRA-L1,23-24
60d90c55,31,Brice Samba,FRA,GK,Lens,29,1994,33.0,35,6,0,6,1,42.3,0.27,8.3,0.25,163,369,44.2,948,143,31.8,31.5,170,40.0,33.5,388,32,8.2,39,1.18,14.8,Matches,FRA-L1,23-24
834b5c4c,32,Matz Sels,BEL,GK,Strasbourg,31,1992,19.0,24,1,0,2,2,20.0,0.31,-2.0,-0.11,88,226,38.9,505,68,37.4,34.5,113,32.7,33.7,257,6,2.3,19,1.0,13.9,Matches,FRA-L1,23-24
30670b0e,33,Arnau Tenas,ESP,GK,Paris S-G,22,2001,5.9,7,0,0,2,0,6.0,0.24,-1.0,-0.17,14,46,30.4,174,19,23.0,29.6,37,16.2,27.1,71,2,2.8,5,0.85,14.8,Matches,FRA-L1,23-24
