id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,league,season
abf0cad0,1,Suleiman Abdullahi,NGA,"FW,MF",Union Berlin,22,1996,1.7,4,2.29,2,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches,GER-BL1,19-20
565bf0da,2,David Abraham,ARG,DF,Eint Frankfurt,33,1986,18.8,13,0.69,12,0,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches,GER-BL1,19-20
1c08a3c8,3,Amir Abrashi,ALB,MF,Freiburg,29,1990,7.4,10,1.35,9,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,GER-BL1,19-20
2b09d998,4,Tyler Adams,USA,"MF,DF",RB Leipzig,20,1999,10.6,19,1.79,14,1,0,2,2,0,2,0.19,1,0,0,0,1,0,Matches,GER-BL1,19-20
22919e97,5,Sargis Adamyan,ARM,"FW,MF",Hoffenheim,26,1993,8.3,21,2.53,18,0,0,1,2,0,5,0.6,4,0,0,0,1,0,Matches,GER-BL1,19-20
89ac64a6,6,Manuel Akanji,SUI,DF,Dortmund,24,1995,25.7,13,0.51,12,1,0,0,0,0,5,0.19,5,0,0,0,0,0,Matches,GER-BL1,19-20
6ec6fde0,7,Kevin Akpoguma,NGA,DF,Hoffenheim,24,1995,12.7,4,0.32,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,GER-BL1,19-20
05439de2,8,David Alaba,AUT,DF,Bayern Munich,27,1992,27.8,46,1.66,40,2,1,3,0,0,3,0.11,2,1,0,0,0,0,Matches,GER-BL1,19-20
834d0be5,9,Lucas Alario,ARG,FW,Leverkusen,26,1992,13.0,27,2.07,21,0,0,6,0,0,2,0.15,1,0,0,1,0,0,Matches,GER-BL1,19-20
a7a9d95a,10,Paco Alcácer,ESP,FW,Dortmund,25,1993,5.9,12,2.04,8,1,1,0,2,0,2,0.34,1,1,0,0,0,0,Matches,GER-BL1,19-20
77e84962,11,Thiago Alcántara,ESP,MF,Bayern Munich,28,1991,19.7,60,3.05,49,3,3,4,0,1,10,0.51,8,0,2,0,0,0,Matches,GER-BL1,19-20
