id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,league,season
2f798b41,1,Aymen Abdennour,TUN,DF,Marseille,27,1989,5.5,7,3,5,2,0,4,7,57.1,3,5,5,0,4,11,20,0,Matches,FRA-L1,17-18
a4c3f7af,2,Mehdi Abeid,ALG,MF,Dijon,24,1992,13.1,23,15,8,14,1,8,32,25.0,24,11,6,5,18,41,25,2,Matches,FRA-L1,17-18
16714a62,3,Khaled Adénon,BEN,DF,Amiens,32,1985,32.5,38,24,26,12,0,15,32,46.9,17,42,26,16,65,103,221,1,Matches,FRA-L1,17-18
26777636,4,Yacine Adli,FRA,FW,Paris S-G,17,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,FRA-L1,17-18
3dd738a1,5,Ruben Aguilar,FRA,DF,Montpellier,24,1993,27.3,91,50,37,41,13,36,71,50.7,35,25,3,22,37,128,90,0,Matches,FRA-L1,17-18
48b28bfd,6,Jean-Eudes Aholou,CIV,MF,Strasbourg,23,1994,33.4,70,34,32,37,1,17,55,30.9,38,29,7,22,75,145,58,1,Matches,FRA-L1,17-18
c46fa34c,7,Youssef Aït Bennasser,MAR,MF,Caen,21,1996,22.7,47,28,17,27,3,15,64,23.4,49,35,2,33,32,79,30,0,Matches,FRA-L1,17-18
9b8970ce,8,David Alcibiade,FRA,DF,Nantes,25,1991,2.3,9,5,5,3,1,2,4,50.0,2,5,3,2,7,16,8,0,Matches,FRA-L1,17-18
b18a3023,9,Júnior Alonso,PAR,DF,Lille,24,1993,30.9,58,31,36,22,0,28,50,56.0,22,26,16,10,56,114,153,1,Matches,FRA-L1,17-18
c9e99e49,10,Dani Alves,BRA,DF,Paris S-G,34,1983,22.9,80,57,45,27,8,33,58,56.9,25,24,3,21,28,108,21,0,Matches,FRA-L1,17-18
9260926b,11,Ibrahim Amadou,FRA,"MF,DF",Lille,24,1993,26.7,43,29,24,19,0,14,27,51.9,13,30,13,17,41,84,70,3,Matches,FRA-L1,17-18
