id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,league,season
7a2e46a8,1,Alisson,BRA,GK,Liverpool,30,1992,28,28,2520,28.0,30,1.07,109,80,73.4,16,8,4,8,28.6,1,1,0,0,0.0,Matches,ENG-EPL,23-24
2f965a72,2,Alphonse Areola,FRA,GK,West Ham,30,1993,31,31,2699,30.0,53,1.77,188,136,74.5,11,9,11,4,12.9,7,5,2,0,28.6,Matches,ENG-EPL,23-24
68db6358,3,Daniel Bentley,ENG,GK,Wolves,30,1993,5,3,383,4.3,7,1.64,15,8,53.3,1,0,2,1,33.3,0,0,0,0,,Matches,ENG-EPL,23-24
3a949a25,4,Martin Dúbravka,SVK,GK,Newcastle Utd,34,1989,23,22,1985,22.1,42,1.9,130,87,70.8,9,4,9,5,22.7,5,4,1,0,20.0,Matches,ENG-EPL,23-24
3bb7b8b4,5,Ederson,BRA,GK,Manchester City,29,1993,33,33,2785,30.9,27,0.87,82,56,70.7,24,6,3,10,30.3,3,3,0,0,0.0,Matches,ENG-EPL,23-24
9328b835,6,Łukasz Fabiański,POL,GK,West Ham,38,1985,10,7,721,8.0,21,2.62,53,33,66.0,3,1,3,1,14.3,3,3,0,0,0.0,Matches,ENG-EPL,23-24
a92ab7be,7,Mark Flekken,NED,GK,Brentford,30,1993,37,37,3285,36.5,63,1.73,176,113,65.3,10,9,18,7,18.9,2,2,0,0,0.0,Matches,ENG-EPL,23-24
96cf7b61,8,Wes Foderingham,ENG,GK,Sheffield Utd,32,1991,30,29,2649,29.4,79,2.68,204,130,63.7,3,4,22,1,3.4,6,5,0,1,0.0,Matches,ENG-EPL,23-24
3f034750,9,Ivo Grbić,CRO,GK,Sheffield Utd,27,1996,9,9,771,8.6,25,2.92,59,36,57.6,0,3,6,0,0.0,1,0,0,1,,Matches,ENG-EPL,23-24
e5a76dfe,10,Dean Henderson,ENG,GK,Crystal Palace,26,1997,18,18,1620,18.0,30,1.67,86,57,66.3,8,4,6,4,22.2,1,1,0,0,0.0,Matches,ENG-EPL,23-24
9e5708be,11,Sam Johnstone,ENG,GK,Crystal Palace,30,1993,20,20,1796,20.0,27,1.35,67,41,62.7,5,6,9,6,30.0,2,2,0,0,0.0,Matches,ENG-EPL,23-24
1caa93a5,12,Thomas Kaminski,BEL,GK,Luton Town,30,1992,38,38,3405,37.8,85,2.25,221,140,63.3,6,8,24,2,5.3,4,4,0,0,0.0,Matches,ENG-EPL,23-24
32e7ce92,13,Loris Karius,GER,GK,Newcastle Utd,30,1993,1,1,90,1.0,4,4.0,7,4,42.9,0,0,1,0,0.0,0,0,0,0,,Matches,ENG-EPL,23-24
62d7ef38,14,Caoimhín Kelleher,IRL,GK,Liverpool,24,1998,10,10,900,10.0,11,1.1,38,28,71.1,8,2,0,2,20.0,0,0,0,0,,Matches,ENG-EPL,23-24
2628fd2b,15,Bernd Leno,GER,GK,Fulham,31,1992,38,38,3420,38.0,61,1.61,190,133,72.1,13,8,17,10,26.3,8,8,0,0,0.0,Matches,ENG-EPL,23-24
7956236f,16,Emiliano Martínez,ARG,GK,Aston Villa,30,1992,34,34,3015,33.5,48,1.43,139,95,66.2,19,8,7,8,23.5,1,1,0,0,0.0,Matches,ENG-EPL,23-24
27f4f772,17,Remi Matthews,ENG,GK,Crystal Palace,29,1994,1,0,4,0.0,1,22.5,1,0,0.0,0,0,0,0,,0,0,0,0,,Matches,ENG-EPL,23-24
99aa1a84,18,Arijanet Muric,KVX,GK,Burnley,24,1998,10,10,900,10.0,16,1.6,78,62,80.8,2,4,4,0,0.0,2,1,1,0,50.0,Matches,ENG-EPL,23-24
a9dc785c,19,Neto,BRA,GK,Bournemouth,34,1989,32,32,2880,32.0,55,1.72,165,110,69.7,10,9,13,7,21.9,6,5,1,0,16.7,Matches,ENG-EPL,23-24
e7ee38c3,20,Robin Olsen,SWE,GK,Aston Villa,33,1990,5,4,405,4.5,13,2.89,34,20,61.8,1,0,3,0,0.0,1,0,1,0,100.0,Matches,ENG-EPL,23-24
e9c0c1b2,21,André Onana,CMR,GK,Manchester Utd,27,1996,38,38,3420,38.0,58,1.53,203,146,74.9,18,6,14,9,23.7,7,7,0,0,0.0,Matches,ENG-EPL,23-24
c1242d4e,22,Stefan Ortega,GER,GK,Manchester City,30,1992,9,5,635,7.1,7,0.99,27,20,74.1,4,1,0,3,60.0,0,0,0,0,,Matches,ENG-EPL,23-24
0cf321c8,23,Đorđe Petrović,SRB,GK,Chelsea,23,1999,23,22,1987,22.1,38,1.72,108,73,65.7,13,5,4,5,22.7,2,1,0,1,0.0,Matches,ENG-EPL,23-24
4806ec67,24,Jordan Pickford,ENG,GK,Everton,29,1994,38,38,3420,38.0,51,1.34,165,117,73.9,13,9,16,13,34.2,8,8,0,0,0.0,Matches,ENG-EPL,23-24
4b40d9ca,25,Nick Pope,ENG,GK,Newcastle Utd,31,1992,15,15,1345,14.9,16,1.07,58,42,72.4,9,2,4,5,33.3,0,0,0,0,,Matches,ENG-EPL,23-24
67f649be,26,Ionuț Radu,ROU,GK,Bournemouth,26,1997,2,2,180,2.0,7,3.5,11,4,36.4,1,0,1,0,0.0,0,0,0,0,,Matches,ENG-EPL,23-24
466fb2c5,27,Aaron Ramsdale,ENG,GK,Arsenal,25,1998,6,6,540,6.0,5,0.83,14,9,64.3,5,1,0,2,33.3,0,0,0,0,,Matches,ENG-EPL,23-24
98ea5115,28,David Raya,ESP,GK,Arsenal,27,1995,32,32,2880,32.0,24,0.75,69,45,68.1,23,4,5,16,50.0,3,2,1,0,33.3,Matches,ENG-EPL,23-24
903b6e8b,29,José Sá,POR,GK,Wolves,30,1993,35,35,3037,33.7,58,1.72,188,131,73.4,12,7,16,4,11.4,8,8,0,0,0.0,Matches,ENG-EPL,23-24
6a713852,30,Robert Sánchez,ESP,GK,Chelsea,25,1997,16,16,1433,15.9,25,1.57,78,52,70.5,5,4,7,3,18.8,3,2,1,0,33.3,Matches,ENG-EPL,23-24
834b5c4c,31,Matz Sels,BEL,GK,Nott'ham Forest,31,1992,16,16,1440,16.0,27,1.69,61,36,57.4,4,4,8,1,6.3,1,1,0,0,0.0,Matches,ENG-EPL,23-24
ee7c0a5e,32,James Shea,ENG,GK,Luton Town,32,1991,1,0,15,0.2,0,0.0,2,2,100.0,0,0,0,0,,0,0,0,0,,Matches,ENG-EPL,23-24
28300a16,33,Jason Steele,ENG,GK,Brighton,32,1990,17,17,1530,17.0,34,2.0,74,42,58.1,5,4,8,2,11.8,3,3,0,0,0.0,Matches,ENG-EPL,23-24
339fe0e8,34,Thomas Strakosha,ALB,GK,Brentford,28,1995,2,1,135,1.5,2,1.33,8,6,75.0,0,0,1,0,0.0,0,0,0,0,,Matches,ENG-EPL,23-24
259fea27,35,James Trafford,ENG,GK,Burnley,20,2002,28,28,2520,28.0,62,2.21,166,106,65.7,3,5,20,2,7.1,5,5,0,0,0.0,Matches,ENG-EPL,23-24
fe558029,36,Mark Travers,IRL,GK,Bournemouth,24,1999,4,4,360,4.0,5,1.25,18,13,77.8,2,0,2,2,50.0,1,1,0,0,0.0,Matches,ENG-EPL,23-24
4a51ba65,37,Matt Turner,USA,GK,Nott'ham Forest,29,1994,17,17,1530,17.0,28,1.65,80,52,67.5,4,5,8,2,11.8,2,2,0,0,0.0,Matches,ENG-EPL,23-24
cf134113,38,Bart Verbruggen,NED,GK,Brighton,20,2002,21,21,1890,21.0,28,1.33,91,63,72.5,7,8,6,4,19.0,3,3,0,0,0.0,Matches,ENG-EPL,23-24
77d6fd4d,39,Guglielmo Vicario,ITA,GK,Tottenham,26,1996,38,38,3420,38.0,61,1.61,167,109,67.7,20,6,12,7,18.4,7,7,0,0,0.0,Matches,ENG-EPL,23-24
03df04ff,40,Odisseas Vlachodimos,GRE,GK,Nott'ham Forest,29,1994,5,5,450,5.0,12,2.4,22,10,50.0,1,0,4,1,20.0,1,1,0,0,0.0,Matches,ENG-EPL,23-24
