id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,league,season
5f09991f,1,Patrick van Aanholt,NED,DF,Crystal Palace,28,1990,27.9,64,2.3,34,23,4,2,1,0,5,0.18,3,1,1,0,0,0,Matches,ENG-EPL,19-20
774cf58b,2,Max Aarons,ENG,DF,Norwich City,19,2000,36.0,64,1.78,47,2,6,3,4,2,3,0.08,2,0,0,0,1,0,Matches,ENG-EPL,19-20
f586779e,3,Tammy Abraham,ENG,FW,Chelsea,21,1997,24.6,57,2.32,37,0,5,10,2,3,9,0.37,4,0,2,2,1,0,Matches,ENG-EPL,19-20
f2bf1b0f,4,Che Adams,SCO,FW,Southampton,23,1996,12.3,29,2.35,18,0,4,3,3,1,6,0.49,3,0,1,0,2,0,Matches,ENG-EPL,19-20
f76e6b4e,5,Adrián,ESP,GK,Liverpool,32,1987,9.7,2,0.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ENG-EPL,19-20
4d034881,6,Sergio Agüero,ARG,FW,Manchester City,31,1988,16.1,57,3.53,31,0,9,12,5,0,7,0.43,3,0,1,2,1,0,Matches,ENG-EPL,19-20
2b1c4abd,7,Albian Ajeti,SUI,FW,West Ham,22,1997,1.5,2,1.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ENG-EPL,19-20
eaeca114,8,Nathan Aké,NED,DF,Bournemouth,24,1995,27.8,14,0.5,8,0,1,4,1,0,1,0.04,0,0,0,1,0,0,Matches,ENG-EPL,19-20
b827d5b3,9,Marc Albrighton,ENG,"MF,DF",Leicester City,29,1989,9.6,27,2.8,23,2,1,1,0,0,5,0.52,5,0,0,0,0,0,Matches,ENG-EPL,19-20
f7d50789,10,Toby Alderweireld,BEL,DF,Tottenham,30,1989,32.9,27,0.82,25,0,0,1,0,1,4,0.12,4,0,0,0,0,0,Matches,ENG-EPL,19-20
cd1acf9d,11,Trent Alexander-Arnold,ENG,DF,Liverpool,20,1998,35.3,155,4.39,93,51,3,6,1,1,24,0.68,15,7,0,2,0,0,Matches,ENG-EPL,19-20
7a2e46a8,12,Alisson,BRA,GK,Liverpool,26,1992,28.3,5,0.18,5,0,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches,ENG-EPL,19-20
cea4ee8f,13,Dele Alli,ENG,"MF,FW",Tottenham,23,1996,20.5,58,2.82,42,1,7,3,3,2,11,0.54,5,0,4,2,0,0,Matches,ENG-EPL,19-20
862a1c15,14,Miguel Almirón,PAR,"MF,FW",Newcastle Utd,25,1994,33.6,83,2.47,56,0,10,6,7,4,3,0.09,2,0,0,0,1,0,Matches,ENG-EPL,19-20
f4290206,15,Marcos Alonso,ESP,DF,Chelsea,28,1990,15.9,49,3.08,37,5,1,3,3,0,6,0.38,4,0,0,0,2,0,Matches,ENG-EPL,19-20
ad1f61f3,16,Steven Alzate,COL,"MF,DF",Brighton,20,1998,13.2,38,2.88,29,0,6,2,1,0,2,0.15,1,0,0,0,1,0,Matches,ENG-EPL,19-20
9260926b,17,Ibrahim Amadou,FRA,"DF,MF",Norwich City,26,1993,8.4,2,0.24,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ENG-EPL,19-20
9f1893b9,18,Felipe Anderson,BRA,"MF,FW",West Ham,26,1993,16.6,67,4.03,50,2,5,5,4,1,11,0.66,9,0,2,0,0,0,Matches,ENG-EPL,19-20
dc008610,19,Florin Andone,ROU,FW,Brighton,26,1993,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ENG-EPL,19-20
30941e96,20,Angeliño,ESP,DF,Manchester City,22,1997,4.7,15,3.19,15,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ENG-EPL,19-20
b105919e,21,Faustino Anjorin,ENG,FW,Chelsea,17,2001,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ENG-EPL,19-20
ac05f970,22,Michail Antonio,JAM,FW,West Ham,29,1990,19.6,71,3.61,35,1,15,11,7,2,9,0.46,4,0,1,3,1,0,Matches,ENG-EPL,19-20
97333cf5,23,Stuart Armstrong,SCO,MF,Southampton,27,1992,19.1,60,3.15,43,0,6,5,5,1,8,0.42,4,0,1,2,0,1,Matches,ENG-EPL,19-20
28d596a0,24,Kepa Arrizabalaga,ESP,GK,Chelsea,24,1994,33.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ENG-EPL,19-20
8816329f,25,Christian Atsu,GHA,"MF,FW",Newcastle Utd,27,1992,8.3,25,3.0,19,3,2,0,1,0,4,0.48,3,1,0,0,0,0,Matches,ENG-EPL,19-20
d5dd5f1f,26,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,30,1989,34.8,69,1.98,48,0,6,7,6,2,12,0.34,8,0,0,2,1,1,Matches,ENG-EPL,19-20
5c2b4f07,27,Serge Aurier,CIV,DF,Tottenham,26,1992,30.0,50,1.67,44,2,2,0,1,1,6,0.2,6,0,0,0,0,0,Matches,ENG-EPL,19-20
da052c14,28,Jordan Ayew,GHA,FW,Crystal Palace,27,1991,35.0,81,2.32,48,0,13,4,13,3,8,0.23,3,0,2,2,1,0,Matches,ENG-EPL,19-20
53cad200,29,César Azpilicueta,ESP,DF,Chelsea,29,1989,35.9,87,2.42,78,2,2,3,1,1,7,0.2,5,1,0,1,0,0,Matches,ENG-EPL,19-20
a1232f4e,30,Eric Bailly,CIV,DF,Manchester Utd,25,1994,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ENG-EPL,19-20
b18095b6,31,Leighton Baines,ENG,DF,Everton,34,1984,4.5,15,3.34,9,5,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,ENG-EPL,19-20
3626f7d9,32,Fabián Balbuena,PAR,DF,West Ham,27,1991,13.1,8,0.61,5,0,1,2,0,0,0,0.0,0,0,0,0,0,0,Matches,ENG-EPL,19-20
394854c4,33,George Baldock,GRE,DF,Sheffield Utd,26,1993,38.0,71,1.87,54,5,6,0,6,0,6,0.16,4,0,1,0,1,0,Matches,ENG-EPL,19-20
1ae30132,34,Phil Bardsley,SCO,DF,Burnley,34,1985,21.0,22,1.05,14,4,0,1,0,3,2,0.1,0,1,0,0,0,1,Matches,ENG-EPL,19-20
