id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
5f09991f,1,Patrick van Aanholt,NED,DF,PSV Eindhoven,31,1990,2,134,67,18.6,1.5,2,67,0,0,,0,1.5,0,3,-3,-2.01,-4.01,1.1,1.2,-0.1,-0.07,-0.21,Matches,UEL,22-23
8c6239f2,2,Myenty Abena,SUR,DF,Ferencváros,27,1994,2,180,90,25.0,2.0,2,90,2,0,,0,0.0,0,4,-4,-2.0,-1.83,1.5,3.4,-1.9,-0.93,-0.47,Matches,UEL,22-23
0e46fa2f,3,Matthis Abline,FRA,FW,Rennes,19,2003,4,141,35,18.8,1.6,2,56,0,2,15,2,2.0,3,2,1,0.64,0.34,2.1,2.2,-0.1,-0.08,-0.72,Matches,UEL,22-23
7f9c5d2d,4,Abner,BRA,DF,Betis,22,2000,2,115,58,16.0,1.3,2,58,1,0,,0,0.0,1,4,-3,-2.35,-3.39,0.7,3.2,-2.6,-2.01,-2.29,Matches,UEL,22-23
8bc373ea,5,Pape Abou Cissé,SEN,DF,Olympiacos,26,1995,4,293,73,54.3,3.3,3,87,2,1,31,1,0.5,1,9,-8,-2.46,-2.09,1.8,5.8,-4.0,-1.24,-1.33,Matches,UEL,22-23
f586779e,6,Tammy Abraham,ENG,FW,Roma,24,1997,14,868,62,61.6,9.6,10,79,5,4,21,0,1.79,13,7,6,0.62,-0.04,17.5,6.8,10.7,1.15,0.38,Matches,UEL,22-23
47aaf574,7,Malik Abubakari,GHA,FW,HJK,22,2000,6,440,73,81.5,4.9,5,79,2,1,45,0,1.1,2,11,-9,-1.84,-0.04,3.3,9.5,-6.2,-1.27,1.18,Matches,UEL,22-23
1e93fc5d,8,Mohamed Achi,FRA,MF,Nantes,20,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,UEL,22-23
81442ecb,9,Marcos Acuña,ARG,DF,Sevilla,30,1991,8,712,89,81.8,7.9,8,89,4,0,,0,1.75,13,7,6,0.76,0.76,7.8,11.1,-3.3,-0.42,0.59,Matches,UEL,22-23
82e12fe7,10,Junior Adamu,AUT,FW,RB Salzburg,21,2001,2,104,52,57.8,1.2,1,73,0,1,31,0,1.5,1,2,-1,-0.87,-0.87,1.5,2.8,-1.3,-1.1,-0.79,Matches,UEL,22-23
