id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,league,season
b3de00a7,1,Stanislav Agkatsev,RUS,GK,Krasnodar,18,2002,1.0,1,0,0,0,0,1.3,0.26,0.3,0.29,2,5,40.0,19,6,5.3,19.7,6,66.7,42.2,14,0,0.0,2,2.0,14.7,Matches,UEL,20-21
42ec696a,2,Igor Akinfeev,RUS,GK,CSKA Moscow,34,1986,6.0,8,1,0,1,0,9.4,0.34,1.4,0.23,20,74,27.0,100,20,46.0,39.8,47,59.6,45.2,76,2,2.6,3,0.5,13.3,Matches,UEL,20-21
8fa8f8d2,3,Rúnar Alex Rúnarsson,ISL,GK,Arsenal,25,1995,4.0,3,0,0,0,0,2.5,0.36,-0.5,-0.11,6,20,30.0,111,15,9.9,26.2,18,50.0,37.6,33,2,6.1,7,1.75,20.4,Matches,UEL,20-21
011d8c56,4,Miguel Ángel Moyá,ESP,GK,Real Sociedad,36,1984,1.0,0,0,0,0,0,0.1,0.12,0.1,0.12,3,7,42.9,32,2,12.5,22.5,3,100.0,55.0,4,1,25.0,1,1.0,9.2,Matches,UEL,20-21
9f0ea33f,5,Sergio Asenjo,ESP,GK,Villarreal,31,1989,1.0,0,0,0,0,0,0.2,0.08,0.2,0.16,1,5,20.0,40,5,10.0,24.7,2,50.0,37.5,10,0,0.0,2,2.0,21.7,Matches,UEL,20-21
55b93ae0,6,Giorgos Athanasiadis,GRE,GK,AEK Athens,27,1993,1.0,3,1,0,0,0,2.4,0.51,-0.6,-0.61,6,17,35.3,26,6,46.2,38.6,7,71.4,48.9,6,1,16.7,0,0.0,6.5,Matches,UEL,20-21
56901a62,7,Scott Bain,SCO,GK,Celtic,28,1991,3.0,10,0,0,3,0,8.8,0.4,-1.2,-0.4,17,52,32.7,72,13,50.0,38.0,18,88.9,61.6,60,1,1.7,5,1.67,22.3,Matches,UEL,20-21
60a6fe9c,8,Cristian Bălgrădean,ROU,GK,CFR Cluj,32,1988,6.0,8,1,0,1,1,6.4,0.27,-0.6,-0.1,40,114,35.1,105,12,68.6,46.9,45,93.3,56.7,125,7,5.6,2,0.33,11.3,Matches,UEL,20-21
f7b10c66,9,David von Ballmoos,SUI,GK,Young Boys,25,1994,8.0,10,0,0,2,0,8.8,0.24,-1.2,-0.15,36,121,29.8,205,46,41.5,35.4,58,62.1,46.3,113,3,2.7,7,0.88,15.4,Matches,UEL,20-21
