id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
c5942695,1,Rolando Aarons,ENG,"MF,FW",Hellas Verona,21,1995,11,517,47,15.1,5.7,6,,1,5,,4,0.55,2,12,-10,-1.74,-0.56,2.7,10.0,-7.3,-1.26,-0.34,Matches,ITA-SERIA_A,17-18
1c529186,2,Ignazio Abate,ITA,DF,Milan,30,1986,17,1057,62,30.9,11.7,11,,7,6,,15,1.71,17,10,7,0.6,0.33,13.8,11.4,2.5,0.21,-0.24,Matches,ITA-SERIA_A,17-18
d24769d8,3,Nura Abdullahi,NGA,DF,Roma,19,1997,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,ITA-SERIA_A,17-18
b96b595c,4,Francesco Acerbi,ITA,DF,Sassuolo,29,1988,38,3420,90,100.0,38.0,38,,38,0,,0,1.13,29,59,-30,-0.79,,46.3,48.9,-2.6,-0.07,,Matches,ITA-SERIA_A,17-18
d7403bd5,5,Afriyie Acquah,GHA,MF,Torino,25,1992,22,951,43,27.8,10.6,9,,3,13,,11,1.64,13,17,-4,-0.38,-0.82,9.8,15.4,-5.6,-0.53,-0.7,Matches,ITA-SERIA_A,17-18
ce5b170a,6,Claud Adjapong,ITA,"DF,FW",Sassuolo,19,1998,16,1220,76,35.7,13.6,14,,12,2,,8,1.31,13,22,-9,-0.66,0.2,15.9,16.7,-0.8,-0.06,0.02,Matches,ITA-SERIA_A,17-18
06050480,7,Ali Adnan Kadhim,IRQ,"DF,FW",Udinese,23,1993,23,1674,73,48.9,18.6,18,,14,5,,7,1.17,28,29,-1,-0.05,0.67,21.3,24.0,-2.6,-0.14,0.04,Matches,ITA-SERIA_A,17-18
f9714604,8,Arlind Ajeti,ALB,DF,Crotone,23,1993,21,1271,61,37.2,14.1,15,,11,6,,15,0.95,12,28,-16,-1.13,-0.71,12.6,27.4,-14.8,-1.05,-0.67,Matches,ITA-SERIA_A,17-18
5294a83f,9,Luis Alberto,ESP,"FW,MF",Lazio,24,1992,34,2669,79,78.0,29.7,32,,19,2,,1,1.91,73,41,32,1.08,0.12,51.3,32.6,18.7,0.63,0.49,Matches,ITA-SERIA_A,17-18
4bd414c1,10,Raúl Albiol,ESP,DF,Napoli,31,1985,31,2742,88,80.2,30.5,30,,29,1,,5,2.26,58,21,37,1.21,-0.25,52.8,21.4,31.4,1.03,-0.11,Matches,ITA-SERIA_A,17-18
7a2e46a8,11,Alisson,BRA,GK,Roma,24,1992,37,3330,90,97.4,37.0,37,,37,0,,0,2.0,60,28,32,0.86,-0.14,62.2,36.1,26.2,0.71,0.7,Matches,ITA-SERIA_A,17-18
cc700722,12,Allan,BRA,MF,Napoli,26,1991,38,2850,75,83.3,31.7,32,,19,6,,0,2.39,62,21,41,1.29,0.19,57.8,21.9,35.9,1.13,0.48,Matches,ITA-SERIA_A,17-18
92a5ac34,13,Ricky Álvarez,ARG,MF,Sampdoria,29,1988,12,267,22,7.8,3.0,2,,0,10,,21,1.83,5,5,0,0.0,0.11,4.1,4.3,-0.2,-0.06,0.13,Matches,ITA-SERIA_A,17-18
e34fc66d,14,Joachim Andersen,DEN,DF,Sampdoria,21,1996,7,546,78,16.0,6.1,6,,6,1,,25,1.29,7,13,-6,-0.99,-1.05,6.5,9.0,-2.5,-0.41,-0.27,Matches,ITA-SERIA_A,17-18
9f1893b9,15,Felipe Anderson,BRA,"FW,MF",Lazio,24,1993,21,1162,55,34.0,12.9,9,,6,12,,2,1.62,33,16,17,1.32,0.4,20.3,15.5,4.8,0.37,-0.23,Matches,ITA-SERIA_A,17-18
326d09ef,16,Nícolas Andrade,BRA,GK,Hellas Verona,29,1988,36,3240,90,94.7,36.0,36,,35,0,,1,0.69,29,71,-42,-1.17,1.83,32.4,65.9,-33.5,-0.93,0.88,Matches,ITA-SERIA_A,17-18
