id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,league,season
7310786d,1,Keyliane Abdallah,FRA,FW,Marseille,17,2006,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,23-24
32c2d95f,2,Yunis Abdelhamid,MAR,DF,Reims,35,1987,30.9,24,0.78,19,1,0,3,1,0,1,0.03,0,0,0,1,0,0,Matches,FRA-L1,23-24
82464ce3,3,Salis Abdul Samed,GHA,MF,Lens,23,2000,16.9,27,1.6,27,0,0,0,0,0,3,0.18,3,0,0,0,0,0,Matches,FRA-L1,23-24
31626657,4,Laurent Abergel,FRA,MF,Lorient,30,1993,31.8,81,2.55,67,3,2,1,2,6,5,0.16,3,0,1,0,0,1,Matches,FRA-L1,23-24
0e46fa2f,5,Matthis Abline,FRA,FW,Nantes,20,2003,11.6,38,3.28,30,0,5,2,1,0,2,0.17,0,0,1,0,1,0,Matches,FRA-L1,23-24
c2a6033c,6,Zakaria Aboukhlal,MAR,"MF,FW",Toulouse,23,2000,8.4,20,2.39,10,0,2,3,3,2,2,0.24,0,0,0,1,1,0,Matches,FRA-L1,23-24
77816c91,7,Bénie Adama Traore,CIV,"FW,MF",Nantes,20,2002,5.6,15,2.68,13,1,0,1,0,0,1,0.18,1,0,0,0,0,0,Matches,FRA-L1,23-24
2ccd39ed,8,Akor Adams,NGA,FW,Montpellier,23,2000,25.0,43,1.72,29,0,5,8,1,0,3,0.12,0,0,2,1,0,0,Matches,FRA-L1,23-24
c55de1f5,9,Nathaniel Adjei,GHA,DF,Lorient,20,2002,13.8,11,0.8,8,0,0,0,1,2,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,23-24
e980e78d,10,Adryelson,BRA,"DF,FW",Lyon,25,1998,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,23-24
eda38706,11,Adson,BRA,"MF,FW",Nantes,22,2000,2.6,9,3.4,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,23-24
75f1ed80,12,Emmanuel Agbadou,CIV,DF,Reims,26,1997,28.8,47,1.63,43,0,0,4,0,0,1,0.03,1,0,0,0,0,0,Matches,FRA-L1,23-24
3dd738a1,13,Ruben Aguilar,FRA,DF,Lens,30,1993,21.4,47,2.2,43,1,1,2,0,0,5,0.23,5,0,0,0,0,0,Matches,FRA-L1,23-24
9c4f39b3,14,Tosin Aiyegun,BEN,"MF,FW",Lorient,25,1998,10.0,13,1.3,12,0,0,0,1,0,1,0.1,0,0,0,0,1,0,Matches,FRA-L1,23-24
06efa9dc,15,Sergio Akieme,ESP,DF,Reims,25,1997,9.1,19,2.09,12,1,3,2,0,1,1,0.11,0,0,0,1,0,0,Matches,FRA-L1,23-24
b625b241,16,Maghnes Akliouche,FRA,"MF,FW",Monaco,21,2002,17.9,88,4.91,59,11,6,3,4,5,9,0.5,7,0,0,0,0,2,Matches,FRA-L1,23-24
