id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,league,season
47064058,1,Oliver Baumann,GER,GK,Hoffenheim,32,1990,34.0,57,2,1,11,1,50.4,0.31,-5.6,-0.16,206,525,39.2,1164,168,35.3,33.6,249,45.8,39.3,529,43,8.1,43,1.26,13.4,Matches,GER-BL1,22-23
663e080e,2,Janis Blaswich,GER,GK,RB Leipzig,31,1991,26.0,29,6,0,2,0,26.9,0.27,-2.1,-0.08,59,189,31.2,985,126,14.9,25.3,156,26.9,30.0,288,20,6.9,39,1.5,17.0,Matches,GER-BL1,22-23
d28339cb,3,Fabian Bredlow,GER,GK,Stuttgart,27,1995,15.0,23,5,0,3,1,20.1,0.26,-1.9,-0.13,55,129,42.6,503,86,20.3,27.6,91,29.7,33.5,203,12,5.9,15,1.0,15.2,Matches,GER-BL1,22-23
db401046,4,Koen Casteels,BEL,GK,Wolfsburg,30,1992,34.0,48,4,0,5,3,43.9,0.27,-1.1,-0.03,257,588,43.7,1326,183,33.3,33.7,258,57.0,47.5,489,29,5.9,51,1.5,16.5,Matches,GER-BL1,22-23
af104654,5,Oliver Christensen,DEN,GK,Hertha BSC,23,1999,33.0,68,5,4,8,0,57.9,0.33,-10.1,-0.31,204,586,34.8,977,166,42.5,35.9,235,72.8,54.3,486,33,6.8,70,2.12,18.8,Matches,GER-BL1,22-23
dee3013b,6,Finn Dahmen,GER,GK,Mainz 05,24,1998,8.0,16,1,0,3,0,13.5,0.25,-2.5,-0.32,48,139,34.5,226,38,42.9,36.6,54,77.8,54.5,158,17,10.8,8,1.0,13.8,Matches,GER-BL1,22-23
3f6c3ae0,7,Tjark Ernst,GER,GK,Hertha BSC,19,2003,1.0,1,0,0,0,0,2.5,0.36,1.5,1.52,5,13,38.5,22,6,27.3,31.2,13,53.8,43.1,18,0,0.0,0,0.0,3.5,Matches,GER-BL1,22-23
1e43fad8,8,Ralf Fährmann,GER,GK,Schalke 04,33,1988,11.4,13,1,0,1,1,12.4,0.21,0.4,0.04,99,217,45.6,358,50,45.0,36.8,83,67.5,48.9,162,11,6.8,9,0.79,11.6,Matches,GER-BL1,22-23
a92ab7be,9,Mark Flekken,NED,GK,Freiburg,29,1993,34.0,44,5,0,4,0,46.4,0.28,2.4,0.07,271,665,40.8,1231,121,40.2,37.6,231,73.6,58.0,434,32,7.4,43,1.26,15.0,Matches,GER-BL1,22-23
17376543,10,Rafał Gikiewicz,POL,GK,Augsburg,34,1987,23.0,41,1,1,4,0,41.3,0.28,0.3,0.01,185,452,40.9,916,127,33.3,33.0,234,62.8,48.9,363,21,5.8,45,1.96,16.7,Matches,GER-BL1,22-23
37998008,11,Lennart Grill,GER,GK,Union Berlin,23,1999,5.0,11,2,0,1,0,9.0,0.28,-2.0,-0.41,48,108,44.4,197,28,48.2,37.1,17,76.5,55.2,47,8,17.0,7,1.4,15.1,Matches,GER-BL1,22-23
bcb2ccd8,12,Péter Gulácsi,HUN,GK,RB Leipzig,32,1990,6.0,10,1,0,2,1,10.1,0.37,1.1,0.19,11,37,29.7,179,37,15.6,26.4,36,25.0,29.6,61,3,4.9,10,1.67,19.4,Matches,GER-BL1,22-23
ad3389d5,13,Lukáš Hrádecký,FIN,GK,Leverkusen,32,1989,33.0,47,7,1,5,2,41.3,0.25,-3.7,-0.11,117,373,31.4,899,148,31.3,32.0,202,45.5,38.7,404,27,6.7,26,0.79,14.1,Matches,GER-BL1,22-23
cd59b9df,14,Gregor Kobel,SUI,GK,Dortmund,24,1997,27.0,32,1,0,5,1,33.8,0.29,2.8,0.1,100,252,39.7,855,122,20.9,28.9,192,38.0,36.5,295,15,5.1,37,1.37,17.1,Matches,GER-BL1,22-23
dc366c36,15,Tomáš Koubek,CZE,GK,Augsburg,29,1992,11.0,22,0,1,0,2,22.0,0.36,2.0,0.19,77,225,34.2,414,48,37.9,36.5,96,70.8,52.5,176,10,5.7,22,2.0,16.8,Matches,GER-BL1,22-23
8a6ab963,16,Andrey Lunyov,RUS,GK,Leverkusen,30,1991,1.0,2,0,0,0,0,1.4,0.35,-0.6,-0.61,4,10,40.0,41,7,24.4,30.3,3,0.0,15.3,6,1,16.7,1,1.0,13.0,Matches,GER-BL1,22-23
b56dd813,17,Alexander Meyer,GER,GK,Dortmund,31,1991,7.0,12,0,0,2,0,7.9,0.25,-4.1,-0.58,24,60,40.0,278,35,16.2,27.3,44,34.1,35.0,91,8,8.8,18,2.57,19.8,Matches,GER-BL1,22-23
cbac6ec9,18,Florian Müller,GER,GK,Stuttgart,24,1997,19.0,34,1,2,3,0,27.2,0.3,-6.8,-0.36,98,212,46.2,599,98,26.9,29.2,133,38.3,36.6,260,6,2.3,28,1.47,18.9,Matches,GER-BL1,22-23
8778c910,19,Manuel Neuer,GER,GK,Bayern Munich,36,1986,12.0,11,2,0,0,0,14.7,0.29,3.7,0.31,39,79,49.4,435,81,16.6,26.8,69,10.1,23.8,103,4,3.9,23,1.92,19.5,Matches,GER-BL1,22-23
bdedffac,20,Ørjan Nyland,NOR,GK,RB Leipzig,31,1990,2.0,2,0,0,1,1,1.8,0.36,0.8,0.39,11,33,33.3,83,9,32.5,33.6,15,40.0,36.7,28,0,0.0,0,0.0,12.5,Matches,GER-BL1,22-23
fa4cabd1,21,Jan Olschowsky,GER,GK,Gladbach,20,2001,4.0,11,1,0,1,0,11.4,0.39,0.4,0.09,11,37,29.7,123,25,28.5,30.5,36,5.6,20.9,59,6,10.2,4,1.0,12.9,Matches,GER-BL1,22-23
c631f952,22,Jonas Omlin,SUI,GK,Gladbach,28,1994,14.3,18,2,0,0,0,18.1,0.29,0.1,0.0,57,177,32.2,638,74,22.3,28.7,100,35.0,35.3,220,15,6.8,20,1.4,14.8,Matches,GER-BL1,22-23
0a1cb833,23,Jiří Pavlenka,CZE,GK,Werder Bremen,30,1992,32.3,61,2,0,5,2,51.9,0.29,-7.1,-0.22,198,497,39.8,893,152,40.1,36.3,279,49.8,42.9,481,22,4.6,38,1.18,14.9,Matches,GER-BL1,22-23
