Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2023-08-13,16:30:00,Premier League,Matchweek 1,Sun,Away,D,1,1,Chelsea,1.3,1.4,35,40096,Virgil van Dijk,4-3-3,3-4-3,Anthony Taylor,/en/matches/c18d3207/Chelsea-Liverpool-August-13-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-08-19,15:00:00,Premier League,Matchweek 2,Sat,Home,W,3,1,Bournemouth,3.0,1.3,64,53145,Virgil van Dijk,4-3-3,4-2-3-1,Thomas Bramall,/en/matches/80bebdbb/Liverpool-Bournemouth-August-19-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-08-27,16:30:00,Premier League,Matchweek 3,Sun,Away,W,2,1,Newcastle Utd,0.9,2.0,41,52214,Virgil van Dijk,4-3-3,4-3-3,John Brooks,/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-09-03,14:00:00,Premier League,Matchweek 4,Sun,Home,W,3,0,Aston Villa,2.5,0.7,63,50109,Trent Alexander-Arnold,4-3-3,4-4-2,Simon Hooper,/en/matches/bdbc722e/Liverpool-Aston-Villa-September-3-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-09-16,12:30:00,Premier League,Matchweek 5,Sat,Away,W,3,1,Wolves,2.5,0.6,65,31257,Andrew Robertson,4-3-3,4-2-3-1,Michael Oliver,/en/matches/38daebd2/Wolverhampton-Wanderers-Liverpool-September-16-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-09-21,18:45:00,Europa Lg,Group stage,Thu,Away,W,3,1,LASK,2.2,0.3,66,18091,Virgil van Dijk,4-3-3,3-4-3,Marco Di Bello,/en/matches/1b1f3de6/LASK-Liverpool-September-21-2023-Europa-League,,23-24,Liverpool,822bd0ba
2023-09-24,14:00:00,Premier League,Matchweek 6,Sun,Home,W,3,1,West Ham,3.0,1.1,63,50136,Virgil van Dijk,4-3-3,4-2-3-1,Chris Kavanagh,/en/matches/90adf8b3/Liverpool-West-Ham-United-September-24-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-09-27,19:45:00,EFL Cup,Third round,Wed,Home,W,3,1,Leicester City,,,57,49732,Curtis Jones,4-3-3,4-3-3,Tim Robinson,/en/matches/aa62bf21/Liverpool-Leicester-City-September-27-2023-EFL-Cup,,23-24,Liverpool,822bd0ba
2023-09-30,17:30:00,Premier League,Matchweek 7,Sat,Away,L,1,2,Tottenham,1.3,2.2,36,62001,Virgil van Dijk,4-3-3,4-2-3-1,Simon Hooper,/en/matches/ec4145b4/Tottenham-Hotspur-Liverpool-September-30-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-10-05,20:00:00,Europa Lg,Group stage,Thu,Home,W,2,0,Union SG,2.9,1.1,72,49513,Trent Alexander-Arnold,4-3-3,5-3-2,Morten Krogh,/en/matches/bcfbaac5/Liverpool-Union-SG-October-5-2023-Europa-League,,23-24,Liverpool,822bd0ba
2023-10-08,14:00:00,Premier League,Matchweek 8,Sun,Away,D,2,2,Brighton,2.3,2.3,54,31752,Virgil van Dijk,4-3-3,4-2-3-1,Anthony Taylor,/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-10-21,12:30:00,Premier League,Matchweek 9,Sat,Home,W,2,0,Everton,2.2,0.1,77,50201,Virgil van Dijk,4-3-3,4-4-1-1,Craig Pawson,/en/matches/e747ddb3/Merseyside-Derby-Liverpool-Everton-October-21-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-10-26,20:00:00,Europa Lg,Group stage,Thu,Home,W,5,1,Toulouse,2.9,1.1,62,49338,Trent Alexander-Arnold,4-3-3,5-3-2,Rade Obrenović,/en/matches/85a8a3a3/Liverpool-Toulouse-October-26-2023-Europa-League,,23-24,Liverpool,822bd0ba
2023-10-29,14:00:00,Premier League,Matchweek 10,Sun,Home,W,3,0,Nott'ham Forest,3.2,0.4,72,50143,Virgil van Dijk,4-3-3,5-4-1,Chris Kavanagh,/en/matches/79bf0c7f/Liverpool-Nottingham-Forest-October-29-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-11-01,19:45:00,EFL Cup,Fourth round,Wed,Away,W,2,1,Bournemouth,,,67,11116,Mohamed Salah,4-3-3,4-2-3-1,John Brooks,/en/matches/fcc1e67b/Bournemouth-Liverpool-November-1-2023-EFL-Cup,,23-24,Liverpool,822bd0ba
2023-11-05,16:30:00,Premier League,Matchweek 11,Sun,Away,D,1,1,Luton Town,2.6,0.8,73,11049,Virgil van Dijk,4-3-3,3-4-3,Andy Madley,/en/matches/a62b97ba/Luton-Town-Liverpool-November-5-2023-Premier-League,,23-24,Liverpool,822bd0ba
