Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2023-11-09,18:45:00,Europa Lg,Group stage,Thu,Away,L,2,3,Toulouse,1.1,1.0,71,32026,Joe Gomez,4-3-3,4-4-2,Georgi Kabakov,/en/matches/e4192b01/Toulouse-Liverpool-November-9-2023-Europa-League,,23-24,Liverpool,822bd0ba
2023-11-12,14:00:00,Premier League,Matchweek 12,Sun,Home,W,3,0,Brentford,1.7,1.6,58,50151,Virgil van Dijk,4-3-3,5-3-2,Paul Tierney,/en/matches/996ee990/Liverpool-Brentford-November-12-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-11-25,12:30:00,Premier League,Matchweek 13,Sat,Away,D,1,1,Manchester City,0.6,1.3,41,53289,Virgil van Dijk,4-3-3,3-2-4-1,Chris Kavanagh,/en/matches/5d4a5006/Manchester-City-Liverpool-November-25-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-11-30,20:00:00,Europa Lg,Group stage,Thu,Home,W,4,0,LASK,3.3,0.7,65,49666,Mohamed Salah,4-3-3,3-4-1-2,Urs Schnyder,/en/matches/b195c0ca/Liverpool-LASK-November-30-2023-Europa-League,,23-24,Liverpool,822bd0ba
2023-12-03,14:00:00,Premier League,Matchweek 14,Sun,Home,W,4,3,Fulham,2.1,1.2,61,50124,Virgil van Dijk,4-3-3,4-2-3-1,Stuart Attwell,/en/matches/4b7e6f44/Liverpool-Fulham-December-3-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-12-06,19:30:00,Premier League,Matchweek 15,Wed,Away,W,2,0,Sheffield Utd,1.7,1.0,75,31406,Virgil van Dijk,4-3-3,3-4-3,Simon Hooper,/en/matches/01aca132/Sheffield-United-Liverpool-December-6-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-12-09,12:30:00,Premier League,Matchweek 16,Sat,Away,W,2,1,Crystal Palace,1.2,1.7,76,25103,Virgil van Dijk,4-3-3,4-3-3,Andy Madley,/en/matches/a1b18af3/Crystal-Palace-Liverpool-December-9-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-12-14,18:45:00,Europa Lg,Group stage,Thu,Away,L,1,2,Union SG,0.3,2.3,68,16959,Curtis Jones,4-3-3,3-4-1-2,Orel Grinfeeld,/en/matches/54a53a8f/Union-SG-Liverpool-December-14-2023-Europa-League,,23-24,Liverpool,822bd0ba
2023-12-17,16:30:00,Premier League,Matchweek 17,Sun,Home,D,0,0,Manchester Utd,2.3,0.8,68,57158,Virgil van Dijk,4-3-3,4-2-3-1,Michael Oliver,/en/matches/18e98d77/North-West-Derby-Liverpool-Manchester-United-December-17-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-12-20,20:00:00,EFL Cup,Quarter-finals,Wed,Home,W,5,1,West Ham,,,67,57332,Virgil van Dijk,4-3-3,4-2-3-1,Tim Robinson,/en/matches/629d12ed/Liverpool-West-Ham-United-December-20-2023-EFL-Cup,,23-24,Liverpool,822bd0ba
2023-12-23,17:30:00,Premier League,Matchweek 18,Sat,Home,D,1,1,Arsenal,1.0,0.7,52,57548,Virgil van Dijk,4-3-3,4-3-3,Chris Kavanagh,/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,,23-24,Liverpool,822bd0ba
2023-12-26,17:30:00,Premier League,Matchweek 19,Tue,Away,W,2,0,Burnley,1.8,0.8,68,21624,Virgil van Dijk,4-3-3,4-4-2,Paul Tierney,/en/matches/c0904954/Burnley-Liverpool-December-26-2023-Premier-League,,23-24,Liverpool,822bd0ba
2024-01-01,20:00:00,Premier League,Matchweek 20,Mon,Home,W,4,2,Newcastle Utd,7.0,0.6,61,57471,Virgil van Dijk,4-3-3,4-3-3,Anthony Taylor,/en/matches/107b2d79/Liverpool-Newcastle-United-January-1-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-01-07,16:30:00,FA Cup,Third round proper,Sun,Away,W,2,0,Arsenal,,,46,58538,Trent Alexander-Arnold,4-3-3,4-3-3,John Brooks,/en/matches/416b23b9/Arsenal-Liverpool-January-7-2024-FA-Cup,,23-24,Liverpool,822bd0ba
2024-01-10,20:00:00,EFL Cup,Semi-finals,Wed,Home,W,2,1,Fulham,,,67,56724,Virgil van Dijk,4-3-3,4-2-3-1,David Coote,/en/matches/56dec96a/Liverpool-Fulham-January-10-2024-EFL-Cup,Leg 1 of 2,23-24,Liverpool,822bd0ba
2024-01-21,16:30:00,Premier League,Matchweek 21,Sun,Away,W,4,0,Bournemouth,1.5,1.4,60,11228,Virgil van Dijk,4-3-3,4-2-3-1,Andy Madley,/en/matches/9a03e25c/Bournemouth-Liverpool-January-21-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-01-24,20:00:00,EFL Cup,Semi-finals,Wed,Away,D,1,1,Fulham,,,51,24320,Virgil van Dijk,4-3-3,4-2-3-1,Simon Hooper,/en/matches/377aac92/Fulham-Liverpool-January-24-2024-EFL-Cup,Leg 2 of 2; Liverpool won,23-24,Liverpool,822bd0ba
2024-01-28,14:30:00,FA Cup,Fourth round proper,Sun,Home,W,5,2,Norwich City,,,73,57334,Alisson,4-3-3,4-5-1,Samuel Barrott,/en/matches/48efdb1d/Liverpool-Norwich-City-January-28-2024-FA-Cup,,23-24,Liverpool,822bd0ba
2024-01-31,20:15:00,Premier League,Matchweek 22,Wed,Home,W,4,1,Chelsea,2.9,0.6,50,57524,Virgil van Dijk,4-3-3,4-2-3-1,Paul Tierney,/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-02-04,16:30:00,Premier League,Matchweek 23,Sun,Away,L,1,3,Arsenal,0.4,3.5,57,60374,Virgil van Dijk,4-3-3,4-3-3,Anthony Taylor,/en/matches/99020abf/Arsenal-Liverpool-February-4-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-02-10,15:00:00,Premier League,Matchweek 24,Sat,Home,W,3,1,Burnley,2.8,1.3,70,59896,Virgil van Dijk,4-3-3,4-4-2,Tim Robinson,/en/matches/29e4d6ac/Liverpool-Burnley-February-10-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-02-17,12:30:00,Premier League,Matchweek 25,Sat,Away,W,4,1,Brentford,2.8,1.6,62,17193,Virgil van Dijk,4-3-3,3-5-2,Michael Oliver,/en/matches/ca1e26a0/Brentford-Liverpool-February-17-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-02-21,19:30:00,Premier League,Matchweek 26,Wed,Home,W,4,1,Luton Town,3.3,0.9,60,59713,Virgil van Dijk,4-3-3,3-4-3,Andy Madley,/en/matches/58636a1e/Liverpool-Luton-Town-February-21-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-02-25,15:00:00,EFL Cup,Final,Sun,Away,W,1,0,Chelsea,,,54,88868,Virgil van Dijk,4-3-3,4-2-3-1,Chris Kavanagh,/en/matches/d6073e0a/Chelsea-Liverpool-February-25-2024-EFL-Cup,Required Extra Time,23-24,Liverpool,822bd0ba
2024-02-28,20:00:00,FA Cup,Fifth round proper,Wed,Home,W,3,0,Southampton,,,52,59782,Virgil van Dijk,4-3-3,4-3-3,Craig Pawson,/en/matches/97629eb9/Liverpool-Southampton-February-28-2024-FA-Cup,,23-24,Liverpool,822bd0ba
2024-03-02,15:00:00,Premier League,Matchweek 27,Sat,Away,W,1,0,Nott'ham Forest,2.0,1.0,69,29603,Virgil van Dijk,4-3-3,4-2-3-1,Paul Tierney,/en/matches/d1a00cf0/Nottingham-Forest-Liverpool-March-2-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-03-07,18:45:00,Europa Lg,Round of 16,Thu,Away,W,5,1,Sparta Prague,2.8,0.9,62,18349,Andrew Robertson,4-3-3,3-4-3,José Sánchez,/en/matches/eda83a1d/Sparta-Prague-Liverpool-March-7-2024-Europa-League,Leg 1 of 2,23-24,Liverpool,822bd0ba
2024-03-10,15:45:00,Premier League,Matchweek 28,Sun,Home,D,1,1,Manchester City,2.7,1.6,53,59947,Virgil van Dijk,4-3-3,3-2-4-1,Michael Oliver,/en/matches/96da3e29/Liverpool-Manchester-City-March-10-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-03-14,20:00:00,Europa Lg,Round of 16,Thu,Home,W,6,1,Sparta Prague,3.6,0.4,77,59581,Andrew Robertson,4-3-3,5-3-2,Artur Soares Dias,/en/matches/930d92c4/Liverpool-Sparta-Prague-March-14-2024-Europa-League,Leg 2 of 2; Liverpool won,23-24,Liverpool,822bd0ba
2024-03-17,15:30:00,FA Cup,Quarter-finals,Sun,Away,L,3,4,Manchester Utd,,,58,72291,Virgil van Dijk,4-3-3,4-2-3-1,John Brooks,/en/matches/cf8e6cd0/North-West-Derby-Manchester-United-Liverpool-March-17-2024-FA-Cup,Required Extra Time,23-24,Liverpool,822bd0ba
2024-03-31,14:00:00,Premier League,Matchweek 30,Sun,Home,W,2,1,Brighton,2.8,0.5,55,60061,Virgil van Dijk,4-3-3,4-2-3-1,David Coote,/en/matches/b763b73e/Liverpool-Brighton-and-Hove-Albion-March-31-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-04-04,19:30:00,Premier League,Matchweek 31,Thu,Home,W,3,1,Sheffield Utd,1.8,0.6,82,60055,Virgil van Dijk,4-3-3,3-5-2,Stuart Attwell,/en/matches/1f5973e2/Liverpool-Sheffield-United-April-4-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-04-07,15:30:00,Premier League,Matchweek 32,Sun,Away,D,2,2,Manchester Utd,3.6,0.7,62,73501,Virgil van Dijk,4-3-3,4-2-3-1,Anthony Taylor,/en/matches/d57ffe1a/North-West-Derby-Manchester-United-Liverpool-April-7-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-04-11,20:00:00,Europa Lg,Quarter-finals,Thu,Home,L,0,3,Atalanta,2.6,3.2,69,59004,Virgil van Dijk,4-3-3,3-4-1-2,Halil Umut Meler,/en/matches/52b91e53/Liverpool-Atalanta-April-11-2024-Europa-League,Leg 1 of 2,23-24,Liverpool,822bd0ba
2024-04-14,14:00:00,Premier League,Matchweek 33,Sun,Home,L,0,1,Crystal Palace,2.7,2.0,69,60090,Virgil van Dijk,4-3-3,3-4-3,Chris Kavanagh,/en/matches/99113ef3/Liverpool-Crystal-Palace-April-14-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-04-18,21:00:00,Europa Lg,Quarter-finals,Thu,Away,W,1,0,Atalanta,1.6,0.6,69,14994,Virgil van Dijk,4-3-3,3-4-1-2,François Letexier,/en/matches/67a48203/Atalanta-Liverpool-April-18-2024-Europa-League,Leg 2 of 2; Atalanta won,23-24,Liverpool,822bd0ba
2024-04-21,16:30:00,Premier League,Matchweek 34,Sun,Away,W,3,1,Fulham,1.0,0.8,60,24414,Virgil van Dijk,4-3-3,4-2-3-1,Craig Pawson,/en/matches/9dcb5084/Fulham-Liverpool-April-21-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-04-24,20:00:00,Premier League,Matchweek 29,Wed,Away,L,0,2,Everton,2.1,1.2,75,38222,Virgil van Dijk,4-3-3,4-4-1-1,Andy Madley,/en/matches/971e0a29/Merseyside-Derby-Everton-Liverpool-April-24-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-04-27,12:30:00,Premier League,Matchweek 35,Sat,Away,D,2,2,West Ham,1.7,0.7,71,62474,Virgil van Dijk,4-3-3,4-2-3-1,Anthony Taylor,/en/matches/ba04d7d8/West-Ham-United-Liverpool-April-27-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-05-05,16:30:00,Premier League,Matchweek 36,Sun,Home,W,4,2,Tottenham,3.3,1.2,44,60075,Virgil van Dijk,4-3-3,4-3-3,Paul Tierney,/en/matches/08341569/Liverpool-Tottenham-Hotspur-May-5-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-05-13,20:00:00,Premier League,Matchweek 37,Mon,Away,D,3,3,Aston Villa,1.7,3.1,59,42241,Virgil van Dijk,4-3-3,4-2-3-1,Simon Hooper,/en/matches/72c0709d/Aston-Villa-Liverpool-May-13-2024-Premier-League,,23-24,Liverpool,822bd0ba
2024-05-19,16:00:00,Premier League,Matchweek 38,Sun,Home,W,2,0,Wolves,4.5,0.5,67,60059,Virgil van Dijk,4-3-3,3-5-1-1,Chris Kavanagh,/en/matches/d4823ed5/Liverpool-Wolverhampton-Wanderers-May-19-2024-Premier-League,,23-24,Liverpool,822bd0ba
