id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,league,season
f76e6b4e,1,Adrián,ESP,GK,Liverpool,33,1987,1,1,90,1.0,0,0.0,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,UCL,20-21
7a2e46a8,2,Alisson,BRA,GK,Liverpool,27,1992,7,7,630,7.0,5,0.71,24,19,79.2,4,1,2,5,71.4,0,0,0,0,,Matches,UCL,20-21
63e905bc,3,Mikkel Andersen,DEN,GK,Midtjylland,31,1988,2,2,180,2.0,4,2.0,6,2,50.0,0,0,2,0,0.0,1,1,0,0,0,Matches,UCL,20-21
28d596a0,4,Kepa Arrizabalaga,ESP,GK,Chelsea,25,1994,1,1,90,1.0,1,1.0,2,1,50.0,0,1,0,0,0.0,0,0,0,0,,Matches,UCL,20-21
f6798fc3,5,Yassine Bounou,MAR,GK,Sevilla,29,1991,5,5,450,5.0,6,1.2,22,16,81.8,2,2,1,2,40.0,2,2,0,0,0,Matches,UCL,20-21
1e064bfb,6,Denys Boyko,UKR,GK,Dynamo Kyiv,32,1988,1,1,90,1.0,2,2.0,4,2,50.0,0,1,0,0,0.0,0,0,0,0,,Matches,UCL,20-21
e40d028b,7,Gianluigi Buffon,ITA,GK,Juventus,42,1978,1,1,90,1.0,0,0.0,7,7,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,UCL,20-21
9d12e142,8,Roman Bürki,SUI,GK,Dortmund,29,1990,4,4,360,4.0,1,0.25,10,9,100.0,3,1,0,3,75.0,1,1,0,0,0,Matches,UCL,20-21
eb2b33aa,9,Heorhiy Bushchan,UKR,GK,Dynamo Kyiv,26,1994,4,4,360,4.0,9,2.25,22,13,63.6,1,0,3,1,25.0,1,1,0,0,0,Matches,UCL,20-21
93fffbcf,10,Diogo Costa,POR,GK,Porto,20,1999,1,1,90,1.0,0,0.0,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,UCL,20-21
1840e36d,11,Thibaut Courtois,BEL,GK,Real Madrid,28,1992,12,12,1080,12.0,14,1.17,39,26,64.1,6,3,3,4,33.3,0,0,0,0,,Matches,UCL,20-21
4030c7ae,12,Dénes Dibusz,HUN,GK,Ferencváros,29,1990,6,6,540,6.0,17,2.83,36,20,61.1,0,1,5,0,0.0,3,3,0,0,0,Matches,UCL,20-21
3bb7b8b4,13,Ederson,BRA,GK,Manchester City,26,1993,12,12,1080,12.0,5,0.42,22,17,77.3,10,1,1,7,58.3,0,0,0,0,,Matches,UCL,20-21
7ba6d84e,14,David de Gea,ESP,GK,Manchester Utd,29,1990,5,5,450,5.0,8,1.6,21,14,61.9,3,0,2,1,20.0,0,0,0,0,,Matches,UCL,20-21
f0f7f62f,15,Pierluigi Gollini,ITA,GK,Atalanta,25,1995,3,3,270,3.0,1,0.33,6,5,83.3,2,0,1,2,66.7,0,0,0,0,,Matches,UCL,20-21
cecbce23,16,Alfred Gomis,SEN,GK,Rennes,26,1993,4,4,360,4.0,7,1.75,21,14,76.2,0,1,3,0,0.0,2,2,0,0,0,Matches,UCL,20-21
8b3d765f,17,Yevgeni Gorodov,RUS,GK,Krasnodar,34,1985,2,2,180,2.0,3,1.5,13,10,84.6,0,1,1,0,0.0,1,1,0,0,0,Matches,UCL,20-21
bcb2ccd8,18,Péter Gulácsi,HUN,GK,RB Leipzig,30,1990,8,8,720,8.0,16,2.0,37,21,64.9,4,0,4,1,12.5,4,3,1,0,25,Matches,UCL,20-21
b583aef5,19,Mert Günok,TUR,GK,Başakşehir,31,1989,6,6,540,6.0,18,3.0,36,18,55.6,1,0,5,0,0.0,2,2,0,0,0,Matches,UCL,20-21
74419746,20,Samir Handanović,SVN,GK,Inter,36,1984,6,6,540,6.0,9,1.5,23,15,69.6,1,3,2,2,33.3,2,2,0,0,0,Matches,UCL,20-21
