id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
b6297cb0,1,Álvaro Abajas,ESP,GK,Leganés,21-110,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,ESP-LALIGA,24-25
69c99fce,2,Rodrigo Abajas,ESP,DF,Valencia,21-110,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,ESP-LALIGA,24-25
40b6bd38,3,Abel,ESP,DF,Osasuna,24-009,2000,2,149,75,55.2,1.7,2,75,1,0,,1,2.0,1,1,0,0.0,2.23,1.1,1.3,-0.1,-0.07,0.95,Matches,ESP-LALIGA,24-25
cadfa7d1,4,Nabil Aberdin,FRA,MF,Getafe,22-007,2002,2,156,78,86.7,1.7,2,78,1,0,,0,1.0,1,1,0,0.0,0.0,1.2,0.5,0.7,0.41,0.21,Matches,ESP-LALIGA,24-25
2bc7f211,5,Abdel Abqar,MAR,DF,Alavés,25-173,1999,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,3,3,0,0.0,,3.4,3.3,0.1,0.02,,Matches,ESP-LALIGA,24-25
f76e6b4e,6,Adrián,ESP,GK,Betis,37-240,1987,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ESP-LALIGA,24-25
a2c1a8d3,7,Julen Agirrezabala,ESP,GK,Athletic Club,23-248,2000,1,90,90,33.3,1.0,1,90,1,0,,1,3.0,1,0,1,1.0,1.5,1.4,0.1,1.3,1.27,1.93,Matches,ESP-LALIGA,24-25
8bc8829a,8,Lucien Agoume,FRA,MF,Sevilla,22-203,2002,3,181,60,67.0,2.0,2,90,2,1,1,0,0.67,3,4,-1,-0.5,-0.5,2.9,2.3,0.5,0.26,0.33,Matches,ESP-LALIGA,24-25
014aa7bd,9,Álvaro Aguado,ESP,MF,Espanyol,28-121,1996,3,107,36,39.6,1.2,1,86,0,2,11,0,0.33,0,0,0,0.0,1.1,0.9,2.0,-1.1,-0.92,-0.99,Matches,ESP-LALIGA,24-25
dfbd5cb9,10,Lalo Aguilar,ESP,DF,Leganés,22-080,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ESP-LALIGA,24-25
18abe173,11,Joseph Aidoo,GHA,DF,Celta Vigo,28-336,1995,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,ESP-LALIGA,24-25
b8bd60fe,12,Ilias Akhomach,MAR,MF,Villarreal,20-136,2004,2,92,46,34.1,1.0,1,72,0,1,20,1,2.0,1,1,0,0.0,-1.01,0.7,1.0,-0.3,-0.28,-0.64,Matches,ESP-LALIGA,24-25
4bd414c1,13,Raúl Albiol,ESP,DF,Villarreal,38-361,1985,3,186,62,68.9,2.1,2,90,2,1,6,0,2.33,7,5,2,0.97,0.97,4.6,3.9,0.7,0.33,0.62,Matches,ESP-LALIGA,24-25
dadf7794,14,Alcázar,ESP,DF,Betis,22-050,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ESP-LALIGA,24-25
bb08bce9,15,Omar Alderete,PAR,DF,Getafe,27-248,1996,2,180,90,100.0,2.0,2,90,2,0,,0,1.0,1,1,0,0.0,,1.3,0.6,0.8,0.38,,Matches,ESP-LALIGA,24-25
6c811eb7,16,Carles Aleñá,ESP,MF,Getafe,26-238,1998,2,125,63,69.4,1.4,1,74,0,1,51,0,1.0,1,0,1,0.72,2.36,1.2,0.5,0.7,0.51,0.43,Matches,ESP-LALIGA,24-25
1c772b46,17,Alfon,ESP,FW,Celta Vigo,25-118,1999,1,69,69,25.6,0.8,1,69,0,0,,2,0.0,2,3,-1,-1.3,-2.65,0.9,2.3,-1.4,-1.85,-1.91,Matches,ESP-LALIGA,24-25
e6697917,18,Domingos André Ribeiro Almeida,POR,"FW,MF",Valencia,24-092,2000,3,187,62,69.3,2.1,2,78,1,1,32,0,0.0,2,5,-3,-1.44,-0.36,1.9,4.4,-2.5,-1.19,0.33,Matches,ESP-LALIGA,24-25
0b32f721,19,Iker Almena,ESP,"FW,DF",Girona,20-118,2004,2,48,24,17.8,0.5,0,,0,2,24,0,0.5,1,1,0,0.0,-0.41,1.1,1.0,0.1,0.24,-0.49,Matches,ESP-LALIGA,24-25
757a3431,20,Adrià Altimira,ESP,MF,Leganés,23-155,2001,1,4,4,1.5,0.0,0,,0,1,4,1,3.0,0,1,-1,-22.5,-23.18,0.0,0.3,-0.3,-6.51,-6.24,Matches,ESP-LALIGA,24-25
94acdd4e,21,Sergi Altimira,ESP,MF,Betis,23-005,2001,1,14,14,7.8,0.2,0,,0,1,14,1,1.0,0,0,0,0.0,0.0,0.2,0.3,-0.1,-0.72,-1.36,Matches,ESP-LALIGA,24-25
6f392eb8,22,Hugo Álvarez,ESP,"DF,MF",Celta Vigo,21-059,2003,3,213,71,78.9,2.4,2,90,2,1,33,0,2.0,6,5,1,0.42,-1.16,4.1,4.0,0.1,0.03,2.14,Matches,ESP-LALIGA,24-25
13619663,23,Iker Álvarez,AND,GK,Villarreal,23-036,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ESP-LALIGA,24-25
15ab5a2b,24,Julián Álvarez,ARG,FW,Atlético Madrid,24-212,2000,3,138,46,51.1,1.5,2,63,0,1,13,0,1.67,2,0,2,1.3,0.62,2.0,1.2,0.8,0.51,-0.73,Matches,ESP-LALIGA,24-25
3ecc11d8,25,Yeray Álvarez,ESP,DF,Athletic Club,29-219,1995,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,3,3,0,0.0,,2.7,2.7,0.0,-0.01,,Matches,ESP-LALIGA,24-25
00eba9c9,26,Selim Amallah,MAR,MF,Valladolid,27-289,1996,3,189,63,70.0,2.1,2,79,0,1,32,0,1.33,1,2,-1,-0.48,0.63,2.2,2.0,0.2,0.1,1.05,Matches,ESP-LALIGA,24-25
f3b1d9a2,27,Amath,SEN,FW,Valladolid,28-045,1996,3,136,45,50.4,1.5,2,65,0,1,6,0,1.33,1,2,-1,-0.66,0.01,1.7,1.1,0.6,0.38,1.19,Matches,ESP-LALIGA,24-25
ae86d473,28,Marcos André,BRA,FW,Valladolid,27-315,1996,2,80,40,29.6,0.9,1,70,0,1,10,1,0.5,0,1,-1,-1.13,-0.65,0.2,0.9,-0.7,-0.75,-0.77,Matches,ESP-LALIGA,24-25
af784a9e,29,Antoniu,ESP,MF,Espanyol,21-360,2002,2,29,15,10.7,0.3,0,,0,2,15,1,0.0,0,0,0,0.0,0.75,0.4,0.0,0.4,1.31,1.82,Matches,ESP-LALIGA,24-25
f28876e5,30,Aritz Arambarri,ESP,DF,Leganés,26-212,1998,2,177,89,65.6,2.0,2,89,1,0,,1,2.0,3,2,1,0.51,0.51,2.5,2.6,-0.2,-0.08,0.8,Matches,ESP-LALIGA,24-25
58afe001,31,Mauro Arambarri,URU,"MF,FW",Getafe,28-335,1995,2,49,25,27.2,0.5,1,39,0,1,10,0,1.0,0,1,-1,-1.84,-2.52,0.1,0.1,0.0,0.09,-0.39,Matches,ESP-LALIGA,24-25
