id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
4b7a9fcc,1,James Abankwah,IRL,DF,Udinese,20-227,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ITA-SERIA_A,24-25
8f5cdf66,2,Oliver Abildgaard,DEN,MF,Como,28-081,1996,1,7,7,3.9,0.1,0,,0,1,7,0,0.0,0,0,0,0.0,1.56,0.0,0.0,0.0,-0.61,-0.44,Matches,ITA-SERIA_A,24-25
f586779e,3,Tammy Abraham,ENG,FW,Roma,26-333,1997,1,1,1,0.6,0.0,0,,0,1,1,1,1.0,0,0,0,0.0,0.5,0.0,0.1,0.0,-3.09,-2.82,Matches,ITA-SERIA_A,24-25
83763653,4,Federico Accornero,ITA,MF,Genoa,20-207,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ITA-SERIA_A,24-25
b96b595c,5,Francesco Acerbi,ITA,DF,Inter,36-202,1988,2,180,90,100.0,2.0,2,90,2,0,,0,2.0,4,2,2,1.0,,4.2,2.4,1.9,0.93,,Matches,ITA-SERIA_A,24-25
f2bf1b0f,6,Che Adams,SCO,FW,Torino,28-048,1996,2,120,60,66.7,1.3,1,89,0,1,31,0,2.0,3,3,0,0.0,-1.5,2.9,3.6,-0.7,-0.52,1.09,Matches,ITA-SERIA_A,24-25
f140aa75,7,Vernon Addo,,MF,Lecce,,,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ITA-SERIA_A,24-25
f9c927de,8,Michel Aebischer,SUI,MF,Bologna,27-237,1997,2,94,47,52.2,1.0,1,79,0,1,15,0,0.5,0,2,-2,-1.91,-0.87,0.7,1.8,-1.1,-1.07,-2.69,Matches,ITA-SERIA_A,24-25
42ff58c3,9,Honest Ahanor,ITA,DF,Genoa,16-189,2008,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ITA-SERIA_A,24-25
