id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
5f09991f,1,Patrick van Aanholt,NED,DF,Galatasaray,30,1990,8,698,87,96.9,7.8,8,87,5,0,,0,1.75,8,5,3,0.39,0.39,7.5,12.2,-4.7,-0.6,2.93,Matches,UEL,21-22
1339039e,2,Liel Abada,ISR,"FW,MF",Celtic,19,2001,5,338,68,62.6,3.8,4,80,2,1,19,0,1.88,7,9,-2,-0.53,-0.53,6.7,8.7,-2.0,-0.54,-1.09,Matches,UEL,21-22
7bb0fe4a,3,Khalid Abdul Basit,GHA,FW,Sheriff Tiraspol,24,1996,2,23,12,11.0,0.3,0,,0,2,12,0,1.5,1,0,1,3.91,4.39,0.5,0.2,0.3,1.73,2.53,Matches,UEL,21-22
8bc373ea,4,Pape Abou Cissé,SEN,DF,Olympiacos,25,1995,7,585,84,81.3,6.5,7,84,6,0,,0,1.44,8,8,0,0.0,2.0,7.2,10.1,-2.9,-0.44,-0.48,Matches,UEL,21-22
c603091a,5,Joel Abu Hanna,ISR,DF,Legia Warsaw,23,1998,1,13,13,2.4,0.1,0,,0,1,13,1,3.0,0,0,0,0.0,1.2,0.3,0.5,-0.2,-1.24,-0.06,Matches,UEL,21-22
b96b595c,6,Francesco Acerbi,ITA,DF,Lazio,33,1988,6,540,90,75.0,6.0,6,90,6,0,,1,1.5,7,3,4,0.67,1.17,11.3,6.0,5.3,0.88,1.33,Matches,UEL,21-22
dc38e3bc,7,Ragnar Ache,GER,FW,Eint Frankfurt,23,1998,3,4,1,0.3,0.0,0,,0,3,1,2,2.33,0,2,-2,-45.0,-45.73,0.0,1.1,-1.1,-23.96,-24.19,Matches,UEL,21-22
81442ecb,8,Marcos Acuña,ARG,DF,Sevilla,29,1991,3,270,90,69.2,3.0,3,90,3,0,,0,2.0,4,2,2,0.67,2.17,4.2,3.7,0.5,0.16,1.11,Matches,UEL,21-22
dd95be96,9,Arsen Adamov,RUS,DF,Zenit,21,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,UEL,21-22
