id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,league,season
c5942695,1,Rolando Aarons,ENG,"MF,FW",Hellas Verona,21,1995,5.7,13,8,4,4,5,1,7,14.3,6,3,1,2,2,15,0,0,Matches,ITA-SERIA_A,17-18
1c529186,2,Ignazio Abate,ITA,DF,Milan,30,1986,11.7,20,17,10,9,1,6,11,54.5,5,22,2,20,8,28,29,0,Matches,ITA-SERIA_A,17-18
b96b595c,3,Francesco Acerbi,ITA,DF,Sassuolo,29,1988,38.0,51,32,26,22,3,22,36,61.1,14,42,21,21,88,139,255,1,Matches,ITA-SERIA_A,17-18
d7403bd5,4,Afriyie Acquah,GHA,MF,Torino,25,1992,10.6,8,6,2,6,0,1,7,14.3,6,8,1,7,16,24,10,2,Matches,ITA-SERIA_A,17-18
ce5b170a,5,Claud Adjapong,ITA,"DF,FW",Sassuolo,19,1998,13.6,35,26,24,5,6,11,13,84.6,2,16,3,13,23,58,37,0,Matches,ITA-SERIA_A,17-18
06050480,6,Ali Adnan Kadhim,IRQ,"DF,FW",Udinese,23,1993,18.6,54,35,35,14,5,29,50,58.0,21,31,6,25,41,95,90,0,Matches,ITA-SERIA_A,17-18
f9714604,7,Arlind Ajeti,ALB,DF,Crotone,23,1993,14.1,42,23,25,14,3,18,30,60.0,12,27,15,12,34,76,82,0,Matches,ITA-SERIA_A,17-18
5294a83f,8,Luis Alberto,ESP,"FW,MF",Lazio,24,1992,29.7,39,28,8,23,8,10,44,22.7,34,30,2,28,16,55,7,0,Matches,ITA-SERIA_A,17-18
4bd414c1,9,Raúl Albiol,ESP,DF,Napoli,31,1985,30.5,29,19,15,14,0,13,19,68.4,6,18,13,5,32,61,129,1,Matches,ITA-SERIA_A,17-18
7a2e46a8,10,Alisson,BRA,GK,Roma,24,1992,37.0,1,0,1,0,0,0,1,0.0,1,0,0,0,2,3,22,4,Matches,ITA-SERIA_A,17-18
cc700722,11,Allan,BRA,MF,Napoli,26,1991,31.7,107,68,24,65,18,36,104,34.6,68,52,3,49,28,135,16,0,Matches,ITA-SERIA_A,17-18
92a5ac34,12,Ricky Álvarez,ARG,MF,Sampdoria,29,1988,3.0,4,2,1,3,0,1,4,25.0,3,5,0,5,2,6,3,0,Matches,ITA-SERIA_A,17-18
