id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,league,season
f71890f5,1,René Adler,GER,GK,Mainz 05,32,1985,14.0,18,1,0,5,0,14.0,0.25,-4.0,-0.29,78,216,36.1,322,55,39.1,36.3,117,76.9,54.9,209,19,9.1,22,1.57,15.4,Matches,GER-BL1,17-18
47064058,2,Oliver Baumann,GER,GK,Hoffenheim,27,1990,34.0,48,3,1,9,2,42.6,0.27,-3.4,-0.1,223,590,37.8,1181,179,36.2,33.4,261,62.5,47.9,480,37,7.7,28,0.82,12.5,Matches,GER-BL1,17-18
9d12e142,3,Roman Bürki,SUI,GK,Dortmund,26,1990,33.0,43,3,2,3,0,45.5,0.3,2.5,0.08,163,481,33.9,1050,185,31.7,32.4,237,62.4,49.7,404,40,9.9,38,1.15,14.0,Matches,GER-BL1,17-18
db401046,4,Koen Casteels,BEL,GK,Wolfsburg,25,1992,34.0,48,6,1,4,2,50.4,0.28,4.4,0.13,248,654,37.9,1043,210,44.2,38.0,288,67.0,52.0,522,57,10.9,30,0.88,12.1,Matches,GER-BL1,17-18
83e0eeb4,5,Michael Esser,GER,GK,Hannover 96,29,1987,3.0,9,0,0,0,0,6.8,0.34,-2.2,-0.73,23,51,45.1,97,20,41.2,35.0,25,44.0,39.5,55,8,14.5,3,1.0,12.6,Matches,GER-BL1,17-18
1e43fad8,6,Ralf Fährmann,GER,GK,Schalke 04,28,1988,33.5,37,3,1,3,1,35.3,0.25,-0.7,-0.02,190,476,39.9,714,126,45.7,38.3,236,63.6,47.4,456,53,11.6,18,0.54,10.9,Matches,GER-BL1,17-18
17376543,7,Rafał Gikiewicz,POL,GK,Freiburg,29,1987,1.7,3,0,0,0,0,1.5,0.21,-1.5,-0.89,28,57,49.1,52,7,67.3,48.9,23,95.7,66.2,41,2,4.9,1,0.58,14.5,Matches,GER-BL1,17-18
bcb2ccd8,8,Péter Gulácsi,HUN,GK,RB Leipzig,27,1990,33.0,52,5,0,8,0,47.1,0.29,-4.9,-0.15,223,545,40.9,895,152,43.8,36.0,206,74.3,50.6,440,36,8.2,33,1.0,13.9,Matches,GER-BL1,17-18
2e7ff968,9,Marwin Hitz,SUI,GK,Augsburg,29,1987,32.0,42,1,2,11,0,42.0,0.26,0.0,0.0,264,552,47.8,881,150,45.1,37.8,267,58.1,44.6,440,29,6.6,17,0.53,12.5,Matches,GER-BL1,17-18
3cd9e95a,10,Timo Horn,GER,GK,Köln,24,1993,34.0,70,8,0,7,0,66.5,0.29,-3.5,-0.1,302,746,40.5,787,84,62.9,44.1,299,83.9,57.3,592,25,4.2,31,0.91,13.7,Matches,GER-BL1,17-18
ad3389d5,11,Lukáš Hrádecký,FIN,GK,Eint Frankfurt,27,1989,34.0,45,2,2,7,2,41.3,0.3,-1.7,-0.05,271,662,40.9,1058,164,45.0,37.2,241,77.2,56.1,483,46,9.5,59,1.74,15.2,Matches,GER-BL1,17-18
27d2618c,12,Rune Jarstein,NOR,GK,Hertha BSC,32,1984,31.0,44,5,0,7,1,35.8,0.22,-7.2,-0.23,286,761,37.6,882,101,61.5,44.0,249,88.0,57.9,483,37,7.7,15,0.48,11.9,Matches,GER-BL1,17-18
bb25c778,13,Thomas Kraft,GER,GK,Hertha BSC,29,1988,3.0,2,1,0,0,0,3.5,0.18,1.5,0.51,30,79,38.0,108,5,59.3,41.5,28,53.6,44.2,39,0,0.0,4,1.33,18.2,Matches,GER-BL1,17-18
2628fd2b,14,Bernd Leno,GER,GK,Leverkusen,25,1992,33.0,40,5,2,3,0,35.2,0.28,-4.8,-0.15,194,536,36.2,995,134,39.5,35.0,250,57.2,46.1,366,29,7.9,34,1.03,14.4,Matches,GER-BL1,17-18
7fe12375,15,Andreas Luthe,GER,GK,Augsburg,30,1987,2.0,4,1,0,0,0,3.5,0.35,-0.5,-0.26,10,26,38.5,65,12,32.3,32.1,14,35.7,35.4,31,5,16.1,1,0.5,6.6,Matches,GER-BL1,17-18
4a15e95b,16,Christian Mathenia,GER,GK,Hamburger SV,25,1992,24.0,38,3,0,4,1,36.8,0.36,-0.2,-0.01,135,409,33.0,506,79,51.4,40.6,199,74.9,55.8,332,20,6.0,18,0.75,14.8,Matches,GER-BL1,17-18
cbac6ec9,17,Florian Müller,GER,GK,Mainz 05,19,1997,5.0,7,0,0,2,0,6.6,0.27,-0.4,-0.08,21,85,24.7,116,25,42.2,38.0,41,87.8,56.6,81,1,1.2,4,0.8,15.3,Matches,GER-BL1,17-18
dc29b608,18,Yvon Mvogo,SUI,GK,RB Leipzig,23,1994,1.0,1,0,0,0,0,1.1,0.28,0.1,0.12,11,18,61.1,35,6,40.0,32.7,7,57.1,47.6,11,0,0.0,2,2.0,15.3,Matches,GER-BL1,17-18
8778c910,19,Manuel Neuer,GER,GK,Bayern Munich,31,1986,3.0,2,0,0,0,0,2.6,0.38,0.6,0.21,12,23,52.2,78,11,25.6,31.8,17,17.6,31.6,15,1,6.7,4,1.33,15.1,Matches,GER-BL1,17-18
afb0c500,20,Alexander Nübel,GER,GK,Schalke 04,20,1996,0.5,0,0,0,0,0,0.3,0.14,0.3,0.55,5,13,38.5,13,3,46.2,39.2,9,77.8,52.4,7,0,0.0,1,2.0,30.0,Matches,GER-BL1,17-18
a165a577,21,Ramazan Özcan,AUT,GK,Leverkusen,33,1984,1.0,4,0,0,0,0,4.1,0.39,0.1,0.09,3,10,30.0,33,6,30.3,31.0,6,0.0,27.0,14,0,0.0,1,1.0,17.0,Matches,GER-BL1,17-18
0a1cb833,22,Jiří Pavlenka,CZE,GK,Werder Bremen,25,1992,34.0,40,2,0,6,2,42.0,0.25,4.0,0.12,234,576,40.6,915,185,44.7,38.6,256,65.2,49.6,482,27,5.6,17,0.5,10.7,Matches,GER-BL1,17-18
d6f6ce93,23,Julian Pollersbeck,GER,GK,Hamburger SV,22,1994,10.0,15,0,1,1,0,15.5,0.34,0.5,0.05,51,168,30.4,480,49,29.6,32.7,65,40.0,40.8,114,16,14.0,15,1.5,15.2,Matches,GER-BL1,17-18
0d55d942,24,Alexander Schwolow,GER,GK,Freiburg,25,1992,32.3,53,4,1,7,4,41.4,0.25,-7.6,-0.24,313,779,40.2,1041,123,49.1,40.8,307,87.3,63.1,529,28,5.3,22,0.68,14.2,Matches,GER-BL1,17-18
0d8a37c2,25,Tobias Sippel,GER,GK,Gladbach,29,1988,4.8,10,0,0,0,0,10.2,0.45,0.2,0.05,31,88,35.2,153,15,41.2,37.1,34,73.5,53.3,63,3,4.8,5,1.04,14.8,Matches,GER-BL1,17-18
420c18a1,26,Yann Sommer,SUI,GK,Gladbach,28,1988,29.2,42,4,0,6,1,39.3,0.24,-1.7,-0.06,178,482,36.9,1009,143,33.7,33.3,246,57.7,44.7,524,42,8.0,22,0.75,11.6,Matches,GER-BL1,17-18
5b52d1f7,27,Tom Starke,GER,GK,Bayern Munich,36,1981,2.0,0,0,0,0,0,0.7,0.17,0.7,0.34,4,18,22.2,48,9,27.1,31.9,9,55.6,42.7,18,1,5.6,1,0.5,20.3,Matches,GER-BL1,17-18
73e2f6eb,28,Philipp Tschauner,GER,GK,Hannover 96,31,1985,31.0,45,2,1,11,0,42.1,0.26,-2.9,-0.09,230,518,44.4,875,161,43.0,35.1,275,51.6,40.5,508,24,4.7,20,0.65,12.4,Matches,GER-BL1,17-18
7d3e7da6,29,Sven Ulreich,GER,GK,Bayern Munich,28,1988,29.0,26,1,1,2,3,25.3,0.26,2.3,0.08,137,328,41.8,795,141,33.1,32.5,153,42.5,39.8,247,15,6.1,37,1.28,15.4,Matches,GER-BL1,17-18
16b8fabd,30,Roman Weidenfeller,GER,GK,Dortmund,36,1980,1.0,4,0,0,1,0,1.5,0.22,-2.5,-2.43,3,25,12.0,33,0,54.5,38.1,8,87.5,56.4,15,1,6.7,1,0.99,12.8,Matches,GER-BL1,17-18
5c4bf6ba,31,Robin Zentner,GER,GK,Mainz 05,22,1994,15.0,27,4,1,3,1,21.3,0.26,-4.7,-0.31,100,279,35.8,386,75,47.9,38.7,126,74.6,54.8,211,11,5.2,19,1.27,14.3,Matches,GER-BL1,17-18
a0606ae8,32,Ron-Robert Zieler,GER,GK,Stuttgart,28,1989,34.0,36,4,2,2,0,40.7,0.24,4.7,0.14,296,834,35.5,1029,123,57.2,42.8,300,81.7,59.0,547,34,6.2,37,1.09,13.6,Matches,GER-BL1,17-18
