id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,league,season
42ec696a,1,Igor Akinfeev,RUS,GK,CSKA Moscow,31,1986,6,6,540,6.0,10,1.67,37,27,75.7,3,0,3,1,16.7,1,1,0,0,0.0,Matches,UCL,17-18
7a2e46a8,2,Alisson,BRA,GK,Roma,24,1992,12,12,1080,12.0,19,1.58,63,46,69.8,6,2,4,5,41.7,0,0,0,0,,Matches,UCL,17-18
2f965a72,3,Alphonse Areola,FRA,GK,Paris S-G,24,1993,8,8,720,8.0,9,1.13,37,28,78.4,5,0,3,4,50.0,1,1,0,0,0.0,Matches,UCL,17-18
b7e7937d,4,Diego Benaglio,SUI,GK,Monaco,33,1983,3,3,270,3.0,9,3.0,17,8,47.1,0,1,2,0,0.0,0,0,0,0,,Matches,UCL,17-18
0ef05b3e,5,Frank Boeckx,BEL,GK,Anderlecht,30,1986,3,3,270,3.0,8,2.67,19,10,57.9,1,0,2,1,33.3,0,0,0,0,,Matches,UCL,17-18
10072610,6,Claudio Bravo,CHI,GK,Manchester City,34,1983,1,1,90,1.0,2,2.0,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,Matches,UCL,17-18
e40d028b,7,Gianluigi Buffon,ITA,GK,Juventus,39,1978,9,9,810,9.0,11,1.22,33,23,66.7,4,3,2,2,22.2,0,0,0,0,,Matches,UCL,17-18
9d12e142,8,Roman Bürki,SUI,GK,Dortmund,26,1990,6,6,540,6.0,13,2.17,36,23,63.9,0,2,4,0,0.0,0,0,0,0,,Matches,UCL,17-18
58bc7d18,9,Kiko Casilla,ESP,GK,Real Madrid,30,1986,2,2,180,2.0,3,1.5,9,6,66.7,1,0,1,1,50.0,0,0,0,0,,Matches,UCL,17-18
1ddbb0da,10,Iker Casillas,ESP,GK,Porto,36,1981,3,3,270,3.0,3,1.0,11,8,72.7,1,1,1,2,66.7,0,0,0,0,,Matches,UCL,17-18
f619413f,11,Júlio César,BRA,GK,Benfica,37,1979,1,1,90,1.0,5,5.0,8,3,50.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches,UCL,17-18
04ac8285,12,Jasper Cillessen,NED,GK,Barcelona,28,1989,1,1,90,1.0,0,0.0,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,UCL,17-18
1840e36d,13,Thibaut Courtois,BEL,GK,Chelsea,25,1992,8,8,720,8.0,12,1.5,32,20,65.6,3,3,2,2,25.0,1,1,0,0,0.0,Matches,UCL,17-18
3bb7b8b4,14,Ederson,BRA,GK,Manchester City,23,1993,9,9,810,9.0,10,1.11,33,22,75.8,6,0,3,4,44.4,3,2,1,0,33.3,Matches,UCL,17-18
af245161,15,Fabricio,ESP,GK,Beşiktaş,29,1987,6,6,540,6.0,9,1.5,32,24,71.9,3,2,1,1,16.7,0,0,0,0,,Matches,UCL,17-18
7ba6d84e,16,David de Gea,ESP,GK,Manchester Utd,26,1990,6,6,540,6.0,3,0.5,27,24,88.9,4,1,1,4,66.7,0,0,0,0,,Matches,UCL,17-18
b15780e3,17,Craig Gordon,SCO,GK,Celtic,34,1982,6,6,540,6.0,18,3.0,39,23,56.4,1,0,5,1,16.7,1,1,0,0,0.0,Matches,UCL,17-18
2f061b36,18,Raúl Gudiño,MEX,GK,APOEL FC,21,1996,1,0,45,0.5,1,2.0,3,2,66.7,0,0,0,0,,0,0,0,0,,Matches,UCL,17-18
bcb2ccd8,19,Péter Gulácsi,HUN,GK,RB Leipzig,27,1990,6,6,540,6.0,11,1.83,27,16,63.0,2,1,3,0,0.0,1,1,0,0,0.0,Matches,UCL,17-18
