id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,league,season
8fa8f8d2,1,Rúnar Alex Rúnarsson,ISL,GK,Dijon,24,1995,11,9,900,10.0,17,1.7,47,31,63.8,1,2,6,0,0.0,0,0,0,0,,Matches,FRA-L1,19-20
2f965a72,2,Alphonse Areola,FRA,GK,Paris S-G,26,1993,3,3,270,3.0,2,0.67,3,1,33.3,2,0,1,2,66.7,0,0,0,0,,Matches,FRA-L1,19-20
be13e5a8,3,Stefan Bajic,FRA,GK,Saint-Étienne,17,2001,1,1,90,1.0,1,1.0,2,1,50.0,0,0,1,0,0.0,0,0,0,0,,Matches,FRA-L1,19-20
8a2248b4,4,Walter Benítez,ARG,GK,Nice,26,1993,26,26,2340,26.0,36,1.38,130,95,75.4,9,8,9,4,15.4,6,4,1,1,20.0,Matches,FRA-L1,19-20
28dabd43,5,Paul Bernardoni,FRA,GK,Nîmes,22,1997,25,25,2204,24.5,38,1.55,108,71,68.5,7,4,14,6,24.0,4,4,0,0,0.0,Matches,FRA-L1,19-20
380a15e2,6,Dimitry Bertaud,COD,GK,Montpellier,21,1998,3,3,196,2.2,3,1.38,5,2,40.0,0,0,3,0,0.0,0,0,0,0,,Matches,FRA-L1,19-20
26975a92,7,Ludovic Butelle,FRA,GK,Angers,36,1983,26,26,2340,26.0,32,1.23,83,51,65.1,10,6,10,11,42.3,3,3,0,0,0.0,Matches,FRA-L1,19-20
db87a2c4,8,Marcin Bułka,POL,GK,Paris S-G,19,1999,1,1,90,1.0,0,0.0,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,FRA-L1,19-20
8608f269,9,Matis Carvalho,POR,GK,Montpellier,20,1999,1,0,71,0.8,4,5.07,8,5,50.0,0,0,0,0,,0,0,0,0,,Matches,FRA-L1,19-20
7800bdb8,10,Yannis Clementia,MTQ,GK,Nice,22,1997,2,2,180,2.0,2,1.0,7,5,85.7,2,0,0,0,0.0,1,1,0,0,0.0,Matches,FRA-L1,19-20
2434f24a,11,Benoît Costil,FRA,GK,Bordeaux,32,1987,28,28,2520,28.0,34,1.21,108,74,70.4,9,10,9,6,21.4,3,2,1,0,33.3,Matches,FRA-L1,19-20
2ee1b96b,12,Paul Delecroix,FRA,GK,Metz,30,1988,2,1,135,1.5,4,2.67,6,2,50.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches,FRA-L1,19-20
d83f8f69,13,Lucas Dias,FRA,GK,Nîmes,20,1999,4,3,316,3.5,6,1.71,19,13,68.4,0,2,1,1,33.3,0,0,0,0,,Matches,FRA-L1,19-20
132bb875,14,Mauro Goicoechea,URU,GK,Toulouse,31,1988,2,2,180,2.0,5,2.5,13,8,61.5,0,0,2,0,0.0,0,0,0,0,,Matches,FRA-L1,19-20
cecbce23,15,Alfred Gomis,SEN,GK,Dijon,25,1993,19,19,1620,18.0,20,1.11,81,62,76.5,6,7,6,6,31.6,1,1,0,0,0.0,Matches,FRA-L1,19-20
bc270726,16,Régis Gurtner,FRA,GK,Amiens,32,1986,28,28,2520,28.0,50,1.79,142,93,65.5,4,11,13,5,17.9,1,1,0,0,0.0,Matches,FRA-L1,19-20
3a74f92b,17,Lovre Kalinić,CRO,GK,Toulouse,29,1990,4,4,306,3.4,4,1.18,15,11,73.3,0,1,3,1,25.0,0,0,0,0,,Matches,FRA-L1,19-20
4e7db402,18,Alban Lafont,FRA,GK,Nantes,20,1999,27,27,2430,27.0,29,1.07,95,64,72.6,11,4,12,10,37.0,6,3,2,1,40.0,Matches,FRA-L1,19-20
b49729cb,19,Gautier Larsonneur,FRA,GK,Brest,22,1997,27,27,2398,26.6,34,1.28,132,96,76.5,7,10,10,7,25.9,5,3,2,0,40.0,Matches,FRA-L1,19-20
2fa2a875,20,Benjamin Lecomte,FRA,GK,Monaco,28,1991,28,28,2520,28.0,44,1.57,134,91,71.6,11,7,10,7,25.0,6,6,0,0,0.0,Matches,FRA-L1,19-20
586ef3a3,21,Nicolas Lemaître,FRA,GK,Reims,22,1997,1,1,90,1.0,3,3.0,4,1,50.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches,FRA-L1,19-20
51c83a90,22,Donovan Léon,GUF,GK,Brest,26,1992,2,1,122,1.4,3,2.21,11,8,81.8,1,0,0,1,100.0,1,1,0,0,0.0,Matches,FRA-L1,19-20
f00de885,23,Anthony Lopes,POR,GK,Lyon,28,1990,26,26,2340,26.0,25,0.96,86,64,73.3,10,7,9,8,30.8,3,2,0,1,0.0,Matches,FRA-L1,19-20
fcb38f57,24,Mike Maignan,FRA,GK,Lille,24,1995,28,28,2520,28.0,27,0.96,83,58,72.3,15,4,9,12,42.9,6,4,1,1,20.0,Matches,FRA-L1,19-20
1d2d5cc8,25,Steve Mandanda,FRA,GK,Marseille,34,1985,27,27,2371,26.3,27,1.02,92,67,75.0,15,8,4,11,40.7,4,4,0,0,0.0,Matches,FRA-L1,19-20
33887998,26,Edouard Mendy,SEN,GK,Rennes,27,1992,24,24,2160,24.0,19,0.79,79,60,79.7,13,5,6,9,37.5,4,3,1,0,25.0,Matches,FRA-L1,19-20
28a65a2c,27,Jessy Moulin,FRA,GK,Saint-Étienne,33,1986,5,5,450,5.0,4,0.8,23,19,91.3,2,2,1,2,40.0,2,2,0,0,0.0,Matches,FRA-L1,19-20
ecada4fc,28,Keylor Navas,CRC,GK,Paris S-G,32,1986,21,21,1890,21.0,18,0.86,66,49,72.7,17,2,2,11,52.4,0,0,0,0,,Matches,FRA-L1,19-20
ae7d0ecd,29,Alexandre Oukidja,ALG,GK,Metz,31,1988,27,27,2385,26.5,31,1.17,129,98,78.3,8,10,9,8,29.6,3,3,0,0,0.0,Matches,FRA-L1,19-20
76806215,30,Yohann Pelé,FRA,GK,Marseille,36,1982,2,1,149,1.7,2,1.21,7,4,71.4,1,0,0,0,0.0,1,0,1,0,100.0,Matches,FRA-L1,19-20
b98cea65,31,Danijel Petković,MNE,GK,Angers,26,1993,2,2,180,2.0,1,0.5,7,6,85.7,1,0,1,1,50.0,0,0,0,0,,Matches,FRA-L1,19-20
dab1b8dc,32,Denis Petrić,SRB,GK,Nantes,31,1988,1,1,90,1.0,2,2.0,6,4,66.7,0,0,1,0,0.0,0,0,0,0,,Matches,FRA-L1,19-20
58ad9383,33,Predrag Rajković,SRB,GK,Reims,23,1995,27,27,2430,27.0,18,0.67,87,65,80.5,10,11,6,12,44.4,5,1,4,0,80.0,Matches,FRA-L1,19-20
bcf1b2e9,34,Baptiste Reynet,FRA,GK,Toulouse,28,1990,23,22,2034,22.6,49,2.17,118,68,61.0,3,3,16,2,9.1,5,3,2,0,40.0,Matches,FRA-L1,19-20
5f0241b2,35,Sergio Rico,ESP,GK,Paris S-G,25,1993,2,2,180,2.0,4,2.0,10,6,60.0,2,0,0,0,0.0,0,0,0,0,,Matches,FRA-L1,19-20
cac76a72,36,Stéphane Ruffier,FRA,GK,Saint-Étienne,32,1986,22,22,1980,22.0,40,1.82,100,60,63.0,6,4,12,3,13.6,4,3,0,1,0.0,Matches,FRA-L1,19-20
625c144a,37,Gerónimo Rulli,ARG,GK,Montpellier,27,1992,25,25,2250,25.0,27,1.08,119,91,79.8,11,7,7,8,32.0,5,3,2,0,40.0,Matches,FRA-L1,19-20
74733221,38,Romain Salin,FRA,GK,Rennes,35,1984,5,4,360,4.0,5,1.25,19,13,73.7,2,0,2,1,25.0,1,0,1,0,100.0,Matches,FRA-L1,19-20
834b5c4c,39,Matz Sels,BEL,GK,Strasbourg,27,1992,27,27,2430,27.0,32,1.19,104,71,75.0,11,5,11,8,29.6,7,6,1,0,14.3,Matches,FRA-L1,19-20
b056e3da,40,Ciprian Tătărușanu,ROU,GK,Lyon,33,1986,2,2,180,2.0,2,1.0,11,9,81.8,1,0,1,1,50.0,0,0,0,0,,Matches,FRA-L1,19-20
