Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2023-08-11,20:00:00,Premier League,Matchweek 1,Fri,Home,L,0,3,Manchester City,0.3,1.9,35,21572,Josh Cullen,5-4-1,4-2-3-1,Craig Pawson,/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,,23-24,Burnley,943e8050
2023-08-27,14:00:00,Premier League,Matchweek 3,Sun,Home,L,1,3,Aston Villa,0.7,2.5,57,21591,Josh Cullen,4-4-2,3-4-3,Michael Salisbury,/en/matches/b66a7def/Burnley-Aston-Villa-August-27-2023-Premier-League,,23-24,Burnley,943e8050
2023-08-30,19:45:00,EFL Cup,Second round,Wed,Away,W,1,0,Nott'ham Forest,,,60,27766,Josh Brownhill,4-3-3,5-3-2,Robert Madley,/en/matches/26950ade/Nottingham-Forest-Burnley-August-30-2023-EFL-Cup,,23-24,Burnley,943e8050
2023-09-02,15:00:00,Premier League,Matchweek 4,Sat,Home,L,2,5,Tottenham,1.3,2.2,47,21750,Josh Cullen,4-4-2,4-2-3-1,Darren England,/en/matches/f1786fb8/Burnley-Tottenham-Hotspur-September-2-2023-Premier-League,,23-24,Burnley,943e8050
2023-09-18,19:45:00,Premier League,Matchweek 5,Mon,Away,D,1,1,Nott'ham Forest,0.5,0.7,54,28958,Josh Brownhill,4-2-3-1,4-2-3-1,Robert Jones,/en/matches/ad7ecfad/Nottingham-Forest-Burnley-September-18-2023-Premier-League,,23-24,Burnley,943e8050
2023-09-23,20:00:00,Premier League,Matchweek 6,Sat,Home,L,0,1,Manchester Utd,1.1,1.0,61,21593,Josh Brownhill,4-3-3,4-2-3-1,Tony Harrington,/en/matches/8e26793d/Burnley-Manchester-United-September-23-2023-Premier-League,,23-24,Burnley,943e8050
2023-09-26,19:45:00,EFL Cup,Third round,Tue,Away,W,4,0,Salford City,,,66,3305,Jack Cork,4-1-4-1,4-3-3,Anthony Backhouse,/en/matches/145848e6/Salford-City-Burnley-September-26-2023-EFL-Cup,,23-24,Burnley,943e8050
2023-09-30,15:00:00,Premier League,Matchweek 7,Sat,Away,L,0,2,Newcastle Utd,0.6,3.1,47,51687,Josh Brownhill,4-2-3-1,4-3-3,Thomas Bramall,/en/matches/a79ff136/Newcastle-United-Burnley-September-30-2023-Premier-League,,23-24,Burnley,943e8050
2023-10-03,19:30:00,Premier League,Matchweek 2,Tue,Away,W,2,1,Luton Town,1.1,1.3,51,10918,Josh Brownhill,4-3-3,3-4-3,Peter Bankes,/en/matches/4f7b3f27/Luton-Town-Burnley-October-3-2023-Premier-League,,23-24,Burnley,943e8050
2023-10-07,15:00:00,Premier League,Matchweek 8,Sat,Home,L,1,4,Chelsea,0.7,1.9,38,21654,Josh Brownhill,4-3-3,4-3-3,Stuart Attwell,/en/matches/cfd83ca3/Burnley-Chelsea-October-7-2023-Premier-League,,23-24,Burnley,943e8050
2023-10-21,15:00:00,Premier League,Matchweek 9,Sat,Away,L,0,3,Brentford,1.1,3.1,50,17029,Josh Cullen,4-2-3-1,4-3-3,Joshua Smith,/en/matches/52781f37/Brentford-Burnley-October-21-2023-Premier-League,,23-24,Burnley,943e8050
2023-10-28,15:00:00,Premier League,Matchweek 10,Sat,Away,L,1,2,Bournemouth,0.8,1.1,55,11152,Josh Brownhill,4-3-3,4-2-3-1,Samuel Barrott,/en/matches/c4c42d3e/Bournemouth-Burnley-October-28-2023-Premier-League,,23-24,Burnley,943e8050
2023-11-01,19:45:00,EFL Cup,Fourth round,Wed,Away,L,0,3,Everton,,,62,38841,Josh Cullen,4-4-2,4-4-1-1,Michael Salisbury,/en/matches/e8781636/Everton-Burnley-November-1-2023-EFL-Cup,,23-24,Burnley,943e8050
2023-11-04,15:00:00,Premier League,Matchweek 11,Sat,Home,L,0,2,Crystal Palace,1.1,1.3,67,21578,Josh Brownhill,4-4-2,4-2-3-1,Peter Bankes,/en/matches/8797f9a9/Burnley-Crystal-Palace-November-4-2023-Premier-League,,23-24,Burnley,943e8050
2023-11-11,15:00:00,Premier League,Matchweek 12,Sat,Away,L,1,3,Arsenal,0.3,1.8,37,60232,Josh Brownhill,4-4-2,4-3-3,Michael Oliver,/en/matches/2cb4e4dc/Arsenal-Burnley-November-11-2023-Premier-League,,23-24,Burnley,943e8050
2023-11-25,15:00:00,Premier League,Matchweek 13,Sat,Home,L,1,2,West Ham,1.3,0.9,50,21319,Josh Brownhill,4-4-2,4-2-3-1,Samuel Barrott,/en/matches/36a64522/Burnley-West-Ham-United-November-25-2023-Premier-League,,23-24,Burnley,943e8050
2023-12-02,15:00:00,Premier League,Matchweek 14,Sat,Home,W,5,0,Sheffield Utd,1.8,0.4,63,21478,Josh Brownhill,4-4-2,3-4-3,Chris Kavanagh,/en/matches/e2c53b0a/Burnley-Sheffield-United-December-2-2023-Premier-League,,23-24,Burnley,943e8050
2023-12-05,19:30:00,Premier League,Matchweek 15,Tue,Away,L,0,1,Wolves,0.9,0.8,49,30439,Josh Brownhill,4-4-2,3-4-3,Jarred Gillett,/en/matches/a52ffb27/Wolverhampton-Wanderers-Burnley-December-5-2023-Premier-League,,23-24,Burnley,943e8050
2023-12-09,15:00:00,Premier League,Matchweek 16,Sat,Away,D,1,1,Brighton,0.6,2.6,28,31511,Josh Brownhill,4-4-2,4-2-3-1,Simon Hooper,/en/matches/ab18fa97/Brighton-and-Hove-Albion-Burnley-December-9-2023-Premier-League,,23-24,Burnley,943e8050
2023-12-16,17:30:00,Premier League,Matchweek 17,Sat,Home,L,0,2,Everton,0.7,1.4,61,21413,Josh Brownhill,4-4-2,5-4-1,Anthony Taylor,/en/matches/01904d1d/Burnley-Everton-December-16-2023-Premier-League,,23-24,Burnley,943e8050
2023-12-23,15:00:00,Premier League,Matchweek 18,Sat,Away,W,2,0,Fulham,0.4,1.3,34,23598,Josh Brownhill,4-4-2,4-2-3-1,Rebecca Welch,/en/matches/7dd3c51a/Fulham-Burnley-December-23-2023-Premier-League,,23-24,Burnley,943e8050
2023-12-26,17:30:00,Premier League,Matchweek 19,Tue,Home,L,0,2,Liverpool,0.8,1.8,32,21624,Josh Brownhill,4-4-2,4-3-3,Paul Tierney,/en/matches/c0904954/Burnley-Liverpool-December-26-2023-Premier-League,,23-24,Burnley,943e8050
2023-12-30,15:00:00,Premier League,Matchweek 20,Sat,Away,L,2,3,Aston Villa,1.2,3.2,36,41613,Josh Brownhill,4-4-2,4-4-1-1,Stuart Attwell,/en/matches/2828c5bc/Aston-Villa-Burnley-December-30-2023-Premier-League,,23-24,Burnley,943e8050
2024-01-05,20:00:00,FA Cup,Third round proper,Fri,Away,L,0,1,Tottenham,,,37,60982,Josh Cullen,4-4-2,4-2-3-1,Samuel Barrott,/en/matches/9e48a7ad/Tottenham-Hotspur-Burnley-January-5-2024-FA-Cup,,23-24,Burnley,943e8050
2024-01-12,19:45:00,Premier League,Matchweek 21,Fri,Home,D,1,1,Luton Town,1.1,0.9,39,20155,Josh Brownhill,4-4-2,3-4-3,Tony Harrington,/en/matches/d62dd931/Burnley-Luton-Town-January-12-2024-Premier-League,,23-24,Burnley,943e8050
2024-01-31,19:30:00,Premier League,Matchweek 22,Wed,Away,L,1,3,Manchester City,1.4,1.7,26,52143,Josh Brownhill,4-4-2,4-2-3-1,Samuel Barrott,/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,,23-24,Burnley,943e8050
2024-02-03,15:00:00,Premier League,Matchweek 23,Sat,Home,D,2,2,Fulham,1.8,1.5,44,20203,Josh Brownhill,4-4-2,4-2-3-1,Darren Bond,/en/matches/a2436e30/Burnley-Fulham-February-3-2024-Premier-League,,23-24,Burnley,943e8050
2024-02-10,15:00:00,Premier League,Matchweek 24,Sat,Away,L,1,3,Liverpool,1.3,2.8,30,59896,Josh Brownhill,4-4-2,4-3-3,Tim Robinson,/en/matches/29e4d6ac/Liverpool-Burnley-February-10-2024-Premier-League,,23-24,Burnley,943e8050
