id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
5bc43860,1,Brenden Aaronson,USA,"MF,FW",Leeds United,21,2000,36,2372,66,69.4,26.4,28,78,8,8,22,2,0.86,35,58,-23,-0.87,-0.27,33.3,49.8,-16.6,-0.63,-0.35,Matches,ENG-EPL,22-23
56628958,2,George Abbott,ENG,MF,Tottenham,16,2005,1,1,1,0.0,0.0,0,,0,1,1,1,3.0,1,0,1,90.0,89.84,0.3,0.0,0.3,28.39,28.2,Matches,ENG-EPL,22-23
d524dcd7,3,Terry Ablade,FIN,FW,Fulham,20,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ENG-EPL,22-23
f2bf1b0f,4,Che Adams,SCO,FW,Southampton,26,1996,28,1992,71,58.2,22.1,23,82,13,5,22,1,0.71,18,41,-23,-1.04,-0.16,24.1,33.1,-9.0,-0.41,0.48,Matches,ENG-EPL,22-23
2b09d998,5,Tyler Adams,USA,MF,Leeds United,23,1999,24,2156,90,63.0,24.0,24,90,23,0,,0,0.96,28,36,-8,-0.33,1.23,30.2,33.1,-2.9,-0.12,1.08,Matches,ENG-EPL,22-23
c81d773d,6,Tosin Adarabioyo,ENG,DF,Fulham,24,1997,25,2085,83,61.0,23.2,23,90,23,2,8,13,1.44,36,39,-3,-0.13,-0.47,26.5,42.8,-16.3,-0.7,-0.63,Matches,ENG-EPL,22-23
c150b220,7,Tayo Adaramola,IRL,DF,Crystal Palace,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ENG-EPL,22-23
f76e6b4e,8,Adrián,ESP,GK,Liverpool,35,1987,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches,ENG-EPL,22-23
2093823e,9,Daniel Adu-Adjei,ENG,FW,Bournemouth,17,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,ENG-EPL,22-23
288e1e13,10,Nayef Aguerd,MAR,DF,West Ham,26,1996,18,1595,89,46.6,17.7,17,89,16,1,76,3,1.06,23,28,-5,-0.28,0.11,24.2,28.6,-4.5,-0.25,-0.28,Matches,ENG-EPL,22-23
a6c58494,11,Naouirou Ahamada,FRA,"MF,FW",Crystal Palace,20,2002,8,94,12,2.7,1.0,0,,0,8,12,3,0.38,0,2,-2,-1.91,-1.73,1.1,1.8,-0.7,-0.69,-0.47,Matches,ENG-EPL,22-23
9b398aea,12,Rayan Aït-Nouri,ALG,DF,Wolves,21,2001,21,1076,51,31.5,12.0,9,81,4,12,29,7,1.0,8,18,-10,-0.84,-0.18,11.6,18.7,-7.1,-0.6,0.01,Matches,ENG-EPL,22-23
a8c0acb7,13,Kristoffer Ajer,NOR,DF,Brentford,24,1998,9,763,85,22.3,8.5,9,85,6,0,,10,1.11,7,14,-7,-0.83,-1.47,9.4,11.1,-1.6,-0.19,-0.5,Matches,ENG-EPL,22-23
89ac64a6,14,Manuel Akanji,SUI,DF,Manchester City,27,1995,29,2287,79,66.9,25.4,24,88,22,5,36,1,2.52,63,23,40,1.57,-0.09,51.6,21.1,30.6,1.2,-0.06,Matches,ENG-EPL,22-23
eaeca114,15,Nathan Aké,NED,DF,Manchester City,27,1995,26,1873,72,54.8,20.8,22,82,16,4,16,4,2.23,53,15,38,1.83,0.49,44.8,16.2,28.5,1.37,0.32,Matches,ENG-EPL,22-23
