id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,league,season
9f9e1b9c,1,Sabit Abdulai,GHA,MF,Getafe,21,1999,0.7,2,0,1,1,0,1,3,33.3,2,0,0,0,0,2,0,0,Matches,ESP-LALIGA,20-21
81442ecb,2,Marcos Acuña,ARG,DF,Sevilla,28,1991,25.9,62,42,34,20,8,23,41,56.1,18,23,2,21,23,85,30,1,Matches,ESP-LALIGA,20-21
3ed84b2c,3,Bobby Adekanye,NED,"FW,MF",Cádiz,21,1999,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches,ESP-LALIGA,20-21
355c883a,4,Martin Agirregabiria,ESP,"DF,MF",Alavés,24,1996,17.3,32,18,17,12,3,17,33,51.5,16,9,3,6,27,59,36,0,Matches,ESP-LALIGA,20-21
18abe173,5,Joseph Aidoo,GHA,DF,Celta Vigo,24,1995,14.3,26,17,17,9,0,12,21,57.1,9,7,4,3,25,51,88,1,Matches,ESP-LALIGA,20-21
f2a68b97,6,Carlos Akapo,EQG,DF,Cádiz,27,1993,9.6,18,14,14,4,0,10,18,55.6,8,16,3,13,19,37,33,0,Matches,ESP-LALIGA,20-21
31f5b89b,7,Paul Akouokou,CIV,MF,Betis,22,1997,4.2,11,8,2,8,1,5,8,62.5,3,3,1,2,6,17,7,0,Matches,ESP-LALIGA,20-21
788be7f9,8,Jony Álamo,ESP,MF,Elche,18,2001,0.8,2,1,1,0,1,0,1,0.0,1,0,0,0,1,3,0,0,Matches,ESP-LALIGA,20-21
4601e194,9,Jordi Alba,ESP,"DF,FW",Barcelona,31,1989,33.6,45,30,22,16,7,24,52,46.2,28,21,2,19,49,94,48,0,Matches,ESP-LALIGA,20-21
4bd414c1,10,Raúl Albiol,ESP,DF,Villarreal,34,1985,34.6,22,15,19,3,0,13,18,72.2,5,32,22,10,22,44,146,2,Matches,ESP-LALIGA,20-21
a7a9d95a,11,Paco Alcácer,ESP,FW,Villarreal,26,1993,17.2,6,3,1,2,3,3,7,42.9,4,8,0,8,9,15,6,0,Matches,ESP-LALIGA,20-21
