id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,league,season
82e12fe7,1,Junior Adamu,AUT,FW,Freiburg,23-085,2001,1.0,0,1,0,0.0,1.0,0.0,0.0,,14.3,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches,GER-BL1,24-25
501055d8,2,Karim Adeyemi,GER,FW,Dortmund,22-225,2002,0.6,0,2,0,0.0,3.1,0.0,0.0,,14.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,GER-BL1,24-25
dcfb17f4,3,Amine Adli,MAR,FW,Leverkusen,24-112,2000,0.1,0,1,0,0.0,10.0,0.0,0.0,,12.6,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches,GER-BL1,24-25
5054c359,4,Oladapo Afolayan,ENG,FW,St. Pauli,26-200,1998,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,GER-BL1,24-25
cb6d81b3,5,Felix Agu,GER,DF,Werder Bremen,24-338,1999,1.0,1,1,1,100.0,1.0,1.0,1.0,1.0,12.3,0,0,0,0.1,0.1,0.06,0.9,0.9,Matches,GER-BL1,24-25
6ec6fde0,6,Kevin Akpoguma,NGA,DF,Hoffenheim,29-133,1995,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,GER-BL1,24-25
add37c13,7,Skelly Alvero,FRA,MF,Werder Bremen,22-118,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,GER-BL1,24-25
555d5edd,8,Nadiem Amiri,GER,MF,Mainz 05,27-308,1996,1.0,1,1,1,100.0,1.0,1.0,1.0,1.0,29.0,1,0,0,0.1,0.1,0.1,0.9,0.9,Matches,GER-BL1,24-25
e0b113a7,9,Robert Andrich,GER,MF,Leverkusen,29-343,1994,0.9,0,1,0,0.0,1.11,0.0,0.0,,24.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,GER-BL1,24-25
5e66fa06,10,Waldemar Anton,GER,DF,Dortmund,28-041,1996,1.0,0,2,0,0.0,2.0,0.0,0.0,,11.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,GER-BL1,24-25
86e119e0,11,Maximilian Arnold,GER,MF,Wolfsburg,30-095,1994,1.0,0,1,0,0.0,1.0,0.0,0.0,,31.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,GER-BL1,24-25
