id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,league,season
4cd41883,1,Paxten Aaronson,USA,"MF,DF",Eint Frankfurt,18,2003,1.9,0,4,1,25.0,2.08,0.52,0.0,0.0,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,GER-BL1,22-23
22919e97,2,Sargis Adamyan,ARM,"FW,MF",Köln,29,1993,7.2,1,21,11,52.4,2.93,1.54,0.05,0.09,14.0,0,0,0,3.4,3.4,0.16,-2.4,-2.4,Matches,GER-BL1,22-23
501055d8,3,Karim Adeyemi,GER,"FW,MF",Dortmund,20,2002,15.4,6,37,14,37.8,2.4,0.91,0.16,0.43,17.4,0,0,1,5.0,4.3,0.12,1.0,1.7,Matches,GER-BL1,22-23
dcfb17f4,4,Amine Adli,MAR,"FW,MF",Leverkusen,22,2000,15.9,5,37,17,45.9,2.32,1.07,0.14,0.29,14.0,1,0,0,5.0,5.0,0.14,0.0,0.0,Matches,GER-BL1,22-23
cb6d81b3,5,Felix Agu,GER,"DF,FW",Werder Bremen,22,1999,0.5,0,1,0,0.0,1.84,0.0,0.0,,15.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,GER-BL1,22-23
a6c58494,6,Naouirou Ahamada,FRA,MF,Stuttgart,20,2002,15.5,2,16,5,31.3,1.03,0.32,0.13,0.4,22.1,0,0,0,0.8,0.8,0.05,1.2,1.2,Matches,GER-BL1,22-23
462475ed,7,Ludovic Ajorque,FRA,"FW,MF",Mainz 05,28,1994,13.5,6,32,14,43.8,2.38,1.04,0.19,0.43,14.8,0,0,0,4.6,4.6,0.14,1.4,1.4,Matches,GER-BL1,22-23
6ec6fde0,8,Kevin Akpoguma,NGA,DF,Hoffenheim,27,1995,21.7,0,8,1,12.5,0.37,0.05,0.0,0.0,19.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,GER-BL1,22-23
834d0be5,9,Lucas Alario,ARG,"FW,MF",Eint Frankfurt,29,1992,3.7,1,11,4,36.4,2.99,1.09,0.09,0.25,14.7,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches,GER-BL1,22-23
00f518d8,10,Faride Alidou,GER,"DF,MF",Eint Frankfurt,21,2001,2.0,0,2,0,0.0,0.99,0.0,0.0,,17.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,GER-BL1,22-23
8ce30c57,11,Éder Álvarez Balanta,COL,"MF,FW",Schalke 04,29,1993,2.6,0,1,1,100.0,0.38,0.38,0.0,0.0,17.5,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches,GER-BL1,22-23
cd682b6b,12,Lukáš Ambros,CZE,MF,Wolfsburg,18,2004,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,GER-BL1,22-23
555d5edd,13,Nadiem Amiri,GER,"MF,FW",Leverkusen,25,1996,10.9,4,23,8,34.8,2.12,0.74,0.13,0.38,24.3,3,1,1,1.9,1.1,0.05,2.1,1.9,Matches,GER-BL1,22-23
e0b113a7,14,Robert Andrich,GER,MF,Leverkusen,27,1994,26.7,2,30,9,30.0,1.12,0.34,0.07,0.22,21.6,1,0,0,1.6,1.6,0.05,0.4,0.4,Matches,GER-BL1,22-23
30941e96,15,Angeliño,ESP,DF,Hoffenheim,25,1997,29.1,0,21,4,19.0,0.72,0.14,0.0,0.0,20.5,4,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches,GER-BL1,22-23
5e66fa06,16,Waldemar Anton,GER,DF,Stuttgart,26,1996,32.6,1,24,5,20.8,0.74,0.15,0.04,0.2,18.3,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches,GER-BL1,22-23
0a3f6cde,17,Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,28,1994,22.0,3,29,8,27.6,1.32,0.36,0.1,0.38,20.6,0,0,0,2.2,2.2,0.08,0.8,0.8,Matches,GER-BL1,22-23
56413b1f,18,Charles Aránguiz,CHI,MF,Leverkusen,33,1989,5.5,1,5,2,40.0,0.91,0.37,0.2,0.5,18.5,0,0,0,0.3,0.3,0.06,0.7,0.7,Matches,GER-BL1,22-23
86e119e0,19,Maximilian Arnold,GER,MF,Wolfsburg,28,1994,30.7,5,29,12,41.4,0.94,0.39,0.07,0.17,31.4,6,3,5,5.0,1.0,0.04,0.0,1.0,Matches,GER-BL1,22-23
13ddc856,20,Takuma Asano,JPN,"FW,MF",Bochum,27,1994,19.0,3,53,18,34.0,2.78,0.95,0.06,0.17,16.1,0,0,0,5.6,5.6,0.11,-2.6,-2.6,Matches,GER-BL1,22-23
35f67a30,21,Fisnik Asllani,KVX,FW,Hoffenheim,19,2002,1.9,0,9,0,0.0,4.85,0.0,0.0,,11.1,0,0,0,1.7,1.7,0.19,-1.7,-1.7,Matches,GER-BL1,22-23
fe46e261,22,Mehmet Aydin,GER,"DF,FW",Schalke 04,20,2002,6.3,0,5,0,0.0,0.79,0.0,0.0,,23.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,GER-BL1,22-23
ce81d82d,23,Ayman Azhil,MAR,MF,Leverkusen,21,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,GER-BL1,22-23
10549b49,24,Sardar Azmoun,IRN,"FW,MF",Leverkusen,27,1995,10.3,4,28,10,35.7,2.72,0.97,0.14,0.4,12.1,0,0,0,3.5,3.5,0.13,0.5,0.5,Matches,GER-BL1,22-23
f582d5c1,25,Sanoussy Ba,GER,DF,RB Leipzig,18,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,GER-BL1,22-23
a8567629,26,Mitchel Bakker,NED,"DF,MF",Leverkusen,22,2000,18.4,3,17,8,47.1,0.92,0.43,0.18,0.38,18.9,0,0,0,1.7,1.7,0.1,1.3,1.3,Matches,GER-BL1,22-23
442b56fa,27,Ridle Baku,GER,"DF,FW",Wolfsburg,24,1998,28.7,5,28,12,42.9,0.98,0.42,0.18,0.42,19.1,0,0,0,2.9,2.9,0.1,2.1,2.1,Matches,GER-BL1,22-23
a2a85828,28,Aymen Barkok,MAR,MF,Mainz 05,24,1998,6.5,0,11,2,18.2,1.7,0.31,0.0,0.0,23.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,GER-BL1,22-23
00242b75,29,Leandro Barreiro Martins,LUX,MF,Mainz 05,22,2000,23.8,4,32,14,43.8,1.35,0.59,0.13,0.29,16.0,0,0,0,3.9,3.9,0.12,0.1,0.1,Matches,GER-BL1,22-23
