id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,league,season
32c2d95f,1,Yunis Abdelhamid,MAR,DF,Reims,34,1987,37.0,6,0,0,49,28,2,5,64,50,0,0,0,263,93,51,64.6,Matches,FRA-L1,22-23
7978cbf0,2,Himad Abdelli,ALG,"MF,FW",Angers,22,1999,23.7,3,0,0,43,31,1,35,28,38,0,0,0,180,18,23,43.9,Matches,FRA-L1,22-23
82464ce3,3,Salis Abdul Samed,GHA,MF,Lens,22,2000,32.2,6,1,0,71,38,0,10,36,26,0,0,1,213,14,17,45.2,Matches,FRA-L1,22-23
31626657,4,Laurent Abergel,FRA,MF,Lorient,29,1993,26.0,7,1,1,28,29,0,6,34,52,0,0,0,193,8,15,34.8,Matches,FRA-L1,22-23
0e46fa2f,5,Matthis Abline,FRA,"FW,MF",Auxerre,19,2003,9.0,1,0,0,14,10,5,6,1,2,1,0,0,13,12,30,28.6,Matches,FRA-L1,22-23
0e46fa2f,6,Matthis Abline,FRA,"FW,MF",Rennes,19,2003,1.2,0,0,0,3,5,1,2,2,1,1,0,0,2,1,4,20.0,Matches,FRA-L1,22-23
c2a6033c,7,Zakaria Aboukhlal,MAR,"FW,MF",Toulouse,22,2000,27.5,4,0,0,41,46,20,29,22,23,0,0,0,130,12,31,27.9,Matches,FRA-L1,22-23
1e93fc5d,8,Mohamed Achi,FRA,FW,Nantes,20,2002,0.4,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,,Matches,FRA-L1,22-23
7587446d,9,Martin Adeline,FRA,"MF,FW",Reims,18,2003,1.2,2,0,0,5,0,0,0,3,3,0,0,0,11,6,5,54.5,Matches,FRA-L1,22-23
