Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,league,season
Bundesliga,2,Sun,2020-09-27,18:00,Freiburg,1.3,1–1,0.5,Wolfsburg,3200,Schwarzwald-Stadion,Sören Storks,/en/matches/5ffa4b38/Freiburg-Wolfsburg-September-27-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,3,Fri,2020-10-02,20:30,Union Berlin,2.5,4–0,0.3,Mainz 05,4400,Stadion An der Alten Försterei,Sascha Stegemann,/en/matches/649ae6b0/Union-Berlin-Mainz-05-October-2-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,3,Sat,2020-10-03,15:30,Stuttgart,0.8,1–1,1.5,Leverkusen,9500,Mercedes-Benz Arena,Robert Hartmann,/en/matches/1ec41087/Stuttgart-Bayer-Leverkusen-October-3-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,3,Sat,2020-10-03,15:30,Dortmund,2.5,4–0,0.5,Freiburg,11500,Signal Iduna Park,Guido Winkmann,/en/matches/9d4a82ad/Dortmund-Freiburg-October-3-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,3,Sat,2020-10-03,15:30,Köln,0.6,1–3,2.1,Gladbach,300,RheinEnergieSTADION,Marco Fritz,/en/matches/a637d328/Koln-Monchengladbach-October-3-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,3,Sat,2020-10-03,15:30,Werder Bremen,0.4,1–0,1.1,Arminia,300,Weserstadion,Robert Schröder,/en/matches/bc73b667/Werder-Bremen-Arminia-October-3-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,3,Sat,2020-10-03,15:30,Eint Frankfurt,2.9,2–1,1.4,Hoffenheim,8000,Deutsche Bank Park,Manuel Gräfe,/en/matches/d3eb7718/Eintracht-Frankfurt-Hoffenheim-October-3-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,3,Sat,2020-10-03,18:30,RB Leipzig,3.9,4–0,0.2,Schalke 04,8500,Red Bull Arena,Florian Badstübner,/en/matches/025d99fb/RB-Leipzig-Schalke-04-October-3-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,3,Sun,2020-10-04,15:30,Wolfsburg,1.0,0–0,1.2,Augsburg,4632,Volkswagen Arena,Felix Zwayer,/en/matches/1efab835/Wolfsburg-Augsburg-October-4-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,3,Sun,2020-10-04,18:00,Bayern Munich,3.6,4–3,1.1,Hertha BSC,,Allianz Arena,Benjamin Cortus,/en/matches/3bf886c0/Bayern-Munich-Hertha-BSC-October-4-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,4,Sat,2020-10-17,15:30,Augsburg,1.0,0–2,2.1,RB Leipzig,,WWK Arena,Felix Brych,/en/matches/3a5c7b34/Augsburg-RB-Leipzig-October-17-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,4,Sat,2020-10-17,15:30,Freiburg,1.3,1–1,1.6,Werder Bremen,,Schwarzwald-Stadion,Christian Dingert,/en/matches/7c35b420/Freiburg-Werder-Bremen-October-17-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,4,Sat,2020-10-17,15:30,Hoffenheim,1.2,0–1,2.0,Dortmund,6030,PreZero Arena,Sascha Stegemann,/en/matches/baeada79/Hoffenheim-Dortmund-October-17-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,4,Sat,2020-10-17,15:30,Hertha BSC,1.1,0–2,1.3,Stuttgart,4000,Olympiastadion Berlin,Harm Osmers,/en/matches/c77a129a/Hertha-BSC-Stuttgart-October-17-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,4,Sat,2020-10-17,15:30,Mainz 05,0.3,0–1,0.5,Leverkusen,250,Opel Arena,Bastian Dankert,/en/matches/f6278a67/Mainz-05-Bayer-Leverkusen-October-17-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,4,Sat,2020-10-17,18:30,Arminia,1.4,1–4,3.1,Bayern Munich,,SchücoArena,Daniel Siebert,/en/matches/ce692f09/Arminia-Bayern-Munich-October-17-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,4,Sat,2020-10-17,20:30,Gladbach,1.9,1–1,1.4,Wolfsburg,300,Stadion im Borussia-Park,Daniel Schlager,/en/matches/b8617eda/Monchengladbach-Wolfsburg-October-17-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,4,Sun,2020-10-18,15:30,Köln,1.4,1–1,1.9,Eint Frankfurt,300,RheinEnergieSTADION,Sven Jablonski,/en/matches/163e88ac/Koln-Eintracht-Frankfurt-October-18-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,4,Sun,2020-10-18,18:00,Schalke 04,0.4,1–1,1.0,Union Berlin,300,Veltins-Arena,Patrick Ittrich,/en/matches/db279a43/Schalke-04-Union-Berlin-October-18-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,5,Fri,2020-10-23,20:30,Stuttgart,0.8,1–1,2.2,Köln,,Mercedes-Benz Arena,Guido Winkmann,/en/matches/d3537d39/Stuttgart-Koln-October-23-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,5,Sat,2020-10-24,15:30,Mainz 05,1.9,2–3,3.0,Gladbach,100,Opel Arena,Frank Willenborg,/en/matches/12c438d6/Mainz-05-Monchengladbach-October-24-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,5,Sat,2020-10-24,15:30,Union Berlin,1.6,1–1,0.3,Freiburg,4500,Stadion An der Alten Försterei,Robert Schröder,/en/matches/1f119187/Union-Berlin-Freiburg-October-24-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,5,Sat,2020-10-24,15:30,Bayern Munich,3.1,5–0,0.4,Eint Frankfurt,,Allianz Arena,Markus Schmidt,/en/matches/af438ae3/Bayern-Munich-Eintracht-Frankfurt-October-24-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,5,Sat,2020-10-24,15:30,RB Leipzig,2.7,2–1,0.8,Hertha BSC,999,Red Bull Arena,Tobias Stieler,/en/matches/c32831c6/RB-Leipzig-Hertha-BSC-October-24-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,5,Sat,2020-10-24,18:30,Dortmund,1.4,3–0,0.2,Schalke 04,300,Signal Iduna Park,Felix Zwayer,/en/matches/629d89ee/Revierderby-Dortmund-Schalke-04-October-24-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,5,Sun,2020-10-25,15:30,Wolfsburg,2.2,2–1,0.5,Arminia,4519,Volkswagen Arena,Manuel Gräfe,/en/matches/c83ec185/Wolfsburg-Arminia-October-25-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,5,Sun,2020-10-25,18:00,Werder Bremen,0.3,1–1,1.0,Hoffenheim,,Weserstadion,Daniel Schlager,/en/matches/273f5f16/Werder-Bremen-Hoffenheim-October-25-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,5,Mon,2020-10-26,20:30,Leverkusen,2.4,3–1,0.3,Augsburg,,BayArena,Sören Storks,/en/matches/6f4ef7ee/Bayer-Leverkusen-Augsburg-October-26-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,6,Fri,2020-10-30,20:30,Schalke 04,0.6,1–1,1.6,Stuttgart,,Veltins-Arena,Benjamin Brand,/en/matches/e7c061a0/Schalke-04-Stuttgart-October-30-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,6,Sat,2020-10-31,15:30,Eint Frankfurt,2.0,1–1,0.8,Werder Bremen,,Deutsche Bank Park,Felix Brych,/en/matches/0b235a19/Eintracht-Frankfurt-Werder-Bremen-October-31-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,6,Sat,2020-10-31,15:30,Augsburg,1.9,3–1,1.0,Mainz 05,,WWK Arena,Marco Fritz,/en/matches/2bdf2fcc/Augsburg-Mainz-05-October-31-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,6,Sat,2020-10-31,15:30,Köln,0.5,1–2,1.1,Bayern Munich,,RheinEnergieSTADION,Frank Willenborg,/en/matches/7c7206ed/Koln-Bayern-Munich-October-31-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,6,Sat,2020-10-31,15:30,Arminia,0.3,0–2,2.4,Dortmund,,SchücoArena,Bastian Dankert,/en/matches/96ae2bee/Arminia-Dortmund-October-31-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,6,Sat,2020-10-31,18:30,Gladbach,0.4,1–0,0.8,RB Leipzig,,Stadion im Borussia-Park,Daniel Siebert,/en/matches/6a6c8aec/Monchengladbach-RB-Leipzig-October-31-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,6,Sun,2020-11-01,15:30,Freiburg,1.2,2–4,1.2,Leverkusen,,Schwarzwald-Stadion,Benjamin Cortus,/en/matches/6fe64a38/Freiburg-Bayer-Leverkusen-November-1-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,6,Sun,2020-11-01,18:00,Hertha BSC,1.2,1–1,0.6,Wolfsburg,,Olympiastadion Berlin,Martin Petersen,/en/matches/94984357/Hertha-BSC-Wolfsburg-November-1-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,6,Mon,2020-11-02,20:30,Hoffenheim,1.3,1–3,3.6,Union Berlin,,PreZero Arena,Robert Hartmann,/en/matches/fb015b0b/Hoffenheim-Union-Berlin-November-2-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,7,Fri,2020-11-06,20:30,Werder Bremen,1.6,1–1,0.4,Köln,,Weserstadion,Florian Badstübner,/en/matches/8352703b/Werder-Bremen-Koln-November-6-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,7,Sat,2020-11-07,15:30,Union Berlin,2.0,5–0,0.3,Arminia,,Stadion An der Alten Försterei,Matthias Jöllenbeck,/en/matches/38dda32f/Union-Berlin-Arminia-November-7-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,7,Sat,2020-11-07,15:30,Augsburg,0.3,0–3,2.2,Hertha BSC,,WWK Arena,Frank Willenborg,/en/matches/46ddc6a2/Augsburg-Hertha-BSC-November-7-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,7,Sat,2020-11-07,15:30,RB Leipzig,2.2,3–0,0.6,Freiburg,,Red Bull Arena,Felix Zwayer,/en/matches/8d222b37/RB-Leipzig-Freiburg-November-7-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,7,Sat,2020-11-07,15:30,Stuttgart,2.0,2–2,3.2,Eint Frankfurt,,Mercedes-Benz Arena,Sascha Stegemann,/en/matches/a25b620f/Stuttgart-Eintracht-Frankfurt-November-7-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,7,Sat,2020-11-07,15:30,Mainz 05,3.7,2–2,1.9,Schalke 04,,Opel Arena,Patrick Ittrich,/en/matches/f12d89c7/Mainz-05-Schalke-04-November-7-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,7,Sat,2020-11-07,18:30,Dortmund,2.5,2–3,1.2,Bayern Munich,,Signal Iduna Park,Manuel Gräfe,/en/matches/ec674186/Der-Klassiker-Dortmund-Bayern-Munich-November-7-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,7,Sun,2020-11-08,15:30,Wolfsburg,1.9,2–1,2.8,Hoffenheim,,Volkswagen Arena,Sven Jablonski,/en/matches/eec9aa71/Wolfsburg-Hoffenheim-November-8-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,7,Sun,2020-11-08,18:00,Leverkusen,1.3,4–3,2.7,Gladbach,,BayArena,Harm Osmers,/en/matches/71df6f3d/Bayer-Leverkusen-Monchengladbach-November-8-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,8,Sat,2020-11-21,15:30,Gladbach,2.1,1–1,0.8,Augsburg,,Stadion im Borussia-Park,Markus Schmidt,/en/matches/02aa5acd/Monchengladbach-Augsburg-November-21-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,8,Sat,2020-11-21,15:30,Hoffenheim,1.7,3–3,1.6,Stuttgart,,PreZero Arena,Daniel Siebert,/en/matches/478c5305/Hoffenheim-Stuttgart-November-21-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,8,Sat,2020-11-21,15:30,Arminia,0.0,1–2,1.2,Leverkusen,,SchücoArena,Felix Brych,/en/matches/b80c1dd8/Arminia-Bayer-Leverkusen-November-21-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,8,Sat,2020-11-21,15:30,Schalke 04,1.1,0–2,2.5,Wolfsburg,,Veltins-Arena,Marco Fritz,/en/matches/bdcf9a62/Schalke-04-Wolfsburg-November-21-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,8,Sat,2020-11-21,15:30,Bayern Munich,1.7,1–1,1.7,Werder Bremen,,Allianz Arena,Guido Winkmann,/en/matches/f5b4d139/Bayern-Munich-Werder-Bremen-November-21-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,8,Sat,2020-11-21,18:30,Eint Frankfurt,1.0,1–1,0.8,RB Leipzig,,Deutsche Bank Park,Sören Storks,/en/matches/f8357e6a/Eintracht-Frankfurt-RB-Leipzig-November-21-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,8,Sat,2020-11-21,20:30,Hertha BSC,1.5,2–5,2.8,Dortmund,,Olympiastadion Berlin,Bastian Dankert,/en/matches/ab6f55a9/Hertha-BSC-Dortmund-November-21-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,8,Sun,2020-11-22,15:30,Freiburg,2.0,1–3,2.9,Mainz 05,,Schwarzwald-Stadion,Martin Petersen,/en/matches/caed261c/Freiburg-Mainz-05-November-22-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,8,Sun,2020-11-22,18:00,Köln,1.2,1–2,1.8,Union Berlin,,RheinEnergieSTADION,Tobias Stieler,/en/matches/3cda5517/Koln-Union-Berlin-November-22-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,9,Fri,2020-11-27,20:30,Wolfsburg,1.5,5–3,1.0,Werder Bremen,,Volkswagen Arena,Christian Dingert,/en/matches/d4fa762e/Wolfsburg-Werder-Bremen-November-27-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,9,Sat,2020-11-28,15:30,Stuttgart,1.2,1–3,0.9,Bayern Munich,,Mercedes-Benz Arena,Harm Osmers,/en/matches/4a8ddb65/Stuttgart-Bayern-Munich-November-28-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,9,Sat,2020-11-28,15:30,RB Leipzig,2.5,2–1,1.6,Arminia,,Red Bull Arena,Robert Hartmann,/en/matches/5ffaab95/RB-Leipzig-Arminia-November-28-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,9,Sat,2020-11-28,15:30,Union Berlin,2.4,3–3,1.4,Eint Frankfurt,,Stadion An der Alten Försterei,Tobias Reichel,/en/matches/64622ffd/Union-Berlin-Eintracht-Frankfurt-November-28-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,9,Sat,2020-11-28,15:30,Dortmund,3.0,1–2,1.5,Köln,,Signal Iduna Park,Benjamin Brand,/en/matches/c393f7a1/Dortmund-Koln-November-28-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,9,Sat,2020-11-28,15:30,Augsburg,0.5,1–1,0.8,Freiburg,,WWK Arena,Robert Schröder,/en/matches/cb328c3c/Augsburg-Freiburg-November-28-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,9,Sat,2020-11-28,18:30,Gladbach,3.0,4–1,0.9,Schalke 04,,Stadion im Borussia-Park,Manuel Gräfe,/en/matches/56d26e32/Monchengladbach-Schalke-04-November-28-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,9,Sun,2020-11-29,15:30,Leverkusen,1.2,0–0,0.6,Hertha BSC,,BayArena,Daniel Schlager,/en/matches/30a1f8cc/Bayer-Leverkusen-Hertha-BSC-November-29-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,9,Sun,2020-11-29,18:00,Mainz 05,1.6,1–1,1.1,Hoffenheim,,Opel Arena,Sascha Stegemann,/en/matches/a3de8d5e/Mainz-05-Hoffenheim-November-29-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,10,Fri,2020-12-04,20:30,Hertha BSC,0.7,3–1,0.3,Union Berlin,,Olympiastadion Berlin,Felix Brych,/en/matches/c4a6d2cc/Hertha-BSC-Union-Berlin-December-4-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,10,Sat,2020-12-05,15:30,Eint Frankfurt,1.0,1–1,1.1,Dortmund,,Deutsche Bank Park,Guido Winkmann,/en/matches/36709fbd/Eintracht-Frankfurt-Dortmund-December-5-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,10,Sat,2020-12-05,15:30,Köln,1.1,2–2,1.9,Wolfsburg,,RheinEnergieSTADION,Sven Jablonski,/en/matches/6cef8dc8/Koln-Wolfsburg-December-5-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,10,Sat,2020-12-05,15:30,Arminia,1.2,2–1,2.8,Mainz 05,,SchücoArena,Marco Fritz,/en/matches/73dd2093/Arminia-Mainz-05-December-5-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,10,Sat,2020-12-05,15:30,Freiburg,3.6,2–2,1.5,Gladbach,,Schwarzwald-Stadion,Tobias Stieler,/en/matches/e7ba3a20/Freiburg-Monchengladbach-December-5-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,10,Sat,2020-12-05,18:30,Bayern Munich,1.0,3–3,1.5,RB Leipzig,,Allianz Arena,Daniel Siebert,/en/matches/c8992842/Bayern-Munich-RB-Leipzig-December-5-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,10,Sun,2020-12-06,15:30,Werder Bremen,0.7,1–2,2.2,Stuttgart,,Weserstadion,Frank Willenborg,/en/matches/6d025baf/Werder-Bremen-Stuttgart-December-6-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,10,Sun,2020-12-06,18:00,Schalke 04,1.4,0–3,2.5,Leverkusen,,Veltins-Arena,Benjamin Cortus,/en/matches/eee4567b/Schalke-04-Bayer-Leverkusen-December-6-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,10,Mon,2020-12-07,20:30,Hoffenheim,1.5,3–1,0.9,Augsburg,,PreZero Arena,Florian Badstübner,/en/matches/8f6df758/Hoffenheim-Augsburg-December-7-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,11,Fri,2020-12-11,20:30,Wolfsburg,2.9,2–1,1.5,Eint Frankfurt,,Volkswagen Arena,Markus Schmidt,/en/matches/240f8c0a/Wolfsburg-Eintracht-Frankfurt-December-11-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,11,Sat,2020-12-12,15:30,Mainz 05,1.7,0–1,0.8,Köln,,Opel Arena,Felix Zwayer,/en/matches/076b95dc/Mainz-05-Koln-December-12-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,11,Sat,2020-12-12,15:30,Freiburg,2.4,2–0,0.2,Arminia,,Schwarzwald-Stadion,Harm Osmers,/en/matches/1aa43542/Freiburg-Arminia-December-12-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,11,Sat,2020-12-12,15:30,Dortmund,0.9,1–5,3.1,Stuttgart,,Signal Iduna Park,Christian Dingert,/en/matches/87a4b896/Dortmund-Stuttgart-December-12-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,11,Sat,2020-12-12,15:30,RB Leipzig,2.4,2–0,0.6,Werder Bremen,,Red Bull Arena,Sören Storks,/en/matches/9bc517fc/RB-Leipzig-Werder-Bremen-December-12-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,11,Sat,2020-12-12,15:30,Gladbach,1.7,1–1,0.4,Hertha BSC,,Stadion im Borussia-Park,Robert Hartmann,/en/matches/df729cb3/Monchengladbach-Hertha-BSC-December-12-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,11,Sat,2020-12-12,18:30,Union Berlin,1.3,1–1,1.1,Bayern Munich,,Stadion An der Alten Försterei,Bastian Dankert,/en/matches/1bfffcbe/Union-Berlin-Bayern-Munich-December-12-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,11,Sun,2020-12-13,15:30,Augsburg,1.4,2–2,2.3,Schalke 04,,WWK Arena,Manuel Gräfe,/en/matches/1be1089b/Augsburg-Schalke-04-December-13-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,11,Sun,2020-12-13,18:00,Leverkusen,2.2,4–1,1.6,Hoffenheim,,BayArena,Martin Petersen,/en/matches/48c59488/Bayer-Leverkusen-Hoffenheim-December-13-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,12,Tue,2020-12-15,18:30,Eint Frankfurt,1.9,3–3,1.4,Gladbach,,Deutsche Bank Park,Benjamin Cortus,/en/matches/cba299bc/Eintracht-Frankfurt-Monchengladbach-December-15-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,12,Tue,2020-12-15,20:30,Werder Bremen,0.3,1–2,2.9,Dortmund,,Weserstadion,Robert Schröder,/en/matches/369b0951/Werder-Bremen-Dortmund-December-15-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,12,Tue,2020-12-15,20:30,Stuttgart,2.0,2–2,0.7,Union Berlin,,Mercedes-Benz Arena,Sascha Stegemann,/en/matches/3aa4c82c/Stuttgart-Union-Berlin-December-15-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,12,Tue,2020-12-15,20:30,Hertha BSC,0.8,0–0,0.8,Mainz 05,,Olympiastadion Berlin,Matthias Jöllenbeck,/en/matches/7e7be41f/Hertha-BSC-Mainz-05-December-15-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,12,Wed,2020-12-16,18:30,Schalke 04,0.5,0–2,1.2,Freiburg,,Veltins-Arena,Sven Jablonski,/en/matches/71693047/Schalke-04-Freiburg-December-16-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,12,Wed,2020-12-16,20:30,Hoffenheim,0.6,0–1,0.5,RB Leipzig,,PreZero Arena,Daniel Schlager,/en/matches/0536f31c/Hoffenheim-RB-Leipzig-December-16-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,12,Wed,2020-12-16,20:30,Arminia,0.6,0–1,0.4,Augsburg,,SchücoArena,Patrick Ittrich,/en/matches/15fbebf1/Arminia-Augsburg-December-16-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,12,Wed,2020-12-16,20:30,Köln,0.4,0–4,1.6,Leverkusen,,RheinEnergieSTADION,Tobias Stieler,/en/matches/3a0c4b7f/Koln-Bayer-Leverkusen-December-16-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,12,Wed,2020-12-16,20:30,Bayern Munich,1.8,2–1,1.0,Wolfsburg,,Allianz Arena,Marco Fritz,/en/matches/782ea29c/Bayern-Munich-Wolfsburg-December-16-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,13,Fri,2020-12-18,20:30,Union Berlin,1.0,2–1,1.3,Dortmund,,Stadion An der Alten Försterei,Harm Osmers,/en/matches/536a493e/Union-Berlin-Dortmund-December-18-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,13,Sat,2020-12-19,15:30,Augsburg,1.6,0–2,2.2,Eint Frankfurt,,WWK Arena,Daniel Siebert,/en/matches/025568f1/Augsburg-Eintracht-Frankfurt-December-19-2020-Bundesliga,,GER-BL1,20-21
Bundesliga,13,Sat,2020-12-19,15:30,RB Leipzig,2.1,0–0,0.4,Köln,,Red Bull Arena,Felix Brych,/en/matches/48fdc28d/RB-Leipzig-Koln-December-19-2020-Bundesliga,,GER-BL1,20-21
