id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,league,season
65d62814,1,Antonio Adán,ESP,GK,Atlético Madrid,31,1987,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ESP-LALIGA,18-19
5890cef1,2,Aday,ESP,"DF,MF",Girona,30,1987,7.2,28,3.91,18,6,1,2,1,0,2,0.28,2,0,0,0,0,0,Matches,ESP-LALIGA,18-19
293211e1,3,Aritz Aduriz,ESP,FW,Athletic Club,37,1981,10.5,19,1.81,14,0,0,3,2,0,1,0.1,1,0,0,0,0,0,Matches,ESP-LALIGA,18-19
cacadf4f,4,Luis Advíncula,PER,DF,Rayo Vallecano,28,1990,26.5,50,1.88,33,4,5,1,7,0,11,0.41,6,0,2,0,3,0,Matches,ESP-LALIGA,18-19
355c883a,5,Martin Agirregabiria,ESP,DF,Alavés,22,1996,22.6,22,0.97,21,0,1,0,0,0,1,0.04,1,0,0,0,0,0,Matches,ESP-LALIGA,18-19
18dc8533,6,Juan Aguilera,ESP,MF,Huesca,32,1985,3.8,6,1.57,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ESP-LALIGA,18-19
f2a68b97,7,Carlos Akapo,EQG,DF,Huesca,25,1993,11.4,17,1.51,11,2,2,1,1,0,2,0.18,1,0,0,0,1,0,Matches,ESP-LALIGA,18-19
06efa9dc,8,Sergio Akieme,ESP,DF,Rayo Vallecano,20,1997,2.0,1,0.5,1,0,0,0,0,0,1,0.5,1,0,0,0,0,0,Matches,ESP-LALIGA,18-19
4601e194,9,Jordi Alba,ESP,DF,Barcelona,29,1989,33.2,84,2.53,76,3,1,0,3,1,13,0.39,12,0,0,0,1,0,Matches,ESP-LALIGA,18-19
ba71d071,10,Pedro Alcalá,ESP,DF,Girona,29,1989,20.8,14,0.67,10,0,0,3,1,0,1,0.05,1,0,0,0,0,0,Matches,ESP-LALIGA,18-19
036bba5f,11,Rubén Alcaraz,ESP,MF,Valladolid,27,1991,33.1,62,1.87,43,4,3,3,8,1,5,0.15,3,0,1,0,1,0,Matches,ESP-LALIGA,18-19
46166b49,12,Álex Alegría,ESP,"FW,MF",Rayo Vallecano,25,1992,1.6,4,2.57,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,ESP-LALIGA,18-19
3d7e48ce,13,Iván Alejo,ESP,MF,Getafe,23,1995,1.6,1,0.62,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ESP-LALIGA,18-19
