id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,league,season
5f09991f,1,Patrick van Aanholt,NED,DF,Galatasaray,30,1990,7.8,0,7,0,0.0,0.9,0.0,0.0,,28.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,UEL,21-22
1339039e,2,Liel Abada,ISR,"FW,MF",Celtic,19,2001,3.8,1,5,1,20.0,1.33,0.27,0.2,1.0,17.9,1,0,0,0.5,0.5,0.1,0.5,0.5,Matches,UEL,21-22
7bb0fe4a,3,Khalid Abdul Basit,GHA,FW,Sheriff Tiraspol,24,1996,0.3,0,1,0,0.0,3.91,0.0,0.0,,32.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,UEL,21-22
8bc373ea,4,Pape Abou Cissé,SEN,DF,Olympiacos,25,1995,6.5,0,6,1,16.7,0.92,0.15,0.0,0.0,17.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,UEL,21-22
c603091a,5,Joel Abu Hanna,ISR,DF,Legia Warsaw,23,1998,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UEL,21-22
b96b595c,6,Francesco Acerbi,ITA,DF,Lazio,33,1988,6.0,0,3,2,66.7,0.5,0.33,0.0,0.0,22.5,0,0,0,0.8,0.8,0.25,-0.8,-0.8,Matches,UEL,21-22
dc38e3bc,7,Ragnar Ache,GER,FW,Eint Frankfurt,23,1998,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UEL,21-22
81442ecb,8,Marcos Acuña,ARG,DF,Sevilla,29,1991,3.0,0,2,0,0.0,0.67,0.0,0.0,,18.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,UEL,21-22
2b09d998,9,Tyler Adams,USA,"MF,DF",RB Leipzig,22,1999,1.7,0,1,1,100.0,0.58,0.58,0.0,0.0,18.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,UEL,21-22
6af56975,10,Edmund Addo,GHA,MF,Sheriff Tiraspol,21,2000,1.3,0,2,0,0.0,1.5,0.0,0.0,,23.5,0,0,0,0.4,0.4,0.19,-0.4,-0.4,Matches,UEL,21-22
ee926a02,11,Arijan Ademi,MKD,MF,Dinamo Zagreb,30,1991,4.3,0,5,0,0.0,1.16,0.0,0.0,,17.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,UEL,21-22
dcfb17f4,12,Amine Adli,MAR,"FW,MF",Leverkusen,21,2000,5.5,1,12,7,58.3,2.18,1.27,0.08,0.14,16.2,0,0,0,1.8,1.8,0.15,-0.8,-0.8,Matches,UEL,21-22
4b00cd47,13,David Affengruber,AUT,DF,Sturm Graz,20,2001,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UEL,21-22
3dd738a1,14,Ruben Aguilar,FRA,DF,Monaco,28,1993,4.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UEL,21-22
d810c13b,15,Emanuel Aiwum,AUT,"DF,MF",Rapid Wien,20,2000,6.0,0,2,0,0.0,0.33,0.0,0.0,,29.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,UEL,21-22
2b1c4abd,16,Albian Ajeti,SUI,FW,Celtic,24,1997,1.7,1,6,3,50.0,3.62,1.81,0.17,0.33,11.6,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches,UEL,21-22
89ac64a6,17,Manuel Akanji,SUI,DF,Dortmund,26,1995,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UEL,21-22
31f5b89b,18,Paul Akouokou,CIV,MF,Betis,23,1997,1.6,0,3,0,0.0,1.85,0.0,0.0,,27.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,UEL,21-22
fdf4b948,19,Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,28,1992,1.2,0,1,0,0.0,0.85,0.0,0.0,,32.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,UEL,21-22
f28659fb,20,Kerem Aktürkoğlu,TUR,"FW,MF",Galatasaray,22,1998,6.9,1,14,6,42.9,2.02,0.87,0.07,0.17,17.6,0,0,0,2.0,2.0,0.14,-1.0,-1.0,Matches,UEL,21-22
834d0be5,21,Lucas Alario,ARG,FW,Leverkusen,28,1992,3.9,1,10,4,40.0,2.54,1.02,0.0,0.0,17.5,0,1,1,1.8,1.1,0.11,-0.8,-1.1,Matches,UEL,21-22
4601e194,22,Jordi Alba,ESP,DF,Barcelona,32,1989,6.0,1,4,1,25.0,0.67,0.17,0.25,1.0,19.3,0,0,0,0.8,0.8,0.19,0.2,0.2,Matches,UEL,21-22
5294a83f,23,Luis Alberto,ESP,MF,Lazio,28,1992,5.4,0,14,2,14.3,2.61,0.37,0.0,0.0,21.8,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,UEL,21-22
65159211,24,Yuri Alberto,BRA,"FW,MF",Zenit,20,2001,1.2,0,3,0,0.0,2.48,0.0,0.0,,16.2,0,0,0,0.4,0.4,0.15,-0.4,-0.4,Matches,UEL,21-22
b827d5b3,25,Marc Albrighton,ENG,"DF,FW",Leicester City,31,1989,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UEL,21-22
182a8b9d,26,Ajibola Alese,ENG,DF,West Ham,20,2001,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UEL,21-22
f014e1bd,27,Dinis Almeida,POR,DF,Antwerp,26,1995,6.0,0,1,0,0.0,0.17,0.0,0.0,,10.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,UEL,21-22
414b2ce4,28,Barış Alper Yılmaz,TUR,"FW,MF",Galatasaray,21,2000,1.0,0,1,0,0.0,1.03,0.0,0.0,,14.2,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,UEL,21-22
