id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,league,season
7f9c5d2d,1,Abner,BRA,DF,Betis,22,2000,13,7,607,6.7,0,0,0,0,0,0,2,0,1.7,1.7,0.1,1.8,8,16,25,0.0,0.0,0.0,0.0,0.0,0.25,0.02,0.27,0.25,0.27,Matches,ESP-LALIGA,22-23
be6faae0,2,Álvaro Aceves,ESP,GK,Valladolid,19,2003,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ESP-LALIGA,22-23
81442ecb,3,Marcos Acuña,ARG,DF,Sevilla,30,1991,30,21,1912,21.2,3,2,5,3,0,0,10,3,1.2,1.2,4.3,5.5,49,102,94,0.14,0.09,0.24,0.14,0.24,0.05,0.2,0.26,0.05,0.26,Matches,ESP-LALIGA,22-23
a2c1a8d3,4,Julen Agirrezabala,ESP,GK,Athletic Club,21,2000,8,7,675,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ESP-LALIGA,22-23
014aa7bd,5,Álvaro Aguado,ESP,MF,Valladolid,26,1996,34,18,1888,21.0,1,2,3,1,0,0,4,0,1.0,1.0,2.2,3.2,29,139,50,0.05,0.1,0.14,0.05,0.14,0.05,0.11,0.15,0.05,0.15,Matches,ESP-LALIGA,22-23
18abe173,6,Joseph Aidoo,GHA,DF,Celta Vigo,26,1995,35,35,3119,34.7,3,0,3,3,0,0,6,1,1.0,1.0,0.1,1.1,15,95,2,0.09,0.0,0.09,0.09,0.09,0.03,0.0,0.03,0.03,0.03,Matches,ESP-LALIGA,22-23
06efa9dc,7,Sergio Akieme,ESP,DF,Almería,24,1997,29,27,2297,25.5,1,0,1,1,0,0,5,0,1.5,1.5,2.0,3.5,60,58,84,0.04,0.0,0.04,0.04,0.04,0.06,0.08,0.14,0.06,0.14,Matches,ESP-LALIGA,22-23
733aab44,8,Babatunde Akinsola,NGA,FW,Valladolid,19,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ESP-LALIGA,22-23
31f5b89b,9,Paul Akouokou,CIV,"MF,DF",Betis,24,1997,12,3,447,5.0,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,1,10,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,ESP-LALIGA,22-23
05439de2,10,David Alaba,AUT,DF,Real Madrid,30,1992,23,21,1838,20.4,1,3,4,1,0,0,3,0,0.8,0.8,1.1,1.9,16,67,60,0.05,0.15,0.2,0.05,0.2,0.04,0.05,0.09,0.04,0.09,Matches,ESP-LALIGA,22-23
455c26a4,11,Ángel Alarcón,ESP,FW,Barcelona,18,2004,4,0,25,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,ESP-LALIGA,22-23
99ea2ddd,12,Tomás Alarcón,CHI,MF,Cádiz,23,1999,4,2,223,2.5,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,2,9,6,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,ESP-LALIGA,22-23
4601e194,13,Jordi Alba,ESP,DF,Barcelona,33,1989,24,14,1419,15.8,2,3,5,2,0,0,6,1,0.8,0.8,6.2,7.0,42,141,157,0.13,0.19,0.32,0.13,0.32,0.05,0.4,0.44,0.05,0.44,Matches,ESP-LALIGA,22-23
4bd414c1,14,Raúl Albiol,ESP,DF,Villarreal,36,1985,25,24,2119,23.5,0,0,0,0,0,0,6,0,0.1,0.1,0.0,0.1,12,100,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Matches,ESP-LALIGA,22-23
036bba5f,15,Rubén Alcaraz,ESP,MF,Cádiz,31,1991,31,22,2043,22.7,3,0,3,1,2,3,11,1,4.0,1.6,1.3,2.9,30,105,20,0.13,0.0,0.13,0.04,0.04,0.18,0.06,0.23,0.07,0.13,Matches,ESP-LALIGA,22-23
bb08bce9,16,Omar Alderete,PAR,DF,Getafe,25,1996,25,23,2047,22.7,1,1,2,1,0,0,9,0,0.6,0.6,0.8,1.4,28,96,8,0.04,0.04,0.09,0.04,0.09,0.03,0.03,0.06,0.03,0.06,Matches,ESP-LALIGA,22-23
