id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,league,season
565bf0da,1,David Abraham,ARG,DF,Eint Frankfurt,34,1986,14,14,1222,13.6,1,0,1,1,0,0,5,1,0.6,0.6,0.4,1.0,12,55,21,0.07,0.0,0.07,0.07,0.07,0.04,0.03,0.07,0.04,0.07,Matches,GER-BL1,20-21
1c08a3c8,2,Amir Abrashi,ALB,"MF,DF",Freiburg,30,1990,5,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GER-BL1,20-21
dc38e3bc,3,Ragnar Ache,GER,"FW,DF",Eint Frankfurt,22,1998,7,0,100,1.1,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,3,3,12,0.9,0.0,0.9,0.9,0.9,0.13,0.0,0.13,0.13,0.13,Matches,GER-BL1,20-21
2b09d998,4,Tyler Adams,USA,"MF,DF",RB Leipzig,21,1999,27,21,1850,20.6,1,1,2,1,0,0,3,0,1.3,1.3,0.9,2.2,27,113,70,0.05,0.05,0.1,0.05,0.1,0.07,0.04,0.11,0.07,0.11,Matches,GER-BL1,20-21
22919e97,5,Sargis Adamyan,ARM,"FW,MF",Hoffenheim,27,1993,18,3,479,5.3,2,3,5,2,0,0,2,0,2.1,2.1,2.3,4.5,20,17,58,0.38,0.56,0.94,0.38,0.94,0.4,0.44,0.84,0.4,0.84,Matches,GER-BL1,20-21
cb6d81b3,6,Felix Agu,GER,DF,Werder Bremen,20,1999,15,8,701,7.8,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.1,7,9,33,0.13,0.0,0.13,0.13,0.13,0.08,0.06,0.14,0.08,0.14,Matches,GER-BL1,20-21
a6c58494,7,Naouirou Ahamada,FRA,MF,Stuttgart,18,2002,6,3,252,2.8,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.3,8,11,3,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches,GER-BL1,20-21
89ac64a6,8,Manuel Akanji,SUI,DF,Dortmund,25,1995,28,26,2350,26.1,2,0,2,2,0,0,4,0,1.7,1.7,0.3,2.0,26,159,7,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.08,0.06,0.08,Matches,GER-BL1,20-21
6ec6fde0,9,Kevin Akpoguma,NGA,DF,Hoffenheim,25,1995,16,14,1184,13.2,1,0,1,1,0,0,1,0,0.1,0.1,0.4,0.5,10,56,14,0.08,0.0,0.08,0.08,0.08,0.01,0.03,0.04,0.01,0.04,Matches,GER-BL1,20-21
