id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,league,season
2f965a72,1,Alphonse Areola,FRA,GK,West Ham,28,1993,11,11,1020,11.3,8,0.71,38,31,78.9,5,2,4,5,45.5,0,0,0,0,,Matches,UEL,21-22
55b93ae0,2,Giorgos Athanasiadis,GRE,GK,Sheriff Tiraspol,28,1993,2,2,210,2.3,2,0.86,8,6,75.0,1,0,1,1,50.0,0,0,0,0,,Matches,UEL,21-22
56901a62,3,Scott Bain,SCO,GK,Celtic,29,1991,1,1,90,1.0,2,2.0,7,6,71.4,1,0,0,0,0.0,0,0,0,0,,Matches,UEL,21-22
072e68ed,4,Altay Bayındır,TUR,GK,Fenerbahçe,23,1998,3,3,270,3.0,6,2.0,15,9,60.0,0,2,1,0,0.0,0,0,0,0,,Matches,UEL,21-22
56f99ec7,5,Ádám Bogdán,HUN,GK,Ferencváros,33,1987,1,1,90,1.0,3,3.0,4,1,25.0,0,0,1,0,0.0,0,0,0,0,,Matches,UEL,21-22
5e8936be,6,Milan Borjan,CAN,GK,Red Star,33,1987,7,7,630,7.0,8,1.14,31,24,80.6,3,2,2,1,14.3,2,2,0,0,0.0,Matches,UEL,21-22
34ccf6fa,7,Artur Boruc,POL,GK,Legia Warsaw,41,1980,2,2,180,2.0,1,0.5,6,5,83.3,1,0,1,1,50.0,0,0,0,0,,Matches,UEL,21-22
f6798fc3,8,Yassine Bounou,MAR,GK,Sevilla,30,1991,4,4,390,4.3,4,0.92,19,15,84.2,2,0,2,1,25.0,1,1,0,0,0.0,Matches,UEL,21-22
10072610,9,Claudio Bravo,CHI,GK,Betis,38,1983,4,4,341,3.8,6,1.58,24,17,79.2,2,1,1,0,0.0,2,1,1,0,50.0,Matches,UEL,21-22
7f40333d,10,Jean Butez,FRA,GK,Antwerp,26,1995,6,6,540,6.0,10,1.67,27,17,70.4,1,2,3,1,16.7,3,2,0,1,0.0,Matches,UEL,21-22
93fffbcf,11,Diogo Costa,POR,GK,Porto,21,1999,4,4,360,4.0,5,1.25,17,12,70.6,1,2,1,0,0.0,0,0,0,0,,Matches,UEL,21-22
4030c7ae,12,Dénes Dibusz,HUN,GK,Ferencváros,30,1990,5,5,450,5.0,9,1.8,30,22,70.0,1,0,4,1,20.0,1,0,1,0,100.0,Matches,UEL,21-22
510c6a3f,13,Joel Drommel,NED,GK,PSV Eindhoven,24,1996,6,6,540,6.0,8,1.33,20,12,65.0,2,2,2,2,33.3,1,1,0,0,0.0,Matches,UEL,21-22
9328b835,14,Łukasz Fabiański,POL,GK,West Ham,36,1985,1,1,90,1.0,0,0.0,0,0,,1,0,0,1,100.0,0,0,0,0,,Matches,UEL,21-22
05bffdb1,15,Paul Gartler,AUT,GK,Rapid Wien,24,1997,6,6,540,6.0,9,1.5,20,11,60.0,2,0,4,1,16.7,1,1,0,0,0.0,Matches,UEL,21-22
bcb2ccd8,16,Péter Gulácsi,HUN,GK,RB Leipzig,31,1990,6,6,540,6.0,7,1.17,17,10,64.7,3,2,1,2,33.3,1,1,0,0,0.0,Matches,UEL,21-22
cb4f24c6,17,Joe Hart,ENG,GK,Celtic,34,1987,5,5,450,5.0,13,2.6,32,20,62.5,2,0,3,1,20.0,1,1,0,0,0.0,Matches,UEL,21-22
c924b17d,18,Mads Hermansen,DEN,GK,Brøndby,21,2000,5,5,450,5.0,9,1.8,28,19,67.9,0,2,3,1,20.0,0,0,0,0,,Matches,UEL,21-22
332695f4,19,Dominik Holec,SVK,GK,Sparta Prague,27,1994,2,2,180,2.0,2,1.0,6,4,66.7,1,0,1,1,50.0,0,0,0,0,,Matches,UEL,21-22
ad3389d5,20,Lukáš Hrádecký,FIN,GK,Leverkusen,31,1989,7,7,630,7.0,8,1.14,36,28,83.3,4,1,2,2,28.6,2,2,0,0,0.0,Matches,UEL,21-22
53e360bb,21,Kristijan Kahlina,CRO,GK,Ludogorets,29,1992,4,4,360,4.0,7,1.75,23,16,69.6,0,1,3,0,0.0,0,0,0,0,,Matches,UEL,21-22
2fabebc0,22,Mikhail Kerzhakov,RUS,GK,Zenit,34,1987,1,1,90,1.0,3,3.0,3,0,0.0,0,0,1,0,0.0,0,0,0,0,,Matches,UEL,21-22
4980c6be,23,Daniil Khudiakov,RUS,GK,Loko Moscow,17,2004,2,2,180,2.0,4,2.0,13,9,84.6,0,0,2,0,0.0,2,2,0,0,0.0,Matches,UEL,21-22
cd59b9df,24,Gregor Kobel,SUI,GK,Dortmund,23,1997,2,2,180,2.0,6,3.0,11,6,63.6,0,1,1,0,0.0,2,2,0,0,0.0,Matches,UEL,21-22
58f077c0,25,Dominik Livaković,CRO,GK,Dinamo Zagreb,26,1995,8,8,720,8.0,9,1.13,31,22,74.2,4,1,3,3,37.5,1,1,0,0,0.0,Matches,UEL,21-22
f00de885,26,Anthony Lopes,POR,GK,Lyon,30,1990,8,8,720,8.0,6,0.75,23,17,73.9,6,2,0,4,50.0,0,0,0,0,,Matches,UEL,21-22
20b9f052,27,Pau López,ESP,GK,Marseille,26,1994,5,5,450,5.0,7,1.4,14,8,50.0,0,4,1,2,40.0,0,0,0,0,,Matches,UEL,21-22
939bc634,28,Jonas Lössl,DEN,GK,Midtjylland,32,1989,3,3,270,3.0,2,0.67,7,5,71.4,2,1,0,2,66.7,0,0,0,0,,Matches,UEL,21-22
8a6ab963,29,Andrey Lunyov,RUS,GK,Leverkusen,29,1991,1,1,90,1.0,1,1.0,1,0,0.0,0,0,1,0,0.0,0,0,0,0,,Matches,UEL,21-22
20de219a,30,Radosław Majecki,POL,GK,Monaco,21,1999,1,1,90,1.0,1,1.0,4,3,100.0,0,1,0,0,0.0,1,1,0,0,0.0,Matches,UEL,21-22
6f4e1c93,31,Aleksandr Maksimenko,RUS,GK,Spartak Moscow,23,1998,3,3,270,3.0,7,2.33,12,4,41.7,1,0,2,0,0.0,0,0,0,0,,Matches,UEL,21-22
1d2d5cc8,32,Steve Mandanda,FRA,GK,Marseille,36,1985,1,1,90,1.0,0,0.0,0,0,,1,0,0,1,100.0,0,0,0,0,,Matches,UEL,21-22
a3b0ed18,33,Guilherme Marinato,RUS,GK,Loko Moscow,35,1985,4,4,360,4.0,5,1.25,17,12,76.5,0,2,2,0,0.0,1,1,0,0,0.0,Matches,UEL,21-22
ef3909cd,34,Matheus,BRA,GK,Braga,29,1992,11,11,1050,11.7,12,1.03,35,23,80.0,6,2,3,4,36.4,5,5,0,0,0.0,Matches,UEL,21-22
f3a97d02,35,Allan McGregor,SCO,GK,Rangers,39,1982,14,14,1320,14.7,15,1.02,53,39,73.6,6,3,5,3,21.4,2,1,1,0,50.0,Matches,UEL,21-22
3b0108d6,36,Jon McLaughlin,SCO,GK,Rangers,33,1987,1,1,90,1.0,1,1.0,3,3,66.7,0,1,0,0,0.0,0,0,0,0,,Matches,UEL,21-22
9413b19f,37,Alex Meret,ITA,GK,Napoli,24,1997,7,7,630,7.0,13,1.86,24,11,54.2,3,1,3,1,14.3,2,2,0,0,0.0,Matches,UEL,21-22
d0d98611,38,Thomas Mikkelsen,DEN,GK,Brøndby,37,1983,1,1,90,1.0,2,2.0,9,7,77.8,0,0,1,0,0.0,0,0,0,0,,Matches,UEL,21-22
b9139383,39,Cezary Miszta,POL,GK,Legia Warsaw,19,2001,4,4,360,4.0,10,2.5,28,18,71.4,1,0,3,1,25.0,2,2,0,0,0.0,Matches,UEL,21-22
a2abe631,40,Fernando Muslera,URU,GK,Galatasaray,35,1986,6,6,540,6.0,3,0.5,22,18,86.4,3,3,0,4,66.7,1,0,1,0,100.0,Matches,UEL,21-22
a111cf41,41,Juan Musso,ARG,GK,Atalanta,27,1994,6,6,540,6.0,6,1.0,18,12,72.2,4,1,1,2,33.3,2,1,1,0,50.0,Matches,UEL,21-22
a9a3b55d,42,Florin Niță,ROU,GK,Sparta Prague,34,1987,4,4,360,4.0,7,1.75,19,12,63.2,1,1,2,2,50.0,0,0,0,0,,Matches,UEL,21-22
afb0c500,43,Alexander Nübel,GER,GK,Monaco,24,1996,7,7,630,7.0,6,0.86,21,15,71.4,3,3,1,2,28.6,0,0,0,0,,Matches,UEL,21-22
118b60ce,44,Daniil Odoevski,RUS,GK,Zenit,18,2003,1,1,90,1.0,0,0.0,0,0,,0,1,0,1,100.0,0,0,0,0,,Matches,UEL,21-22
82b1198a,45,David Ospina,COL,GK,Napoli,32,1988,1,1,90,1.0,2,2.0,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,Matches,UEL,21-22
