id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,league,season
32c2d95f,1,Yunis Abdelhamid,MAR,DF,Reims,31,1987,28,28,2520,28.0,3,0,3,3,0,0,0,0,1.7,1.7,1.2,2.9,21,96,6,0.11,0.0,0.11,0.11,0.11,0.06,0.04,0.1,0.06,0.1,Matches,FRA-L1,19-20
a4c3f7af,2,Mehdi Abeid,ALG,MF,Nantes,26,1992,25,20,1817,20.2,1,2,3,1,0,0,5,0,1.5,1.5,1.8,3.3,25,104,42,0.05,0.1,0.15,0.05,0.15,0.07,0.09,0.16,0.07,0.16,Matches,FRA-L1,19-20
469d3d84,3,Charles Abi,FRA,FW,Saint-Étienne,19,2000,15,6,623,6.9,0,0,0,0,0,0,2,0,0.3,0.3,1.2,1.5,12,10,33,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.22,0.05,0.22,Matches,FRA-L1,19-20
dcfb17f4,4,Amine Adli,MAR,"MF,FW",Toulouse,19,2000,4,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,FRA-L1,19-20
26777636,5,Yacine Adli,FRA,MF,Bordeaux,19,2000,21,11,1020,11.3,3,3,6,3,0,0,3,0,0.8,0.8,2.2,3.0,38,65,47,0.26,0.26,0.53,0.26,0.53,0.07,0.19,0.26,0.07,0.26,Matches,FRA-L1,19-20
288e1e13,6,Nayef Aguerd,MAR,DF,Dijon,23,1996,11,11,957,10.6,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,0,27,0,0.09,0.0,0.09,0.09,0.09,0.03,0.0,0.03,0.03,0.03,Matches,FRA-L1,19-20
3dd738a1,7,Ruben Aguilar,FRA,DF,Monaco,26,1993,19,11,1072,11.9,0,2,2,0,0,0,2,2,0.2,0.2,1.8,2.0,32,52,80,0.0,0.17,0.17,0.0,0.17,0.02,0.15,0.17,0.02,0.17,Matches,FRA-L1,19-20
48b28bfd,8,Jean-Eudes Aholou,CIV,MF,Saint-Étienne,25,1994,11,8,630,7.0,1,1,2,1,0,0,3,1,0.7,0.7,0.5,1.2,14,34,15,0.14,0.14,0.29,0.14,0.29,0.1,0.08,0.17,0.1,0.17,Matches,FRA-L1,19-20
c46fa34c,9,Youssef Aït Bennasser,MAR,MF,Bordeaux,23,1996,12,6,536,6.0,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,6,47,6,0.0,0.17,0.17,0.0,0.17,0.01,0.02,0.03,0.01,0.03,Matches,FRA-L1,19-20
