id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,league,season
f586779e,1,Tammy Abraham,ENG,FW,Roma,25,1997,2.7,1,0,0,6,5,2,2,0,1,1,0,0,1,6,5,54.5,Matches,ITA-SERIA_A,23-24
b96b595c,2,Francesco Acerbi,ITA,DF,Inter,35,1988,26.5,1,0,0,19,24,3,9,32,13,0,0,0,102,70,37,65.4,Matches,ITA-SERIA_A,23-24
26777636,3,Yacine Adli,FRA,MF,Milan,23,2000,15.6,3,0,0,26,9,1,50,20,17,0,1,0,94,15,10,60.0,Matches,ITA-SERIA_A,23-24
f9c927de,4,Michel Aebischer,SUI,MF,Bologna,26,1997,24.8,8,0,0,37,30,0,12,12,20,0,0,0,135,11,16,40.7,Matches,ITA-SERIA_A,23-24
8bc8829a,5,Lucien Agoume,FRA,MF,Inter,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,ITA-SERIA_A,23-24
414e1f69,6,Marley Aké,FRA,FW,Udinese,22,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches,ITA-SERIA_A,23-24
3ad34015,7,Ebenezer Akinsanmiro,NGA,MF,Inter,18,2004,0.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,Matches,ITA-SERIA_A,23-24
fdf4b948,8,Jean-Daniel Akpa-Akpro,CIV,MF,Monza,30,1992,7.8,5,0,0,15,5,0,1,12,11,0,1,0,29,5,7,41.7,Matches,ITA-SERIA_A,23-24
8c4b95af,9,David Akpan Ankeye,NGA,FW,Genoa,21,2002,0.6,0,0,0,2,1,0,1,0,0,0,0,0,4,0,1,0.0,Matches,ITA-SERIA_A,23-24
5294a83f,10,Luis Alberto,ESP,MF,Lazio,30,1992,25.7,7,0,0,16,23,6,150,7,20,0,0,0,140,10,19,34.5,Matches,ITA-SERIA_A,23-24
